T	0->1	0->2	0->3	0->4	0->5	0->6	0->7	0->8	0->9	0->10	1->2	1->3	1->4	1->5	1->6	1->7	1->8	1->9	1->10	2->3	2->4	2->5	2->6	2->7	2->8	2->9	2->10	3->4	3->5	3->6	3->7	3->8	3->9	3->10	4->5	4->6	4->7	4->8	4->9	4->10	5->6	5->7	5->8	5->9	5->10	
2.200000000000000000e+01 3.550958278380728705e-10 7.184736294156444504e-11 5.001658879770930500e-11 4.438388321532116081e-11 4.105691146506213563e-11 2.325207694015160931e-11 2.921269220211843384e-11 1.699399934924283986e-11 7.526495948944750560e-12 2.357928437674092335e-11 2.190785633874783457e-10 5.563649714161059553e-11 4.719558929696093766e-11 3.706015165395444790e-11 3.091894632042041787e-11 2.514498932564279071e-11 1.684533241385425648e-11 1.451418434833023773e-11 1.457738908464652115e-11 1.989389524795534649e-10 5.379233870442276534e-11 4.394086254864668818e-11 3.427926393731640684e-11 2.421398680609889361e-11 1.933301874312259303e-11 1.393862846229652838e-11 1.558146323457119375e-11 1.870916376120680083e-10 5.215721864211131360e-11 3.907106765138473397e-11 2.990307853333672103e-11 2.258424819721073828e-11 1.433273402082847441e-11 1.393477237106364473e-11 1.751312706591640904e-10 4.732553736903145851e-11 3.647085630886193269e-11 2.536720587852217923e-11 1.645607645081529541e-11 1.398824658038574221e-11 1.630236092770216551e-10 4.252796188722544626e-11 3.054499379464191745e-11 1.999915837840479339e-11 1.609835983747744154e-11
2.300000000000000000e+01 3.474547485399154170e-10 7.023570258416222039e-11 4.984161317840027204e-11 4.388804612875864283e-11 4.083317999993190936e-11 2.317993552919138730e-11 2.946347138319223427e-11 1.741351023387853090e-11 7.569193963660812934e-12 2.403049396295016113e-11 2.147722406717548481e-10 5.486741196397236724e-11 4.703295045736626317e-11 3.688351117233213704e-11 3.101612137333576522e-11 2.543374550064369856e-11 1.706786493715828834e-11 1.491529729204680192e-11 1.483609139585787011e-11 1.951929330394574524e-10 5.325803660170089294e-11 4.390158860637929215e-11 3.435056857787229976e-11 2.439188983624932077e-11 1.956213040644582128e-11 1.430550918210470924e-11 1.594055438789850484e-11 1.839234830920890069e-10 5.189799848916909208e-11 3.917007482556201680e-11 3.011426358059529827e-11 2.289005469886521208e-11 1.457321715153449955e-11 1.426220573226121157e-11 1.725005893692467010e-10 4.735177917658872995e-11 3.674216332319527419e-11 2.561610447019665794e-11 1.670839898897631221e-11 1.431902061893668822e-11 1.611564647786968071e-10 4.269444722688406632e-11 3.085230011987758489e-11 2.026508036229139027e-11 1.648262697047603885e-11
2.400000000000000000e+01 3.401814464296563537e-10 6.873972674806071919e-11 4.966703999890776493e-11 4.339367872119990784e-11 4.059530127828360010e-11 2.309617477573138524e-11 2.966325360133463179e-11 1.780844666215556228e-11 7.600842729996212209e-12 2.443785496206016343e-11 2.106769021846809171e-10 5.413585503784746622e-11 4.684733709589830470e-11 3.668596395338331368e-11 3.107759234379806351e-11 2.569033317776189777e-11 1.726529829525006617e-11 1.529251124704916902e-11 1.506551916063667927e-11 1.916155311721698041e-10 5.273302918881006129e-11 4.382697747011416045e-11 3.438663638321810856e-11 2.454350553427790346e-11 1.976321836319757593e-11 1.464756108527715452e-11 1.626616106189027018e-11 1.808713998292796394e-10 5.162512529341969490e-11 3.923089278559026317e-11 3.029031161230546041e-11 2.315964553869071359e-11 1.478975490023596828e-11 1.455939279395397961e-11 1.699421722211510247e-10 4.735198076485070753e-11 3.696769076561149199e-11 2.582793884928990467e-11 1.693203614170951528e-11 1.462025748233788802e-11 1.593007018701044808e-10 4.282444462259624856e-11 3.111424277986860464e-11 2.049736006907282021e-11 1.683347969901886737e-11
2.500000000000000000e+01 3.332524913497802331e-10 6.734708995960032354e-11 4.949174453012099752e-11 4.290276638032521439e-11 4.034641283943653883e-11 2.300319799775651414e-11 2.981787616184101006e-11 1.818006088374602546e-11 7.622962115063829013e-12 2.480541556892628439e-11 2.067779506573981744e-10 5.343840333003891941e-11 4.664234993116103368e-11 3.647142080880984568e-11 3.110798275553837816e-11 2.591794113846470623e-11 1.744017806507074063e-11 1.564702767551261579e-11 1.526857490708626954e-11 1.881972100936960004e-10 5.221767277970247005e-11 4.372210692624495128e-11 3.439227576984557560e-11 2.467183624186222528e-11 1.993926313473811764e-11 1.496622165585481604e-11 1.656108300527351275e-11 1.779321436018904272e-10 5.134136323826117369e-11 3.925851418805200664e-11 3.043538542955841284e-11 2.339660004172567832e-11 1.498454816247031616e-11 1.482882526023527523e-11 1.674578086395958088e-10 4.732953185549527023e-11 3.715261983435873273e-11 2.600692712235259077e-11 1.712980393064931301e-11 1.489437571122724383e-11 1.574646768856328422e-10 4.292241511712166971e-11 3.133590190771113406e-11 2.069963029356391454e-11 1.715357181389417922e-11
2.600000000000000000e+01 3.266452133742156305e-10 6.604685972512226419e-11 4.931471082476865123e-11 4.241672123752959931e-11 4.008895796051879227e-11 2.290286240274793700e-11 2.993242662359255339e-11 1.852940905808065890e-11 7.636832618343564706e-12 2.513668899248765375e-11 2.030613886759431949e-10 5.277189419300374881e-11 4.642091978149985433e-11 3.624306674172996165e-11 3.111120125080110187e-11 2.611923666738866103e-11 1.759467049036159343e-11 1.597990416797592129e-11 1.544779551163012336e-11 1.849283041411313377e-10 5.171200778874058940e-11 4.359121117494166466e-11 3.437149445273031149e-11 2.477935556837196110e-11 2.009278994243124411e-11 1.526277701140878318e-11 1.682780944235762223e-11 1.751014403106175378e-10 5.104883845195663184e-11 3.925711471021320590e-11 3.055295161279427870e-11 2.360399863713436962e-11 1.515949066534371330e-11 1.507273187796596313e-11 1.650475205962430861e-10 4.728712174557009881e-11 3.730133336380415048e-11 2.615664473828836352e-11 1.730413816130053476e-11 1.514352345228031284e-11 1.556540804911743449e-10 4.299200845895440402e-11 3.152159435907197662e-11 2.087499422319593010e-11 1.744525677647924257e-11
2.700000000000000000e+01 3.203379842741460356e-10 6.482936087338706651e-11 4.913505201378510494e-11 4.193652688067576949e-11 3.982484328549951625e-11 2.279660557350573135e-11 3.001135417857323176e-11 1.885740778062975616e-11 7.643537121248063352e-12 2.543474400792316708e-11 1.995139730236056704e-10 5.213343142334635402e-11 4.618545168317117749e-11 3.600350466285660055e-11 3.109057172935631343e-11 2.629647647755621895e-11 1.773063431220046249e-11 1.629209113560204878e-11 1.560540761080732803e-11 1.817992914440774108e-10 5.121586372743560864e-11 4.343784330344705519e-11 3.432765390338064725e-11 2.486812203546394907e-11 2.022595411046209457e-11 1.553839373219242077e-11 1.706856292564561669e-11 1.723744082702521135e-10 5.074919501274634254e-11 3.923020803699712022e-11 3.064592066062756593e-11 2.378451266138515554e-11 1.531622611068023076e-11 1.529311335975990280e-11 1.627101158332955918e-10 4.722690823045713278e-11 3.741756771157694193e-11 2.628014306095684296e-11 1.745715959428232937e-11 1.536961781781943822e-11 1.538726340319187183e-10 4.303624079982844611e-11 3.167501313512825482e-11 2.102611896734068587e-11 1.771063448118538338e-11
2.800000000000000000e+01 3.143103841468330246e-10 6.368603489840474079e-11 4.895201894940976166e-11 4.146284802208607862e-11 3.955556175662838135e-11 2.268554357756002214e-11 3.005856349313645464e-11 1.916487650699670622e-11 7.643995315044676825e-12 2.570228011344627996e-11 1.961232995096753623e-10 5.152038237639487732e-11 4.593793748652045882e-11 3.575487044681101008e-11 3.104893836113999172e-11 2.645159393887007871e-11 1.784967872470477690e-11 1.658445988030810455e-11 1.574337473270501706e-11 1.788009754805706809e-10 5.072893656285023522e-11 4.326500509461169222e-11 3.426359314466491246e-11 2.493986828382279793e-11 2.034061033465052586e-11 1.579414377402105088e-11 1.728533743425562928e-11 1.697458610609691989e-10 5.044371451905221630e-11 3.918077098151061322e-11 3.071675853808833709e-11 2.394047728689942471e-11 1.545619441898790947e-11 1.549177308787132422e-11 1.604435946487343454e-10 4.715064702961728455e-11 3.750453456068535935e-11 2.638004541298486864e-11 1.759072761508443085e-11 1.557437889921690744e-11 1.521226147239046676e-10 4.305763322033364557e-11 3.179934064574073238e-11 2.115531243701241262e-11 1.795159083717666722e-11
2.900000000000000000e+01 3.085432853146695390e-10 6.260931330682381859e-11 4.876500055111537009e-11 4.099611347209519400e-11 3.928228811972365474e-11 2.257054679364599108e-11 3.007749351357549930e-11 1.945256867478824037e-11 7.638991958352501736e-12 2.594168927081687644e-11 1.928778384079025506e-10 5.093036878451016266e-11 4.568004354586458013e-11 3.549892483783526051e-11 3.098875021640768010e-11 2.658626717744049618e-11 1.795320980982118476e-11 1.685782355065533322e-11 1.586343694702991669e-11 1.759246001348064947e-10 5.025084485320854549e-11 4.307525053632455389e-11 3.418172765093442879e-11 2.499607071240941943e-11 2.043836849405804281e-11 1.603102359014997016e-11 1.747993086339931568e-11 1.672105215654365174e-10 5.013340719385974273e-11 3.911134407374865260e-11 3.076757502930087956e-11 2.407395037414216911e-11 1.558066883888136398e-11 1.567034356773122922e-11 1.582454470926626187e-10 4.705979036622201383e-11 3.756501820534345669e-11 2.645862449191338779e-11 1.770648409355321183e-11 1.575935860521220762e-11 1.504052508757069939e-10 4.305831928562996661e-11 3.189734022058940149e-11 2.126458605702311450e-11 1.816983071674961207e-11
3.000000000000000000e+01 3.030188775810512592e-10 6.159250397248237827e-11 4.857351848384612426e-11 4.053657877992252257e-11 3.900595285056229969e-11 2.245229831923773243e-11 3.007118356013297456e-11 1.972119395781945481e-11 7.629200000513855911e-12 2.615510626864361125e-11 1.897669354674450656e-10 5.036125337159475433e-11 4.541317884630004647e-11 3.523712674746583189e-11 3.091212946165963374e-11 2.670197192642113736e-11 1.804246755632177404e-11 1.711295239305451768e-11 1.596714398738384457e-11 1.731619166359984618e-10 4.978116974172695944e-11 4.287076828855883573e-11 3.408412820665493809e-11 2.503800359579681036e-11 2.052063840183287470e-11 1.624996854944918015e-11 1.765397239405620073e-11 1.647631701810902727e-10 4.981908089027208934e-11 3.902411219110726585e-11 3.080019346368583230e-11 2.418675976916187606e-11 1.569078554707743426e-11 1.583030892522697223e-11 1.561128682338248749e-10 4.695556161008457448e-11 3.760145305896771870e-11 2.651786457581025418e-11 1.780588904567260910e-11 1.592596480243058346e-11 1.487210184329976025e-10 4.304012826529676238e-11 3.197142978305051217e-11 2.135570565831542900e-11 1.836690507412139012e-11
3.100000000000000000e+01 2.977206528231492658e-10 6.062968949720191298e-11 4.837721818136545156e-11 4.008437339535356163e-11 3.872729917589672266e-11 2.233133881388325658e-11 3.004232877261120396e-11 1.997143369477313009e-11 7.615199472032207435e-12 2.634444962038657651e-11 1.867807895691052860e-10 4.981112388033134436e-11 4.513854783942829464e-11 3.497069165463225025e-11 3.082092636045396344e-11 2.680002234449116986e-11 1.811855527476073962e-11 1.735058453775052138e-11 1.605588280703442354e-11 1.705052160874479241e-10 4.931948279142261142e-11 4.265344739211951077e-11 3.397258373189811556e-11 2.506678098231571873e-11 2.058866556586293996e-11 1.645186362627856698e-11 1.780894537273501845e-11 1.623987444766816995e-10 4.950139304181818684e-11 3.892096907186020110e-11 3.081620560360724125e-11 2.428054122907774249e-11 1.578756716298825822e-11 1.597302388798143563e-11 1.540429122914664911e-10 4.683901145635155762e-11 3.761598532860869505e-11 2.655951142261101657e-11 1.789024954534983230e-11 1.607548135744823317e-11 1.470698626483161178e-10 4.300464933166598496e-11 3.202374104586451943e-11 2.143023264740923556e-11 1.854423310486030225e-11
3.200000000000000000e+01 2.926333622571031056e-10 5.971563658307761319e-11 4.817585772090202543e-11 3.963953605674490209e-11 3.844692690339826502e-11 2.220810081590273702e-11 2.999332668812013777e-11 2.020395116047159604e-11 7.597492907957327476e-12 2.651145469630230271e-11 1.839104151659197406e-10 4.927827573249751568e-11 4.485719137603284386e-11 3.470063811617033122e-11 3.071676370921364272e-11 2.688160241951278297e-11 1.818246292764782587e-11 1.757143336596816828e-11 1.613090046176168246e-11 1.679473377853289763e-10 4.886536475428714425e-11 4.242492967610519455e-11 3.384865134116751722e-11 2.508338903425908461e-11 2.064355970511758789e-11 1.663755119699903903e-11 1.794620635640486841e-11 1.601124032606257421e-10 4.918088952344561191e-11 3.880356888863910705e-11 3.081701478536891870e-11 2.435676881347957970e-11 1.587194138593509779e-11 1.609972973329444973e-11 1.520326012802154325e-10 4.671105994290151631e-11 3.761052208719946481e-11 2.658511228090833675e-11 1.796074313801155452e-11 1.620908469715197163e-11 1.454513629935986989e-10 4.295328096030833758e-11 3.205616704406515947e-11 2.148955725991427945e-11 1.870312028064623443e-11
3.300000000000000000e+01 2.877429561867051657e-10 5.884571544158334922e-11 4.796929564956973269e-11 3.920204123512272204e-11 3.816532599732903927e-11 2.208293491507866316e-11 2.992631645930727311e-11 2.041939801420591630e-11 7.576517944752176504e-12 2.665770054878754115e-11 1.811475954374116123e-10 4.876119422086585648e-11 4.457001840516315015e-11 3.442782481151723205e-11 3.060107282774405314e-11 2.694779005851131071e-11 1.823508562532378860e-11 1.777619231560524827e-11 1.619332311229966527e-11 1.654816608847648251e-10 4.841841765738310582e-11 4.218665163279516946e-11 3.371369627109819015e-11 2.508871093276291129e-11 2.068631746804654166e-11 1.680783663460183386e-11 1.806700094133945877e-11 1.578995647859416516e-10 4.885803352175328498e-11 3.867336747929919387e-11 3.080386980799031024e-11 2.441677926002701721e-11 1.594475575680893961e-11 1.621156767101231335e-11 1.500789999438899138e-10 4.657252766813560931e-11 3.758677035975041207e-11 2.659604799515906482e-11 1.801843681131960992e-11 1.632785746608644875e-11 1.438648551107472049e-10 4.288726886739845032e-11 3.207040032598803143e-11 2.153492541796188972e-11 1.884477300936866256e-11
3.400000000000000000e+01 2.830365133810110572e-10 5.801582829870081856e-11 4.775747854496679192e-11 3.877181879511632121e-11 3.788290221127760369e-11 2.195612964314459958e-11 2.984321197490693001e-11 2.061841797396874907e-11 7.552657620219632053e-12 2.678463165551576643e-11 1.784848304268596761e-10 4.825853687520526306e-11 4.427783053161484225e-11 3.415298006513466454e-11 3.047512280360945097e-11 2.699957553233621658e-11 1.827723830262044922e-11 1.796553781158969839e-11 1.624417182844309132e-11 1.631020849815814982e-10 4.797827202642335696e-11 4.193987796472758411e-11 3.356892378761356413e-11 2.508354602657039897e-11 2.071784053552820984e-11 1.696349225985936619e-11 1.817247692930020946e-11 1.557559263687570404e-10 4.853322682152938620e-11 3.853165533963831152e-11 3.077789156406155536e-11 2.446179158078396008e-11 1.600678936128311951e-11 1.630959008698211812e-11 1.481792658358582102e-10 4.642415882029427824e-11 3.754626832243701233e-11 2.659355881392289540e-11 1.806430239675965793e-11 1.643279979567638742e-11 1.423095203048174306e-10 4.280773510204345268e-11 3.206796369211022482e-11 2.156746044820811891e-11 1.897031056760956381e-11
3.500000000000000000e+01 2.785021652185278285e-10 5.722234610080399148e-11 4.754042884765586562e-11 3.834876852193028220e-11 3.759999658948997500e-11 2.182792653221141378e-11 2.974572992929424057e-11 2.080164852807160543e-11 7.526248810675413533e-12 2.689357559027824611e-11 1.759152831888578928e-10 4.776911644510999165e-11 4.398134106388864348e-11 3.387672539909475437e-11 3.034004434712419363e-11 2.703787558797697118e-11 1.830966739155880399e-11 1.814013085906547407e-11 1.628437576996709480e-11 1.608030036819166446e-10 4.754459062712846600e-11 4.168572855200044412e-11 3.341540475312001328e-11 2.506862454415895101e-11 2.073895006530986331e-11 1.710526009069437665e-11 1.826369530917448063e-11 1.536774708487400730e-10 4.820682536874493234e-11 3.837958407108271239e-11 3.074009399577408088e-11 2.449292287557561335e-11 1.605876213260252910e-11 1.639477001882912039e-11 1.463306812009690350e-10 4.626663803560984436e-11 3.749041028681689841e-11 2.657876519528756003e-11 1.809922911597772226e-11 1.652483862798075070e-11 1.407844505766314832e-10 4.271570033896805699e-11 3.205023500634458687e-11 2.158818068648781709e-11 1.908077484847642385e-11
3.600000000000000000e+01 2.741290182308301294e-10 5.646205258015516203e-11 4.731823331829898877e-11 3.793277077227783199e-11 3.731690025126972143e-11 2.169853146743951395e-11 2.963541370438454773e-11 2.096972130264234161e-11 7.497589159163283146e-12 2.698575744403375996e-11 1.734327260497553525e-10 4.729188478925314808e-11 4.368118982104304168e-11 3.359959435204312874e-11 3.019684933740732723e-11 2.706354425408810152e-11 1.833306013936965024e-11 1.830061771392033365e-11 1.631478322242561110e-11 1.585792741087731044e-10 4.711706976250087479e-11 4.142520022114836611e-11 3.325409618612814969e-11 2.504461890011684788e-11 2.075039824614551113e-11 1.723385373287026068e-11 1.834163945742714433e-11 1.516604639241282341e-10 4.787915054047147663e-11 3.821818763792990066e-11 3.069140062559475843e-11 2.451120115841316178e-11 1.610134227858357727e-11 1.646800918014580754e-11 1.445306716503228031e-10 4.610060263590917698e-11 3.742046679414580669e-11 2.655268464407106519e-11 1.812403384928101371e-11 1.660483546557685537e-11 1.392886952792247879e-10 4.261210096256436449e-11 3.201846730120696662e-11 2.159801379910114765e-11 1.917713837137440142e-11
3.700000000000000000e+01 2.699070775571997054e-10 5.573209489851830169e-11 4.709103233495822995e-11 3.752369420786431953e-11 3.703386555908749411e-11 2.156812320651573260e-11 2.951365377348600434e-11 2.112326154932136080e-11 7.466942781712930618e-12 2.706231165955851442e-11 1.710314883995492086e-10 4.682591784540913027e-11 4.337795468095349598e-11 3.332204754656482430e-11 3.004644691841340525e-11 2.707738113553640503e-11 1.834805208545246500e-11 1.844762994435076859e-11 1.633617088112087718e-11 1.564261844541392077e-10 4.669543890013228242e-11 4.115918440453581019e-11 3.308585786616928446e-11 2.501215239715825774e-11 2.075287757434800450e-11 1.734995967404026726e-11 1.840722289190803503e-11 1.497014453412185276e-10 4.755049721654714331e-11 3.804839951310832211e-11 3.063265764308958727e-11 2.451757582886900346e-11 1.613515224773109210e-11 1.653014479686594476e-11 1.427768153630824515e-10 4.592665143161370160e-11 3.733760086506233215e-11 2.651624540386145358e-11 1.813946958975097596e-11 1.667359285414967460e-11 1.378212940235377662e-10 4.249780217494532587e-11 3.197380515008717857e-11 2.159780848732378990e-11 1.926031091551892133e-11
3.800000000000000000e+01 2.658271729922036590e-10 5.502994014979592122e-11 4.685901014615591636e-11 3.712140134104377270e-11 3.675111452408182819e-11 2.143685974028817326e-11 2.938170520924492118e-11 2.126288709610103453e-11 7.434544983710335835e-12 2.712429181070853638e-11 1.687064069317883135e-10 4.637040177052558682e-11 4.307216062879262520e-11 3.304448478359242071e-11 2.988965682707496750e-11 2.708013781085463932e-11 1.835523310132001194e-11 1.858178411656117485e-11 1.634925170440103202e-11 1.543394210588375142e-10 4.627945920127527858e-11 4.088848154721758208e-11 3.291146581395579600e-11 2.497180594395244627e-11 2.074702833887873252e-11 1.745423817792919832e-11 1.846129585301279872e-11 1.477972161252220309e-10 4.722113948694441592e-11 3.787106656884519478e-11 3.056464431587535186e-11 2.451292628735952724e-11 1.616077356040007847e-11 1.658195547297205805e-11 1.410668455998754563e-10 4.574535099260622845e-11 3.724288122642943639e-11 2.647029765621990935e-11 1.814623245272031402e-11 1.673185984742740616e-11 1.363812993454310426e-10 4.237360807942781474e-11 3.191729807887339905e-11 2.158834410759810348e-11 1.933114506685360106e-11
3.900000000000000000e+01 2.618808886993420979e-10 5.435333706547653374e-11 4.662238612417869023e-11 3.672575244718283053e-11 3.646884510904988586e-11 2.130488301450764743e-11 2.924070277294949356e-11 2.138920700993985236e-11 7.400606173620582746e-12 2.717267874880523956e-11 1.664527788832131475e-10 4.592462027873673714e-11 4.276428689021723131e-11 3.276725478035617832e-11 2.972722049512363954e-11 2.707252280352478041e-11 1.835515230991488239e-11 1.870368127432677884e-11 1.635468159715733087e-11 1.523150360376970254e-10 4.586892136925419746e-11 4.061381293489739603e-11 3.273162329985273895e-11 2.492412326669734838e-11 2.073344469897600255e-11 1.754732392378507751e-11 1.850465093449393281e-11 1.459448234433816177e-10 4.689133462695748064e-11 3.768696039008074517e-11 3.048808132359450325e-11 2.449806908668656957e-11 1.617875075957623474e-11 1.662416626253021198e-11 1.393986485953704575e-10 4.555724007009888975e-11 3.713729315967476602e-11 2.641562274257636667e-11 1.814496753424407188e-11 1.678033665570123378e-11 1.349677917965392042e-10 4.224026947117176512e-11 3.184991162775496549e-11 2.157033863095619838e-11 1.939044090809336093e-11
4.000000000000000000e+01 2.580604972217721446e-10 5.370028232828022349e-11 4.638140701390384330e-11 3.633660826443682120e-11 3.618723593780092338e-11 2.117232241261671383e-11 2.909167397663107501e-11 2.150282014738428480e-11 7.365315124923221217e-12 2.720838745072938618e-11 1.642663185630193458e-10 4.548794316211512590e-11 4.245477259835513352e-11 3.249066303949177110e-11 2.955981035465462410e-11 2.705520548640433305e-11 1.834832213107475942e-11 1.881390633306674253e-11 1.635306513565962929e-11 1.503494161253293677e-10 4.546364311811517474e-11 4.033583047219454997e-11 3.254696989392407299e-11 2.486961498126790165e-11 2.071267965654309836e-11 1.762982649600050562e-11 1.853802794298969151e-11 1.441415442445176317e-10 4.656132581681867068e-11 3.749678654596941488e-11 3.040363748060177701e-11 2.447376392733434040e-11 1.618959467913497951e-11 1.665745309127052757e-11 1.377702583568737757e-10 4.536283268367317614e-11 3.702174747478157908e-11 2.635294081536798125e-11 1.813627385091390940e-11 1.681967863887331904e-11 1.335798894733125393e-10 4.209848989572861322e-11 3.177253654519833556e-11 2.154445527754329419e-11 1.943895003266363137e-11
4.100000000000000000e+01 2.543588981042128776e-10 5.306899095844077531e-11 4.613634013964462666e-11 3.595383179941650599e-11 3.590644980197313699e-11 2.103929730644690421e-11 2.893555043940773343e-11 2.160431371451733375e-11 7.328841707722146903e-12 2.723227283269123384e-11 1.621431172767363546e-10 4.505981594980449723e-11 4.214402133884651549e-11 3.221497823470837803e-11 2.938803768920677565e-11 2.702881919197405663e-11 1.833522164498715709e-11 1.891302747159150817e-11 1.634496050423328999e-11 1.484392531675836725e-10 4.506346647469305381e-11 4.005512482691774175e-11 3.235808896065344864e-11 2.480876180637716714e-11 2.068524916041524844e-11 1.770233079788828122e-11 1.856211812974718530e-11 1.423848684854880916e-10 4.623134396302256959e-11 3.730119224155905301e-11 3.031193520855273314e-11 2.444071873688905297e-11 1.619378518268881772e-11 1.668244664300394180e-11 1.361798494885945192e-10 4.516262025805584192e-11 3.689708800377182314e-11 2.628291723854264791e-11 1.812070854438322211e-11 1.685049977195695158e-11 1.322167535042983536e-10 4.194893040367017219e-11 3.168599649378426285e-11 2.151130809197251030e-11 1.947737902387309101e-11
4.200000000000000000e+01 2.507695612168086420e-10 5.245787029270521119e-11 4.588746751186252399e-11 3.557728947919808525e-11 3.562663626495275572e-11 2.090591890962582487e-11 2.877317780254891215e-11 2.169426191641686902e-11 7.291339187808566888e-12 2.724513473732924472e-11 1.600796066219873690e-10 4.463975064248966883e-11 4.183240483623087080e-11 3.194043741750106298e-11 2.921245930228589717e-11 2.699396373418523481e-11 1.831629942234040742e-11 1.900159557647059466e-11 1.633088378131181513e-11 1.465815165027349879e-10 4.466825506179054048e-11 3.977223226698182708e-11 3.216551391483303724e-11 2.474201713127429135e-11 2.065163552805458825e-11 1.776539744016956381e-11 1.857756790905704970e-11 1.406724825069143888e-10 4.590160888742641455e-11 3.710077268203719461e-11 3.021355503840049183e-11 2.439959402110525415e-11 1.619177349104107879e-11 1.669973580336611183e-11 1.346257288552204526e-10 4.495707309519492012e-11 3.676409792100636922e-11 2.620616798924943131e-11 1.809879049504476541e-11 1.687337568422065344e-11 1.308775906389993847e-10 4.179221332699839323e-11 3.159105456667057859e-11 2.147146666942466907e-11 1.950639250923476783e-11
4.300000000000000000e+01 2.472864747179532222e-10 5.186549712784987171e-11 4.563508076376756411e-11 3.520685183063560233e-11 3.534793359169456591e-11 2.077229161281423398e-11 2.860532442142071523e-11 2.177322474591105712e-11 7.252946171918313911e-12 2.724772225714051206e-11 1.580725250478481659e-10 4.422731744821394212e-11 4.152026598260033423e-11 3.166725028542054565e-11 2.903358322003896995e-11 2.695120749627583618e-11 1.829197593615796999e-11 1.908014377304633841e-11 1.631131268579299672e-11 1.447734273472267969e-10 4.427789146167956780e-11 3.948764044680897369e-11 3.196973348714910147e-11 2.466980909986875955e-11 2.061229032953957063e-11 1.781956313723581581e-11 1.858498215456823809e-11 1.390022529370202129e-10 4.557233008076537051e-11 3.689607641107799695e-11 3.010903935765419578e-11 2.435100663271850684e-11 1.618398418889234598e-11 1.670987073494741735e-11 1.331063266691066609e-10 4.474664139191113696e-11 3.662350512995619333e-11 2.612326425871561915e-11 1.807100345851003214e-11 1.688884635173481806e-11 1.295616537948139729e-10 4.162892532409193193e-11 3.148841884963524826e-11 2.142546019816304873e-11 1.952661587503499513e-11
4.400000000000000000e+01 2.439040974906140940e-10 5.129059764805088362e-11 4.537947684229438226e-11 3.484239382262733654e-11 3.507047017851630500e-11 2.063851393694520225e-11 2.843268901481053994e-11 2.184174693931003895e-11 7.213788262644838909e-12 2.724073752201540905e-11 1.561188875148493981e-10 4.382213744023320856e-11 4.120792136150538069e-11 3.139560270189271927e-11 2.885187360113038268e-11 2.690108919960970078e-11 1.826264564404475907e-11 1.914918706187412986e-11 1.628668987323662125e-11 1.430124352101421028e-10 4.389227472357162411e-11 3.920179334540633711e-11 3.177119619472628052e-11 2.459254233346859339e-11 2.056763684673597842e-11 1.786534113138318167e-11 1.858492714596399316e-11 1.373722113676755038e-10 4.524370716459594406e-11 3.668760982897892991e-11 2.999889556928785218e-11 2.429553307174451774e-11 1.617081698019905454e-11 1.671336564308045223e-11 1.316201874140944388e-10 4.453175595640955211e-11 3.647598690328432687e-11 2.603473640799266835e-11 1.803779881427309745e-11 1.689741850603085475e-11 1.282682412004454814e-10 4.145961987931975620e-11 3.137874721346505256e-11 2.137378094917487721e-11 1.953863770680378987e-11
4.500000000000000000e+01 2.406173158217799758e-10 5.073202979874755581e-11 4.512095437679163525e-11 3.448379497253624665e-11 3.479436561476742605e-11 2.050467920757519421e-11 2.825590742148374229e-11 2.190035711101947327e-11 7.173979474216290185e-12 2.722483905096128484e-11 1.542159580603464361e-10 4.342387605627143490e-11 4.089566338334259204e-11 3.112565961771076596e-11 2.866775499234550261e-11 2.684411943867028104e-11 1.822867880919499901e-11 1.920922206848898836e-11 1.625742585429303441e-11 1.412961962985260392e-10 4.351131805291426404e-11 3.891509551554172435e-11 3.157031417018589788e-11 2.451059938390220725e-11 2.051807219547620991e-11 1.790322165593512214e-11 1.857793322360880219e-11 1.357805399486549576e-10 4.491593016597896750e-11 3.647584105234251209e-11 2.988359879034348154e-11 2.423371240580258225e-11 1.615264824516195231e-11 1.671070127976204466e-11 1.301659608916092666e-10 4.431282873401514785e-11 3.632217392193619163e-11 2.594107740103999997e-11 1.799959799687686309e-11 1.689956780810996993e-11 1.269966946085666435e-10 4.128481939704422057e-11 3.126265148205480728e-11 2.131688731609832101e-11 1.954301200620393365e-11
4.600000000000000000e+01 2.374214040569370149e-10 5.018876780878511326e-11 4.485981065057387558e-11 3.413093929181584146e-11 3.451973147586200138e-11 2.037087602805757363e-11 2.807555858885360551e-11 2.194956706796230743e-11 7.133623450523457525e-12 2.720064474641505680e-11 1.523612250576492483e-10 4.303223735998468361e-11 4.058376212033575142e-11 3.085756751287705535e-11 2.848161604112335572e-11 2.678078204468250910e-11 1.819042311274478784e-11 1.926072690683580714e-11 1.622390159402794024e-11 1.396225538346861380e-10 4.313494670193402562e-11 3.862791576997011144e-11 3.136746647013748603e-11 2.442434198557455219e-11 2.046396917899004545e-11 1.793367244162114029e-11 1.856449719699881093e-11 1.342255579755552550e-10 4.458917967941993970e-11 3.626120324254594681e-11 2.976359418861863091e-11 2.416604887942322571e-11 1.612983243918385290e-11 1.670232722382315745e-11 1.287423935805057811e-10 4.409025322035911581e-11 3.616265382693552891e-11 2.584274581158464824e-11 1.795679466495917821e-11 1.689574082645203209e-11 1.257463969250619469e-10 4.110501699433507292e-11 3.114070109070094158e-11 2.125520648692013372e-11 1.954026022314657452e-11
