R	0	30	60	90
1.0	47991.100493	39564.872378	24795.728774	19008.144383
1.1	43204.914488	33855.616756	18812.684103	13122.464958
1.2	43193.20385	31725.010521	15631.604476	9538.479858
1.3	45232.071558	30347.395915	13473.167333	7110.728279
1.4	47895.83353		11625.463958	5346.283781
1.5	50486.687924	22599.534341	9913.43187	4056.99113
1.6	52710.852251	17717.566584	8290.252615	3168.464753
1.7	17848.590137	13446.843563		
1.8	12900.272415	9991.729075		
1.9	9274.698219	7317.090195	3516.941133	990.771632
2.0	6634.80166	5300.478188	2542.125639	599.823235
2.1	4723.06743	3806.023619	1824.707141	359.318446
2.2	3345.47043	2711.992351	1296.245792	202.970007
2.3	2357.304911	1918.531603	910.514507	101.919042
2.4	1651.55124	1347.349177	631.782285	38.074245
2.5	1149.626355	938.796141	432.325664	-0.816853
2.6	794.189338	648.270436	290.950543	-23.175936
2.7	543.626766	442.866072	191.710421	-34.782769
2.8	367.875214	298.541939	122.771322	-39.581175
2.9	245.29369	197.83027	75.438754	-40.234055
3.0	160.34904	128.103593	43.390542	-38.508355
3.1	101.923696	80.26176	22.0648	-35.546733
3.2	62.09102	47.780881	8.193345	-32.063227
3.3	35.231026	26.010602	-0.551105	-28.484725
3.4	17.385799	11.663141	-5.814351	-25.051411
3.5	5.782943	2.430243	-8.751892	-21.885919
3.6	-1.517121	-3.299694	-10.166832	-19.039458
3.7	-5.875993	-6.650789	-10.610773	-16.521563
3.8	-8.254317	-8.40815	-10.457062	-14.31886
3.9	-9.331123	-9.121173	-9.954288	-12.406416
4.0	-9.58397	-9.173466	-9.264933	-10.7544
4.1	-9.343933	-8.830314	-8.493003	-9.331864
4.2	-8.834507	-8.271472	-7.70334	-8.109267
4.3	-8.200104	-7.615027	-6.935032	-7.058359
4.4	-7.527856	-6.933558	-6.210586	-6.154759
4.5	-6.865071	-6.269472	-5.541077	-5.376778
4.6	-6.233442	-5.644069	-4.931413	-4.705888
4.7	-5.640203	-5.066387	-4.381966	-4.126557
4.8	-5.086062	-4.537347	-3.890847	-3.625184
4.9	-4.569969	-4.055907	-3.453593	-3.190583
5.0	-4.091294	-3.619535	-3.066118	-2.813376
5.1	-3.650264	-3.225614	-2.723678	-2.485451
5.2	-3.247509	-2.871672	-2.421561	-2.199856
5.3	-2.883392	-2.555292	-2.155245	-1.950627
5.4	-2.557506	-2.27397	-1.920558	-1.732654
5.5	-2.268458	-2.02499	-1.713694	-1.541584
5.6	-2.013914	-1.805445	-1.531237	-1.373717
5.7	-1.790853	-1.612293	-1.37015	-1.225919
5.8	-1.595874	-1.442509	-1.22777	-1.095529
5.9	-1.4255	-1.293188	-1.101751	-0.980294
6.0	-1.276423	-1.161668	-0.990055	-0.878278
6.2	-1.030613	-0.942839	-0.802756	-0.707545
6.4	-0.839272	-0.792736	-0.654288	-0.572612
6.6	-0.688792	-0.651984	-0.579905	-0.514137
6.8	-0.569482	-0.539571	-0.477818	-0.420813
7.0	-0.474122	-0.44909	-0.395261	-0.345529
7.2	-0.397176	-0.375668	-0.328133	-0.284541
7.4	-0.334443	-0.315601	-0.273301	-0.234962
7.6	-0.282804	-0.266102	-0.22834	-0.19453
7.8	-0.239994	-0.225091	-0.191353	-0.161454
8.0	-0.204344	-0.191	-0.160854	-0.134323
8.2	-0.174586	-0.16262	-0.13566	-0.112009
8.4	-0.149726	-0.138967	-0.11482	-0.093621
8.6	-0.12894	-0.119246	-0.097559	-0.07844
8.8	-0.111541	-0.102783	-0.083238	-0.065882
9.0	-0.096951	-0.089019	-0.071334	-0.055481
9.5	-0.069788	-0.063506	-0.049477	-0.03652
10.0	-0.051811	-0.046728	-0.035302	-0.02441
10.5	-0.039587	-0.035391	-0.025862	-0.016517
11.0	-0.031044	-0.027506	-0.01941	-0.01127
11.5	-0.024912	-0.021889	-0.0149	-0.007725
12.0	-0.020417	-0.017796	-0.011689	-0.005305
12.5	-0.017058	-0.01476	-0.009371	-0.003643
13.0	-0.014507	-0.012476	-0.007675	-0.002498
13.5	-0.012542	-0.01073	-0.006424	-0.001719
14.0	-0.011006	-0.00938	-0.00549	-0.001189
14.5	-0.00979	-0.008325	-0.004787	-0.000837
15.0	-0.008818	-0.007484	-0.004256	-0.000612
16.0	-0.007378	-0.006263	-0.003535	-0.000401
17.0	-0.006388	-0.005439	-0.0031	-0.000373
18.0	-0.005675	-0.004857	-0.002825	-0.000427
19.0	-0.005139	-0.004427	-0.002644	-0.000517
20.0	-0.004725	-0.004097	-0.002517	-0.000616
21.0	-0.004388	-0.003832	-0.002422	-0.000715
22.0	-0.004109	-0.003613	-0.002348	-0.000805
23.0	-0.003873	-0.003426	-0.002287	-0.00088
24.0	-0.003668	-0.003263	-0.002229	-0.000947
25.0	-0.003488	-0.003121	-0.002174	-0.000999
50.0	-0.001434	-0.001355	-0.001142	-0.000865
100.0	-0.000266	-0.000249	-0.000198	-0.00013
