R	Gamma	E
1.00	0	-73.348841728194
1.00	10	-74.663501650029
1.00	20	-76.730425253126
1.00	30	-78.067333747204
1.00	40	-78.715229433802
1.00	50	-78.982682903113
1.00	60	-79.067322416364
1.00	70	-79.068322742353
1.00	80	-79.032007094295
1.00	90	-78.99488510519
1.00	100	-79.026189375681
1.00	110	-79.057171565162
1.00	120	-79.040533865205
1.00	130	-78.950744953949
1.00	140	-78.736963931813
1.00	150	-78.334466181703
1.00	160	-77.712055542396
1.00	170	-77.011298503984
1.00	180	-76.663444531386
1.10	0	-76.332411562778
1.10	10	-76.896583880989
1.10	20	-77.855639082184
1.10	30	-78.563236357286
1.10	40	-78.932936097362
1.10	50	-79.086471091548
1.10	60	-79.129675651161
1.10	70	-79.122636002394
1.10	80	-79.102157772147
1.10	90	-79.098601769843
1.10	100	-79.111294298927
1.10	110	-79.114628706193
1.10	120	-79.106749451882
1.10	130	-79.052048684587
1.10	140	-78.916452816781
1.10	150	-78.661783862655
1.10	160	-78.271160578102
1.10	170	-77.824863744621
1.10	180	-77.374379135962
1.20	0	-77.743778459916
1.20	10	-78.021915699728
1.20	20	-78.48868231618
1.20	30	-78.861275290371
1.20	40	-79.066247150213
1.20	50	-79.152664888956
1.20	60	-79.17782696328
1.20	70	-79.178188822092
1.20	80	-79.176841657038
1.20	90	-79.183243999404
1.20	100	-79.184976831205
1.20	110	-79.180341614167
1.20	120	-79.162928341212
1.20	130	-79.116193122412
1.20	140	-79.014335751444
1.20	150	-78.827112732521
1.20	160	-78.530195318416
1.20	170	-78.143567215951
1.20	180	-77.740200731192
1.30	0	-78.437272573115
1.30	10	-78.592505252806
1.30	20	-78.830602361466
1.30	30	-79.029080676682
1.30	40	-79.143912160833
1.30	50	-79.197964943091
1.30	60	-79.222165870558
1.30	70	-79.234840098254
1.30	80	-79.244804376803
1.30	90	-79.252285932432
1.30	100	-79.251286916809
1.30	110	-79.241192414927
1.30	120	-79.218029927109
1.30	130	-79.1686015576
1.30	140	-79.073154589668
1.30	150	-78.907103941344
1.30	160	-78.634118451347
1.30	170	-78.181988061445
1.30	180	-77.664222321085
1.40	0	-78.780053774659
1.40	10	-78.878229799903
1.40	20	-79.007725917304
1.40	30	-79.118898061827
1.40	40	-79.190776348647
1.40	50	-79.23579363762
1.40	60	-79.265746837872
1.40	70	-79.286287765325
1.40	80	-79.300094416624
1.40	90	-79.306904566954
1.40	100	-79.304968242903
1.40	110	-79.293502317148
1.40	120	-79.268819767579
1.40	130	-79.219239166805
1.40	140	-79.123697291154
1.40	150	-78.954492922302
1.40	160	-78.67130089189
1.40	170	-78.042151837997
1.40	180	-77.086406569496
1.50	0	-78.944317125609
1.50	10	-79.015696414996
1.50	20	-79.095564607357
1.50	30	-79.167654851725
1.50	40	-79.226102199067
1.50	50	-79.272543400872
1.50	60	-79.3063544348
1.50	70	-79.329214090816
1.50	80	-79.343031633859
1.50	90	-79.348804201349
1.50	100	-79.34667376629
1.50	110	-79.335945581783
1.50	120	-79.312915222981
1.50	130	-79.267010774347
1.50	140	-79.177134237143
1.50	150	-79.009427400611
1.50	160	-78.711920900857
1.50	170	-77.920550124417
1.50	180	-74.550148557867
1.60	0	-79.016111270654
1.60	10	-79.078272450752
1.60	20	-79.140696054914
1.60	30	-79.201743923109
1.60	40	-79.260709298428
1.60	50	-79.30809776742
1.60	60	-79.341675323023
1.60	70	-79.363396202121
1.60	80	-79.375718427122
1.60	90	-79.380461529117
1.60	100	-79.378482334396
1.60	110	-79.369268638091
1.60	120	-79.349417599018
1.60	130	-79.309581256513
1.60	140	-79.230400058408
1.60	150	-79.079420284084
1.60	160	-78.807218508114
1.60	170	-77.885216396643
1.70	0	-79.040328271786
1.70	10	-79.113756625643
1.70	20	-79.1746223343
1.70	30	-79.237424917604
1.70	40	-79.295939002574
1.70	50	-79.340443130017
1.70	60	-79.370908638321
1.70	70	-79.389950295509
1.70	80	-79.400348651533
1.70	90	-79.404173445156
1.70	100	-79.402483726059
1.70	110	-79.394940096541
1.70	120	-79.378644028615
1.70	130	-79.345654854695
1.70	140	-79.279219131745
1.70	150	-79.150922576131
1.70	160	-78.916313775599
1.70	170	-78.087451480202
1.80	0	-79.041021861438
1.80	10	-79.166557943981
1.80	20	-79.214889767731
1.80	30	-79.276450773726
1.80	40	-79.32929693393
1.80	50	-79.368266802614
1.80	60	-79.394353353387
1.80	70	-79.410295620278
1.80	80	-79.418796859167
1.80	90	-79.42184091486
1.80	100	-79.420469348133
1.80	110	-79.414481383111
1.80	120	-79.40152953135
1.80	130	-79.375104784622
1.80	140	-79.321286059625
1.80	150	-79.216224387678
1.80	160	-79.022863775976
1.80	170	-78.428956163594
1.80	180	-75.982315550237
1.90	0	-79.19667632246
1.90	10	-79.213371089903
1.90	20	-79.261011748308
1.90	30	-79.314183745372
1.90	40	-79.358751906625
1.90	50	-79.3912706834
1.90	60	-79.412785152126
1.90	70	-79.425753485712
1.90	80	-79.432563939122
1.90	90	-79.434962815036
1.90	100	-79.433885758154
1.90	110	-79.429234694026
1.90	120	-79.419175578644
1.90	130	-79.398522970055
1.90	140	-79.3560473765
1.90	150	-79.272379557636
1.90	160	-79.119126847327
1.90	170	-78.739301469215
1.90	180	-77.940411011855
2.00	0	-79.248760459563
2.00	10	-79.265740456899
2.00	20	-79.304825031146
2.00	30	-79.347529518403
2.00	40	-79.383516973139
2.00	50	-79.409786058351
2.00	60	-79.427087593944
2.00	70	-79.437434645922
2.00	80	-79.442814669884
2.00	90	-79.444690587399
2.00	100	-79.443863816281
2.00	110	-79.440308618644
2.00	120	-79.43263113587
2.00	130	-79.416793518033
2.00	140	-79.383945417763
2.00	150	-79.318785428388
2.00	160	-79.200800077629
2.00	170	-78.964110258217
2.00	180	-78.649810614462
2.10	0	-79.300519269228
2.10	10	-79.312966174568
2.10	20	-79.34239365632
2.10	30	-79.375404082339
2.10	40	-79.403659268695
2.10	50	-79.424414195749
2.10	60	-79.438085589703
2.10	70	-79.446229899849
2.10	80	-79.45043719596
2.10	90	-79.451895156392
2.10	100	-79.451270388377
2.10	110	-79.448585858269
2.10	120	-79.442805730803
2.10	130	-79.430844265245
2.10	140	-79.405857933075
2.10	150	-79.356031304848
2.10	160	-79.267055046364
2.10	170	-79.116914490257
2.10	180	-78.97470144531
2.20	0	-79.342306198372
2.20	10	-79.351221662118
2.20	20	-79.372889075464
2.20	30	-79.397886231066
2.20	40	-79.419670701778
2.20	50	-79.43581947422
2.20	60	-79.446488300655
2.20	70	-79.452835869229
2.20	80	-79.456101694544
2.20	90	-79.457228926628
2.20	100	-79.456761877295
2.20	110	-79.454753550076
2.20	120	-79.450450119829
2.20	130	-79.441529641622
2.20	140	-79.422785475164
2.20	150	-79.385262246043
2.20	160	-79.319165154049
2.20	170	-79.220935549832
2.20	180	-79.148130669315
2.30	0	-79.374632799405
2.30	10	-79.381025206477
2.30	20	-79.396874407705
2.30	30	-79.415594694155
2.30	40	-79.432194433072
2.30	50	-79.444626443815
2.30	60	-79.45287790185
2.30	70	-79.457789505903
2.30	80	-79.460310074697
2.30	90	-79.461177631444
2.30	100	-79.460830871353
2.30	110	-79.459339066177
2.30	120	-79.456164271879
2.30	130	-79.449582888945
2.30	140	-79.435688873688
2.30	150	-79.407797567898
2.30	160	-79.359267698961
2.30	170	-79.29318982855
2.30	180	-79.251784502978
2.40	0	-79.399208110231
2.40	10	-79.403810076711
2.40	20	-79.415386781216
2.40	30	-79.429323899741
2.40	40	-79.441878179356
2.40	50	-79.45137899529
2.40	60	-79.457720025278
2.40	70	-79.461500213363
2.40	80	-79.463436740513
2.40	90	-79.464101529661
2.40	100	-79.463845079349
2.40	110	-79.462742724717
2.40	120	-79.460418292742
2.40	130	-79.455607990752
2.40	140	-79.445417176507
2.40	150	-79.424920188723
2.40	160	-79.389632585363
2.40	170	-79.344331595328
2.40	180	-79.318848567952
2.50	0	-79.417721675291
2.50	10	-79.42104818931
2.50	20	-79.429509148592
2.50	30	-79.439854393922
2.50	40	-79.449304676784
2.50	50	-79.456529223977
2.50	60	-79.461380045138
2.50	70	-79.464277962946
2.50	80	-79.465760062403
2.50	90	-79.46626723073
2.50	100	-79.466077768265
2.50	110	-79.465266160247
2.50	120	-79.463574834686
2.50	130	-79.460088194796
2.50	140	-79.452684132654
2.50	150	-79.43777281879
2.50	160	-79.41233091686
2.50	170	-79.380945891068
2.50	180	-79.364435334711
2.60	0	-79.431596191787
2.60	10	-79.434010199432
2.60	20	-79.440202874493
2.60	30	-79.447872707783
2.60	40	-79.454966807518
2.60	50	-79.460442325141
2.60	60	-79.464141236
2.60	70	-79.466356135845
2.60	80	-79.467486657178
2.60	90	-79.467871688399
2.60	100	-79.467731475036
2.60	110	-79.467135231319
2.60	120	-79.46591072455
2.60	130	-79.463402528368
2.60	140	-79.458069736159
2.60	150	-79.447320838296
2.60	160	-79.429118322779
2.60	170	-79.407278392538
2.60	180	-79.396258135419
2.70	0	-79.441962744046
2.70	10	-79.443720998211
2.70	20	-79.448262413109
2.70	30	-79.453948280656
2.70	40	-79.459265883074
2.70	50	-79.463407089836
2.70	60	-79.466221254054
2.70	70	-79.467909969738
2.70	80	-79.468769560787
2.70	90	-79.469060292907
2.70	100	-79.468955984771
2.70	110	-79.468518465019
2.70	120	-79.467635531791
2.70	130	-79.465843545805
2.70	140	-79.462033858525
2.70	150	-79.454350653267
2.70	160	-79.441421054666
2.70	170	-79.426213760856
2.70	180	-79.418741484011
2.80	0	-79.449695856758
2.80	10	-79.45098099715
2.80	20	-79.454318995293
2.80	30	-79.458536815171
2.80	40	-79.462520640013
2.80	50	-79.465648726607
2.80	60	-79.467786053881
2.80	70	-79.469070706455
2.80	80	-79.469722223255
2.80	90	-79.469940367548
2.80	100	-79.469862036629
2.80	110	-79.469541072909
2.80	120	-79.468906570316
2.80	130	-79.467634462318
2.80	140	-79.464934187406
2.80	150	-79.45948556924
2.80	160	-79.450364190905
2.80	170	-79.439791600035
2.80	180	-79.434687631402
2.90	0	-79.455460867767
2.90	10	-79.456403281203
2.90	20	-79.458862773774
2.90	30	-79.461995120715
2.90	40	-79.464979864038
2.90	50	-79.467340854087
2.90	60	-79.46896166267
2.90	70	-79.469936679854
2.90	80	-79.470428757827
2.90	90	-79.470591239322
2.90	100	-79.470531597877
2.90	110	-79.470295993141
2.90	120	-79.469841368484
2.90	130	-79.468943821952
2.90	140	-79.467044635304
2.90	150	-79.463209934403
2.90	160	-79.456817317149
2.90	170	-79.449487639373
2.90	180	-79.445993151538
3.00	0	-79.459758747785
3.00	10	-79.460451990848
3.00	20	-79.462268607684
3.00	30	-79.464598163499
3.00	40	-79.466835178426
3.00	50	-79.468616230415
3.00	60	-79.469843451903
3.00	70	-79.470581519528
3.00	80	-79.470951731593
3.00	90	-79.471071683938
3.00	100	-79.471025464644
3.00	110	-79.470852166634
3.00	120	-79.47052727595
3.00	130	-79.469897777095
3.00	140	-79.468572259704
3.00	150	-79.465893684944
3.00	160	-79.46144194858
3.00	170	-79.456379738574
3.00	180	-79.453988686318
3.10	0	-79.462964193242
3.10	10	-79.463475572313
3.10	20	-79.464820606759
3.10	30	-79.466555778766
3.10	40	-79.468233107727
3.10	50	-79.469575892138
3.10	60	-79.470503491112
3.10	70	-79.471060502646
3.10	80	-79.471337762957
3.10	90	-79.471425359004
3.10	100	-79.471388781381
3.10	110	-79.471260813218
3.10	120	-79.471029119985
3.10	130	-79.470590242244
3.10	140	-79.46967226676
3.10	150	-79.467815657642
3.10	160	-79.464735210485
3.10	170	-79.461254819021
3.10	180	-79.45962288686
3.20	0	-79.465356373812
3.20	10	-79.465734543027
3.20	20	-79.466732663462
3.20	30	-79.468026910772
3.20	40	-79.46928492193
3.20	50	-79.470296487126
3.20	60	-79.470996216563
3.20	70	-79.471415139003
3.20	80	-79.471621663693
3.20	90	-79.471684752953
3.20	100	-79.471655119793
3.20	110	-79.471560009354
3.20	120	-79.471394951245
3.20	130	-79.471090796004
3.20	140	-79.470460106187
3.20	150	-79.469183611178
3.20	160	-79.467066281015
3.20	170	-79.464685628522
3.20	180	-79.463575744586
3.30	0	-79.467142874409
3.30	10	-79.467423130096
3.30	20	-79.468165214405
3.30	30	-79.4691315579
3.30	40	-79.47007500201
3.30	50	-79.470836185034
3.30	60	-79.471362794555
3.30	70	-79.471676614944
3.30	80	-79.471829426933
3.30	90	-79.471873996199
3.30	100	-79.471849445033
3.30	110	-79.471778082903
3.30	120	-79.471660424993
3.30	130	-79.471450912894
3.30	140	-79.47102122402
3.30	150	-79.470151153358
3.30	160	-79.468706492151
3.30	170	-79.467087038463
3.30	180	-79.466335147897
3.40	0	-79.468477848007
3.40	10	-79.468685856092
3.40	20	-79.469238275985
3.40	30	-79.469960075597
3.40	40	-79.470667206512
3.40	50	-79.471239090841
3.40	60	-79.471634334384
3.40	70	-79.471868338595
3.40	80	-79.471980446324
3.40	90	-79.472011058229
3.40	100	-79.471990253749
3.40	110	-79.47193609037
3.40	120	-79.471851981096
3.40	130	-79.471708562697
3.40	140	-79.471418471937
3.40	150	-79.470831035236
3.40	160	-79.469853446314
3.40	170	-79.468758408838
3.40	180	-79.46825115412
3.50	0	-79.46947566039
3.50	10	-79.469630176243
3.50	20	-79.470041560833
3.50	30	-79.470580538259
3.50	40	-79.471109935597
3.50	50	-79.471538696297
3.50	60	-79.471834363529
3.50	70	-79.472007875094
3.50	80	-79.472089202911
3.50	90	-79.472109295818
3.50	100	-79.472091317237
3.50	110	-79.472049672365
3.50	120	-79.471989223056
3.50	130	-79.471891703054
3.50	140	-79.471697879037
3.50	150	-79.47130550962
3.50	160	-79.470650132847
3.50	170	-79.469914706411
3.50	180	-79.469574132639
3.60	0	-79.470221188176
3.60	10	-79.470335963767
3.60	20	-79.470642181605
3.60	30	-79.471044245515
3.60	40	-79.471439850108
3.60	50	-79.471760396822
3.60	60	-79.47198064445
3.60	70	-79.472108390859
3.60	80	-79.472166467323
3.60	90	-79.472178668208
3.60	100	-79.472162865947
3.60	110	-79.472130426437
3.60	120	-79.472086644489
3.60	130	-79.47202082042
3.60	140	-79.471892937107
3.60	150	-79.471634109828
3.60	160	-79.471199383258
3.60	170	-79.470709341939
3.60	180	-79.470482102098
3.70	0	-79.470777564768
3.70	10	-79.470862761672
3.70	20	-79.471090434279
3.70	30	-79.47138984987
3.70	40	-79.47168473553
3.70	50	-79.471923453952
3.70	60	-79.472086603671
3.70	70	-79.472179782041
3.70	80	-79.472220333407
3.70	90	-79.472226632791
3.70	100	-79.472212539746
3.70	110	-79.472186971606
3.70	120	-79.4721549383
3.70	130	-79.472110867259
3.70	140	-79.472027866511
3.70	150	-79.471859639176
3.70	160	-79.471574715157
3.70	170	-79.471251238175
3.70	180	-79.471100925294
3.80	0	-79.47119191923
3.80	10	-79.471255081687
3.80	20	-79.471424060471
3.80	30	-79.471646506667
3.80	40	-79.471865535268
3.80	50	-79.472042385997
3.80	60	-79.47216232678
3.80	70	-79.472229441311
3.80	80	-79.472256871773
3.80	90	-79.472258798496
3.80	100	-79.472246067884
3.80	110	-79.472225657134
3.80	120	-79.472201983414
3.80	130	-79.472172705837
3.80	140	-79.472120048251
3.80	150	-79.472012688965
3.80	160	-79.471828449486
3.80	170	-79.47161733587
3.80	180	-79.471519158828
3.90	0	-79.471499557536
3.90	10	-79.471546311646
3.90	20	-79.471671433314
3.90	30	-79.471836161301
3.90	40	-79.471998078763
3.90	50	-79.472128180519
3.90	60	-79.472215457526
3.90	70	-79.472262977716
3.90	80	-79.472280650231
3.90	90	-79.472279388193
3.90	100	-79.472267759259
3.90	110	-79.472251249265
3.90	120	-79.472233524525
3.90	130	-79.47221423117
3.90	140	-79.472181900949
3.90	150	-79.472114989791
3.90	160	-79.471997684158
3.90	170	-79.471861792414
3.90	180	-79.471798820005
4.00	0	-79.471726999866
4.00	10	-79.471761532576
4.00	20	-79.471853889487
4.00	30	-79.471975341654
4.00	40	-79.472094291633
4.00	50	-79.472189124329
4.00	60	-79.472251761983
4.00	70	-79.472284609915
4.00	80	-79.472295097935
4.00	90	-79.472291572131
4.00	100	-79.472280847821
4.00	110	-79.472267287359
4.00	120	-79.472253812077
4.00	130	-79.47224113698
4.00	140	-79.472222233737
4.00	150	-79.472181955994
4.00	160	-79.472108630186
4.00	170	-79.472022605299
4.00	180	-79.471983194468
4.10	0	-79.471894204047
4.10	10	-79.471919625697
4.10	20	-79.471987499733
4.10	30	-79.472076507343
4.10	40	-79.472163177653
4.10	50	-79.472231474492
4.10	60	-79.472275594277
4.10	70	-79.472297515761
4.10	80	-79.472302777692
4.10	90	-79.472297708076
4.10	100	-79.47228774653
4.10	110	-79.47227640794
4.10	120	-79.472265961801
4.10	130	-79.47225759898
4.10	140	-79.472247363987
4.10	150	-79.472224443907
4.10	160	-79.472179718637
4.10	170	-79.472126370511
4.10	180	-79.472102473182
4.20	0	-79.472016210382
4.20	10	-79.472034827713
4.20	20	-79.472084391279
4.20	30	-79.472149087962
4.20	40	-79.472211555656
4.20	50	-79.472259965767
4.20	60	-79.472290243459
4.20	70	-79.472304080536
4.20	80	-79.472305591185
4.20	90	-79.472299532062
4.20	100	-79.472290237297
4.20	110	-79.472280568672
4.20	120	-79.472272269149
4.20	130	-79.472266655797
4.20	140	-79.472261827016
4.20	150	-79.472250066023
4.20	160	-79.472223805722
4.20	170	-79.472191613939
4.20	180	-79.472177705249
4.30	0	-79.472104366561
4.30	10	-79.472117887763
4.30	20	-79.472153744108
4.30	30	-79.472200235362
4.30	40	-79.472244604349
4.30	50	-79.472278185141
4.30	60	-79.472298187234
4.30	70	-79.472306086624
4.30	80	-79.472304942179
4.30	90	-79.47229830966
4.30	100	-79.472289622751
4.30	110	-79.472281217633
4.30	120	-79.472274430125
4.30	130	-79.472270524851
4.30	140	-79.472268903218
4.30	150	-79.472264145092
4.30	160	-79.472249758837
4.30	170	-79.472231128053
4.30	180	-79.472223493659
4.40	0	-79.472167236115
4.40	10	-79.472176931125
4.40	20	-79.472202513721
4.40	30	-79.472235388176
4.40	40	-79.472266266227
4.40	50	-79.472288852892
4.40	60	-79.472301287005
4.40	70	-79.472304859205
4.40	80	-79.47230186425
4.40	90	-79.472294962477
4.40	100	-79.472286848801
4.40	110	-79.472279418705
4.40	120	-79.47227369791
4.40	130	-79.47227082321
4.40	140	-79.472270967588
4.40	150	-79.472270416552
4.40	160	-79.47226361398
4.40	170	-79.472253623305
4.40	180	-79.472249842542
4.50	0	-79.472211275385
4.50	10	-79.472218090995
4.50	20	-79.472235970528
4.50	30	-79.472258679749
4.50	40	-79.472279541029
4.50	50	-79.472294028347
4.50	60	-79.472300934398
4.50	70	-79.472301380804
4.50	80	-79.472297121874
4.50	90	-79.47229016504
4.50	100	-79.472282603051
4.50	110	-79.472275950772
4.50	120	-79.472270996024
4.50	130	-79.47226872555
4.50	140	-79.472269727837
4.50	150	-79.472271515089
4.50	160	-79.472269453921
4.50	170	-79.472264935409
4.50	180	-79.472263483064
4.60	0	-79.47224134322
4.60	10	-79.472245991658
4.60	20	-79.472258102853
4.60	30	-79.472273247352
4.60	40	-79.472286705332
4.60	50	-79.472295264194
4.60	60	-79.47229816589
4.60	70	-79.472296379681
4.60	80	-79.472291284254
4.60	90	-79.472284418527
4.60	100	-79.472277389804
4.60	110	-79.472271383387
4.60	120	-79.472267000886
4.60	130	-79.472265079291
4.60	140	-79.472266393973
4.60	150	-79.472269301629
4.60	160	-79.472270059765
4.60	170	-79.472268948129
4.60	180	-79.472268881839
4.70	0	-79.472261087885
4.70	10	-79.472264111276
4.70	20	-79.472271919428
4.70	30	-79.472281460801
4.70	40	-79.472289476191
4.70	50	-79.472293722691
4.70	60	-79.472293750177
4.70	70	-79.472290396153
4.70	80	-79.472284778898
4.70	90	-79.472278100866
4.70	100	-79.472271584531
4.70	110	-79.472266133495
4.70	120	-79.472262202866
4.70	130	-79.472260488416
4.70	140	-79.472261807006
4.70	150	-79.472265075438
4.70	160	-79.472267352008
4.70	170	-79.472268274073
4.70	180	-79.472269011111
4.80	0	-79.472273242648
4.80	10	-79.472275057351
4.80	20	-79.472279679334
4.80	30	-79.472285098794
4.80	40	-79.472289137232
4.80	50	-79.472290267289
4.80	60	-79.472288255468
4.80	70	-79.472283831643
4.80	80	-79.472277927099
4.80	90	-79.472271499072
4.80	100	-79.4722654695
4.80	110	-79.472260507673
4.80	120	-79.472256953577
4.80	130	-79.472255375129
4.80	140	-79.472256538564
4.80	150	-79.472259723631
4.80	160	-79.472262665337
4.80	170	-79.472264704766
4.80	180	-79.472265881034
4.90	0	-79.472279850342
4.90	10	-79.472280777649
4.90	20	-79.472283066819
4.90	30	-79.472285481867
4.90	40	-79.472286635998
4.90	50	-79.472285533495
4.90	60	-79.472282101575
4.90	70	-79.472276983954
4.90	80	-79.472270969816
4.90	90	-79.47226483105
4.90	100	-79.47225925747
4.90	110	-79.472254731444
4.90	120	-79.472251502239
4.90	130	-79.472250027335
4.90	140	-79.472250968045
4.90	150	-79.472253834338
4.90	160	-79.472256912917
4.90	170	-79.472259476111
4.90	180	-79.47226086547
5.00	0	-79.472282433117
5.00	10	-79.472282720589
5.00	20	-79.472283328626
5.00	30	-79.472283580415
5.00	40	-79.472282664712
5.00	50	-79.472279986807
5.00	60	-79.472275597702
5.00	70	-79.472270072207
5.00	80	-79.47226408397
5.00	90	-79.472258258041
5.00	100	-79.472253107523
5.00	110	-79.472248968987
5.00	120	-79.472246023697
5.00	130	-79.472244637399
5.00	140	-79.472245341111
5.00	150	-79.472247785276
5.00	160	-79.472250702475
5.00	170	-79.472253425798
5.00	180	-79.472254892719
5.10	0	-79.472282122433
5.10	10	-79.472281959173
5.10	20	-79.47228138019
5.10	30	-79.472280101397
5.10	40	-79.472277727362
5.10	50	-79.472273967333
5.10	60	-79.472268970794
5.10	70	-79.472263255479
5.10	80	-79.472257395056
5.10	90	-79.472251895164
5.10	100	-79.472247133397
5.10	110	-79.472243337875
5.10	120	-79.472240639262
5.10	130	-79.472239329921
5.10	140	-79.472239811477
5.10	150	-79.472241812978
5.10	160	-79.4722444222
5.10	170	-79.472247100357
5.10	180	-79.472248568994
5.20	0	-79.472279759536
5.20	10	-79.472279287948
5.20	20	-79.4722778937
5.20	30	-79.472275560306
5.20	40	-79.472272190573
5.20	50	-79.472267723735
5.20	60	-79.472262385661
5.20	70	-79.47225664461
5.20	80	-79.472250987435
5.20	90	-79.472245818263
5.20	100	-79.47224141242
5.20	110	-79.472237918517
5.20	120	-79.472235431004
5.20	130	-79.472234185322
5.20	140	-79.472234471285
5.20	150	-79.47223605872
5.20	160	-79.472238310938
5.20	170	-79.472240840544
5.20	180	-79.472242270516
5.30	0	-79.472275971738
5.30	10	-79.472275297803
5.30	20	-79.472273365804
5.30	30	-79.472270336503
5.30	40	-79.472266323967
5.30	50	-79.472261437845
5.30	60	-79.472255959445
5.30	70	-79.472250314176
5.30	80	-79.472244911863
5.30	90	-79.4722400724
5.30	100	-79.472235991546
5.30	110	-79.472232761722
5.30	120	-79.472230451923
5.30	130	-79.472229254689
