R	Gamma	E
1.00	0	-72.583351326889
1.00	10	-73.92011938757
1.00	20	-76.018008039933
1.00	30	-77.368318410731
1.00	40	-78.020845413224
1.00	50	-78.289967930332
1.00	60	-78.376376965151
1.00	70	-78.381646447811
1.00	80	-78.352882610985
1.00	90	-78.392696987791
1.00	100	-78.440639608699
1.00	110	-78.459082356296
1.00	120	-78.430938354147
1.00	130	-78.324945074383
1.00	140	-78.090171826827
1.00	150	-77.659692239451
1.00	160	-76.99807913382
1.00	170	-76.246615935617
1.10	0	-75.629605041737
1.10	10	-76.193159588136
1.10	20	-77.164647043741
1.10	30	-77.879572108189
1.10	40	-78.251838063492
1.10	50	-78.405466878723
1.10	60	-78.448291772535
1.10	70	-78.44229674036
1.10	80	-78.418416921518
1.10	90	-78.454852808172
1.10	100	-78.49413673998
1.10	110	-78.512807097423
1.10	120	-78.498503481038
1.10	130	-78.429983825876
1.10	140	-78.274701173696
1.10	150	-77.993612598957
1.10	160	-77.568852331567
1.10	170	-77.083434883359
1.10	180	-76.785998870198
1.20	0	-77.071249192073
1.20	10	-77.342831981893
1.20	20	-77.81447461451
1.20	30	-78.191375043766
1.20	40	-78.397046123465
1.20	50	-78.480497756598
1.20	60	-78.499706376409
1.20	70	-78.491873898951
1.20	80	-78.478107224699
1.20	90	-78.508150680952
1.20	100	-78.537170231173
1.20	110	-78.55207354535
1.20	120	-78.542527145692
1.20	130	-78.491936812369
1.20	140	-78.376327910722
1.20	150	-78.166681614843
1.20	160	-77.841216007373
1.20	170	-77.426972753099
1.20	180	-77.159250875712
1.30	0	-77.780994354189
1.30	10	-77.929694440913
1.30	20	-78.169865333169
1.30	30	-78.371012219457
1.30	40	-78.48381628198
1.30	50	-78.528889903786
1.30	60	-78.537924513921
1.30	70	-78.533010838209
1.30	80	-78.530910786563
1.30	90	-78.551642840646
1.30	100	-78.571787432749
1.30	110	-78.581989914909
1.30	120	-78.572882986778
1.30	130	-78.530232071513
1.30	140	-78.432827752291
1.30	150	-78.253496292386
1.30	160	-77.958936696342
1.30	170	-77.494273678768
1.30	180	-77.093499899189
1.40	0	-78.132922837654
1.40	10	-78.227199648031
1.40	20	-78.358071400808
1.40	30	-78.470144987037
1.40	40	-78.53465247841
1.40	50	-78.561306095781
1.40	60	-78.567752654924
1.40	70	-78.567306957472
1.40	80	-78.571678366396
1.40	90	-78.585780441272
1.40	100	-78.599291909483
1.40	110	-78.605216269394
1.40	120	-78.59550099653
1.40	130	-78.556804662117
1.40	140	-78.468236005579
1.40	150	-78.300768293477
1.40	160	-78.007542481565
1.40	170	-77.391840004828
1.50	0	-78.302360406092
1.50	10	-78.37376897671
1.50	20	-78.454602920142
1.50	30	-78.523929191457
1.50	40	-78.565643236945
1.50	50	-78.584949302257
1.50	60	-78.592038533071
1.50	70	-78.595455160082
1.50	80	-78.601916612975
1.50	90	-78.611876311966
1.50	100	-78.620588802205
1.50	110	-78.623477074496
1.50	120	-78.613432211397
1.50	130	-78.577957695362
1.50	140	-78.496155521814
1.50	150	-78.336552851541
1.50	160	-78.042285504291
1.50	170	-77.228698910853
1.60	0	-78.376931268727
1.60	10	-78.443328627075
1.60	20	-78.504354116995
1.60	30	-78.55504235858
1.60	40	-78.587070714663
1.60	50	-78.60392020678
1.60	60	-78.612199297423
1.60	70	-78.617744150579
1.60	80	-78.624205872508
1.60	90	-78.631259090392
1.60	100	-78.636843460995
1.60	110	-78.637806001077
1.60	120	-78.628097641531
1.60	130	-78.596388073608
1.60	140	-78.522665764086
1.60	150	-78.375069155163
1.60	160	-78.09634750939
1.60	170	-77.164437685899
1.70	0	-78.402477971017
1.70	10	-78.479949270825
1.70	20	-78.534702667035
1.70	30	-78.577107939606
1.70	40	-78.604479748924
1.70	50	-78.620032034472
1.70	60	-78.628748009763
1.70	70	-78.634857194745
1.70	80	-78.640381416018
1.70	90	-78.645418274989
1.70	100	-78.649071853528
1.70	110	-78.648945527951
1.70	120	-78.640144057854
1.70	130	-78.612850981189
1.70	140	-78.549072655281
1.70	150	-78.419657647271
1.70	160	-78.176481475775
1.70	170	-77.338765302156
1.80	0	-78.403680935796
1.80	10	-78.515768869045
1.80	20	-78.561172806517
1.80	30	-78.59659932864
1.80	40	-78.619904551812
1.80	50	-78.633745290709
1.80	60	-78.641988725685
1.80	70	-78.647646557354
1.80	80	-78.652022613139
1.80	90	-78.655670097441
1.80	100	-78.658076224141
1.80	110	-78.657500079347
1.80	120	-78.649934989093
1.80	130	-78.62731415209
1.80	140	-78.57443165486
1.80	150	-78.466979697783
1.80	160	-78.269789500716
1.80	170	-77.659243391806
1.90	0	-78.541328774877
1.90	10	-78.556834615109
1.90	20	-78.587491251942
1.90	30	-78.61466045064
1.90	40	-78.633447883192
1.90	50	-78.645095174516
1.90	60	-78.652323326511
1.90	70	-78.656960823802
1.90	80	-78.660372388668
1.90	90	-78.663018581185
1.90	100	-78.664621270554
1.90	110	-78.663907347375
1.90	120	-78.657756639771
1.90	130	-78.639626486454
1.90	140	-78.597374048741
1.90	150	-78.512074019359
1.90	160	-78.360416849408
1.90	170	-77.988280962109
2.00	0	-78.581455988523
2.00	10	-78.590591872668
2.00	20	-78.610660904323
2.00	30	-78.630336794683
2.00	40	-78.64480572098
2.00	50	-78.65425533541
2.00	60	-78.660029241382
2.00	70	-78.663715238676
2.00	80	-78.666317007291
2.00	90	-78.668231015684
2.00	100	-78.669314930716
2.00	110	-78.668635371613
2.00	120	-78.6638066829
2.00	130	-78.64975920554
2.00	140	-78.617018124236
2.00	150	-78.551536162359
2.00	160	-78.438880489233
2.00	170	-78.215388629223
2.00	180	-77.802006505959
2.10	0	-78.609949431073
2.10	10	-78.615721978891
2.10	20	-78.629075543642
2.10	30	-78.643076543715
2.10	40	-78.654019711009
2.10	50	-78.661247171684
2.10	60	-78.665720845956
2.10	70	-78.668567617712
2.10	80	-78.670510324942
2.10	90	-78.671888387575
2.10	100	-78.67263328505
2.10	110	-78.67206564321
2.10	120	-78.668391157498
2.10	130	-78.657769567273
2.10	140	-78.63308206466
2.10	150	-78.584087771845
2.10	160	-78.502227055586
2.10	170	-78.367233673403
2.10	180	-78.229699361683
2.20	0	-78.63022208512
2.20	10	-78.634018411113
2.20	20	-78.643096105639
2.20	30	-78.653105894069
2.20	40	-78.661088643776
2.20	50	-78.666479165642
2.20	60	-78.669875712935
2.20	70	-78.672013613938
2.20	80	-78.673436954671
2.20	90	-78.674423831232
2.20	100	-78.674944131343
2.20	110	-78.67450860251
2.20	120	-78.671790424214
2.20	130	-78.663934024558
2.20	140	-78.645696953362
2.20	150	-78.609796345086
2.20	160	-78.55126348528
2.20	170	-78.467719606529
2.20	180	-78.401998280985
2.30	0	-78.644796690527
2.30	10	-78.647372762642
2.30	20	-78.653625463974
2.30	30	-78.660621627771
2.30	40	-78.666368593386
