R	Gamma	E
2.50	0	3603.460269
2.50	5	3821.456512
2.50	10	4200.598225
2.50	15	4360.800161
2.50	20	4212.297092
2.50	25	3846.871459
2.50	30	3379.694913
2.50	35	2897.19119
2.50	40	2448.245199
2.50	45	2055.390217
2.50	50	1724.718852
2.50	55	1453.760331
2.50	60	1236.480954
2.50	65	1065.95238
2.50	70	935.67547
2.50	75	840.147337
2.50	80	775.04001
2.50	85	737.22928
2.50	90	724.839865
2.60	0	2342.625227
2.60	5	2395.799727
2.60	10	2495.887648
2.60	15	2537.508972
2.60	20	2467.167107
2.60	25	2294.720825
2.60	30	2059.227076
2.60	35	1800.282082
2.60	40	1546.738851
2.60	45	1315.548067
2.60	50	1114.474381
2.60	55	945.433805
2.60	60	807.194221
2.60	65	697.087951
2.60	70	612.070146
2.60	75	549.283492
2.60	80	506.323334
2.60	85	481.3397
2.60	90	473.135307
2.70	0	1510.183647
2.70	5	1523.474398
2.70	10	1546.545835
2.70	15	1545.495844
2.70	20	1497.700759
2.70	25	1401.908747
2.70	30	1271.662411
2.70	35	1124.698001
2.70	40	976.373413
2.70	45	837.2734
2.70	50	713.380701
2.70	55	607.203803
2.70	60	519.035678
2.70	65	447.946341
2.70	70	392.630402
2.70	75	351.571453
2.70	80	323.394015
2.70	85	307.006731
2.70	90	301.643045
2.80	0	963.726729
2.80	5	966.055214
2.80	10	967.451636
2.80	15	955.791384
2.80	20	921.848603
2.80	25	864.0538
2.80	30	787.621312
2.80	35	700.75506
2.80	40	611.627325
2.80	45	526.520675
2.80	50	449.464407
2.80	55	382.493696
2.80	60	326.253622
2.80	65	280.539809
2.80	70	244.738112
2.80	75	218.102626
2.80	80	199.852111
2.80	85	189.253612
2.80	90	185.774906
2.90	0	604.841824
2.90	5	604.280722
2.90	10	600.548962
2.90	15	588.909407
2.90	20	565.547683
2.90	25	529.621529
2.90	30	483.360002
2.90	35	430.826426
2.90	40	376.432368
2.90	45	323.893664
2.90	50	275.798897
2.90	55	233.600785
2.90	60	197.893492
2.90	65	168.717174
2.90	70	145.855498
2.90	75	128.856786
2.90	80	117.234739
2.90	85	110.51328
2.90	90	108.316476
3.00	0	369.161332
3.00	5	368.109124
3.00	10	364.176987
3.00	15	355.355065
3.00	20	339.962645
3.00	25	317.641806
3.00	30	289.422226
3.00	35	257.442355
3.00	40	224.161464
3.00	45	191.745298
3.00	50	161.841796
3.00	55	135.45088
3.00	60	113.065898
3.00	65	94.779919
3.00	70	80.466674
3.00	75	69.881183
3.00	80	62.70334
3.00	85	58.585682
3.00	90	57.247345
3.10	0	214.978216
3.10	5	214.133141
3.10	10	211.211004
3.10	15	205.333802
3.10	20	195.696958
3.10	25	182.110027
3.10	30	165.113359
3.10	35	145.828155
3.10	40	125.64679
3.10	45	105.892844
3.10	50	87.597363
3.10	55	71.421787
3.10	60	57.703142
3.10	65	46.544658
3.10	70	37.887742
3.10	75	31.56369
3.10	80	27.338905
3.10	85	24.95114
3.10	90	24.184206
3.20	0	115.011244
3.20	5	114.470623
3.20	10	112.655994
3.20	15	109.117718
3.20	20	103.445118
3.20	25	95.513195
3.20	30	85.599429
3.20	35	74.313493
3.20	40	62.442001
3.20	45	50.760091
3.20	50	39.905386
3.20	55	30.313608
3.20	60	22.227112
3.20	65	15.727572
3.20	70	10.774007
3.20	75	7.242644
3.20	80	4.949937
3.20	85	3.692452
3.20	90	3.296555
3.30	0	51.166864
3.30	5	50.883912
3.30	10	49.929352
3.30	15	48.052668
3.30	20	45.014263
3.30	25	40.73074
3.30	30	35.332756
3.30	35	29.132037
3.30	40	22.548421
3.30	45	16.022902
3.30	50	9.941159
3.30	55	4.589773
3.30	60	0.13447
3.30	65	-3.363892
3.30	70	-5.93491
3.30	75	-7.676111
3.30	80	-8.733638
3.30	85	-9.274282
3.30	90	-9.433995
3.40	0	11.316355
3.40	5	11.216057
3.40	10	10.850689
3.40	15	10.074688
3.40	20	8.74254
3.40	25	6.790502
3.40	30	4.262097
3.40	35	1.290133
3.40	40	-1.93182
3.40	45	-5.176847
3.40	50	-8.219998
3.40	55	-10.877307
3.40	60	-13.030899
3.40	65	-14.635737
3.40	70	-15.712554
3.40	75	-16.34036
3.40	80	-16.639403
3.40	85	-16.74458
3.40	90	-16.763731
3.50	0	-12.702276
3.50	5	-12.685571
3.50	10	-12.67222
3.50	15	-12.748081
3.50	20	-13.001449
3.50	25	-13.485494
3.50	30	-14.211203
3.50	35	-15.15573
3.50	40	-16.26854
3.50	45	-17.458089
3.50	50	-18.602595
3.50	55	-19.583867
3.50	60	-20.314793
3.50	65	-20.758957
3.50	70	-20.932377
3.50	75	-20.898367
3.50	80	-20.754678
3.50	85	-20.609949
3.50	90	-20.55098
3.60	0	-26.368967
3.60	5	-26.280216
3.60	10	-26.033493
3.60	15	-25.678527
3.60	20	-25.268754
3.60	25	-24.851636
3.60	30	-24.471788
3.60	35	-24.17779
3.60	40	-24.004852
3.60	45	-23.944154
3.60	50	-23.938167
3.60	55	-23.908585
3.60	60	-23.790424
3.60	65	-23.552624
3.60	70	-23.205633
3.60	75	-22.800217
3.60	80	-22.415946
3.60	85	-22.139751
3.60	90	-22.041448
3.70	0	-33.341766
3.70	5	-33.210061
3.70	10	-32.826986
3.70	15	-32.216442
3.70	20	-31.416047
3.70	25	-30.471955
3.70	30	-29.450617
3.70	35	-28.440324
3.70	40	-27.52416
3.70	45	-26.740459
3.70	50	-26.069967
3.70	55	-25.460353
3.70	60	-24.860321
3.70	65	-24.243041
3.70	70	-23.616007
3.70	75	-23.020321
3.70	80	-22.520359
3.70	85	-22.187516
3.70	90	-22.070238
3.80	0	-36.047842
3.80	5	-35.892807
3.80	10	-35.435723
3.80	15	-34.688591
3.80	20	-33.679496
3.80	25	-32.457723
3.80	30	-31.102835
3.80	35	-29.721832
3.80	40	-28.419063
3.80	45	-27.254963
3.80	50	-26.231459
3.80	55	-25.313165
3.80	60	-24.460002
3.80	65	-23.650193
3.80	70	-22.890019
3.80	75	-22.21329
3.80	80	-21.671874
3.80	85	-21.319013
3.80	90	-21.201648
