R	Gamma	E
1.00	0	1020538.012767
1.00	10	737587.706238
1.00	20	386544.408916
1.00	30	225391.519026
1.00	40	165616.883723
1.00	50	131573.311988
1.00	60	105795.187215
1.00	70	88281.970861
1.00	80	79337.226936
1.00	100	76969.913777
1.00	110	88674.701708
1.00	120	113117.972493
1.00	130	131597.194014
1.00	140	161782.202634
1.00	150	249127.178019
1.00	160	527850.054942
1.00	170	1270968.997255
1.00	180	2044632.199573
1.10	0	1916528.579468
1.10	10	1124705.809131
1.10	20	437208.281924
1.10	30	209010.03179
1.10	40	146912.237033
1.10	50	115372.317909
1.10	60	91042.648679
1.10	70	74019.806117
1.10	80	65182.098575
1.10	90	63528.547682
1.10	100	68271.337411
1.10	110	78923.614777
1.10	120	94100.032349
1.10	130	111545.733425
1.10	140	139764.206994
1.10	150	232746.030553
1.10	160	592146.577359
1.10	170	1951882.378701
1.10	180	4590291.073338
1.20	0	4212085.440094
1.20	10	1683514.387641
1.20	20	477237.117089
1.20	30	190854.83843
1.20	40	129735.585604
1.20	50	99761.527407
1.20	60	76807.579458
1.20	70	60657.98026
1.20	80	52175.515588
1.20	90	50196.344274
1.20	100	53909.829783
1.20	110	62973.80845
1.20	120	76891.583197
1.20	130	93922.754037
1.20	140	120181.755742
1.20	150	209505.015319
1.20	160	600059.014496
1.20	170	2548987.916703
1.30	10	2174628.905477
1.30	20	478916.055232
1.30	30	169968.193456
1.30	40	114485.804505
1.30	50	85354.598431
1.30	60	63537.114597
1.30	70	48574.07861
1.30	80	40803.884546
1.30	90	38786.099143
1.30	100	41654.619433
1.30	110	49377.311484
1.30	120	62124.845538
1.30	130	78948.57992
1.30	140	103561.792283
1.30	150	181768.976997
1.30	160	538206.541286
1.30	170	2424219.709105
1.40	10	2122556.295152
1.40	20	432742.230256
1.40	30	147622.597035
1.40	40	94781.303504
1.40	50	72701.722161
1.40	60	51670.200168
1.40	70	38165.138934
1.40	80	31337.204162
1.40	90	29461.206688
1.40	100	31666.668795
1.40	110	38184.235679
1.40	120	49751.313046
1.40	130	66454.990385
1.40	140	90187.490854
1.40	150	154495.692566
1.40	160	435663.464977
1.40	170	1728735.123973
1.40	180	5127915.059819
1.50	0	5589777.107671
1.50	10	1578433.64383
1.50	20	356535.691639
1.50	30	126394.042877
1.50	40	82127.233559
1.50	50	61568.2328
1.50	60	41361.137023
1.50	70	29517.419445
1.50	80	23717.054451
1.50	90	22067.644835
1.50	100	23766.943594
