R	Gamma	E
2.50	0	64757.766545
2.50	5	61297.477999
2.50	10	51798.540885
2.50	15	41030.297061
2.50	20	31106.457093
2.50	25	22725.706219
2.50	30	16109.53752
2.50	35	11132.413392
2.50	40	7610.075915
2.50	45	5235.62679
2.50	50	3666.111855
2.50	55	2650.323846
2.50	60	2002.877635
2.50	65	1593.656964
2.50	70	1336.392414
2.50	75	1176.422798
2.50	80	1080.590579
2.50	85	1029.555269
2.50	90	1013.540533
2.60	0	67336.264853
2.60	5	51218.325505
2.60	10	42834.5267
2.60	15	33699.913154
2.60	20	25337.788171
2.60	25	18336.625164
2.60	30	12822.580292
2.60	35	8754.400453
2.60	40	5922.231758
2.60	45	4008.5774
2.60	50	2753.296901
2.60	55	1949.655674
2.60	60	1443.776721
2.60	65	1128.520986
2.60	70	933.512879
2.60	75	814.383771
2.60	80	744.048097
2.60	85	707.050408
2.60	90	695.521082
2.70	0	69845.229672
2.70	5	38294.202222
2.70	10	32870.336212
2.70	15	26237.946139
2.70	20	19820.952598
2.70	25	14296.029375
2.70	30	9954.108564
2.70	35	6769.538833
2.70	40	4533.910304
2.70	45	3025.723709
2.70	50	2042.121387
2.70	55	1417.406588
2.70	60	1028.159609
2.70	65	788.805473
2.70	70	643.136814
2.70	75	555.578365
2.70	80	504.70526
2.70	85	478.289854
2.70	90	470.113071
2.80	0	71960.666328
2.80	5	28147.9697
2.80	10	24521.026614
2.80	15	19811.130402
2.80	20	15047.304876
2.80	25	10896.964055
2.80	30	7600.831541
2.80	35	5148.328277
2.80	40	3419.031514
2.80	45	2253.202107
2.80	50	1495.59128
2.80	55	1017.353768
2.80	60	722.139073
2.80	65	542.967827
2.80	70	435.582948
2.80	75	372.147871
2.80	80	335.92222
2.80	85	317.359065
2.80	90	311.652341
2.90	0	21389.101809
2.90	5	20456.646785
2.90	10	17971.525218
2.90	15	14658.434552
2.90	20	11238.299391
2.90	25	8184.637997
2.90	30	5713.776003
2.90	35	3857.376013
2.90	40	2542.872466
2.90	45	1656.042496
2.90	50	1080.974848
2.90	55	719.96157
2.90	60	499.057686
2.90	65	366.6908
2.90	70	288.621662
2.90	75	243.365744
2.90	80	217.984135
2.90	85	205.166104
2.90	90	201.258009
3.00	0	15387.54784
3.00	5	14758.305169
3.00	10	13059.779719
3.00	15	10743.751589
3.00	20	8294.117035
3.00	25	6064.580353
3.00	30	4236.545479
3.00	35	2851.719213
3.00	40	1866.654761
3.00	45	1201.109669
3.00	50	770.301807
3.00	55	501.188224
3.00	60	338.087515
3.00	65	241.597415
3.00	70	185.673312
3.00	75	153.887073
3.00	80	136.415103
3.00	85	127.742834
3.00	90	125.123646
3.10	0	11040.327326
3.10	5	10608.465455
3.10	10	9432.090099
3.10	15	7804.207137
3.10	20	6054.996723
3.10	25	4440.769762
3.10	30	3103.091142
3.10	35	2082.157311
3.10	40	1352.717382
3.10	45	859.144327
3.10	50	540.21562
3.10	55	342.125935
3.10	60	223.223882
3.10	65	153.868486
3.10	70	114.398948
3.10	75	92.448242
3.10	80	80.660642
3.10	85	74.92939
3.10	90	73.219265
3.20	0	7884.023734
3.20	5	7585.21944
3.20	10	6766.361383
3.20	15	5621.827831
3.20	20	4377.856772
3.20	25	3217.466929
3.20	30	2247.268483
3.20	35	1501.96163
3.20	40	967.346928
3.20	45	605.283994
3.20	50	371.909893
3.20	55	227.87472
3.20	60	142.292259
3.20	65	93.133293
3.20	70	65.716414
3.20	75	50.844791
3.20	80	43.078099
3.20	85	39.397531
3.20	90	38.315965
3.30	0	5600.234481
3.30	5	5392.848312
3.30	10	4822.037645
3.30	15	4018.34796
3.30	20	3137.107246
3.30	25	2307.957003
