R	0	30	60	90
2.5	64757.766545	16109.53752	2002.877635	1013.540533
2.6	67336.264853	12822.580292	1443.776721	695.521082
2.7	69845.229672	9954.108564	1028.159609	470.113071
2.8	71960.666328	7600.831541	722.139073	311.652341
2.9	21389.101809	5713.776003	499.057686	201.258009
3.0	15387.54784	4236.545479	338.087515	125.123646
3.1	11040.327326	3103.091142	223.223882	73.219265
3.2	7884.023734	2247.268483	142.292259	38.315965
3.3	5600.234481	1609.582954	86.036371	15.252942
3.4	3955.68219	1139.859287	47.532065	0.382685
3.5	2777.171277	797.533584	21.659118	-8.850614
3.6	1936.733685	550.590379	4.681516	-14.229538
3.7	1340.454254	374.260018	-6.095323	-16.999069
3.8	919.732791	249.611003	-12.58886	-18.033479
3.9	624.647679	162.455732	-16.169125	-17.950952
4.0	419.013692	102.21241	-17.791355	-17.188685
4.1	276.717945	61.091877	-18.130825	-16.05134
4.2	179.004595	33.419608	-17.661387	-14.74472
4.3	112.473166	15.111334	-16.713314	-13.400447
4.4	67.608068	3.262409	-15.513502	-12.096743
4.5	37.699485	-4.168719	-14.213611	-10.874854
4.6	18.050733	-8.605175	-12.9104	-9.753101
4.7	5.397174	-11.033511	-11.661678	-8.736041
4.8	-2.518316	-12.131272	-10.498204	-7.820864
4.9	-7.251941	-12.37813	-9.433307	-7.001685
5.0	-9.875168	-12.093021	-8.469372	-6.270911
5.1	-11.123653	-11.497242	-7.602918	-5.621073
5.2	-11.499033	-10.740141	-6.827469	-5.044512
5.3	-11.339667	-9.919549	-6.135645	-4.534262
5.4	-10.869882	-9.096307	-5.519724	-4.083413
5.5	-10.23483	-8.305373	-4.972305	-3.685685
5.6	-9.525454	-7.563861	-4.486502	-3.335154
5.7	-8.796375	-6.878041	-4.055774	-3.026307
5.8	-8.078759	-6.248451	-3.674235	-2.754203
5.9	-7.38956	-5.673101	-3.336324	-2.514315
6.0	-6.737588	-5.149399	-3.036955	-2.302549
6.2	-5.562215	-4.246296	-2.535973	-1.949732
6.4	-4.570012	-3.517577	-2.140417	-1.671585
6.6	-3.761203	-2.938051	-1.826615	-1.449956
6.8	-3.120072	-2.478972	-1.57641	-1.271165
7.0	-2.618469	-2.112912	-1.375737	-1.125326
7.2	-2.224481	-1.818211	-1.213524	-1.005361
7.4	-1.910764	-1.579286	-1.081051	-0.906067
7.6	-1.657491	-1.384767	-0.971451	-0.823417
7.8	-1.451387	-1.225521	-0.879675	-0.754227
8.0	-1.282501	-1.094008	-0.802117	-0.696073
8.2	-1.142818	-0.984073	-0.73607	-0.646622
8.4	-1.025916	-0.890947	-0.679593	-0.604302
8.6	-0.926806	-0.811176	-0.631099	-0.5678
8.8	-0.841897	-0.742608	-0.589248	-0.535982
9.0	-0.768734	-0.683502	-0.55303	-0.508057
9.5	-0.626936	-0.568812	-0.481135	-0.45116
10.0	-0.529093	-0.488657	-0.428063	-0.407781
10.5	-0.460103	-0.430696	-0.387317	-0.373507
11.0	-0.409322	-0.386885	-0.35496	-0.345707
11.5	-0.370303	-0.352544	-0.32851	-0.322562
12.0	-0.339316	-0.324793	-0.306462	-0.302921
12.5	-0.314058	-0.301904	-0.287747	-0.285912
13.0	-0.293066	-0.282616	-0.27153	-0.270974
13.5	-0.275246	-0.266071	-0.257251	-0.257718
14.0	-0.259884	-0.251634	-0.244601	-0.245777
14.5	-0.246418	-0.23892	-0.233188	-0.234988
15.0	-0.234474	-0.227551	-0.222866	-0.225136
16.0	-0.21416	-0.20804	-0.204795	-0.207725
17.0	-0.197274	-0.191678	-0.189389	-0.192649
18.0	-0.182888	-0.177561	-0.175939	-0.179558
19.0	-0.170417	-0.165345	-0.164102	-0.167907
20.0	-0.159016	-0.154545	-0.153572	-0.157542
21.0	-0.149323	-0.144688	-0.144111	-0.148095
22.0	-0.140316	-0.135817	-0.135589	-0.139891
23.0	-0.13247	-0.128006	-0.127777	-0.132055
24.0	-0.125315	-0.120825	-0.120609	-0.12497
25.0	-0.118734	-0.11424	-0.114075	-0.118411
50.0	-0.039773	-0.035384	-0.035355	-0.039724
100.0	-1.2e-05	0.004365	0.0044	0.0
