	0	1	2	3	4
2846	3.1000000000	90.0000000000	30.0000000000	60.0000000000	100.0233608507
5245	3.1000000000	90.0000000000	30.0000000000	120.0000000000	100.0233610722
3146	3.1000000000	90.0000000000	60.0000000000	60.0000000000	100.6324560639
5544	3.1000000000	90.0000000000	60.0000000000	120.0000000000	100.6324562854
5844	3.1000000000	90.0000000000	90.0000000000	120.0000000000	100.6644559051
3446	3.1000000000	90.0000000000	90.0000000000	60.0000000000	100.6644559051
3970	3.0000000000	60.0000000000	30.0000000000	90.0000000000	101.0737284644
4571	3.1000000000	60.0000000000	90.0000000000	90.0000000000	107.4188787250
3895	3.0000000000	30.0000000000	30.0000000000	90.0000000000	109.5454421578
3371	3.1000000000	60.0000000000	90.0000000000	60.0000000000	111.2714744872
5769	3.1000000000	60.0000000000	90.0000000000	120.0000000000	111.2720464383
3820	3.0000000000	0.0000000000	30.0000000000	90.0000000000	113.5176950506
5396	3.2000000000	30.0000000000	60.0000000000	120.0000000000	114.5728228474
7636	3.1000000000	0.0000000000	60.0000000000	180.0000000000	116.3184533822
656	3.1000000000	30.0000000000	60.0000000000	0.0000000000	116.3184533822
7708	3.1000000000	30.0000000000	60.0000000000	180.0000000000	116.3184533822
7780	3.1000000000	60.0000000000	60.0000000000	180.0000000000	116.3184533822
7852	3.1000000000	90.0000000000	60.0000000000	180.0000000000	116.3184533822
802	3.1000000000	90.0000000000	60.0000000000	0.0000000000	116.3184533822
583	3.1000000000	0.0000000000	60.0000000000	0.0000000000	116.3184536005
1607	3.2000000000	60.0000000000	30.0000000000	30.0000000000	117.9079189394
6991	3.0000000000	90.0000000000	90.0000000000	150.0000000000	118.1205347692
2246	3.0000000000	90.0000000000	90.0000000000	30.0000000000	118.1205349875
1963	3.1000000000	90.0000000000	60.0000000000	30.0000000000	118.2057754243
6708	3.1000000000	90.0000000000	60.0000000000	150.0000000000	118.2057756426
1819	3.0000000000	30.0000000000	60.0000000000	30.0000000000	118.7649618834
2620	3.0000000000	0.0000000000	30.0000000000	60.0000000000	121.3351267780
2175	3.0000000000	60.0000000000	90.0000000000	30.0000000000	123.3449553885
6920	3.0000000000	60.0000000000	90.0000000000	150.0000000000	123.3449556068
6350	3.3000000000	60.0000000000	30.0000000000	150.0000000000	124.2426015767
2695	3.0000000000	30.0000000000	30.0000000000	60.0000000000	129.0473324961
4496	3.1000000000	30.0000000000	90.0000000000	90.0000000000	129.4392356131
6565	3.2000000000	30.0000000000	60.0000000000	150.0000000000	129.4646626285
6062	3.3000000000	60.0000000000	0.0000000000	150.0000000000	130.9796154531
1248	3.3000000000	30.0000000000	0.0000000000	30.0000000000	130.9796156714
5990	3.3000000000	30.0000000000	0.0000000000	150.0000000000	130.9796156714
6134	3.3000000000	90.0000000000	0.0000000000	150.0000000000	130.9834619635
1392	3.3000000000	90.0000000000	0.0000000000	30.0000000000	130.9834619635
3296	3.1000000000	30.0000000000	90.0000000000	60.0000000000	133.3721110262
5694	3.1000000000	30.0000000000	90.0000000000	120.0000000000	133.3721110262
2104	3.0000000000	30.0000000000	90.0000000000	30.0000000000	134.9025258383
6849	3.0000000000	30.0000000000	90.0000000000	150.0000000000	134.9025260566
5170	3.1000000000	60.0000000000	30.0000000000	120.0000000000	136.1039119648
7424	3.3000000000	30.0000000000	30.0000000000	180.0000000000	136.8133125667
7353	3.3000000000	0.0000000000	30.0000000000	180.0000000000	136.8133127881
7495	3.3000000000	60.0000000000	30.0000000000	180.0000000000	136.8133127881
440	3.3000000000	60.0000000000	30.0000000000	0.0000000000	136.8133130096
368	3.3000000000	30.0000000000	30.0000000000	0.0000000000	136.8133130096
7566	3.3000000000	90.0000000000	30.0000000000	180.0000000000	136.8133130096
296	3.3000000000	0.0000000000	30.0000000000	0.0000000000	136.8133130096
7	3.4000000000	0.0000000000	0.0000000000	0.0000000000	139.0813620790
2033	3.0000000000	0.0000000000	90.0000000000	30.0000000000	140.3310124362
6778	3.0000000000	0.0000000000	90.0000000000	150.0000000000	140.3310128728
2920	3.0000000000	0.0000000000	60.0000000000	60.0000000000	144.6593670817
5470	3.1000000000	60.0000000000	60.0000000000	120.0000000000	144.7894492593
1890	3.0000000000	60.0000000000	60.0000000000	30.0000000000	144.9568320233
2995	3.0000000000	30.0000000000	60.0000000000	60.0000000000	145.3488099819
4345	3.0000000000	90.0000000000	60.0000000000	90.0000000000	147.5250161622
6278	3.3000000000	30.0000000000	30.0000000000	150.0000000000	150.4803089955
2770	3.0000000000	60.0000000000	30.0000000000	60.0000000000	153.0968701703
1679	3.2000000000	90.0000000000	30.0000000000	30.0000000000	154.6895246944
