	0	1	2	3	4
7285	3.6000000000	90.0000000000	0.0000000000	180.0000000000	51.9525404507
3526	3.6000000000	0.0000000000	0.0000000000	90.0000000000	-103.0181112733
226	3.5000000000	90.0000000000	0.0000000000	0.0000000000	88.7173897563
3525	3.5000000000	0.0000000000	0.0000000000	90.0000000000	-102.9476263384
228	3.7000000000	90.0000000000	0.0000000000	0.0000000000	25.0161768109
883	3.7000000000	0.0000000000	90.0000000000	0.0000000000	-102.4144888826
229	3.8000000000	90.0000000000	0.0000000000	0.0000000000	8.8918691231
7934	3.8000000000	0.0000000000	90.0000000000	180.0000000000	-99.3510914061
225	3.4000000000	90.0000000000	0.0000000000	0.0000000000	139.0813623005
3524	3.4000000000	0.0000000000	0.0000000000	90.0000000000	-96.9304519401
7288	3.9000000000	90.0000000000	0.0000000000	180.0000000000	-1.9823437990
7935	3.9000000000	0.0000000000	90.0000000000	180.0000000000	-93.9485469323
7289	4.0000000000	90.0000000000	0.0000000000	180.0000000000	-8.4505056408
886	4.0000000000	0.0000000000	90.0000000000	0.0000000000	-87.2425595282
7282	3.3000000000	90.0000000000	0.0000000000	180.0000000000	205.2860694569
3523	3.3000000000	0.0000000000	0.0000000000	90.0000000000	-81.6410231130
232	4.1000000000	90.0000000000	0.0000000000	0.0000000000	-11.7351570294
7937	4.1000000000	0.0000000000	90.0000000000	180.0000000000	-81.4609514199
233	4.2000000000	90.0000000000	0.0000000000	0.0000000000	-13.8462040432
7938	4.2000000000	0.0000000000	90.0000000000	180.0000000000	-72.5997742897
234	4.3000000000	90.0000000000	0.0000000000	0.0000000000	-12.9841162584
7939	4.3000000000	0.0000000000	90.0000000000	180.0000000000	-65.7052935135
235	4.4000000000	90.0000000000	0.0000000000	0.0000000000	-12.2289134935
7940	4.4000000000	0.0000000000	90.0000000000	180.0000000000	-58.6649283913
236	4.5000000000	90.0000000000	0.0000000000	0.0000000000	-11.5533260273
7941	4.5000000000	0.0000000000	90.0000000000	180.0000000000	-52.3988375002
223	3.2000000000	90.0000000000	0.0000000000	0.0000000000	287.8334009809
3522	3.2000000000	0.0000000000	0.0000000000	90.0000000000	-52.1661652019
237	4.6000000000	90.0000000000	0.0000000000	0.0000000000	-9.6448896500
7942	4.6000000000	0.0000000000	90.0000000000	180.0000000000	-46.7280719840
238	4.7000000000	90.0000000000	0.0000000000	0.0000000000	-8.2360789275
7943	4.7000000000	0.0000000000	90.0000000000	180.0000000000	-41.6266427509
239	4.8000000000	90.0000000000	0.0000000000	0.0000000000	-6.8367837462
7944	4.8000000000	0.0000000000	90.0000000000	180.0000000000	-37.3170437433
240	4.9000000000	90.0000000000	0.0000000000	0.0000000000	-5.8175148141
7945	4.9000000000	0.0000000000	90.0000000000	180.0000000000	-33.4803642802
7299	5.0000000000	90.0000000000	0.0000000000	180.0000000000	-4.6739383045
7946	5.0000000000	0.0000000000	90.0000000000	180.0000000000	-29.7224457026
242	5.1000000000	90.0000000000	0.0000000000	0.0000000000	-4.0780613918
7947	5.1000000000	0.0000000000	90.0000000000	180.0000000000	-26.4962232927
7301	5.2000000000	90.0000000000	0.0000000000	180.0000000000	-2.9002536426
7948	5.2000000000	0.0000000000	90.0000000000	180.0000000000	-23.6898461887
7302	5.3000000000	90.0000000000	0.0000000000	180.0000000000	-2.1344689085
7949	5.3000000000	0.0000000000	90.0000000000	180.0000000000	-21.1349312667
245	5.4000000000	90.0000000000	0.0000000000	0.0000000000	-1.4281214163
7950	5.4000000000	0.0000000000	90.0000000000	180.0000000000	-18.8923425695
246	5.5000000000	90.0000000000	0.0000000000	0.0000000000	-0.9076303100
7951	5.5000000000	0.0000000000	90.0000000000	180.0000000000	-16.9222906670
247	5.6000000000	90.0000000000	0.0000000000	0.0000000000	-0.4181397733
7952	5.6000000000	0.0000000000	90.0000000000	180.0000000000	-14.4705209186
7306	5.7000000000	90.0000000000	0.0000000000	180.0000000000	-0.0275693063
7953	5.7000000000	0.0000000000	90.0000000000	180.0000000000	-12.9957699205
249	5.8000000000	90.0000000000	0.0000000000	0.0000000000	0.2795169641
7954	5.8000000000	0.0000000000	90.0000000000	180.0000000000	-11.6955466878
250	5.9000000000	90.0000000000	0.0000000000	0.0000000000	1.2407260794
905	5.9000000000	0.0000000000	90.0000000000	0.0000000000	-10.5472426939
251	6.0000000000	90.0000000000	0.0000000000	0.0000000000	1.3863694419
7956	6.0000000000	0.0000000000	90.0000000000	180.0000000000	-9.5304140969
252	6.2000000000	90.0000000000	0.0000000000	0.0000000000	1.5553877343
7957	6.2000000000	0.0000000000	90.0000000000	180.0000000000	-7.8283354477
253	6.4000000000	90.0000000000	0.0000000000	0.0000000000	1.6083504714
7958	6.4000000000	0.0000000000	90.0000000000	180.0000000000	-6.4786716018
254	6.6000000000	90.0000000000	0.0000000000	0.0000000000	1.5857252711
7959	6.6000000000	0.0000000000	90.0000000000	180.0000000000	-5.4002628170
255	6.8000000000	90.0000000000	0.0000000000	0.0000000000	1.5164175982
7960	6.8000000000	0.0000000000	90.0000000000	180.0000000000	-4.5309229302
7280	3.1000000000	90.0000000000	0.0000000000	180.0000000000	384.1690430946
3521	3.1000000000	0.0000000000	0.0000000000	90.0000000000	-4.3780331702
256	7.0000000000	90.0000000000	0.0000000000	0.0000000000	1.4218446636
7961	7.0000000000	0.0000000000	90.0000000000	180.0000000000	-3.8244817206
257	7.2000000000	90.0000000000	0.0000000000	0.0000000000	1.3145871913
7962	7.2000000000	0.0000000000	90.0000000000	180.0000000000	-3.2454519026
7316	7.4000000000	90.0000000000	0.0000000000	180.0000000000	1.2041749917
7963	7.4000000000	0.0000000000	90.0000000000	180.0000000000	-2.7685161907
7317	7.6000000000	90.0000000000	0.0000000000	180.0000000000	1.0965920413
7964	7.6000000000	0.0000000000	90.0000000000	180.0000000000	-2.3737930442
260	7.8000000000	90.0000000000	0.0000000000	0.0000000000	0.9950123795
7965	7.8000000000	0.0000000000	90.0000000000	180.0000000000	-2.0445552005
