	0	1	2	3	4
3676	3.6000000000	60.0000000000	0.0000000000	90.0000000000	-103.0532915198
3751	3.6000000000	90.0000000000	0.0000000000	90.0000000000	-103.0181112733
3675	3.5000000000	60.0000000000	0.0000000000	90.0000000000	-102.9476002174
3600	3.5000000000	30.0000000000	0.0000000000	90.0000000000	-102.9475999991
8158	3.7000000000	90.0000000000	90.0000000000	180.0000000000	-102.4144891009
8008	3.7000000000	30.0000000000	90.0000000000	180.0000000000	-102.4144891009
1033	3.7000000000	60.0000000000	90.0000000000	0.0000000000	-102.4144888826
7933	3.7000000000	0.0000000000	90.0000000000	180.0000000000	-102.4144888826
8083	3.7000000000	60.0000000000	90.0000000000	180.0000000000	-102.4144886643
958	3.7000000000	30.0000000000	90.0000000000	0.0000000000	-102.4144886643
7932	3.6000000000	0.0000000000	90.0000000000	180.0000000000	-101.7821532835
8157	3.6000000000	90.0000000000	90.0000000000	180.0000000000	-101.7821528437
8007	3.6000000000	30.0000000000	90.0000000000	180.0000000000	-101.7821528437
1032	3.6000000000	60.0000000000	90.0000000000	0.0000000000	-101.7821528437
882	3.6000000000	0.0000000000	90.0000000000	0.0000000000	-101.7821526254
957	3.6000000000	30.0000000000	90.0000000000	0.0000000000	-101.7821526254
8082	3.6000000000	60.0000000000	90.0000000000	180.0000000000	-101.7821526254
3752	3.7000000000	90.0000000000	0.0000000000	90.0000000000	-99.7282140043
1109	3.8000000000	90.0000000000	90.0000000000	0.0000000000	-99.3510914061
8084	3.8000000000	60.0000000000	90.0000000000	180.0000000000	-99.3510911877
884	3.8000000000	0.0000000000	90.0000000000	0.0000000000	-99.3510911877
8009	3.8000000000	30.0000000000	90.0000000000	180.0000000000	-99.3510911877
959	3.8000000000	30.0000000000	90.0000000000	0.0000000000	-99.3510909694
8159	3.8000000000	90.0000000000	90.0000000000	180.0000000000	-99.3510909663
3602	3.7000000000	30.0000000000	0.0000000000	90.0000000000	-98.7104135762
3677	3.7000000000	60.0000000000	0.0000000000	90.0000000000	-98.7104135762
3599	3.4000000000	30.0000000000	0.0000000000	90.0000000000	-96.9304190168
3674	3.4000000000	60.0000000000	0.0000000000	90.0000000000	-96.9304190168
8006	3.5000000000	30.0000000000	90.0000000000	180.0000000000	-95.6147364289
8156	3.5000000000	90.0000000000	90.0000000000	180.0000000000	-95.6147362105
7931	3.5000000000	0.0000000000	90.0000000000	180.0000000000	-95.6147362105
1031	3.5000000000	60.0000000000	90.0000000000	0.0000000000	-95.6147362105
956	3.5000000000	30.0000000000	90.0000000000	0.0000000000	-95.6147359922
8081	3.5000000000	60.0000000000	90.0000000000	180.0000000000	-95.6147359922
881	3.5000000000	0.0000000000	90.0000000000	0.0000000000	-95.6147359922
8160	3.9000000000	90.0000000000	90.0000000000	180.0000000000	-93.9485469323
8085	3.9000000000	60.0000000000	90.0000000000	180.0000000000	-93.9485467140
960	3.9000000000	30.0000000000	90.0000000000	0.0000000000	-93.9485467140
8010	3.9000000000	30.0000000000	90.0000000000	180.0000000000	-93.9485467108
1035	3.9000000000	60.0000000000	90.0000000000	0.0000000000	-93.9485467108
885	3.9000000000	0.0000000000	90.0000000000	0.0000000000	-93.9485464925
3753	3.8000000000	90.0000000000	0.0000000000	90.0000000000	-93.8038099972
3603	3.8000000000	30.0000000000	0.0000000000	90.0000000000	-93.8037603938
3678	3.8000000000	60.0000000000	0.0000000000	90.0000000000	-93.8037601755
2626	3.6000000000	0.0000000000	30.0000000000	60.0000000000	-91.0336341407
1755	3.7000000000	0.0000000000	60.0000000000	30.0000000000	-90.5574536415
2627	3.7000000000	0.0000000000	30.0000000000	60.0000000000	-90.4141988212
1756	3.8000000000	0.0000000000	60.0000000000	30.0000000000	-88.8425148750
1754	3.6000000000	0.0000000000	60.0000000000	30.0000000000	-88.1627951427
2701	3.6000000000	30.0000000000	30.0000000000	60.0000000000	-87.8078625272
2702	3.7000000000	30.0000000000	30.0000000000	60.0000000000	-87.6841907669
1826	3.7000000000	30.0000000000	60.0000000000	30.0000000000	-87.5241366994
8011	4.0000000000	30.0000000000	90.0000000000	180.0000000000	-87.2425599680
8161	4.0000000000	90.0000000000	90.0000000000	180.0000000000	-87.2425599680
1036	4.0000000000	60.0000000000	90.0000000000	0.0000000000	-87.2425597465
961	4.0000000000	30.0000000000	90.0000000000	0.0000000000	-87.2425595282
7936	4.0000000000	0.0000000000	90.0000000000	180.0000000000	-87.2425593099
8086	4.0000000000	60.0000000000	90.0000000000	180.0000000000	-87.2425590916
1757	3.9000000000	0.0000000000	60.0000000000	30.0000000000	-87.0804088184
2628	3.8000000000	0.0000000000	30.0000000000	60.0000000000	-87.0294994829
3754	3.9000000000	90.0000000000	0.0000000000	90.0000000000	-86.6965542763
3679	3.9000000000	60.0000000000	0.0000000000	90.0000000000	-86.6964939189
3604	3.9000000000	30.0000000000	0.0000000000	90.0000000000	-86.6964939189
2625	3.5000000000	0.0000000000	30.0000000000	60.0000000000	-86.6314429572
1827	3.8000000000	30.0000000000	60.0000000000	30.0000000000	-86.2627488404
1828	3.9000000000	30.0000000000	60.0000000000	30.0000000000	-84.9818150117
1825	3.6000000000	30.0000000000	60.0000000000	30.0000000000	-84.7511307143
4051	3.6000000000	90.0000000000	30.0000000000	90.0000000000	-84.6415724912
2703	3.8000000000	30.0000000000	30.0000000000	60.0000000000	-84.6084910797
2700	3.5000000000	30.0000000000	30.0000000000	60.0000000000	-83.0760656606
3976	3.6000000000	60.0000000000	30.0000000000	90.0000000000	-82.7035327153
4052	3.7000000000	90.0000000000	30.0000000000	90.0000000000	-82.7031659768
2629	3.9000000000	0.0000000000	30.0000000000	60.0000000000	-82.0014033094
8005	3.4000000000	30.0000000000	90.0000000000	180.0000000000	-81.7563866606
8155	3.4000000000	90.0000000000	90.0000000000	180.0000000000	-81.7563862208
955	3.4000000000	30.0000000000	90.0000000000	0.0000000000	-81.7563860025
880	3.4000000000	0.0000000000	90.0000000000	0.0000000000	-81.7563860025
7930	3.4000000000	0.0000000000	90.0000000000	180.0000000000	-81.7563859994
8080	3.4000000000	60.0000000000	90.0000000000	180.0000000000	-81.7563857811
1105	3.4000000000	90.0000000000	90.0000000000	0.0000000000	-81.7563857811
3748	3.3000000000	90.0000000000	0.0000000000	90.0000000000	-81.6410231130
3673	3.3000000000	60.0000000000	0.0000000000	90.0000000000	-81.6410132354
3598	3.3000000000	30.0000000000	0.0000000000	90.0000000000	-81.6410132354
8012	4.1000000000	30.0000000000	90.0000000000	180.0000000000	-81.4609512016
1112	4.1000000000	90.0000000000	90.0000000000	0.0000000000	-81.4609512016
962	4.1000000000	30.0000000000	90.0000000000	0.0000000000	-81.4609509833
8087	4.1000000000	60.0000000000	90.0000000000	180.0000000000	-81.4609509833
8162	4.1000000000	90.0000000000	90.0000000000	180.0000000000	-81.4609509833
887	4.1000000000	0.0000000000	90.0000000000	0.0000000000	-81.4609507650
4050	3.5000000000	90.0000000000	30.0000000000	90.0000000000	-81.1213984900
3977	3.7000000000	60.0000000000	30.0000000000	90.0000000000	-80.9940626013
3901	3.6000000000	30.0000000000	30.0000000000	90.0000000000	-80.0786547695
1753	3.5000000000	0.0000000000	60.0000000000	30.0000000000	-80.0683102718
6998	3.7000000000	90.0000000000	90.0000000000	150.0000000000	-79.9464970241
2253	3.7000000000	90.0000000000	90.0000000000	30.0000000000	-79.9464968027
3975	3.5000000000	60.0000000000	30.0000000000	90.0000000000	-79.7289087780
