R	Gamma	E
1.00	0	-121.641201933223
1.00	10	-126.659635813823
1.00	20	-130.938504781273
1.00	30	-132.35419824964
1.00	40	-132.747825179503
1.00	50	-132.929634222757
1.00	60	-133.08518959291
1.00	70	-133.176463748817
1.00	80	-133.218185490938
1.00	90	-133.255940081818
1.00	100	-133.253167579079
1.00	110	-133.210855774841
1.00	120	-133.125161437322
1.00	130	-132.995334053958
1.00	140	-132.836030978603
1.00	150	-132.498066478051
1.00	160	-131.413793998349
1.00	170	-128.670289768148
1.00	180	-126.062763452316
1.10	0	-103.629292714938
1.10	10	-122.835561373991
1.10	20	-130.672685328515
1.10	30	-132.458710298379
1.10	40	-132.849311024572
1.10	50	-133.010400303718
1.10	60	-133.161373228662
1.10	70	-133.244078676161
1.10	80	-133.279932555262
1.10	90	-133.316749826179
1.10	100	-133.314876315854
1.10	110	-133.275714198239
1.10	120	-133.193821036643
1.10	130	-133.062812295135
1.10	140	-132.927286338777
1.10	150	-132.569245959565
1.10	160	-131.115544004412
1.10	170	-125.927165527017
1.10	180	-117.612990091036
1.20	10	-120.134961724915
1.20	20	-130.730621971821
1.20	30	-132.594147320855
1.20	40	-132.941262179266
1.20	50	-133.09355978414
1.20	60	-133.231985588114
1.20	70	-133.30565859835
1.20	80	-133.34425915246
1.20	90	-133.3706717164
1.20	100	-133.368545188654
1.20	110	-133.333646712623
1.20	120	-133.259398201085
1.20	130	-133.134850912973
1.20	140	-133.013756085492
1.20	150	-132.666173100301
1.20	160	-131.009887226776
1.20	170	-122.982132735145
1.30	10	-121.901825904119
1.30	20	-131.140117733251
1.30	30	-132.746102442421
1.30	40	-133.024472894329
1.30	50	-133.175933787799
1.30	60	-133.298132723687
1.30	70	-133.365780511473
1.30	80	-133.402702325026
1.30	90	-133.420041417449
1.30	100	-133.415893822945
1.30	110	-133.385131016457
1.30	120	-133.320216051008
1.30	130	-133.209237863666
1.30	140	-133.091317303204
1.30	150	-132.784836511545
1.30	160	-131.199021929093
1.30	170	-122.458296468249
1.40	0	-112.732997971687
1.40	10	-125.956042874818
1.40	20	-131.712693081915
1.40	30	-132.89066734755
1.40	40	-133.101184188872
1.40	50	-133.252072923447
1.40	60	-133.358707997597
1.40	70	-133.418406213512
1.40	80	-133.449890554779
1.40	90	-133.462243303288
1.40	100	-133.456658779831
1.40	110	-133.429710839937
1.40	120	-133.374038506841
1.40	130	-133.277770492049
1.40	140	-133.159091774366
1.40	150	-132.908316838896
1.40	160	-131.608232643587
1.40	170	-125.050977875093
1.40	180	-101.317523737349
1.50	0	-124.795868325808
1.50	10	-129.161737496372
1.50	20	-132.242193907767
1.50	30	-133.010617956312
1.50	40	-133.173618314515
1.50	50	-133.319132829227
1.50	60	-133.4107850808
1.50	70	-133.46116325983
1.50	80	-133.486893839094
1.50	90	-133.495893443411
1.50	100	-133.490142033364
1.50	110	-133.467073973738
1.50	120	-133.419950328544
1.50	130	-133.33725366093
1.50	140	-133.219735980153
1.50	150	-133.018623880905
1.50	160	-132.067315198843
1.50	180	-121.175090885074
1.60	0	-129.40971877769
1.60	10	-131.070394805107
1.60	20	-132.633690991832
1.60	30	-133.101864749025
1.60	40	-133.245931359024
1.60	50	-133.376212632605
1.60	60	-133.453542899809
1.60	70	-133.494873361465
1.60	80	-133.515315185783
1.60	90	-133.521902107351
1.60	100	-133.516634094585
1.60	110	-133.497425381225
1.60	120	-133.458046943944
1.60	130	-133.387525754725
1.60	140	-133.277123463806
1.60	150	-133.105879524491
1.60	160	-132.450904937125
1.60	170	-130.220682465691
1.60	180	-127.519182044801
1.70	0	-131.411100641268
1.70	20	-132.885361681669
1.70	30	-133.170553830843
1.70	40	-133.311236785399
1.70	50	-133.423686288355
1.70	60	-133.48765177551
1.70	70	-133.52092213362
1.70	80	-133.536832441476
1.70	90	-133.541639826568
1.70	100	-133.537081699126
1.70	110	-133.521384608428
1.70	120	-133.488931493725
1.70	130	-133.429317850682
1.70	140	-133.32806655178
1.70	150	-133.169929262235
1.70	160	-132.71655114016
1.70	170	-131.442712637568
1.70	180	-130.204603945529
1.80	0	-132.305187651245
1.80	20	-133.033599557309
1.80	30	-133.22779706942
1.80	40	-133.367147955961
1.80	50	-133.462315974145
1.80	60	-133.514216778512
1.80	70	-133.540605536292
1.80	80	-133.552815267234
1.80	90	-133.556309806421
1.80	100	-133.55250382349
1.80	110	-133.539873625453
1.80	120	-133.513506440983
1.80	130	-133.463626445763
1.80	140	-133.372752154003
1.80	150	-133.217840381496
1.80	170	-132.072266685464
1.80	180	-131.357729352996
1.90	0	-132.728943200872
1.90	10	-132.890518537181
1.90	20	-133.120979991917
1.90	30	-133.285478068304
1.90	40	-133.41427129562
1.90	50	-133.493272755439
1.90	60	-133.534758611514
1.90	70	-133.555317283205
1.90	80	-133.564589921077
1.90	90	-133.567117629058
1.90	100	-133.564016477192
1.90	110	-133.553988260463
1.90	120	-133.532867032474
1.90	130	-133.491578573196
1.90	140	-133.411821054668
1.90	150	-133.259975281806
1.90	160	-132.957620928914
1.90	170	-132.351442695097
1.90	180	-131.566225727009
2.00	0	-132.945842139761
2.00	10	-133.016151047939
2.00	20	-133.187324743561
2.00	30	-133.34275381181
2.00	40	-133.453500379211
2.00	50	-133.517682083531
2.00	60	-133.550432836028
2.00	70	-133.566213050775
2.00	80	-133.573190974026
2.00	90	-133.57500805758
2.00	100	-133.572526151938
2.00	110	-133.564654936652
2.00	120	-133.54789999184
2.00	130	-133.514173836339
2.00	140	-133.445702845893
2.00	150	-133.302933448971
2.00	160	-133.008916332042
2.00	170	-132.43561031398
2.00	180	-131.456773869324
2.10	0	-133.040939548684
2.10	10	-133.112133916514
2.10	20	-133.258552319142
2.10	30	-133.393709125145
2.10	40	-133.485683112877
2.10	50	-133.536731635689
2.10	60	-133.562242342151
2.10	70	-133.574216854607
2.10	80	-133.57942261478
2.10	90	-133.580719138215
2.10	100	-133.578762319486
2.10	110	-133.57264719263
2.10	120	-133.559482669493
2.10	130	-133.532324771746
2.10	140	-133.474735972203
2.10	150	-133.346451268308
2.10	160	-133.063669763628
2.10	170	-132.462385808225
2.10	180	-130.173308014868
2.20	0	-133.155992718319
2.20	10	-133.205338736825
2.20	20	-133.324377991214
2.20	30	-133.437384695129
2.20	40	-133.511610398517
2.20	50	-133.551534498964
2.20	60	-133.571053724892
2.20	70	-133.580052492724
2.20	80	-133.583902866308
2.20	90	-133.584819781837
2.20	100	-133.583296991992
2.20	110	-133.578591723154
2.20	120	-133.568349136984
2.20	130	-133.546801823062
2.20	140	-133.499262988513
2.20	150	-133.388212255989
2.20	160	-133.132578170871
2.20	170	-132.513956565454
2.30	0	-133.236605046159
2.30	10	-133.278165021169
2.30	20	-133.381836916088
2.30	30	-133.473907349777
2.30	40	-133.532047068371
2.30	50	-133.562847015757
2.30	60	-133.577574758327
2.30	70	-133.584276081418
2.30	80	-133.587098824344
2.30	90	-133.587740755189
2.30	100	-133.586569403852
2.30	110	-133.582982518435
2.30	120	-133.575088126992
2.30	130	-133.558170146452
2.30	140	-133.519676369435
2.30	150	-133.426446788455
2.30	160	-133.203985838694
2.30	170	-132.613939248605
2.40	0	-133.290979638151
2.40	10	-133.344045728197
2.40	20	-133.431524466876
2.40	30	-133.503576153379
2.40	40	-133.548047088406
2.40	50	-133.571372430643
2.40	60	-133.582364179612
2.40	70	-133.587309411904
2.40	80	-133.589359620028
2.40	90	-133.589803744624
2.40	100	-133.588912630216
2.40	110	-133.586203098874
2.40	120	-133.580174487967
2.40	130	-133.567036608036
2.40	140	-133.536459327793
2.40	150	-133.460161344246
2.40	160	-133.273163119972
2.40	170	-132.770041372015
2.40	180	-127.653038373896
2.50	0	-133.327457400879
2.50	10	-133.406837764787
2.50	20	-133.472786501521
2.50	30	-133.526897204731
2.50	40	-133.560366872314
2.50	50	-133.577729797816
2.50	60	-133.585854265658
2.50	70	-133.589469871019
2.50	80	-133.590944256343
2.50	90	-133.591247429608
2.50	100	-133.590576404765
2.50	110	-133.588548486507
2.50	120	-133.583987208386
2.50	130	-133.573897771248
2.50	140	-133.550002742367
2.50	150	-133.488962793593
2.50	160	-133.336892510116
2.50	170	-132.946952864588
2.50	180	-131.28852269817
2.60	0	-133.352225523589
2.60	10	-133.458525540198
2.60	20	-133.505333811883
2.60	30	-133.544929331035
2.60	40	-133.569661645406
2.60	50	-133.582427990047
2.60	60	-133.58837669116
2.60	70	-133.590994638035
2.60	80	-133.592043770233
2.60	90	-133.592247551894
2.60	100	-133.591747156487
2.60	110	-133.590243378456
2.60	120	-133.586824897722
2.60	130	-133.579160291698
2.60	140	-133.560729120884
2.60	150	-133.51294156018
2.60	160	-133.392806863014
2.60	170	-133.107635372804
2.60	180	-132.467578460188
2.70	0	-133.481363166935
2.70	10	-133.497496037657
2.70	20	-133.530000368065
2.70	30	-133.558615937321
2.70	40	-133.57657547612
2.70	50	-133.585869343254
2.70	60	-133.590183836514
2.70	70	-133.592059947689
2.70	80	-133.592798073322
2.70	90	-133.592932560133
2.70	100	-133.59256289838
2.70	110	-133.591458264819
2.70	120	-133.588921228975
2.70	130	-133.583160887626
2.70	140	-133.569130658532
2.70	150	-133.532425579299
2.70	160	-133.439798300049
2.70	170	-133.23689994992
2.70	180	-132.94073967614
2.80	0	-133.515092611519
2.80	10	-133.525840010197
2.80	20	-133.548432205107
2.80	30	-133.568769899609
2.80	40	-133.581663407139
2.80	50	-133.588367396365
2.80	60	-133.59146608893
2.80	70	-133.592795847128
2.80	80	-133.593308900812
2.80	90	-133.593395606107
2.80	100	-133.593125041831
2.80	110	-133.592321446377
2.80	120	-133.590457490458
2.80	130	-133.586175005842
2.80	140	-133.575628679767
2.80	150	-133.547848384956
2.80	160	-133.477986639631
2.80	170	-133.335152022592
2.80	180	-133.181622343492
2.90	0	-133.539065096977
2.90	10	-133.546326300989
2.90	20	-133.561903787205
2.90	30	-133.576194238833
2.90	40	-133.585371529022
2.90	50	-133.590163587754
2.90	60	-133.592366176145
2.90	70	-133.593297684561
2.90	80	-133.593649598951
2.90	90	-133.59370371995
2.90	100	-133.593507504165
2.90	110	-133.592928787659
2.90	120	-133.591573620887
2.90	130	-133.588425043873
2.90	140	-133.580593134423
2.90	150	-133.559862038473
2.90	160	-133.508081124444
2.90	170	-133.408069849486
2.90	180	-133.320823974427
3.00	0	-133.556016988146
3.00	10	-133.56091598479
3.00	20	-133.571593117945
3.00	30	-133.581566799141
3.00	40	-133.588048294739
3.00	50	-133.591441938809
3.00	60	-133.592990387813
3.00	70	-133.593634828736
3.00	80	-133.593872595639
3.00	90	-133.593904761446
3.00	100	-133.593763768527
3.00	110	-133.593351391081
3.00	120	-133.592376891481
3.00	130	-133.590088480332
3.00	140	-133.584341641535
3.00	150	-133.56907281528
3.00	160	-133.531238551012
3.00	170	-133.461483156918
3.00	180	-133.408510123854
3.10	0	-133.567889526402
3.10	10	-133.571196291056
3.10	20	-133.578496216521
3.10	30	-133.585419714014
3.10	40	-133.589961837996
3.10	50	-133.592341640264
3.10	60	-133.59341747179
3.10	70	-133.593857311964
3.10	80	-133.594015008715
3.10	90	-133.594032619838
3.10	100	-133.593932240529
3.10	110	-133.593641679779
3.10	120	-133.592949070584
3.10	130	-133.591305788332
3.10	140	-133.587139746576
3.10	150	-133.576031722466
3.10	160	-133.548743402496
3.10	170	-133.500270663707
3.10	180	-133.466662599135
3.20	0	-133.576164323591
3.20	10	-133.578398234658
3.20	20	-133.583378592878
3.20	30	-133.588158519284
3.20	40	-133.591315804182
3.20	50	-133.592967132382
3.20	60	-133.593705254419
3.20	70	-133.594000819681
3.20	80	-133.594102886037
3.20	90	-133.59411106632
3.20	100	-133.594040290713
3.20	110	-133.593838038221
3.20	120	-133.593351985306
3.20	130	-133.592187016722
3.20	140	-133.589204476786
3.20	150	-133.581218853122
3.20	160	-133.561764271661
3.20	170	-133.528250942654
3.20	180	-133.506375414876
3.30	0	-133.581911196437
3.30	10	-133.583419727562
3.30	20	-133.586807641136
3.30	30	-133.59008789638
3.30	40	-133.592263349007
3.30	50	-133.593396247364
3.30	60	-133.593895733765
3.30	70	-133.594090521532
3.30	80	-133.594154327721
3.30	90	-133.59415659348
3.30	100	-133.594107238984
3.30	110	-133.59396837958
3.30	120	-133.593632055176
3.30	130	-133.592817636444
