R	Gamma	E
2.50	0	-78.66000885778
2.50	5	-78.659015593671
2.50	10	-78.657288096673
2.50	15	-78.656558162839
2.50	20	-78.657234792703
2.50	25	-78.658899794639
2.50	30	-78.661028407906
2.50	35	-78.663226856946
2.50	40	-78.66527240568
2.50	45	-78.667062384939
2.50	50	-78.668569034753
2.50	55	-78.669803612792
2.50	60	-78.670793610619
2.50	65	-78.671570596084
2.50	70	-78.672164181444
2.50	75	-78.672599439707
2.50	80	-78.672896090561
2.50	85	-78.673068368948
2.50	90	-78.673124819284
2.60	0	-78.665753645754
2.60	5	-78.665511364869
2.60	10	-78.665055330683
2.60	15	-78.664865689948
2.60	20	-78.665186191112
2.60	25	-78.665971914301
2.60	30	-78.667044902924
2.60	35	-78.668224743294
2.60	40	-78.669379971423
2.60	45	-78.670433354291
2.60	50	-78.671349513547
2.60	55	-78.672119719193
2.60	60	-78.672749585174
2.60	65	-78.673251266326
2.60	70	-78.673638636004
2.60	75	-78.673924713087
2.60	80	-78.674120453997
2.60	85	-78.674234287825
2.60	90	-78.674271669798
2.70	0	-78.66954652921
2.70	5	-78.669485972087
2.70	10	-78.669380850869
2.70	15	-78.66938563498
2.70	20	-78.669603405442
2.70	25	-78.670039866027
2.70	30	-78.670633312083
2.70	35	-78.6713029313
2.70	40	-78.671978747948
2.70	45	-78.672612534332
2.70	50	-78.673177031082
2.70	55	-78.673660808696
2.70	60	-78.67406253229
2.70	65	-78.674386439189
2.70	70	-78.674638477188
2.70	75	-78.674825555551
2.70	80	-78.674953941421
2.70	85	-78.675028607394
2.70	90	-78.675053046146
2.80	0	-78.672036370486
2.80	5	-78.672025761125
2.80	10	-78.672019398561
2.80	15	-78.672072526582
2.80	20	-78.672227181296
2.80	25	-78.67249051383
2.80	30	-78.672838765922
2.80	35	-78.673234557743
2.80	40	-78.673640653642
2.80	45	-78.674028428126
2.80	50	-78.674379522367
2.80	55	-78.674684663424
2.80	60	-78.674940912092
2.80	65	-78.675149199581
2.80	70	-78.675312324136
2.80	75	-78.675433684358
2.80	80	-78.675516839837
2.80	85	-78.675565130155
2.80	90	-78.67558098031
2.90	0	-78.673671570666
2.90	5	-78.673674127233
2.90	10	-78.673691130386
2.90	15	-78.673744164109
2.90	20	-78.673850607972
2.90	25	-78.674014299596
2.90	30	-78.67422508265
2.90	35	-78.67446444327
2.90	40	-78.674712280872
2.90	45	-78.674951664853
2.90	50	-78.675170800766
2.90	55	-78.675363069539
2.90	60	-78.675525763959
2.90	65	-78.675658701065
2.90	70	-78.675762866542
2.90	75	-78.675840318384
2.90	80	-78.675893272331
2.90	85	-78.67592389756
2.90	90	-78.675933906936
3.00	0	-78.674745410151
3.00	5	-78.674750204365
3.00	10	-78.674768120502
3.00	15	-78.674808316143
3.00	20	-78.674878449178
3.00	25	-78.674980150419
3.00	30	-78.675108728306
3.00	35	-78.675254439338
3.00	40	-78.675406078259
3.00	45	-78.675553777198
3.00	50	-78.675690027596
3.00	55	-78.675810273475
3.00	60	-78.675912266972
3.00	65	-78.675995584037
3.00	70	-78.67606079999
3.00	75	-78.676109031042
3.00	80	-78.676141735706
3.00	85	-78.676160497139
3.00	90	-78.676166595052
3.10	0	-78.67544792022
3.10	5	-78.675451770663
3.10	10	-78.675465084901
3.10	15	-78.67549186341
3.10	20	-78.67553577211
3.10	25	-78.675597678729
3.10	30	-78.675675121259
3.10	35	-78.675762991126
3.10	40	-78.675854944203
3.10	45	-78.675944949818
3.10	50	-78.676028310174
3.10	55	-78.676102011533
3.10	60	-78.676164518284
3.10	65	-78.676215360086
3.10	70	-78.676254803903
3.10	75	-78.676283618409
3.10	80	-78.67630286795
3.10	85	-78.67631374741
3.10	90	-78.676317241818
3.20	0	-78.675903403322
3.20	5	-78.675905866573
3.20	10	-78.675914134632
3.20	15	-78.675930256206
3.20	20	-78.675956102479
3.20	25	-78.675992242986
3.20	30	-78.67603741343
3.20	35	-78.676088835949
3.20	40	-78.676142926452
3.20	45	-78.676196153159
3.20	50	-78.676245610843
3.20	55	-78.676289314201
3.20	60	-78.676326158996
3.20	65	-78.676355773083
3.20	70	-78.67637834319
3.20	75	-78.676394433263
3.20	80	-78.676404879609
3.20	85	-78.676410609131
3.20	90	-78.67641241297
3.30	0	-78.676194299763
3.30	5	-78.676195588988
3.30	10	-78.676199938284
3.30	15	-78.676208489089
3.30	20	-78.676222333081
3.30	25	-78.676241850252
3.30	30	-78.676266445281
3.30	35	-78.676294697837
3.30	40	-78.676324695005
3.30	45	-78.676354427461
3.30	50	-78.676382137922
3.30	55	-78.676406520635
3.30	60	-78.676426820494
3.30	65	-78.676442760206
3.30	70	-78.676454474628
3.30	75	-78.676462408126
3.30	80	-78.676467226571
3.30	85	-78.676469689927
3.30	90	-78.676470417633
3.40	0	-78.676375872071
3.40	5	-78.676376329061
3.40	10	-78.6763779938
3.40	15	-78.676381529522
3.40	20	-78.676387599236
3.40	25	-78.676396493374
3.40	30	-78.676408013636
3.40	35	-78.676421554904
3.40	40	-78.676436235205
3.40	45	-78.676451020636
3.40	50	-78.676464886258
3.40	55	-78.676476993846
3.40	60	-78.676486806339
3.40	65	-78.676494118519
3.40	70	-78.676499024859
3.40	75	-78.676501885351
3.40	80	-78.676503247895
3.40	85	-78.676503727113
3.40	90	-78.676503814375
3.50	0	-78.676485309021
3.50	5	-78.676485232907
3.50	10	-78.676485172074
3.50	15	-78.676485517725
3.50	20	-78.676486672152
3.50	25	-78.676488877626
3.50	30	-78.676492184197
3.50	35	-78.676496487781
3.50	40	-78.676501558118
3.50	45	-78.676506978102
3.50	50	-78.676512192857
3.50	55	-78.676516663859
3.50	60	-78.676519994204
3.50	65	-78.676522017963
3.50	70	-78.676522808125
3.50	75	-78.676522653162
3.50	80	-78.676521998469
3.50	85	-78.676521339034
3.50	90	-78.676521070352
3.60	0	-78.676547579053
3.60	5	-78.676547174677
3.60	10	-78.676546050523
3.60	15	-78.676544433177
3.60	20	-78.676542566116
3.60	25	-78.676540665585
3.60	30	-78.676538934871
3.60	35	-78.676537595316
3.60	40	-78.676536807354
3.60	45	-78.676536530791
3.60	50	-78.676536503515
3.60	55	-78.67653636873
3.60	60	-78.676535830346
3.60	65	-78.676534746851
3.60	70	-78.676533165843
3.60	75	-78.676531318629
3.60	80	-78.676529567765
3.60	85	-78.676528309326
3.60	90	-78.676527861424
3.70	0	-78.676579349471
3.70	5	-78.676578749375
3.70	10	-78.676577003958
3.70	15	-78.676574222114
3.70	20	-78.676570575245
3.70	25	-78.676566273646
3.70	30	-78.676561620086
3.70	35	-78.676557016855
3.70	40	-78.676552842504
3.70	45	-78.676549271696
3.70	50	-78.676546216711
3.70	55	-78.676543439106
3.70	60	-78.676540705158
3.70	65	-78.676537892622
3.70	70	-78.676535035643
3.70	75	-78.676532321497
3.70	80	-78.676530043505
3.70	85	-78.67652852696
3.70	90	-78.676527992601
3.80	0	-78.676591679259
3.80	5	-78.676590972868
3.80	10	-78.676588890242
3.80	15	-78.676585486057
3.80	20	-78.67658088828
3.80	25	-78.676575321473
3.80	30	-78.676569148146
3.80	35	-78.676562855835
3.80	40	-78.676556919983
3.80	45	-78.676551615951
3.80	50	-78.676546952523
3.80	55	-78.676542768465
3.80	60	-78.676538881167
3.80	65	-78.676535191406
3.80	70	-78.676531727799
3.80	75	-78.676528644393
3.80	80	-78.676526177523
3.80	85	-78.676524569768
3.80	90	-78.676524035012
3.90	0	-78.6765918797
3.90	5	-78.676591129396
3.90	10	-78.67658890453
3.90	15	-78.67658524291
3.90	20	-78.676580260294
3.90	25	-78.676574193025
3.90	30	-78.676567429041
3.90	35	-78.676560475768
3.90	40	-78.676553824529
3.90	45	-78.676547779419
3.90	50	-78.676542398311
3.90	55	-78.676537575422
3.90	60	-78.676533174803
3.90	65	-78.676529123964
3.90	70	-78.676525453583
3.90	75	-78.676522293509
3.90	80	-78.676519845314
3.90	85	-78.676518260303
3.90	90	-78.676517742241
4.00	0	-78.676584771235
4.00	5	-78.67658403609
4.00	10	-78.676581809067
4.00	15	-78.676578141936
4.00	20	-78.676573154371
4.00	25	-78.676567089714
4.00	30	-78.676560333476
4.00	35	-78.676553370062
4.00	40	-78.67654665754
4.00	45	-78.676540487458
4.00	50	-78.67653493828
4.00	55	-78.676529947212
4.00	60	-78.676525422398
4.00	65	-78.676521321571
4.00	70	-78.676517682733
4.00	75	-78.676514629543
4.00	80	-78.676512269275
4.00	85	-78.676510795487
4.00	90	-78.676510313082
4.10	0	-78.676573599993
4.10	5	-78.676572885315
4.10	10	-78.676570752912
4.10	15	-78.67656727047
4.10	20	-78.67656251277
4.10	25	-78.676556765023
4.10	30	-78.676550379238
4.10	35	-78.676543791901
4.10	40	-78.676537404761
4.10	45	-78.676531475325
4.10	50	-78.676526087759
4.10	55	-78.676521213866
4.10	60	-78.676516802849
4.10	65	-78.676512856361
4.10	70	-78.676509372283
4.10	75	-78.676506501207
4.10	80	-78.67650433783
4.10	85	-78.676502990193
4.10	90	-78.676502552878
4.20	0	-78.676560481605
4.20	5	-78.676559820605
4.20	10	-78.67655784743
4.20	15	-78.676554615592
4.20	20	-78.676550254057
4.20	25	-78.676545016159
4.20	30	-78.67653919614
4.20	35	-78.676533175198
4.20	40	-78.67652731843
4.20	45	-78.676521830565
4.20	50	-78.676516807555
4.20	55	-78.676512221045
4.20	60	-78.676508069486
4.20	65	-78.676504348781
4.20	70	-78.676501146633
4.20	75	-78.676498524304
4.20	80	-78.676496571061
4.20	85	-78.676495364737
4.20	90	-78.676494976894
4.30	0	-78.676546834055
4.30	5	-78.676546235793
4.30	10	-78.676544452342
4.30	15	-78.676541542147
