R,theta1,E
2.5,0,2411772.868485
2.5,30,38757.864635
2.5,60,5814.812753
2.5,90,1895.638936
2.5,120,5814.812697
2.5,150,38757.864106
2.5,180,2411772.869591
2.6,0,2008953.533205
2.6,30,33202.706948
2.6,60,4435.666406
2.6,90,1305.654082
2.6,120,4435.665963
2.6,150,33202.706461
2.6,180,2008953.533127
2.7,0,2913480.262308
2.7,30,28034.274753
2.7,60,3352.352491
2.7,90,875.106759
2.7,120,3352.352608
2.7,150,28034.27449
2.7,180,2913480.262564
2.8,30,23328.635982
2.8,60,2508.217523
2.8,90,565.324254
2.8,120,2508.217614
2.8,150,23328.635592
2.9,30,19155.375044
2.9,60,1854.256033
2.9,90,346.082447
2.9,120,1854.256082
2.9,150,19155.374436
3.0,0,2640046.035276
3.0,30,15555.946901
3.0,60,1352.192567
3.0,90,193.949462
3.0,120,1352.192631
3.0,150,15555.947023
3.0,180,2640046.035477
3.1,0,1298534.627008
3.1,30,12515.068466
3.1,60,969.840299
3.1,90,90.889911
3.1,120,969.84024
3.1,150,12515.06822
3.1,180,1298534.626345
3.2,0,908392.665367
3.2,30,9981.120191
3.2,60,681.318839
3.2,90,23.179169
3.2,120,681.318361
3.2,150,9981.120015
3.2,180,908392.664922
3.3,0,954235.012691
3.3,30,7939.414997
3.3,60,465.866328
3.3,90,-19.502211
3.3,120,465.866651
3.3,150,7939.414094
3.3,180,954235.013222
3.4,0,1492244.740481
3.4,30,6315.796496
3.4,60,306.895069
3.4,90,-44.792015
3.4,120,306.894714
3.4,150,6315.796425
3.4,180,1492244.739342
3.5,0,3516977.682407
3.5,30,5030.954647
3.5,60,191.203178
3.5,90,-58.250224
3.5,120,191.202943
3.5,150,5030.955167
3.5,180,3516977.683452
3.6,30,7999.72156
3.6,60,108.368962
3.6,90,-63.873472
3.6,120,108.368786
3.6,150,7999.721717
3.7,30,6945.172985
3.7,60,50.219577
3.7,90,-64.479177
3.7,120,50.219452
3.7,150,6945.171605
3.8,0,1816751.267393
3.8,30,6056.400344
3.8,60,10.412645
3.8,90,-62.026269
3.8,120,10.412349
3.8,150,6056.401072
3.8,180,1816751.266955
3.9,0,867453.074125
3.9,30,5290.298356
3.9,60,-15.934326
3.9,90,-57.846365
3.9,120,-15.934354
3.9,150,5290.298415
3.9,180,867453.074486
4.0,0,464609.407579
4.0,30,4613.323857
4.0,60,-32.542298
4.0,90,-52.821034
4.0,120,-32.542618
4.0,150,4613.323937
4.0,180,464609.407641
4.1,0,263551.560365
4.1,30,4001.215326
4.1,60,-42.223968
4.1,90,-47.514597
4.1,120,-42.22309
4.1,150,4001.215051
4.1,180,263551.560504
4.2,0,158237.975181
4.2,30,3438.392594
4.2,60,-47.076429
4.2,90,-42.280336
4.2,120,-47.076072
4.2,150,3438.392899
4.2,180,158237.975411
4.3,0,102587.591854
4.3,30,2918.780565
4.3,60,-48.652769
4.3,90,-37.32291
4.3,120,-48.65291
4.3,150,2918.780879
4.3,180,102587.591208
4.4,0,73843.449337
4.4,30,2441.161035
4.4,60,-48.076829
4.4,90,-32.762214
4.4,120,-48.077311
4.4,150,2441.161349
4.4,180,73843.450067
4.5,0,41013.334822
4.5,30,2010.441322
4.5,60,-46.146256
4.5,90,-28.645954
4.5,120,-46.146597
4.5,150,2010.441295
4.5,180,41013.334409
4.6,0,54430.817106
4.6,30,1629.355134
4.6,60,-43.418473
4.6,90,-24.987639
4.6,120,-43.418885
4.6,150,1629.355221
4.6,180,54430.817582
4.7,0,25600.454342
4.7,30,1298.585948
4.7,60,-40.275683
4.7,90,-21.774911
4.7,120,-40.276033
4.7,150,1298.586079
4.7,180,25600.454655
4.8,0,23100.806604
4.8,30,1017.949006
4.8,60,-36.97312
4.8,90,-18.982918
4.8,120,-36.972343
4.8,150,1017.949022
4.8,180,23100.807359
4.9,0,21969.904212
4.9,30,782.876957
4.9,60,-33.678511
4.9,90,-16.575607
4.9,120,-33.67896
4.9,150,782.876976
4.9,180,21969.904208
5.0,30,589.528763
5.0,60,-30.504361
5.0,90,-14.518803
5.0,120,-30.504293
5.0,150,589.528731
5.1,0,1994.852896
5.1,30,433.279153
5.1,60,-27.519109
5.1,90,-12.778135
5.1,120,-27.519492
5.1,150,433.279449
5.1,180,1994.852437
5.2,0,1487.234917
5.2,30,309.045247
5.2,60,-24.763791
5.2,90,-11.315877
5.2,120,-24.763476
5.2,150,309.045334
5.2,180,1487.234554
5.3,0,978.016025
5.3,30,211.722507
5.3,60,-22.258604
5.3,90,-10.095048
5.3,120,-22.258451
5.3,150,211.722005
5.3,180,978.01599
5.4,0,480.62301
5.4,30,136.696121
5.4,60,-20.011256
5.4,90,-9.083533
5.4,120,-20.012107
5.4,150,136.696153
5.4,180,480.623563
5.5,0,27.421567
5.5,30,79.807194
5.5,60,-18.019181
5.5,90,-8.247008
5.5,120,-18.01921
5.5,150,79.80702
5.5,180,27.421326
5.6,0,-363.057144
5.6,30,37.447089
5.6,60,-16.270798
5.6,90,-7.557894
5.6,120,-16.27131
5.6,150,37.446631
5.6,180,-363.057136
5.7,0,-685.116259
5.7,30,7.250208
5.7,60,-14.750897
5.7,90,-6.992375
5.7,120,-14.750892
5.7,150,7.249771
5.7,180,-685.115272
5.8,0,-941.725784
5.8,30,-15.088339
5.8,60,-13.439684
5.8,90,-6.526516
5.8,120,-13.439977
5.8,150,-15.088842
5.8,180,-941.725969
5.9,0,-1140.448767
5.9,30,-30.418925
5.9,60,-12.316032
5.9,90,-6.142747
5.9,120,-12.3158
5.9,150,-30.419687
5.9,180,-1140.449265
6.0,0,-1290.531029
6.0,30,-40.5046
6.0,60,-11.355823
6.0,90,-5.82699
6.0,120,-11.355312
6.0,150,-40.504903
6.0,180,-1290.530724
6.2,0,96.161106
6.2,30,-50.127559
6.2,60,-9.837444
6.2,90,-5.338311
6.2,120,-9.836576
6.2,150,-50.127389
6.2,180,96.160354
6.4,0,-71.661942
6.4,30,-51.535647
6.4,60,-8.722469
6.4,90,-4.973336
6.4,120,-8.723004
6.4,150,-51.53597
6.4,180,-71.661942
6.6,0,-135.279724
6.6,30,-49.015466
6.6,60,-7.892127
6.6,90,-4.677931
6.6,120,-7.891739
6.6,150,-49.015433
6.6,180,-135.279335
6.8,0,-148.562088
6.8,30,-44.865676
6.8,60,-7.256824
6.8,90,-4.422549
6.8,120,-7.256812
6.8,150,-44.865859
6.8,180,-148.561538
7.0,0,-139.981522
7.0,30,-40.276424
7.0,60,-6.755125
7.0,90,-4.195222
7.0,120,-6.754498
7.0,150,-40.276517
7.0,180,-139.982002
7.2,0,-123.673779
7.2,30,-35.83853
7.2,60,-6.340359
7.2,90,-3.997405
7.2,120,-6.340314
7.2,150,-35.838492
7.2,180,-123.673993
7.4,0,-106.108316
7.4,30,-31.807652
7.4,60,-5.981583
7.4,90,-3.829098
7.4,120,-5.982004
7.4,150,-31.807523
7.4,180,-106.107211
7.6,0,-89.905162
7.6,30,-28.261907
7.6,60,-5.659975
7.6,90,-3.691131
7.6,120,-5.659041
7.6,150,-28.26163
7.6,180,-89.905494
7.8,0,-75.910403
7.8,30,-25.192111
7.8,60,-5.367427
7.8,90,-3.576266
7.8,120,-5.367639
7.8,150,-25.191659
7.8,180,-75.909751
8.0,0,-64.190526
8.0,30,-22.549599
8.0,60,-5.10062
8.0,90,-3.480987
8.0,120,-5.100547
8.0,150,-22.548987
8.0,180,-64.190279
8.2,0,-54.504213
8.2,30,-20.27464
8.2,60,-4.861332
8.2,90,-3.39876
8.2,120,-4.860819
8.2,150,-20.274212
8.2,180,-54.505088
8.4,0,-46.533752
8.4,30,-18.306358
8.4,60,-4.644572
8.4,90,-3.32998
8.4,120,-4.644096
8.4,150,-18.306641
8.4,180,-46.533941
8.6,0,-39.974114
8.6,30,-16.597637
8.6,60,-4.449963
8.6,90,-3.268894
8.6,120,-4.449652
8.6,150,-16.597922
8.6,180,-39.974035
8.8,0,-34.562448
8.8,30,-15.10835
8.8,60,-4.27211
8.8,90,-3.213737
8.8,120,-4.272068
8.8,150,-15.108264
8.8,180,-34.56216
9.0,0,-30.080222
9.0,30,-13.803242
9.0,60,-4.109586
9.0,90,-3.165834
9.0,120,-4.109281
9.0,150,-13.803034
9.0,180,-30.080189
9.5,0,-21.846303
9.5,30,-11.178186
9.5,60,-3.75371
9.5,90,-3.062116
9.5,120,-3.75359
9.5,150,-11.178367
9.5,180,-21.84641
10.0,0,-16.434698
10.0,30,-9.240092
10.0,60,-3.456235
10.0,90,-2.974538
10.0,120,-3.456074
10.0,150,-9.239545
10.0,180,-16.434376
10.5,0,-12.778604
10.5,30,-7.794317
10.5,60,-3.206858
10.5,90,-2.895879
10.5,120,-3.20694
10.5,150,-7.794641
10.5,180,-12.778368
11.0,0,-10.229816
11.0,30,-6.696908
11.0,60,-2.993118
11.0,90,-2.819262
11.0,120,-2.993313
11.0,150,-6.697523
