R,theta,E_cm
4.0,5.0,-22.7520069538383
4.1,5.0,-21.444128882055704
4.2,5.0,-19.65097067498823
4.3,5.0,-17.66795989138414
4.4,5.0,-15.710350002188662
4.5,5.0,-13.265268086599875
4.6,5.0,-11.652475010110953
4.7,5.0,-10.219330916025966
4.8,5.0,-8.962186600013247
4.9,5.0,-7.868108862189304
5.0,5.0,-6.938628974776673
5.1,5.0,-6.12462434853603
5.2,5.0,-5.422245394629872
5.3,5.0,-4.800058303263689
5.4,5.0,-4.27408866996928
5.5,5.0,-3.817364159518022
5.6,5.0,-3.4205434942351594
5.7,5.0,-3.073614457046878
5.8,5.0,-2.770250261491001
5.9,5.0,-2.5027203441796244
6.0,5.0,-2.2683688462745297
6.2,5.0,-1.8780946674441246
6.4,5.0,-1.5708819809113166
6.6,5.0,-1.3283061100420621
6.8,5.0,-1.1351111531334575
7.0,5.0,-0.9797523047040342
7.2,5.0,-0.8537343633096859
7.4,5.0,-0.7506936581157093
7.6,5.0,-0.6650094455270009
7.8,5.0,-0.5930610531110851
8.0,5.0,-0.5324114331272309
8.2,5.0,-0.4805091950323106
8.4,5.0,-0.43571464351549904
8.6,5.0,-0.39702104666977533
8.8,5.0,-0.36323863240797394
9.0,5.0,-0.33393569824923036
9.5,5.0,-0.27515687946452955
10.0,5.0,-0.23212009941067038
10.5,5.0,-0.19998725808592313
11.0,5.0,-0.17529636133758503
11.5,5.0,-0.15602670945238686
12.0,5.0,-0.1405893020790019
12.5,5.0,-0.12798509233441563
13.0,5.0,-0.11764147419492815
13.5,5.0,-0.10888663184437761
14.0,5.0,-0.10132704776493227
14.5,5.0,-0.09493967624133859
15.0,5.0,-0.08929874074468515
16.0,5.0,-0.07981260785281777
17.0,5.0,-0.07236495564900111
18.0,5.0,-0.06598965747278143
19.0,5.0,-0.06077164781025772
20.0,5.0,-0.05621184298793608
21.0,5.0,-0.05230936346978979
22.0,5.0,-0.04877384696688097
23.0,5.0,-0.04579447793585274
24.0,5.0,-0.042954256494528525
25.0,5.0,-0.04041383831928016
50.0,5.0,-0.012804148244563295
100.0,5.0,0.0
2.5,10.0,2331.18558763619
2.6,10.0,1745.4998627496711
2.7,10.0,1241.3819279964
2.8,10.0,854.739481102795
2.9,10.0,569.5970818232292
3.0,10.0,368.2937811696255
3.1,10.0,228.6877456750901
3.2,10.0,133.9255351800558
3.3,10.0,71.40577896683047
3.4,10.0,31.21088818540241
3.5,10.0,6.236262530866981
3.6,10.0,-8.667529399424282
3.7,10.0,-16.96602493786861
3.8,10.0,-21.042520159875895
3.9,10.0,-22.842123017470975
4.0,10.0,-22.57261739089734
4.1,10.0,-21.231219399573092
4.2,10.0,-19.420054616733243
4.3,10.0,-17.448063870613794
4.4,10.0,-15.510679888575583
4.5,10.0,-13.095927827835188
4.6,10.0,-11.505351728457036
4.7,10.0,-10.092368574382379
4.8,10.0,-8.852625962869407
4.9,10.0,-7.774223104027144
5.0,10.0,-6.85818164756692
5.1,10.0,-6.055263563586442
5.2,10.0,-5.362000928862132
5.3,10.0,-4.7476517136358805
5.4,10.0,-4.228374301547068
5.5,10.0,-3.7775038363003866
5.6,10.0,-3.38554892338242
5.7,10.0,-3.043291186242998
5.8,10.0,-2.7431390001161415
5.9,10.0,-2.4791042155045737
6.0,10.0,-2.247417799090289
6.2,10.0,-1.8615796444215926
6.4,10.0,-1.5579255201069468
6.6,10.0,-1.317930229772573
6.8,10.0,-1.1265454983584722
7.0,10.0,-0.9724767234314043
7.2,10.0,-0.8476678664897446
7.4,10.0,-0.7451686061689607
7.6,10.0,-0.6602235843511993
7.8,10.0,-0.588799295601708
8.0,10.0,-0.5286138647911099
8.2,10.0,-0.4769484402119255
8.4,10.0,-0.4325533321648989
8.6,10.0,-0.3941242011980778
8.8,10.0,-0.3606868020968327
9.0,10.0,-0.3314705583773194
9.5,10.0,-0.273302979704131
10.0,10.0,-0.23067946930164
10.5,10.0,-0.19875161601171826
11.0,10.0,-0.1743655720643045
11.5,10.0,-0.1551953420582697
12.0,10.0,-0.13984374870701047
12.5,10.0,-0.12737781013502356
13.0,10.0,-0.11716477814412883
13.5,10.0,-0.10839325267936914
14.0,10.0,-0.10096798809824704
14.5,10.0,-0.0945338701705093
15.0,10.0,-0.08896250534978577
16.0,10.0,-0.07965085743479562
17.0,10.0,-0.07206603191895199
18.0,10.0,-0.0658197853816614
19.0,10.0,-0.06058333977071925
20.0,10.0,-0.0560641370760429
21.0,10.0,-0.05207979521004703
22.0,10.0,-0.04870888293886409
23.0,10.0,-0.04563141133271259
24.0,10.0,-0.042878978191191096
25.0,10.0,-0.040356995964361174
50.0,10.0,-0.012828731588402604
100.0,10.0,0.0
2.5,15.0,2146.1500612809773
2.6,15.0,1643.6141545318405
2.7,15.0,1180.8227362397329
2.8,15.0,816.6993417579042
2.9,15.0,547.7099289166268
3.0,15.0,353.9154744915538
3.1,15.0,219.8830347546359
3.2,15.0,128.53276895739575
3.3,15.0,67.75686268321036
3.4,15.0,29.19860716641867
3.5,15.0,3.497775955083266
3.6,15.0,-9.297618017892217
3.7,15.0,-17.04669130073824
3.8,15.0,-21.720472024820058
3.9,15.0,-22.83168502386825
4.0,15.0,-22.038244074689437
4.1,15.0,-20.93120372554678
4.2,15.0,-19.072488006374325
4.3,15.0,-17.115888579316675
4.4,15.0,-15.207202438721115
4.5,15.0,-12.837446630188484
4.6,15.0,-11.279060657376935
4.7,15.0,-9.895846600911952
4.8,15.0,-8.682229371979853
4.9,15.0,-7.627507824165202
5.0,15.0,-6.731844808865518
5.1,15.0,-5.9457602085655346
5.2,15.0,-5.266627787948954
5.3,15.0,-4.664519331358313
5.4,15.0,-4.155752558805326
5.5,15.0,-3.7138700223130456
5.6,15.0,-3.3298287036063607
5.7,15.0,-2.9942574831640494
5.8,15.0,-2.6997736665724674
5.9,15.0,-2.4411963375093952
6.0,15.0,-2.214025611883524
6.2,15.0,-1.835045380512722
6.4,15.0,-1.5368680241120953
6.6,15.0,-1.3011364718026197
6.8,15.0,-1.112775881546014
7.0,15.0,-0.960927529626569
7.2,15.0,-0.8377800944069476
7.4,15.0,-0.7365278882962615
7.6,15.0,-0.6524464991215411
7.8,15.0,-0.5817958621130653
8.0,15.0,-0.5223066027811565
8.2,15.0,-0.4712504409168854
8.4,15.0,-0.42732368892301453
8.6,15.0,-0.38930475858823427
8.8,15.0,-0.3562832646275155
9.0,15.0,-0.32755249984338053
9.5,15.0,-0.2701609807190539
10.0,15.0,-0.22817175302440673
10.5,15.0,-0.1967105029534315
11.0,15.0,-0.17262513868919827
11.5,15.0,-0.15377995026671556
12.0,15.0,-0.13876239658921094
12.5,15.0,-0.12641365775224686
13.0,15.0,-0.11617758004609854
13.5,15.0,-0.10764879716795007
14.0,15.0,-0.10025645280938875
14.5,15.0,-0.09390419722950057
15.0,15.0,-0.08837475384046244
16.0,15.0,-0.07921388085669279
17.0,15.0,-0.07165166440701143
18.0,15.0,-0.06554522043306178
19.0,15.0,-0.0603568405303038
20.0,15.0,-0.05583566355795043
21.0,15.0,-0.0519481112008819
22.0,15.0,-0.04855942107383953
23.0,15.0,-0.04549028946533156
24.0,15.0,-0.042623950170504375
25.0,15.0,-0.04019985219425209
50.0,15.0,-0.012673783539438262
100.0,15.0,0.0
2.5,20.0,2012.6725754387676
2.6,20.0,1543.1776105236806
2.7,20.0,1109.5007932902392
2.8,20.0,768.824755158575
2.9,20.0,516.5801337563969
3.0,20.0,335.3931957789324
3.1,20.0,207.46647901474674
3.2,20.0,120.5827866252807
3.3,20.0,63.36233907024681
3.4,20.0,26.62061602614707
3.5,20.0,3.5688596201144906
3.6,20.0,-10.02976804368573
3.7,20.0,-17.352773253259947
3.8,20.0,-20.71250317825316
3.9,20.0,-22.56435987626715
4.0,20.0,-21.947251865298334
4.1,20.0,-20.528140540838514
4.2,20.0,-18.628329735910242
4.3,20.0,-16.69569891314982
4.4,20.0,-14.193980033017821
4.5,20.0,-12.511616130890713
4.6,20.0,-10.992665796390616
4.7,20.0,-9.64560491859611
4.8,20.0,-8.464921831974017
4.9,20.0,-7.439862720871731
5.0,20.0,-6.569200498418314
5.1,20.0,-5.80405421698156
5.2,20.0,-5.128069942745476
5.3,20.0,-4.556430928360946
5.4,20.0,-4.06109271225306
5.5,20.0,-3.6308892945027256
5.6,20.0,-3.256969929024338
5.7,20.0,-2.929776052198551
5.8,20.0,-2.643379438378024
5.9,20.0,-2.391557978363447
6.0,20.0,-2.1697288247361666
6.2,20.0,-1.8005018276252924
6.4,20.0,-1.5097776127313443
6.6,20.0,-1.2790088175013157
6.8,20.0,-1.0946088653028934
7.0,20.0,-0.9456992802868314
7.2,20.0,-0.8245725510183233
7.4,20.0,-0.7249885689987333
7.6,20.0,-0.642112534045893
7.8,20.0,-0.5726189672265676
8.0,20.0,-0.5138673641559421
8.2,20.0,-0.46370534111158235
8.4,20.0,-0.4205259015617564
8.6,20.0,-0.38315068867411384
8.8,20.0,-0.3507329681254464
9.0,20.0,-0.32249865464456934
9.5,20.0,-0.2662051676333293
10.0,20.0,-0.22508154685940013
10.5,20.0,-0.19424075331468543
11.0,20.0,-0.1706597405833402
11.5,20.0,-0.15217800326983225
12.0,20.0,-0.1374071407342929
12.5,20.0,-0.1253094782437394
13.0,20.0,-0.11532140786467437
13.5,20.0,-0.10689226519023493
14.0,20.0,-0.09960197508107299
14.5,20.0,-0.09333795068792299
15.0,20.0,-0.08792329298821727
16.0,20.0,-0.0787955616704761
17.0,20.0,-0.07139377945369887
18.0,20.0,-0.06536020285631836
19.0,20.0,-0.06015360532968757
20.0,20.0,-0.05580647356619806
21.0,20.0,-0.05189741000353962
22.0,20.0,-0.04858992725070991
23.0,20.0,-0.04546460826091987
24.0,20.0,-0.042629436354444154
25.0,20.0,-0.04026547431482797
50.0,20.0,-0.012837948003150785
100.0,20.0,0.0
2.5,25.0,1909.9794268590047
2.6,25.0,1445.1609261823198
2.7,25.0,1035.1652683345
2.8,25.0,717.0473752151598
2.9,25.0,480.72395528627476
3.0,25.0,311.4425077210218
3.1,25.0,192.0402494526388
3.2,25.0,110.90999998885994
3.3,25.0,57.920473955917416
3.4,25.0,23.005226904205678
3.5,25.0,1.6552140097833563
3.6,25.0,-10.92854013774793
3.7,25.0,-17.49314308302998
3.8,25.0,-21.631540025647144
3.9,25.0,-22.198769791816026
4.0,25.0,-21.495866734243446
4.1,25.0,-19.957048678954582
4.2,25.0,-18.117837890673396
4.3,25.0,-16.204275465113074
4.4,25.0,-13.771341030557235
4.5,25.0,-12.13635423787842
4.6,25.0,-10.66299997732386
4.7,25.0,-9.35746084758795
4.8,25.0,-8.214419635453547
4.9,25.0,-7.237962521830423
5.0,25.0,-6.3800583624289064
5.1,25.0,-5.638842494088499
5.2,25.0,-4.983449989045426
5.3,25.0,-4.429615637655614
5.4,25.0,-3.949826976002364
5.5,25.0,-3.533289807748893
5.6,25.0,-3.170413088821308
5.7,25.0,-2.8540035369439205
5.8,25.0,-2.5765373451924707
5.9,25.0,-2.332465973018022
6.0,25.0,-2.1170731330396246
6.2,25.0,-1.7596317034813085
6.4,25.0,-1.4765287431131053
6.6,25.0,-1.2522256698482574
6.8,25.0,-1.0721333482651738
7.0,25.0,-0.9269058909222634
7.2,25.0,-0.808380152414731
7.4,25.0,-0.7107598125478677
7.6,25.0,-0.6295436648074021
7.8,25.0,-0.5612313086341308
8.0,25.0,-0.5036189978967963
8.2,25.0,-0.4544206874671998
8.4,25.0,-0.4121364845978576
8.6,25.0,-0.3755904465021095
8.8,25.0,-0.3437868167597361
9.0,25.0,-0.3162401164353591
9.5,25.0,-0.2612650165011223
10.0,25.0,-0.22115668595640345
10.5,25.0,-0.19108953791486016
11.0,25.0,-0.16803855792081465
11.5,25.0,-0.14995516309759707
12.0,25.0,-0.1355699178502593
12.5,25.0,-0.12369809650756225
13.0,25.0,-0.11395583773443577
13.5,25.0,-0.10568493669067777
14.0,25.0,-0.09861609940600488
14.5,25.0,-0.09250570375777911
15.0,25.0,-0.08713142986117305
16.0,25.0,-0.07812967804411158
17.0,25.0,-0.07098643575428383
18.0,25.0,-0.06488548108319606
19.0,25.0,-0.05979674138414708
20.0,25.0,-0.055396715821092644
21.0,25.0,-0.0516518198410688
22.0,25.0,-0.04823042781601131
23.0,25.0,-0.04518763238555195
24.0,25.0,-0.04247295067689407
25.0,25.0,-0.040070363906231705
50.0,25.0,-0.012830708985001707
100.0,25.0,0.0
2.5,30.0,1813.8341017356224
2.6,30.0,1346.7882274398905
2.7,30.0,959.1233285702208
2.8,30.0,660.2639641995057
2.9,30.0,441.37515983265587
3.0,30.0,284.6424637255273
3.1,30.0,173.8207899819127
3.2,30.0,100.28626578087534
3.3,30.0,50.548481792787314
3.4,30.0,18.939737678295828
3.5,30.0,-0.5568117461431635
3.6,30.0,-11.697253761168504
3.7,30.0,-17.734073550961003
3.8,30.0,-20.86347363157997
3.9,30.0,-21.767578520994025
4.0,30.0,-20.926069770834328
4.1,30.0,-19.330057723994347
4.2,30.0,-17.521656786431915
4.3,30.0,-15.02073108561208
4.4,30.0,-13.308048301004462
4.5,30.0,-11.727598321734506
4.6,30.0,-10.305062754554845
4.7,30.0,-9.04534246465516
4.8,30.0,-7.943326985925187
4.9,30.0,-7.002261694022364
5.0,30.0,-6.174336008588717
5.1,30.0,-5.4439369518891
5.2,30.0,-4.825864130444946
5.3,30.0,-4.291146457169044
5.4,30.0,-3.8281414606538955
5.5,30.0,-3.4259974378773923
5.6,30.0,-3.0760681847828963
5.7,30.0,-2.7707888525504902
5.8,30.0,-2.502995345777315
5.9,30.0,-2.267226042034976
6.0,30.0,-2.0596833698684294
6.2,30.0,-1.7134733315495456
6.4,30.0,-1.4394853741780727
6.6,30.0,-1.221686432403828
6.8,30.0,-1.0469321740319943
7.0,30.0,-0.9053736700353673
7.2,30.0,-0.7897965760574472
7.4,30.0,-0.6944611865771322
7.6,30.0,-0.6150212462480373
7.8,30.0,-0.548395331789735
8.0,30.0,-0.49201273717465216
8.2,30.0,-0.44381018316527515
8.4,30.0,-0.4024938660284401
8.6,30.0,-0.36688432483338007
8.8,30.0,-0.33603782678017996
9.0,30.0,-0.3090872179627698
9.5,30.0,-0.2557208642755521
10.0,30.0,-0.21665152776785604
10.5,30.0,-0.18748532403420398
11.0,30.0,-0.16505699316864167
11.5,30.0,-0.14748607467033212
12.0,30.0,-0.1334127029175221
12.5,30.0,-0.12187294385198058
13.0,30.0,-0.11233589455714736
13.5,30.0,-0.10426800727053788
14.0,30.0,-0.0974498096831843
14.5,30.0,-0.09143883591412191
15.0,30.0,-0.08618812747250516
16.0,30.0,-0.07730181631841304
17.0,30.0,-0.07022310140751088
18.0,30.0,-0.0643576440670411
19.0,30.0,-0.059354500065572184
20.0,30.0,-0.055037653035485336
21.0,30.0,-0.05126159278603211
22.0,30.0,-0.04784898052663152
23.0,30.0,-0.04494928124123021
24.0,30.0,-0.042255449526681164
25.0,30.0,-0.039846278711506644
50.0,30.0,-0.012625936155799735
100.0,30.0,0.0
2.5,35.0,1711.1870588491975
2.6,35.0,1247.9913829967654
2.7,35.0,880.3931961586549
2.8,35.0,602.341168418186
2.9,35.0,399.8764784734212
3.0,35.0,254.34701541265636
3.1,35.0,155.65111525382147
3.2,35.0,87.52810128915327
3.3,35.0,43.00653725124499
3.4,35.0,14.503008431229071
3.5,35.0,-2.9199255948995266
3.6,35.0,-12.60731145957374
3.7,35.0,-19.028000936909752
3.8,35.0,-21.15789950795606
3.9,35.0,-21.253056903672157
4.0,35.0,-20.206171039395215
4.1,35.0,-18.64716329387229
4.2,35.0,-16.882213064107642
4.3,35.0,-14.472123523650449
4.4,35.0,-12.820520526997885
4.5,35.0,-11.299768965093486
4.6,35.0,-9.931929107927003
4.7,35.0,-8.721197312330707
4.8,35.0,-7.67749031893568
4.9,35.0,-6.7576890424532765
5.0,35.0,-5.96093095121995
5.1,35.0,-5.257448482135687
5.2,35.0,-4.662336438340087
5.3,35.0,-4.147901293132903
5.4,35.0,-3.7022165754187437
5.5,35.0,-3.3155435383307457
5.6,35.0,-2.978710776285272
5.7,35.0,-2.684900528344061
5.8,35.0,-2.4270713912610606
5.9,35.0,-2.2000650484234474
6.0,35.0,-1.9995161566817041
6.2,35.0,-1.6648816514646263
6.4,35.0,-1.3996770683428974
6.6,35.0,-1.1889309419505973
6.8,35.0,-1.0198250826559563
7.0,35.0,-0.8823911659756014
7.2,35.0,-0.7698665236109022
7.4,35.0,-0.6770386320832747
7.6,35.0,-0.5995594769742807
7.8,35.0,-0.5345317792820533
8.0,35.0,-0.4795634817168744
8.2,35.0,-0.432612810008976
8.4,35.0,-0.3924645354291708
8.6,35.0,-0.3577704228161443
8.8,35.0,-0.327758145970765
9.0,35.0,-0.3017227474108428
9.5,35.0,-0.24985694456366803
10.0,35.0,-0.21200173892458693
10.5,35.0,-0.18370663141451474
11.0,35.0,-0.16202736582720662
11.5,35.0,-0.1449948169449182
12.0,35.0,-0.1312967482049892
12.5,35.0,-0.12017135977031032
13.0,35.0,-0.11085576018104405
13.5,35.0,-0.10304970328417909
14.0,35.0,-0.09631951544009595
14.5,35.0,-0.09043803307797603
15.0,35.0,-0.08531944529461569
16.0,35.0,-0.07674676670710483
17.0,35.0,-0.06976966939651078
18.0,35.0,-0.06404840294274934
19.0,35.0,-0.059010146116497
20.0,35.0,-0.05484320071944808
21.0,35.0,-0.051092818555484455
22.0,35.0,-0.047802673890500816
23.0,35.0,-0.04486720056883499
24.0,35.0,-0.04216568694920141
25.0,35.0,-0.03975431729396007
50.0,35.0,-0.012791419923552354
100.0,35.0,0.0
2.5,40.0,1593.5025591584754
2.6,40.0,1146.5457214118471
2.7,40.0,799.9162669225914
2.8,40.0,543.1522564202397
2.9,40.0,356.486997717258
3.0,40.0,226.53790892992413
3.1,40.0,135.88109034521702
3.2,40.0,75.23181742253631
3.3,40.0,35.295197361417266
3.4,40.0,10.055499905629846
3.5,40.0,-4.773814186438132
3.6,40.0,-13.765849993574697
3.7,40.0,-19.151230895688702
3.8,40.0,-20.790216951156747
3.9,40.0,-20.664833729119334
4.0,40.0,-19.489752734938303
4.1,40.0,-17.94125123750891
4.2,40.0,-15.579450944619248
4.3,40.0,-13.911042996185383
4.4,40.0,-12.323953252860305
4.5,40.0,-10.865473883368363
4.6,40.0,-9.55451680235103
4.7,40.0,-8.394481232535215
4.8,40.0,-7.394564254471122
4.9,40.0,-6.511899184758403
5.0,40.0,-5.732379509978217
5.1,40.0,-5.07099885855679
5.2,40.0,-4.499366867984784
5.3,40.0,-4.005214472289786
5.4,40.0,-3.5773570203986638
5.5,40.0,-3.205969733097881
5.6,40.0,-2.8823669020637266
5.7,40.0,-2.599608517088066
5.8,40.0,-2.351192205752351
5.9,40.0,-2.1325373132401495
6.0,40.0,-1.9388937524119252
6.2,40.0,-1.6155323415414196
6.4,40.0,-1.3598461534415598
6.6,40.0,-1.1558567756337812
6.8,40.0,-0.991483225622818
7.0,40.0,-0.8583332357499892
7.2,40.0,-0.7490941282834385
7.4,40.0,-0.6586725568762039
7.6,40.0,-0.5832536119853962
7.8,40.0,-0.5200771816833313
8.0,40.0,-0.46658111826462545
8.2,40.0,-0.42086323481722815
8.4,40.0,-0.3818944180492679
8.6,40.0,-0.34823271542875206
8.8,40.0,-0.31914925357897633
9.0,40.0,-0.29381924915033564
9.5,40.0,-0.24372745487446482
10.0,40.0,-0.20708528848127045
10.5,40.0,-0.17968607574424098
11.0,40.0,-0.15864526286359848
11.5,40.0,-0.14220639144258657
12.0,40.0,-0.12889481640796377
12.5,40.0,-0.11809008123346956
13.0,40.0,-0.10908942727698047
13.5,40.0,-0.10145631772840702
14.0,40.0,-0.09495767554066575
14.5,40.0,-0.08924167694629845
15.0,40.0,-0.08422734225240433
16.0,40.0,-0.0758822576469592
17.0,40.0,-0.06906274075556552
18.0,40.0,-0.0633241393328801
19.0,40.0,-0.058567465029908734
20.0,40.0,-0.0543741834548112
21.0,40.0,-0.05065189342202757
22.0,40.0,-0.04741288660347749
23.0,40.0,-0.044430885202213236
24.0,40.0,-0.04183406132113717
25.0,40.0,-0.03953989140091863
50.0,40.0,-0.012718773990450957
100.0,40.0,0.0
2.5,45.0,1470.7401897392533
2.6,45.0,1042.009303084845
2.7,45.0,718.5110181628861
2.8,45.0,483.5016189635619
2.9,45.0,317.18156737885823
3.0,45.0,198.0012598552798
3.1,45.0,117.38788477705111
3.2,45.0,63.17682660166116
3.3,45.0,27.980555893840382
3.4,45.0,6.438168877303709
3.5,45.0,-8.587842989396691
3.6,45.0,-15.802005241392424
3.7,45.0,-18.86012479061844
3.8,45.0,-20.405202045327993
3.9,45.0,-19.942508042771344
4.0,45.0,-18.778550899396407
4.1,45.0,-16.596615555551228
4.2,45.0,-14.96590654228452
4.3,45.0,-13.356968097930105
4.4,45.0,-11.83420087960944
4.5,45.0,-10.437923695204933
4.6,45.0,-9.184080059575987
4.7,45.0,-8.089939771769716
4.8,45.0,-7.118339409302363
4.9,45.0,-6.258048900238536
5.0,45.0,-5.525228377932903
5.1,45.0,-4.891144223787624
5.2,45.0,-4.343110587153732
5.3,45.0,-3.8691781695451266
5.4,45.0,-3.4586921343014274
5.5,45.0,-3.10188586386806
5.6,45.0,-2.790605214049353
5.7,45.0,-2.5178087847181767
5.8,45.0,-2.278026825535194
5.9,45.0,-2.066558409810702
6.0,45.0,-1.8803133376175378
6.2,45.0,-1.567259992293723
6.4,45.0,-1.3206815619346
6.6,45.0,-1.1233143917695523
6.8,45.0,-0.9640657952619157
7.0,45.0,-0.8345116761531775
7.2,45.0,-0.728192459873578
7.4,45.0,-0.6405457061116373
7.6,45.0,-0.5671615085591498
7.8,45.0,-0.5056587916510429
8.0,45.0,-0.4536255276395164
8.2,45.0,-0.40938383313179044
8.4,45.0,-0.37149395131701723
8.6,45.0,-0.33887628914945067
8.8,45.0,-0.3107523730345386
9.0,45.0,-0.28624912623318
9.5,45.0,-0.23774172254180073
10.0,45.0,-0.2023887501149352
10.5,45.0,-0.175796764315119
11.0,45.0,-0.15546704695532143
11.5,45.0,-0.13952660735308853
12.0,45.0,-0.12673035621923334
12.5,45.0,-0.11622959430963675
13.0,45.0,-0.10748331028127538
13.5,45.0,-0.10006506639375673
14.0,45.0,-0.09368362394103827
14.5,45.0,-0.0881965386327768
15.0,45.0,-0.08328689055851811
16.0,45.0,-0.07506076164122717
17.0,45.0,-0.06842911614028069
18.0,45.0,-0.06279717873382978
19.0,45.0,-0.058142998448271185
20.0,45.0,-0.05393830473728073
21.0,45.0,-0.05037930275110497
22.0,45.0,-0.04710605952487612
23.0,45.0,-0.04427483617375444
24.0,45.0,-0.04169096205715704
25.0,45.0,-0.0393761635862974
50.0,45.0,-0.012687828045567215
100.0,45.0,0.0
2.5,50.0,1340.023193679019
2.6,50.0,938.0925064110412
2.7,50.0,642.1083518739184
2.8,50.0,429.6106770448285
2.9,50.0,277.1944797869203
3.0,50.0,172.0810677023273
3.1,50.0,99.9751273539035
3.2,50.0,52.97072891022823
3.3,50.0,21.934645244626978
3.4,50.0,0.7570156258432728
3.5,50.0,-10.43411515138201
3.6,50.0,-16.50207180775449
3.7,50.0,-19.32233638637796
3.8,50.0,-19.88482989158889
3.9,50.0,-19.316754049189356
4.0,50.0,-18.098674899685513
4.1,50.0,-15.970724167213746
4.2,50.0,-14.380529296800427
4.3,50.0,-12.82829760910862
4.4,50.0,-11.366855113931846
4.5,50.0,-10.0302539592702
4.6,50.0,-8.84666064076284
4.7,50.0,-7.786047296310748
4.8,50.0,-6.841902773729721
4.9,50.0,-6.032770262455019
5.0,50.0,-5.330957118441347
5.1,50.0,-4.723605632195252
5.2,50.0,-4.198515213678599
5.3,50.0,-3.743910169846137
5.4,50.0,-3.3494457846978056
5.5,50.0,-3.0053874782466417
5.6,50.0,-2.704796341264005
5.7,50.0,-2.4409961744470285
5.8,50.0,-2.209272228043348
5.9,50.0,-2.004575921594624
6.0,50.0,-1.8241912603260035
6.2,50.0,-1.5217288823762005
6.4,50.0,-1.2832593811993456
6.6,50.0,-1.0916259874845247
6.8,50.0,-0.9375710356201181
7.0,50.0,-0.8117179199009634
7.2,50.0,-0.7085288507025347
7.4,50.0,-0.6231426823078486
7.6,50.0,-0.5516694545519906
7.8,50.0,-0.4919174852943105
8.0,50.0,-0.4413176092547433
8.2,50.0,-0.3983256013273511
8.4,50.0,-0.3615846711475524
8.6,50.0,-0.32999239515997103
8.8,50.0,-0.3026583678944262
9.0,50.0,-0.27898802923469246
9.5,50.0,-0.2320456975244376
10.0,50.0,-0.19774049578132974
10.5,50.0,-0.17218882020365442
11.0,50.0,-0.15248636173917518
