R	Gamma	E
1.00	0	1837075.372325
1.00	10	1386180.834049
1.00	20	739217.257008
1.00	30	365991.542835
1.00	40	196974.508744
1.00	50	127260.585768
1.00	60	99015.774148
1.00	70	85694.702094
1.00	80	77990.809838
1.00	90	73999.930834
1.00	100	74106.202108
1.00	110	79486.349557
1.00	120	93261.172049
1.00	130	123570.628744
1.00	140	188216.844846
1.00	150	317644.748442
1.00	160	543205.005324
1.00	170	833892.211465
1.00	180	1005726.495352
1.10	0	976845.111704
1.10	10	791808.996997
1.10	20	477043.878952
1.10	30	262031.384974
1.10	40	154669.588893
1.10	50	107252.173512
1.10	60	84407.322534
1.10	70	70668.681956
1.10	80	62171.400157
1.10	90	58302.203548
1.10	100	59278.636168
1.10	110	65734.500394
1.10	120	79147.240964
1.10	130	103461.926733
1.10	140	148971.24053
1.10	150	234411.273719
1.10	160	375525.525847
1.10	170	545923.345433
1.10	180	640566.934369
1.20	0	599235.662453
1.20	10	505388.702244
1.20	20	330230.045187
1.20	30	199334.747566
1.20	40	129582.235259
1.20	50	94555.942696
1.20	60	72284.111765
1.20	70	57362.183025
1.20	80	48547.577892
1.20	90	44958.138229
1.20	100	46444.716911
1.20	110	53720.282109
1.20	120	68219.219507
1.20	130	91780.320164
1.20	140	128596.112457
1.20	150	191217.557252
1.20	160	294884.864085
1.20	170	427743.999704
1.20	180	501977.450948
1.30	0	447784.527812
1.30	10	378306.660768
1.30	20	253437.554536
1.30	30	163205.548192
1.30	40	116228.017619
1.30	50	85476.354108
1.30	60	61131.203664
1.30	70	45680.843819
1.30	80	37230.68163
1.30	90	34054.108755
1.30	100	35708.409248
1.30	110	43102.815396
1.30	120	58436.73716
1.30	130	84049.115842
1.30	140	119197.614391
1.30	150	169451.755914
1.30	160	259421.2759
1.30	170	407866.838457
1.30	180	510000.925018
1.40	0	431599.885975
1.40	10	341381.206579
1.40	20	215316.033088
1.40	30	141831.6144
1.40	40	109004.246055
1.40	50	76398.671091
1.40	60	50496.656625
1.40	70	35731.932429
1.40	80	28137.717507
1.40	90	25425.286731
1.40	100	27026.060383
1.40	110	33938.792857
1.40	120	49008.777484
1.40	130	76706.770863
1.40	140	115193.082914
1.40	150	156343.582175
1.40	160	245378.876127
1.40	170	460619.997379
1.40	180	669378.161025
1.50	0	538765.754218
1.50	10	366397.113234
1.50	20	195579.519105
1.50	30	128608.531529
1.50	40	103911.302887
1.50	50	65442.29987
1.50	60	40714.841765
1.50	70	27550.488429
1.50	80	21021.594604
1.50	90	18759.9053
1.50	100	20191.810167
1.50	110	26290.315702
1.50	120	40065.707156
1.50	130	67615.78732
1.50	140	112796.304005
1.50	150	145674.9519
1.50	160	239064.406886
1.50	170	586082.125322
1.50	180	1073781.559565
1.60	0	826762.74283
1.60	10	449437.499108
1.60	20	183746.3708
1.60	30	117213.936298
1.60	40	94214.511268
1.60	50	53862.955465
1.60	60	32253.616127
1.60	70	21016.752877
1.60	80	15560.454856
1.60	90	13703.425387
1.60	100	14921.514159
1.60	110	20095.041955
1.60	120	32034.651788
1.60	130	56904.271742
1.60	140	104045.473332
1.60	150	135452.387959
1.60	160	233069.712083
1.60	170	789007.896901
1.60	180	2000700.541707
1.70	0	1476782.96906
1.70	10	595167.426522
1.70	20	175215.220695
1.70	30	104555.230857
1.70	40	80599.907078
1.70	50	43806.625531
1.70	60	25277.552004
1.70	70	15906.339143
1.70	80	11429.112134
1.70	90	9920.135187
1.70	100	10920.817383
1.70	110	15192.495145
1.70	120	25191.731689
1.70	130	46301.223408
1.70	140	86054.192096
1.70	150	122475.241942
1.70	160	223451.875429
1.70	170	1029841.267318
1.70	180	4432452.563739
1.80	0	3033108.056895
1.80	10	786406.191586
1.80	20	166714.154757
1.80	30	91793.351061
1.80	40	67483.390696
1.80	50	35455.134007
1.80	60	19671.987678
1.80	70	11964.557016
1.80	80	8337.236798
1.80	90	7120.224622
1.80	100	7921.609643
1.80	110	11380.79306
1.80	120	19573.843432
1.80	130	37047.900893
1.80	140	71507.958428
1.80	150	107830.068311
1.80	160	207185.165481
1.80	170	1184515.800183
1.90	0	8413413.520597
1.90	10	949543.099567
1.90	20	155325.555378
1.90	30	80062.072637
1.90	40	55778.48273
1.90	50	28462.432955
1.90	60	15225.390306
1.90	70	8953.285225
1.90	80	6042.537227
1.90	90	5066.657909
1.90	100	5696.042572
1.90	110	8457.116624
1.90	120	15071.633143
1.90	130	29368.693328
1.90	140	58384.933553
1.90	150	93625.781525
1.90	160	184327.973795
1.90	170	1125721.67672
