R	Gamma	E
1.00	0	1327628.174488
1.00	10	1051139.338596
1.00	20	619370.867568
1.00	30	330133.270617
1.00	40	183855.456471
1.00	50	119984.875637
1.00	60	97127.37624
1.00	70	93679.969278
1.00	80	99004.823661
1.00	90	106847.885453
1.00	100	105658.082617
1.00	110	100061.582931
1.00	120	104645.160115
1.00	130	127382.467631
1.00	140	180842.651158
1.00	150	282000.283027
1.00	160	440596.187962
1.00	170	623250.359601
1.00	180	729094.815337
1.10	0	758174.63939
1.10	10	624966.003095
1.10	20	400674.753046
1.10	30	231791.858196
1.10	40	139149.468724
1.10	50	96868.829303
1.10	60	81299.655538
1.10	70	78644.564689
1.10	80	81493.827757
1.10	90	83526.78378
1.10	100	84473.781683
1.10	110	83697.092855
1.10	120	87828.228236
1.10	130	104209.460585
1.10	140	141526.015715
1.10	150	210248.652723
1.10	160	314769.916453
1.10	170	431814.135315
1.10	180	492774.135737
1.20	0	502649.034367
1.20	10	425934.615092
1.20	20	287026.651934
1.20	30	176477.706179
1.20	40	112524.620837
1.20	50	81380.549663
1.20	60	68286.709813
1.20	70	64123.474847
1.20	80	63459.399305
1.20	90	61273.251973
1.20	100	63248.40542
1.20	110	67326.810997
1.20	120	73630.019508
1.20	130	88618.117278
1.20	140	119193.240903
1.20	150	173209.717556
1.20	160	255466.047429
1.20	170	351902.806951
1.20	180	402073.570869
1.30	0	403240.369466
1.30	10	342801.500604
1.30	20	232892.177485
1.30	30	147576.646747
1.30	40	96892.704449
1.30	50	69892.554859
1.30	60	56540.157573
1.30	70	50479.189517
1.30	80	47517.281912
1.30	90	44961.510276
1.30	100	46646.848208
1.30	110	52222.281368
1.30	120	60516.728944
1.30	130	76175.819532
1.30	140	105008.343932
1.30	150	153060.138154
1.30	160	228230.868451
1.30	170	336319.486368
1.30	180	407815.603104
1.40	0	404317.484483
1.40	10	326116.251927
1.40	20	209304.739355
1.40	30	132511.17687
1.40	40	86634.34604
1.40	50	59975.261717
1.40	60	45676.609565
1.40	70	38546.592458
1.40	80	34852.823723
1.40	90	32907.328012
1.40	100	34295.930072
1.40	110	39503.377648
1.40	120	48447.429611
1.40	130	64701.103146
1.40	140	93507.681088
