R	Gamma	E
1.00	0	997338.620421
1.00	10	724424.784555
1.00	20	373730.205169
1.00	30	211204.121737
1.00	40	149345.749529
1.00	50	118014.086994
1.00	60	94448.150571
1.00	70	78025.777205
1.00	80	68878.775149
1.00	100	75084.890583
1.00	110	85475.707429
1.00	120	101029.287494
1.00	130	121055.658589
1.00	140	152918.044087
1.00	150	241196.588027
1.00	160	519448.251864
1.00	170	1259312.500083
1.00	180	2030995.739139
1.10	0	1890352.076009
1.10	10	1111477.754345
1.10	20	426348.435914
1.10	30	197629.808495
1.10	40	131308.962952
1.10	50	103248.923972
1.10	60	80274.157821
1.10	70	64626.58357
1.10	80	56284.91734
1.10	90	54422.009559
1.10	100	58629.565858
1.10	110	69152.335731
1.10	120	84862.610694
1.10	130	103613.97468
1.10	140	132873.777424
1.10	150	226182.924686
1.10	160	584889.893337
1.10	170	1940741.852443
1.10	180	4559090.490609
1.20	0	4187618.285718
1.20	10	1670642.982036
1.20	20	467795.73999
1.20	30	181326.867489
1.20	40	115498.250752
1.20	50	89778.448182
1.20	60	67463.777987
1.20	70	53149.934087
1.20	80	45496.508277
1.20	90	43733.73579
1.20	100	47207.401994
1.20	110	55727.624263
1.20	120	69464.58718
1.20	130	87618.343095
1.20	140	114601.650556
1.20	150	203808.654153
1.20	160	593635.10047
1.20	170	2538292.63182
1.30	10	2162330.610463
1.30	20	470446.412783
1.30	30	161663.896334
1.30	40	101757.739089
1.30	50	77025.329085
1.30	60	56221.622895
1.30	70	43071.795089
1.30	80	36025.315854
1.30	90	34200.896179
1.30	100	36857.819797
1.30	110	43936.016967
1.30	120	55907.174351
1.30	130	73489.18147
1.30	140	98820.607244
1.30	150	176611.355357
1.30	160	532263.974459
1.30	170	2414251.457438
1.40	10	2110949.576433
1.40	20	424830.961053
1.40	30	140073.914705
1.40	40	87160.145203
1.40	50	65293.165996
1.40	60	46488.367741
1.40	70	34240.124946
1.40	80	27926.754008
1.40	90	26169.902081
1.40	100	28189.440586
1.40	110	34082.023883
1.40	120	44551.239352
1.40	130	61319.933814
1.40	140	85913.58224
1.40	150	149603.279982
1.40	160	429791.316776
1.40	170	1719416.623229
1.40	180	5098601.012369
1.50	0	5565035.775891
1.50	10	1567356.209208
1.50	20	348766.050788
1.50	30	119270.596376
1.50	40	75241.186083
1.50	50	55672.608534
1.50	60	37783.410278
1.50	70	26710.890461
1.50	80	21254.483128
1.50	90	19671.987689
1.50	100	21203.92326
1.50	110	26071.705579
1.50	120	35297.958123
1.50	130	50972.580787
1.50	140	75765.832781
1.50	150	127234.499409
1.50	160	327576.583517
1.50	170	1083653.098015
1.50	180	2192127.477416
1.60	0	2312632.527492
1.60	10	1009549.502145
1.60	20	270100.927625
1.60	30	101675.103046
1.60	40	65019.334286
1.60	50	47542.688458
1.60	60	30116.52028
1.60	70	20503.690288
1.60	80	15932.198652
1.60	90	14573.442833
1.60	100	15732.593722
1.60	110	19707.88447
1.60	120	27804.389751
1.60	130	42346.259412
1.60	140	67805.091761
1.60	150	118425.800427
1.60	160	253276.189465
1.60	170	674898.078237
1.60	180	1131207.290468
1.70	10	632464.990573
1.70	20	207274.43765
1.70	30	88393.302082
1.70	40	56208.777391
1.70	50	39106.284575
1.70	60	23630.053872
1.70	70	15534.906929
1.70	80	11793.99422
1.70	90	10665.208373
1.70	100	11539.700389
1.70	110	14749.137721
1.70	120	21746.624909
1.70	130	35443.202474
1.70	140	61169.253378
1.70	150	104563.291346
1.70	160	200929.093658
1.70	170	450854.126915
1.70	180	684254.492417
1.80	0	669626.004665
1.80	10	417472.788904
1.80	20	165318.69053
1.80	30	79144.829264
1.80	40	48587.751384
1.80	50	31638.95783
1.80	60	18328.821665
1.80	70	11648.097126
1.80	80	8638.650792
1.80	90	7722.470042
1.80	100	8379.795794
1.80	110	10944.510586
1.80	120	16886.371115
1.80	130	29675.485661
1.80	140	55035.510259
1.80	150	95454.67184
1.80	160	171174.11895
1.90	0	454193.383381
1.90	10	307879.736116
1.90	20	140938.104874
1.90	30	72761.472653
1.90	40	42245.826954
1.90	50	25410.625681
1.90	60	14100.682656
1.90	70	8659.720378
1.90	80	6268.559147
1.90	90	5537.148914
1.90	100	6029.144936
