    1     0.000000000000
    2     0.159778000000
    3     0.479334000000
    4     0.958668000000
    5     1.597780000000
    6     2.396670000000
    7     3.355338000000
    8     4.473784000000
    9     5.752008000000
   10     7.190010000000
   11     8.787790000000
   12    10.545348000000
   13    12.462684000000
   14    14.539798000000
   15    16.776690000000
   16    19.173360000000
   17    21.729808000000
   18    24.446034000000
   19    27.322038000000
   20    30.357820000000
   21    33.553380000000
   22    36.908718000000
