R	Gamma	E
1.00	0	-112.618898069236
1.00	10	-113.855553719671
1.00	20	-115.383424882575
1.00	30	-116.103895058641
1.00	40	-116.36638927328
1.00	50	-116.469389291507
1.00	60	-116.522631102201
1.00	70	-116.54952207586
1.00	80	-116.550097096607
1.00	90	-116.523194306359
1.00	100	-116.462987334706
1.00	110	-116.401935719627
1.00	120	-116.386340773347
1.00	130	-116.351645589586
1.00	140	-116.228267361929
1.00	150	-115.772890894456
1.00	160	-114.228832282532
1.00	170	-109.712271732544
1.00	180	-104.235924451196
1.10	0	-108.822343844957
1.10	10	-112.162058292542
1.10	20	-115.143505398725
1.10	30	-116.166051920483
1.10	40	-116.457441741631
1.10	50	-116.548051617857
1.10	60	-116.590077946053
1.10	70	-116.610669406554
1.10	80	-116.608069495792
1.10	100	-116.444942121413
1.10	110	-116.46431389388
1.10	120	-116.459802943117
1.10	130	-116.441369044098
1.10	140	-116.339394540293
1.10	150	-115.875422811132
1.10	160	-113.995761104481
1.10	170	-106.207930285068
1.10	180	-83.769823647391
1.20	0	-99.247298672696
1.20	10	-109.680644046684
1.20	20	-114.94908558645
1.20	30	-116.238643256919
1.20	40	-116.538425576571
1.20	50	-116.61496510622
1.20	60	-116.647594357117
1.20	90	-116.635452954187
1.20	100	-116.622814137769
1.20	110	-116.53802506087
1.20	120	-116.53065819189
1.20	130	-116.518953964602
1.20	140	-116.43899959481
1.20	150	-116.017694739888
1.20	160	-114.117912377237
1.20	170	-104.396681363078
1.30	10	-107.376390560946
1.30	20	-114.925845154902
1.30	30	-116.327373230356
1.30	40	-116.6088748354
1.30	50	-116.671461552979
1.30	60	-116.697481739676
1.30	70	-116.712220921802
1.30	90	-116.710286171052
1.30	100	-116.683504566995
1.30	110	-116.612488042916
1.30	130	-116.585013401959
1.30	140	-116.523835377598
1.30	150	-116.178615129771
1.30	160	-114.568854529673
1.30	170	-106.68151688038
1.40	10	-107.395748573647
1.40	20	-115.126388177234
1.40	30	-116.427302489226
1.40	40	-116.66783476046
1.40	50	-116.717916709898
1.40	60	-116.73983442164
1.40	90	-116.750879260645
1.40	100	-116.733754992731
1.40	110	-116.676334636117
1.40	130	-116.640375855752
1.40	140	-116.592300180888
1.40	150	-116.330111347975
1.40	160	-115.140003794094
1.40	170	-110.321989352376
1.40	180	-101.365686825922
1.50	0	-89.458806982612
1.50	10	-109.791552716047
1.50	20	-115.480638839321
1.50	30	-116.526500612155
1.50	40	-116.715059855546
1.50	50	-116.755159435838
1.50	60	-116.774667311989
1.50	70	-116.786956947633
1.50	90	-116.786338923524
1.50	100	-116.77363777936
1.50	110	-116.727746023607
1.50	120	-116.701219778404
1.50	130	-116.686408367538
1.50	140	-116.645300386506
1.50	150	-116.452773898561
1.50	160	-115.642751235318
1.50	170	-112.962584696953
1.50	180	-109.579693829291
1.60	0	-106.068736912594
1.60	10	-112.421995389426
1.60	20	-115.864342372859
1.60	30	-116.61317170769
1.60	40	-116.751310913759
1.60	50	-116.784501344939
1.60	60	-116.802571809904
1.60	70	-116.813811609875
1.60	90	-116.814290388617
1.60	100	-116.804581156897
1.60	110	-116.768071006692
1.60	120	-116.744523135256
1.60	130	-116.724737081846
1.60	140	-116.685706076921
1.60	150	-116.540870034002
1.60	160	-116.002258271617
1.60	170	-114.509276945621
1.60	180	-112.953170199764
1.70	0	-111.794144008066
1.70	10	-114.28030733569
1.70	20	-116.188538705895
1.70	30	-116.680661430032
1.70	40	-116.778278857615
1.70	50	-116.807493118168
1.70	60	-116.82465564793
1.70	70	-116.834507558958
1.70	90	-116.83570356783
1.70	100	-116.828269420064
1.70	110	-116.799170565943
1.70	120	-116.778954573279
1.70	130	-116.756795912572
1.70	140	-116.717130517426
1.70	150	-116.598908013518
1.70	160	-116.224723865924
1.70	170	-115.326896024813
1.70	180	-114.47909057457
1.80	0	-114.332985245908
1.80	10	-115.401547883571
1.80	20	-116.422550303718
1.80	30	-116.727979910749
1.80	40	-116.797947398662
1.80	50	-116.825403364938
1.80	60	-116.841922888087
1.80	70	-116.850205126499
1.80	90	-116.851738211773
1.80	100	-116.846058989381
1.80	110	-116.822690184099
1.80	120	-116.805842255074
1.80	130	-116.783516633054
1.80	140	-116.742723980219
1.80	150	-116.636014205033
1.80	160	-116.346390167434
1.80	170	-115.716315929514
1.80	180	-115.132920842137
1.90	0	-115.546578284602
1.90	10	-116.034100577321
1.90	20	-116.57317442853
1.90	30	-116.758301925272
1.90	40	-116.812488043128
1.90	50	-116.839437178757
1.90	60	-116.855104388166
1.90	70	-116.862006944836
1.90	90	-116.863623030548
1.90	100	-116.859304675495
1.90	130	-116.805779517995
1.90	140	-116.764906669365
1.90	150	-116.661961258865
1.90	160	-116.406388834849
1.90	170	-115.863495108324
1.90	180	-115.267954592767
2.00	0	-116.143971333775
2.00	10	-116.375798481379
2.00	20	-116.660914519717
2.00	30	-116.776640948861
2.00	40	-116.823831774549
2.00	50	-116.850609930197
2.00	70	-116.870824354155
2.00	90	-116.87236318114
2.00	100	-116.869096285505
2.00	130	-116.824281374757
2.00	140	-116.784966014625
2.00	150	-116.684333855405
2.00	160	-116.43736004013
2.00	170	-115.880029684374
2.00	180	-114.882779638755
2.10	0	-116.436820249597
2.10	10	-116.551208473233
2.10	20	-116.706948329263
2.10	30	-116.788056613244
2.10	40	-116.833373487127
2.10	50	-116.859752380588
