R	Gamma	E
1.00	0	-40.896027850927
1.00	10	-40.901648323914
1.00	20	-40.917307182084
1.00	30	-40.939870166041
1.00	40	-40.965454112962
1.00	50	-40.990557023507
1.00	60	-41.01247327261
1.00	70	-41.029127417464
1.00	80	-41.038720854906
1.00	90	-41.039345847035
1.00	100	-41.02857103117
1.00	110	-41.00301545465
1.00	120	-40.958036159387
1.00	130	-40.887793441725
1.00	140	-40.783857631637
1.00	150	-40.614432958417
1.00	160	-40.18356600408
1.00	170	-38.156232756662
1.10	0	-40.918625728354
1.10	20	-40.943132694301
1.10	30	-40.967953545523
1.10	40	-40.994907660347
1.10	50	-41.020367422466
1.10	60	-41.041999961368
1.10	70	-41.058211564493
1.10	80	-41.067649788904
1.10	90	-41.068797442703
1.10	100	-41.059570888912
1.10	110	-41.03689988871
1.10	120	-40.996379911145
1.10	130	-40.932364188757
1.10	140	-40.837453916275
1.10	150	-40.686380441993
1.10	160	-40.313763194519
1.10	170	-38.616969444291
1.20	0	-40.920302139051
1.20	10	-40.928947325839
1.20	30	-40.981761231493
1.20	40	-41.011032296644
1.20	50	-41.037495336394
1.20	60	-41.059428272947
1.20	70	-41.075816320271
1.20	80	-41.08576233548
1.20	90	-41.088143042902
1.20	100	-41.08126253899
1.20	110	-41.062466402951
1.20	120	-41.027783908805
1.20	130	-40.971926891268
1.20	140	-40.888386860608
1.20	150	-40.759927975953
1.20	160	-40.482408997549
1.20	170	-39.555754956304
1.20	180	-37.841061953515
1.30	0	-40.913489527724
1.30	10	-40.927274758876
1.30	20	-40.958322046159
1.30	30	-40.99719344661
1.30	40	-41.025455482229
1.30	50	-41.051328731199
1.30	60	-41.072650846483
1.30	70	-41.088682587391
1.30	80	-41.098829565165
1.30	90	-41.102271529398
1.30	100	-41.09766608316
1.30	110	-41.082801670395
1.30	120	-41.054258305218
1.30	130	-41.007306642087
1.30	140	-40.936285753066
1.30	160	-40.635135915492
1.30	170	-40.180041488999
1.30	180	-39.685518746695
1.40	0	-40.904461598433
1.40	10	-40.943194597702
1.40	20	-40.977180802666
1.40	40	-41.043335486631
1.40	50	-41.065650778309
1.40	60	-41.084788241178
1.40	70	-41.099524096077
1.40	80	-41.109231998766
1.40	90	-41.113234258473
1.40	100	-41.110455151579
1.40	110	-41.099094089898
1.40	120	-41.076312027761
1.40	130	-41.038102636616
1.40	140	-40.97981258556
1.40	150	-40.893059278948
1.40	160	-40.756830355078
1.40	170	-40.520257280735
1.40	180	-40.327161817164
1.50	0	-40.896043874209
1.50	10	-40.988649480312
1.50	20	-41.008956121064
1.50	30	-41.032560920332
1.50	50	-41.080747184738
1.50	60	-41.096524364702
1.50	70	-41.109177086712
1.50	80	-41.117869263004
1.50	90	-41.121928234973
1.50	100	-41.120453440087
1.50	110	-41.111994148592
1.50	120	-41.094265625804
1.50	130	-41.064058869996
1.50	150	-40.949045533464
1.50	160	-40.852444220548
1.50	170	-40.718999232643
1.50	180	-40.595416417755
1.60	0	-40.889236483841
1.60	10	-41.028423815435
1.60	20	-41.040683064048
1.60	30	-41.05688768321
1.60	40	-41.073739730343
1.60	60	-41.1075290615
1.60	70	-41.117796017015
1.60	80	-41.125148445136
1.60	90	-41.128901996518
1.60	100	-41.128274027717
1.60	110	-41.122101090987
1.60	140	-41.047822585192
1.60	150	-40.995898121016
1.60	160	-40.927140533565
1.60	170	-40.847688228373
1.60	180	-40.804022084382
1.70	0	-41.056617527644
1.70	10	-41.059443963698
1.70	20	-41.067211798616
1.70	30	-41.078194149029
1.70	40	-41.090455034073
1.70	130	-41.100679801676
1.70	140	-41.072797075814
1.70	150	-41.03357403497
1.70	160	-40.984453145167
1.70	170	-40.934382645128
1.70	180	-40.910251438558
1.80	0	-41.080987660293
1.80	10	-41.082801707136
1.80	20	-41.087901820474
1.80	30	-41.095393603524
1.80	40	-41.104138381979
1.80	50	-41.11305225271
