R	Gamma	E
2.50	0	2620.239815
2.50	5	2539.110747
2.50	10	2357.694002
2.50	15	2174.517986
2.50	20	2029.268895
2.50	25	1912.987936
2.50	30	1804.634868
2.50	35	1692.487982
2.50	40	1572.173581
2.50	45	1445.764798
2.50	50	1318.466346
2.50	55	1195.924217
2.50	60	1083.112223
2.50	65	983.790135
2.50	70	900.588114
2.50	75	835.061099
2.50	80	788.018779
2.50	85	759.756183
2.50	90	750.340105
2.60	0	1850.261799
2.60	5	1818.258447
2.60	10	1736.354028
2.60	15	1632.965966
2.60	20	1527.319175
2.60	25	1425.398497
2.60	30	1325.223954
2.60	35	1224.379546
2.60	40	1122.331286
2.60	45	1020.69461
2.60	50	922.187495
2.60	55	829.750352
2.60	60	746.072076
2.60	65	673.243335
2.60	70	612.693664
2.60	75	565.299817
2.60	80	531.478787
2.60	85	511.273736
2.60	90	504.53963
2.70	0	1282.168638
2.70	5	1265.909766
2.70	10	1221.810065
2.70	15	1159.850169
2.70	20	1089.057728
2.70	25	1014.212189
2.70	30	937.318763
2.70	35	859.325391
2.70	40	781.386393
2.70	45	705.101729
2.70	50	632.374236
2.70	55	565.068245
2.70	60	504.730398
2.70	65	452.496059
2.70	70	409.36501
2.70	75	375.783616
2.70	80	351.916815
2.70	85	337.746501
2.70	90	333.067621
2.80	0	870.478765
2.80	5	861.328903
2.80	10	835.73827
2.80	15	797.484665
2.80	20	750.9771
2.80	25	699.179189
2.80	30	644.233869
2.80	35	587.691341
2.80	40	531.163757
2.80	45	476.173778
2.80	50	424.179636
2.80	55	376.426199
2.80	60	333.880868
2.80	65	297.275521
2.80	70	267.136617
2.80	75	243.818175
2.80	80	227.411315
2.80	85	217.730971
2.80	90	214.525075
2.90	0	577.523003
2.90	5	572.21035
2.90	10	557.000488
2.90	15	533.410568
2.90	20	503.417261
2.90	25	468.770352
2.90	30	430.955395
2.90	35	391.461051
2.90	40	351.755127
2.90	45	313.183696
2.90	50	276.888898
2.90	55	243.732388
2.90	60	214.349897
2.90	65	189.197811
2.90	70	168.690797
2.90	75	152.948552
2.90	80	141.954215
2.90	85	135.528502
2.90	90	133.417206
3.00	0	372.750191
3.00	5	369.657946
3.00	10	360.750946
3.00	15	346.470846
3.00	20	327.568368
3.00	25	304.972244
3.00	30	279.624049
3.00	35	252.736541
3.00	40	225.537008
3.00	45	199.055876
3.00	50	174.203367
3.00	55	151.622973
3.00	60	131.790112
3.00	65	114.989128
3.00	70	101.396678
3.00	75	91.093261
3.00	80	84.005532
3.00	85	79.916736
3.00	90	78.58877
3.10	0	232.151081
3.10	5	230.452639
3.10	10	225.371465
3.10	15	216.973739
3.10	20	205.393375
3.10	25	191.00357
3.10	30	174.420244
3.10	35	156.497893
3.10	40	138.196238
3.10	45	120.389171
3.10	50	103.75979
3.10	55	88.768198
3.10	60	75.712241
3.10	65	64.786316
