R	Gamma	E
2.50	0	-115.967727474238
2.50	5	-115.983493711179
2.50	10	-116.026774059403
2.50	15	-116.075837795358
2.50	20	-116.121054143712
2.50	25	-116.159239659821
2.50	30	-116.189385146811
2.50	35	-116.212062596176
2.50	40	-116.228111548886
2.50	45	-116.23893033669
2.50	50	-116.246081573939
2.50	55	-116.250709845315
2.50	60	-116.253659827732
2.50	65	-116.255524374568
2.50	70	-116.256696558272
2.50	75	-116.25742543358
2.50	80	-116.257862077359
2.50	85	-116.258094611376
2.50	90	-116.25816757989
2.60	0	-115.955978969818
2.60	5	-116.029417715571
2.60	10	-116.067617119078
2.60	15	-116.109237486746
2.60	20	-116.147338137037
2.60	25	-116.179237787416
2.60	30	-116.204361628044
2.60	35	-116.22289762191
2.60	40	-116.23580193382
2.60	45	-116.244521185881
2.60	50	-116.250240665488
2.60	55	-116.253902324861
2.60	60	-116.2562072793
2.60	65	-116.257643690326
2.60	70	-116.258532212764
2.60	75	-116.259075004994
2.60	80	-116.259395477953
2.60	85	-116.25956405185
2.60	90	-116.259616583331
2.70	0	-115.944547283334
2.70	5	-116.088304362511
2.70	10	-116.113017317951
2.70	15	-116.143236714971
2.70	20	-116.172474693035
2.70	25	-116.197648099087
2.70	30	-116.21743134877
2.70	35	-116.231941318173
2.70	40	-116.242127592707
2.70	45	-116.248999397441
2.70	50	-116.253481020013
2.70	55	-116.256327430482
2.70	60	-116.258100970468
2.70	65	-116.259191548313
2.70	70	-116.259855263653
2.70	75	-116.260254209359
2.70	80	-116.260486004313
2.70	85	-116.260606361776
2.70	90	-116.260643617949
2.80	0	-115.934908643345
2.80	5	-116.134534006044
2.80	10	-116.151059577047
2.80	15	-116.172519446261
2.80	20	-116.194225035545
2.80	25	-116.213135382443
2.80	30	-116.228153669361
2.80	35	-116.239328098038
2.80	40	-116.247207354965
2.80	45	-116.252519265352
2.80	50	-116.255971194764
2.80	55	-116.258150205513
2.80	60	-116.259495302825
2.80	65	-116.260311667207
2.80	70	-116.260800948785
2.80	75	-116.261089980304
2.80	80	-116.261255036539
2.80	85	-116.261339616508
2.80	90	-116.261365618259
2.90	0	-116.165329678483
2.90	5	-116.169578256788
2.90	10	-116.180901305409
2.90	15	-116.195996859367
2.90	20	-116.211580143998
2.90	25	-116.225493651046
2.90	30	-116.236751728262
2.90	35	-116.245210110186
2.90	40	-116.251199429896
2.90	45	-116.255240125126
2.90	50	-116.257860326502
2.90	55	-116.259505224259
2.90	60	-116.260511736557
2.90	65	-116.261114844555
2.90	70	-116.261470553768
2.90	75	-116.261676754933
2.90	80	-116.26179240207
2.90	85	-116.261850805323
2.90	90	-116.261868611918
3.00	0	-116.192674774313
3.00	5	-116.195541815286
3.00	10	-116.203280867777
3.00	15	-116.213833469904
3.00	20	-116.224994827772
3.00	25	-116.235153345806
3.00	30	-116.243482486735
3.00	35	-116.249792220372
3.00	40	-116.254280504902
3.00	45	-116.257312951902
3.00	50	-116.259275857229
3.00	55	-116.26050202911
3.00	60	-116.261245170727
3.00	65	-116.261684812037
3.00	70	-116.261939621033
3.00	75	-116.262084449817
3.00	80	-116.262164057978
3.00	85	-116.262203571748
3.00	90	-116.262215505651
3.10	0	-116.212482171225
3.10	5	-116.21444987897
3.10	10	-116.219809840243
3.10	15	-116.22722702183
3.10	20	-116.235197012042
3.10	25	-116.242551972303
3.10	30	-116.248646885427
3.10	35	-116.253298602897
3.10	40	-116.256622176235
3.10	45	-116.258871060867
3.10	50	-116.260324207188
3.10	55	-116.261226770331
3.10	60	-116.261768528024
3.10	65	-116.262084534503
3.10	70	-116.262264370975
3.10	75	-116.262364385766
3.10	80	-116.262418094034
3.10	85	-116.262444207542
3.10	90	-116.262451999444
3.20	0	-116.226863350602
3.20	5	-116.228224803335
3.20	10	-116.2319557957
3.20	15	-116.23717067502
3.20	20	-116.242838625017
3.20	25	-116.248125750922
3.20	30	-116.252546300935
3.20	35	-116.25594216931
3.20	40	-116.258378053471
3.20	45	-116.260027733815
3.20	50	-116.261091064611
3.20	55	-116.261747337242
3.20	60	-116.262137279683
3.20	65	-116.262361264446
3.20	70	-116.262486184954
3.20	75	-116.262553945066
3.20	80	-116.262589332724
3.20	85	-116.262606102627
3.20	90	-116.262611030605
3.30	0	-116.237269061573
3.30	5	-116.238213982621
3.30	10	-116.240814787761
3.30	15	-116.244476667927
3.30	20	-116.248491896632
3.30	25	-116.252269783655
3.30	30	-116.255451810408
3.30	35	-116.257909739187
3.30	40	-116.259678030027
3.30	45	-116.260875641182
3.30	50	-116.26164501579
3.30	55	-116.262116640009
3.30	60	-116.262393600406
3.30	65	-116.262550029398
3.30	70	-116.262635271608
3.30	75	-116.262680138812
3.30	80	-116.262702765016
3.30	85	-116.262713111269
3.30	90	-116.262716113484
3.40	0	-116.244762194223
3.40	5	-116.245418663829
3.40	10	-116.247231243117
3.40	15	-116.249798046063
3.40	20	-116.252631957127
3.40	25	-116.255316933238
3.40	30	-116.257592029217
3.40	35	-116.259356769664
3.40	40	-116.26062878766
3.40	45	-116.261489479742
3.40	50	-116.262040181621
3.40	55	-116.262374978593
3.40	60	-116.262569038958
3.40	65	-116.262676522546
3.40	70	-116.262733462314
3.40	75	-116.262762294805
3.40	80	-116.262776149715
3.40	85	-116.262782170148
3.40	90	-116.262783867372
3.50	0	-116.250131885812
3.50	5	-116.250587723009
3.50	10	-116.251849893193
3.50	15	-116.253644940816
3.50	20	-116.25563762441
3.50	25	-116.257535886798
3.50	30	-116.259151780108
3.50	35	-116.260408963982
3.50	40	-116.261315877163
