R	0	30	60	90
1.0	882358.6709	187002.882989	90712.353301	71504.357807
1.1	1650239.668253	174120.561936	78032.710721	59787.584257
1.2		159089.018956	65927.661744	48470.780083
1.3		140630.053236	54290.980645	38464.964245
1.4		119685.621047	43877.834654	29753.885686
1.5		98710.435376	35092.593399	22483.167366
1.6	2582805.108305	80249.277107	27838.979331	16751.634619
1.7	1212572.656628	65850.431017	21907.322399	12358.946952
1.8	611873.335839	55820.581707	17118.371732	9049.435928
1.9	325969.429728	49547.772285	13300.803357	6584.371329
2.0	185324.503083	45961.274917	10288.033957	4763.154012
2.1	116129.670603	43908.300656	7928.190168	3425.80279
2.2	83446.706423	35782.24209	6089.939015	2448.370561
2.3	69695.414447	30532.770483	4664.03037	1736.824021
2.4	65657.369328	25482.297602	3561.597192	1220.651403
2.5	57851.241742	20857.599885	2711.533793	847.492115
2.6	48744.597829	16771.625891	2057.474934	578.749215
2.7	41885.439542	13278.109364	1555.203755	386.063499
2.8	36764.322465	10376.634923	1170.198376	248.673306
2.9	32938.173128	8023.918566	875.625479	151.395466
3.0	19510.454545	6151.772119	650.721821	83.136279
3.1	14417.438109	4683.363912	479.420851	35.799403
3.2	10622.729791	3544.134816	349.30959	3.490372
3.3	7808.576047	2667.62963	250.779199	-18.068598
3.4	5728.185596	1997.601057	176.42821	-31.971936
3.5	4193.54099	1487.952688	120.530994	-40.45483
3.6	3063.139938	1101.868321	78.695748	-45.133326
3.7	2231.355512	810.396858	47.559322	-47.177245
3.8	1619.776517	591.081738	24.558249	-47.434201
3.9	1170.4062	426.551458	7.741325	-46.514074
4.0	840.45369	303.56073	-4.379484	-44.849651
4.1	598.412874	211.974237	-12.940387	-42.741585
4.2	421.119681	144.064978	-18.814327	-40.392747
4.3	291.543503	93.977347	-22.673045	-37.93729
4.4	197.145363	57.270056	-25.033146	-35.462699
4.5	128.67434	30.597254	-26.290436	-33.027243
4.6	79.295317	11.435963	-26.74575	-30.670149
4.7	43.956588	-2.115533	-26.625923	-28.418811
4.8	18.925988	-11.495067	-26.100358	-26.292107
4.9	1.446158	-17.789308	-25.295157	-24.302054
5.0	-10.521086	-21.8204	-24.304154	-22.45488
5.1	-18.48207	-24.207781	-23.196684	-20.751309
5.2	-23.549496	-25.415913	-22.025109	-19.188096
5.3	-26.542646	-25.790451	-20.827929	-17.757944
5.4	-28.062741	-25.584972	-19.634324	-16.451912
5.5	-28.549318	-24.983554	-18.465303	-15.259161
5.6	-28.321395	-24.117908	-17.335519	-14.168839
5.7	-27.610268	-23.081914	-16.254949	-13.170561
5.8	-26.581723	-21.943075	-15.229725	-12.254785
5.9	-25.354604	-20.75097	-14.262314	-11.413307
6.0	-24.013951	-19.542365	-13.353651	-10.638828
6.2	-21.219522	-17.179033	-11.707078	-9.26686
6.4	-18.50992	-14.996101	-10.272136	-8.098256
6.6	-16.041516	-13.056752	-9.026509	-7.101198
6.8	-13.875925	-11.371512	-7.947697	-6.248932
7.0	-12.015874	-9.922233	-7.014537	-5.518611
7.2	-10.43225	-8.680454	-6.207697	-4.891081
7.4	-9.085951	-7.617055	-5.50912	-4.34976
7.6	-7.939559	-6.705933	-4.902903	-3.881223
7.8	-6.961206	-5.923542	-4.375281	-3.474142
8.0	-6.124231	-5.249197	-3.914732	-3.119101
8.2	-5.405813	-4.665777	-3.511275	-2.808406
8.4	-4.786651	-4.158585	-3.157154	-2.535777
8.6	-4.250758	-3.715856	-2.845447	-2.295465
8.8	-3.784886	-3.32814	-2.570432	-2.083187
9.0	-3.378722	-2.987785	-2.327352	-1.895113
9.5	-2.571937	-2.304717	-1.832965	-1.510618
10.0	-1.98967	-1.803904	-1.462473	-1.219457
10.5	-1.564404	-1.432244	-1.181195	-0.99564
11.0	-1.248884	-1.152437	-0.964868	-0.821156
11.5	-1.010811	-0.938952	-0.7963	-0.683402
12.0	-0.827884	-0.773311	-0.663236	-0.573192
12.5	-0.68514	-0.643126	-0.556858	-0.484526
13.0	-0.572222	-0.539294	-0.470968	-0.412274
13.5	-0.481733	-0.455736	-0.401108	-0.352857
14.0	-0.408569	-0.387769	-0.343596	-0.303919
14.5	-0.348782	-0.331969	-0.296095	-0.263126
15.0	-0.299533	-0.285919	-0.256447	-0.228899
16.0	-0.224449	-0.215363	-0.19514	-0.175581
17.0	-0.171543	-0.165182	-0.151079	-0.136808
18.0	-0.133299	-0.128812	-0.118739	-0.108277
19.0	-0.105093	-0.101959	-0.094588	-0.086752
20.0	-0.083897	-0.081619	-0.076115	-0.070196
21.0	-0.067809	-0.066088	-0.062011	-0.057513
22.0	-0.055372	-0.054088	-0.051055	-0.047452
23.0	-0.045679	-0.044701	-0.042292	-0.039676
24.0	-0.037968	-0.037243	-0.035493	-0.033282
25.0	-0.031815	-0.03129	-0.029949	-0.028166
50.0	-0.001666	-0.001637	-0.001659	-0.001703
100.0	3.5e-05	6.3e-05	8.6e-05	3.5e-05
