R	phi	theta2	theta1	E
2.50	60	60	180	-226.406989212334
2.50	60	90	0	-227.093023393341
2.50	60	90	30	-227.886558527401
2.50	60	90	60	-228.073748717973
2.50	60	90	90	-228.089072175242
2.50	60	90	120	-228.073748719468
2.50	60	90	150	-227.88656011532
2.50	60	90	180	-227.093023391222
2.50	90	0	0	-217.105550310984
2.50	90	0	30	-227.917814341478
2.50	90	0	60	-228.067905112296
2.50	90	0	90	-228.085760456019
2.50	90	0	120	-228.067905113646
2.50	90	0	150	-227.917814340156
2.50	90	0	180	-217.105550305947
2.50	90	30	0	-223.113241665166
2.50	90	30	30	-227.903956950452
2.50	90	30	60	-228.069597114437
2.50	90	30	90	-228.086655767812
2.50	90	30	120	-228.069597115225
2.50	90	30	150	-227.903956952965
2.50	90	30	180	-223.113241666447
2.50	90	60	0	-226.406989212958
2.50	90	60	30	-227.937878607974
2.50	90	60	60	-228.072760665996
2.50	90	60	90	-228.088333883771
2.50	90	60	120	-228.072760669955
2.50	90	60	150	-227.937878608635
2.50	90	60	180	-226.406989212334
2.50	90	90	0	-227.093023393341
2.50	90	90	30	-227.949140174754
2.50	90	90	60	-228.074229619494
2.50	90	90	90	-228.089118490233
2.50	90	90	120	-228.074229620114
2.50	90	90	150	-227.949140174289
2.50	90	90	180	-227.093023391222
2.60	0	0	0	-218.940930511156
2.60	0	0	30	-227.943114938225
2.60	0	0	60	-228.074187237898
2.60	0	0	90	-228.088448625432
2.60	0	0	120	-228.074187239915
2.60	0	0	150	-227.943114940444
2.60	0	0	180	-218.94093051151
2.60	0	30	0	-223.508433126821
2.60	0	30	30	-227.943861725677
2.60	0	30	60	-228.037615170144
2.60	0	30	90	-228.089105186135
2.60	0	30	120	-228.073472770942
2.60	0	30	150	-227.923809304214
2.60	0	30	180	-223.508433131994
2.60	0	60	0	-226.510819138637
2.60	0	60	30	-227.948556576899
2.60	0	60	60	-228.078355958601
2.60	0	60	90	-228.090381561379
2.60	0	60	120	-228.075348737712
2.60	0	60	150	-227.845564784882
2.60	0	60	180	-226.510819139202
2.60	0	90	0	-227.157472062803
2.60	0	90	30	-227.874162353731
2.60	0	90	60	-228.077763763865
2.60	0	90	90	-228.090999656069
2.60	0	90	120	-228.077763763844
2.60	0	90	150	-227.874162354695
2.60	0	90	180	-227.157472062924
2.60	30	0	0	-218.940930511155
2.60	30	0	30	-227.943125248595
2.60	30	0	60	-228.074191024856
2.60	30	0	90	-228.088446474985
2.60	30	0	120	-228.074191025994
2.60	30	0	150	-227.943125247834
2.60	30	0	180	-218.940930511512
2.60	30	30	0	-223.50843312682
2.60	30	30	30	-227.9326269667
2.60	30	30	60	-228.076540882305
2.60	30	30	90	-228.089112580598
2.60	30	30	120	-228.073817321829
2.60	30	30	150	-227.930506952715
2.60	30	30	180	-223.508433131994
2.60	30	60	0	-226.510819138637
2.60	30	60	30	-227.950184039976
2.60	30	60	60	-228.078434877114
2.60	30	60	90	-228.090395847964
2.60	30	60	120	-228.075876315939
2.60	30	60	150	-227.859088648269
2.60	30	60	180	-226.510819139203
2.60	30	90	0	-227.157472062802
2.60	30	90	30	-227.883436378053
2.60	30	90	60	-228.0781394924
2.60	30	90	90	-228.091012106606
2.60	30	90	120	-228.078139489151
2.60	30	90	150	-227.883436379477
2.60	30	90	180	-227.157472062924
2.60	60	0	0	-218.940930511156
2.60	60	0	30	-227.943127342898
2.60	60	0	60	-228.074190635788
2.60	60	0	90	-228.088447611989
2.60	60	0	120	-228.074190641163
2.60	60	0	150	-227.943127341235
2.60	60	0	180	-218.940930511511
2.60	60	30	0	-223.50843312682
2.60	60	30	30	-227.946246020576
2.60	60	30	60	-228.076197754808
2.60	60	30	90	-228.089134255411
2.60	60	30	120	-228.074643047975
2.60	60	30	150	-227.942237780765
2.60	60	30	180	-223.508433131993
2.60	60	60	0	-226.510819138637
2.60	60	60	30	-227.948632569952
2.60	60	60	60	-228.07848247888
2.60	60	60	90	-228.090434627705
2.60	60	60	120	-228.077040153055
2.60	60	60	150	-227.95286709143
2.60	60	60	180	-226.510819139202
2.60	60	90	0	-227.157472062802
2.60	60	90	30	-227.957353589599
2.60	60	90	60	-228.078872348828
2.60	60	90	90	-228.091048091476
2.60	60	90	120	-228.078872352313
2.60	60	90	150	-227.957353586783
2.60	60	90	180	-227.157472062924
2.60	90	0	0	-218.940930511156
2.60	90	0	30	-227.943124628225
2.60	90	0	60	-228.074189100657
2.60	90	0	90	-228.088448624346
2.60	90	0	120	-228.07418910077
2.60	90	0	150	-227.943124631452
2.60	90	0	180	-218.940930511512
2.60	90	30	0	-223.508433126821
2.60	90	30	30	-227.94808012724
2.60	90	30	60	-228.075538727217
2.60	90	30	90	-228.089145824132
2.60	90	30	120	-228.075538729944
2.60	90	30	150	-227.948080122838
2.60	90	30	180	-223.508433131993
2.60	90	60	0	-226.510819138637
2.60	90	60	30	-227.956433224394
2.60	90	60	60	-228.078063488695
2.60	90	60	90	-228.090455497321
2.60	90	60	120	-228.078063486764
2.60	90	60	150	-227.956433223176
2.60	90	60	180	-226.510819139203
2.60	90	90	0	-227.157472062803
2.60	90	90	30	-227.960342760596
2.60	90	90	60	-228.079240862602
2.60	90	90	90	-228.091068199686
2.60	90	90	120	-228.079240866157
2.60	90	90	150	-227.960342759775
2.60	90	90	180	-227.157472062924
2.70	0	0	0	-214.819602899201
2.70	0	0	30	-227.966664051404
2.70	0	0	60	-228.079123179986
2.70	0	0	90	-228.090410343655
2.70	0	0	120	-228.07912317945
2.70	0	0	150	-227.966664052602
2.70	0	0	180	-214.819602898036
2.70	0	30	0	-222.745334988234
2.70	0	30	30	-227.961055117726
2.70	0	30	60	-228.081111931346
2.70	0	30	90	-228.09093666923
2.70	0	30	120	-228.078564543632
2.70	0	30	150	-227.954850791594
2.70	0	30	180	-222.745334988899
2.70	0	60	0	-226.322710174347
2.70	0	60	30	-227.956425391712
2.70	0	60	60	-228.08250922017
2.70	0	60	90	-228.091956091102
2.70	0	60	120	-228.080097439211
2.70	0	60	150	-227.873273478722
2.70	0	60	180	-226.322710174422
2.70	0	90	0	-227.030277284547
2.70	0	90	30	-227.889336654004
2.70	0	90	60	-228.082047907716
2.70	0	90	90	-228.09244780797
2.70	0	90	120	-228.082047906357
2.70	0	90	150	-227.889336654891
2.70	0	90	180	-227.030277284702
2.70	30	0	0	-214.819602899199
2.70	30	0	30	-227.966673901053
2.70	30	0	60	-228.079126926098
2.70	30	0	90	-228.090408190233
2.70	30	0	120	-228.079126923489
2.70	30	0	150	-227.966673903655
2.70	30	0	180	-214.819602898035
2.70	30	30	0	-222.745334988234
2.70	30	30	30	-227.963789176147
2.70	30	30	60	-228.081030449322
2.70	30	30	90	-228.090937912993
2.70	30	30	120	-228.078834506649
2.70	30	30	150	-227.959418918307
2.70	30	30	180	-222.7453349889
2.70	30	60	0	-226.322710174347
2.70	30	60	30	-227.95973657398
2.70	30	60	60	-228.082567561493
2.70	30	60	90	-228.091956224326
2.70	30	60	120	-228.080495523684
2.70	30	60	150	-227.961164229419
2.70	30	60	180	-226.322710174421
2.70	30	90	0	-227.030277284547
2.70	30	90	30	-227.895354316269
2.70	30	90	60	-228.082315268049
2.70	30	90	90	-228.092443888205
2.70	30	90	120	-228.08231526879
2.70	30	90	150	-227.895330331309
2.70	30	90	180	-227.030277284702
2.70	60	0	0	-214.819602899203
2.70	60	0	30	-227.966675392537
2.70	60	0	60	-228.079126652679
2.70	60	0	90	-228.090409340324
2.70	60	0	120	-228.079126651341
2.70	60	0	150	-227.966675396495
2.70	60	0	180	-214.819602898037
2.70	60	30	0	-222.745334988234
2.70	60	30	30	-227.968946259097
2.70	60	30	60	-228.080739227424
2.70	60	30	90	-228.09094719765
2.70	60	30	120	-228.079484860796
2.70	60	30	150	-227.967427950699
2.70	60	30	180	-222.745334988899
2.70	60	60	0	-226.322710174347
2.70	60	60	30	-227.971044316425
2.70	60	60	60	-228.082578031307
2.70	60	60	90	-228.091966316434
2.70	60	60	120	-228.081408096442
2.70	60	60	150	-227.97520835798
2.70	60	60	180	-226.322710174421
2.70	60	90	0	-227.030277284547
2.70	60	90	30	-227.976670894983
2.70	60	90	60	-228.082888568802
2.70	60	90	90	-228.092446754796
2.70	60	90	120	-228.082888566567
2.70	60	90	150	-227.976670891942
2.70	60	90	180	-227.030277284702
2.70	90	0	0	-214.819602899203
2.70	90	0	30	-227.966673085954
2.70	90	0	60	-228.079125108251
2.70	90	0	90	-228.090410345512
2.70	90	0	120	-228.079125111024
2.70	90	0	150	-227.966673084003
2.70	90	0	180	-214.819602898036
2.70	90	30	0	-222.745334988234
2.70	90	30	30	-227.971146719442
2.70	90	30	60	-228.080201014309
2.70	90	30	90	-228.090952515105
2.70	90	30	120	-228.080201008445
2.70	90	30	150	-227.971146716295
2.70	90	30	180	-222.745334988899
2.70	90	60	0	-226.322710174347
2.70	90	60	30	-227.978304577034
2.70	90	60	60	-228.082220187187
2.70	90	60	90	-228.09197280288
2.70	90	60	120	-228.08222018601
2.70	90	60	150	-227.978304577002
2.70	90	60	180	-226.322710174421
2.70	90	90	0	-227.030277284547
2.70	90	90	30	-227.981166184437
2.70	90	90	60	-228.083167615086
2.70	90	90	90	-228.092450119942
2.70	90	90	120	-228.083167613656
2.70	90	90	150	-227.981166184674
2.70	90	90	180	-227.030277284702
2.80	0	0	30	-227.988104522286
2.80	0	0	60	-228.082969342447
2.80	0	0	90	-228.091821816807
2.80	0	0	120	-228.082969342033
2.80	0	0	150	-227.988104524063
2.80	0	30	0	-221.007734971769
2.80	0	30	30	-227.983947957001
2.80	0	30	60	-228.08458223249
2.80	0	30	90	-228.092243670871
2.80	0	30	120	-228.082544672807
2.80	0	30	150	-227.979978843595
2.80	0	30	180	-221.007734972502
2.80	0	60	0	-225.852212946407
2.80	0	60	30	-227.97505863024
2.80	0	60	60	-228.085734896971
2.80	0	60	90	-228.093057727451
2.80	0	60	120	-228.083793779587
2.80	0	60	150	-227.974543104748
2.80	0	60	180	-225.852212943364
2.80	0	90	0	-226.699171096893
2.80	0	90	30	-227.900890609106
2.80	0	90	60	-228.085363000246
2.80	0	90	90	-228.093448848292
2.80	0	90	120	-228.085363001444
2.80	0	90	150	-227.900890606897
2.80	0	90	180	-226.69917109562
2.80	30	0	30	-227.988114017309
2.80	30	0	60	-228.082973097808
2.80	30	0	90	-228.091819672736
2.80	30	0	120	-228.082973093407
2.80	30	0	150	-227.988114014901
2.80	30	30	0	-221.007734971768
2.80	30	30	30	-227.98607620693
2.80	30	30	60	-228.084512373425
2.80	30	30	90	-228.09224093672
2.80	30	30	120	-228.082754972152
2.80	30	30	150	-227.983308037268
2.80	30	30	180	-221.007734972501
2.80	30	60	0	-225.852212946407
2.80	30	60	30	-227.980619272987
2.80	30	60	60	-228.085769090081
2.80	30	60	90	-228.093049076686
2.80	30	60	120	-228.084108810499
2.80	30	60	150	-227.9823274933
2.80	30	60	180	-225.852212943364
2.80	30	90	0	-226.699171096893
2.80	30	90	30	-227.981614340321
2.80	30	90	60	-228.085580344995
2.80	30	90	90	-228.093435026885
2.80	30	90	120	-228.085580342929
2.80	30	90	150	-227.981614341842
2.80	30	90	180	-226.69917109562
2.80	60	0	30	-227.988114978481
2.80	60	0	60	-228.082972847396
2.80	60	0	90	-228.091820832522
2.80	60	0	120	-228.082972847122
2.80	60	0	150	-227.988114983098
2.80	60	30	0	-221.007734971769
2.80	60	30	30	-227.990147177244
2.80	60	30	60	-228.084268934305
2.80	60	30	90	-228.092242217421
2.80	60	30	120	-228.083263090572
2.80	60	30	150	-227.989202928928
2.80	60	30	180	-221.007734972501
2.80	60	60	0	-225.852212946407
2.80	60	60	30	-227.991957656831
2.80	60	60	60	-228.085749039454
2.80	60	60	90	-228.093041170476
2.80	60	60	120	-228.084812473741
2.80	60	60	150	-227.99447315863
2.80	60	60	180	-225.852212943364
2.80	60	90	0	-226.699171096894
2.80	60	90	30	-227.994963362617
2.80	60	90	60	-228.086002437066
2.80	60	90	90	-228.093417627192
2.80	60	90	120	-228.086002436617
2.80	60	90	150	-227.994963366779
2.80	60	90	180	-226.69917109562
2.80	90	0	30	-227.988112970722
2.80	90	0	60	-228.082971306566
2.80	90	0	90	-228.091821817998
2.80	90	0	120	-228.082971307361
2.80	90	0	150	-227.988112970861
2.80	90	30	0	-221.007734971768
2.80	90	30	30	-227.991965578044
2.80	90	30	60	-228.083830321585
2.80	90	30	90	-228.092243482967
2.80	90	30	120	-228.083830325226
2.80	90	30	150	-227.991965571225
2.80	90	30	180	-221.007734972502
2.80	90	60	0	-225.852212946408
2.80	90	60	30	-227.997958620106
2.80	90	60	60	-228.085447595235
2.80	90	60	90	-228.093038590192
2.80	90	60	120	-228.085447594379
2.80	90	60	150	-227.997958617757
2.80	90	60	180	-225.852212943364
2.80	90	90	0	-226.699171096894
2.80	90	90	30	-228.000319580993
2.80	90	90	60	-228.086206853095
2.80	90	90	90	-228.093410639655
2.80	90	90	120	-228.086206853242
2.80	90	90	150	-228.000319582863
2.80	90	90	180	-226.69917109562
2.90	0	0	30	-228.007119300935
2.90	0	0	60	-228.085949010662
2.90	0	0	90	-228.092820756122
2.90	0	0	120	-228.085949010439
2.90	0	0	150	-228.007119303703
2.90	0	30	0	-219.801454745831
2.90	0	30	30	-228.004676804203
2.90	0	30	60	-228.087247321252
2.90	0	30	90	-228.093159869693
2.90	0	30	120	-228.085640326835
2.90	0	30	150	-228.000203794672
2.90	0	30	180	-219.801454742649
2.90	0	60	0	-225.188574958646
2.90	0	60	30	-227.995662736241
2.90	0	60	60	-228.088200065038
2.90	0	60	90	-228.093812066136
2.90	0	60	120	-228.086672588801
2.90	0	60	150	-227.992603111846
2.90	0	60	180	-225.188574959631
2.90	0	90	0	-226.155336142807
2.90	0	90	30	-227.989594680428
2.90	0	90	60	-228.087930255747
2.90	0	90	90	-228.09412435797
2.90	0	90	120	-228.087930256081
2.90	0	90	150	-227.9895946816
2.90	0	90	180	-226.155336146531
2.90	30	0	30	-228.007128133002
2.90	30	0	60	-228.08595275088
2.90	30	0	90	-228.092818612046
2.90	30	0	120	-228.085952753197
2.90	30	0	150	-228.00712813205
2.90	30	30	0	-219.801454745833
2.90	30	30	30	-228.006249466453
2.90	30	30	60	-228.087188298103
2.90	30	30	90	-228.093154627003
2.90	30	30	120	-228.085801503414
2.90	30	30	150	-228.00290428039
2.90	30	30	180	-219.801454742648
2.90	30	60	0	-225.188574958645
2.90	30	60	30	-228.000798864803
2.90	30	60	60	-228.08821853542
2.90	30	60	90	-228.093798226151
2.90	30	60	120	-228.086908072393
2.90	30	60	150	-227.999594854004
2.90	30	60	180	-225.188574959632
2.90	30	90	0	-226.155336142807
2.90	30	90	30	-227.997947075851
2.90	30	90	60	-228.088087154909
2.90	30	90	90	-228.094104958092
2.90	30	90	120	-228.088087150264
2.90	30	90	150	-227.997947081233
2.90	30	90	180	-226.155336146531
2.90	60	0	30	-228.007128703852
2.90	60	0	60	-228.08595254446
2.90	60	0	90	-228.092819772383
2.90	60	0	120	-228.085952550361
2.90	60	0	150	-228.007128704242
2.90	60	30	0	-219.801454745832
2.90	60	30	30	-228.00920892079
2.90	60	30	60	-228.086986782185
2.90	60	30	90	-228.093150826843
2.90	60	30	120	-228.086192360439
2.90	60	30	150	-228.007785080034
2.90	60	30	180	-219.801454742649
2.90	60	60	0	-225.188574958645
2.90	60	60	30	-228.010865717121
2.90	60	60	60	-228.088178177636
2.90	60	60	90	-228.093779501834
2.90	60	60	120	-228.087437673939
2.90	60	60	150	-228.011153425238
2.90	60	60	180	-225.188574959631
2.90	60	90	0	-226.155336142807
2.90	60	90	30	-228.011917246995
2.90	60	90	60	-228.088389060972
2.90	60	90	90	-228.094075854305
2.90	60	90	120	-228.088389063466
2.90	60	90	150	-228.011917248319
2.90	60	90	180	-226.155336146531
2.90	90	0	30	-228.007126960315
2.90	90	0	60	-228.085951009437
2.90	90	0	90	-228.092820753777
2.90	90	0	120	-228.08595100608
2.90	90	0	150	-228.007126962101
2.90	90	30	0	-219.801454745832
2.90	90	30	30	-228.010320066256
2.90	90	30	60	-228.086635278282
2.90	90	30	90	-228.093149529912
2.90	90	30	120	-228.086635281036
2.90	90	30	150	-228.010320066535
2.90	90	30	180	-219.801454742649
2.90	90	60	0	-225.188574958646
2.90	90	60	30	-228.015408633285
2.90	90	60	60	-228.087927200317
2.90	90	60	90	-228.093771397758
2.90	90	60	120	-228.087927200115
2.90	90	60	150	-228.015408635418
2.90	90	60	180	-225.188574959632
2.90	90	90	0	-226.155336142807
2.90	90	90	30	-228.017481547009
2.90	90	90	60	-228.08853467562
2.90	90	90	90	-228.094062799823
2.90	90	90	120	-228.088534673808
2.90	90	90	150	-228.017481548433
2.90	90	90	180	-226.155336146531
3.00	0	0	0	-216.065461085212
3.00	0	0	30	-228.023519504617
3.00	0	0	60	-228.08823658046
3.00	0	0	90	-228.093513925104
3.00	0	0	120	-228.08823658017
3.00	0	0	150	-228.023519504059
3.00	0	0	180	-216.065461084298
3.00	0	30	0	-221.075117854164
3.00	0	30	30	-228.022806215621
3.00	0	30	60	-228.089275842892
3.00	0	30	90	-228.093788357031
3.00	0	30	120	-228.088023579944
3.00	0	30	150	-228.016548881372
3.00	0	30	180	-221.075117855318
3.00	0	60	0	-224.572046090684
3.00	0	60	30	-228.014594477509
3.00	0	60	60	-228.090068674199
3.00	0	60	90	-228.094314789408
3.00	0	60	120	-228.08887963941
3.00	0	60	150	-228.00758571093
3.00	0	60	180	-224.572046087796
3.00	0	90	0	-225.442432580891
3.00	0	90	30	-228.005768688705
3.00	0	90	60	-228.089882905846
3.00	0	90	90	-228.094566248394
3.00	0	90	120	-228.089882903418
3.00	0	90	150	-228.005768688905
3.00	0	90	180	-225.442432580246
3.00	30	0	0	-216.06546108521
3.00	30	0	30	-228.023527543638
3.00	30	0	60	-228.088240325047
3.00	30	0	90	-228.093511780479
3.00	30	0	120	-228.088240323939
3.00	30	0	150	-228.023527543754
3.00	30	0	180	-216.065461084292
3.00	30	30	0	-221.075117854165
3.00	30	30	30	-228.023936590157
3.00	30	30	60	-228.089226768298
3.00	30	30	90	-228.093781581499
3.00	30	30	120	-228.088145540732
3.00	30	30	150	-228.018968764478
3.00	30	30	180	-221.075117855318
3.00	30	60	0	-224.572046090684
3.00	30	60	30	-228.019003828713
3.00	30	60	60	-228.090073106819
3.00	30	60	90	-228.094298117685
3.00	30	60	120	-228.089052288614
3.00	30	60	150	-228.01420844554
3.00	30	60	180	-224.572046087796
3.00	30	90	0	-225.442432580891
3.00	30	90	30	-228.013676070743
3.00	30	90	60	-228.089991712581
3.00	30	90	90	-228.094544072321
3.00	30	90	120	-228.089991711123
3.00	30	90	150	-228.01367607042
3.00	30	90	180	-225.442432580246
3.00	60	0	0	-216.06546108521
3.00	60	0	30	-228.023527832293
3.00	60	0	60	-228.088240138714
3.00	60	0	90	-228.093512964589
3.00	60	0	120	-228.088240138101
3.00	60	0	150	-228.023527834468
3.00	60	0	180	-216.065461084297
3.00	60	30	0	-221.075117854165
3.00	60	30	30	-228.025906944563
3.00	60	30	60	-228.089061879859
3.00	60	30	90	-228.093774683159
3.00	60	30	120	-228.088442096932
3.00	60	30	150	-228.023471165464
3.00	60	30	180	-221.075117855318
3.00	60	60	0	-224.572046090685
3.00	60	60	30	-228.027337354432
3.00	60	60	60	-228.090020655468
3.00	60	60	90	-228.094273304462
3.00	60	60	120	-228.089443146217
3.00	60	60	150	-228.025621907191
3.00	60	60	180	-224.572046087796
3.00	60	90	0	-225.442432580891
3.00	60	90	30	-228.027071760762
3.00	60	90	60	-228.090199551767
3.00	60	90	90	-228.094508849833
3.00	60	90	120	-228.090199550404
3.00	60	90	150	-228.027071757241
3.00	60	90	180	-225.442432580246
3.00	90	0	0	-216.065461085212
3.00	90	0	30	-228.023526327184
3.00	90	0	60	-228.088238603873
3.00	90	0	90	-228.093513924476
3.00	90	0	120	-228.088238604176
3.00	90	0	150	-228.023526325415
3.00	90	0	180	-216.065461084293
3.00	90	30	0	-221.075117854166
3.00	90	30	30	-228.026169055929
3.00	90	30	60	-228.088783422925
3.00	90	30	90	-228.093771828417
3.00	90	30	120	-228.088783421697
3.00	90	30	150	-228.02616905572
3.00	90	30	180	-221.075117855318
3.00	90	60	0	-224.572046090684
3.00	90	60	30	-228.030603389342
3.00	90	60	60	-228.089814166139
3.00	90	60	90	-228.094262052399
3.00	90	60	120	-228.089814165282
3.00	90	60	150	-228.03060338816
3.00	90	60	180	-224.572046087796
3.00	90	90	0	-225.442432580891
3.00	90	90	30	-228.03235037614
3.00	90	90	60	-228.090299227638
3.00	90	90	90	-228.0944925223
3.00	90	90	120	-228.090299227266
3.00	90	90	150	-228.032350375647
3.00	90	90	180	-225.442432580246
3.10	0	0	0	-222.177837680355
3.10	0	0	30	-228.037374768208
3.10	0	0	60	-228.089978705825
3.10	0	0	90	-228.093983499036
3.10	0	0	120	-228.089978706096
3.10	0	0	150	-228.037374769329
3.10	0	0	180	-222.177837683377
3.10	0	30	0	-223.033612765378
3.10	0	30	30	-228.038142864814
3.10	0	30	60	-228.090805598041
3.10	0	30	90	-228.094207893868
3.10	0	30	120	-228.089843456221
3.10	0	30	150	-228.029879535905
3.10	0	30	180	-223.033612761385
3.10	0	60	0	-224.269024266455
3.10	0	60	30	-228.031298177209
3.10	0	60	60	-228.091467768545
3.10	0	60	90	-228.094637852737
3.10	0	60	120	-228.090555986051
3.10	0	60	150	-228.020649194885
3.10	0	60	180	-224.26902426599
3.10	0	90	0	-224.733242430544
3.10	0	90	30	-228.021288030184
3.10	0	90	60	-228.091351844008
3.10	0	90	90	-228.094843028403
3.10	0	90	120	-228.091351842284
3.10	0	90	150	-228.021288029754
3.10	0	90	180	-224.733242432917
3.10	30	0	0	-222.177837680354
3.10	30	0	30	-228.037381981851
3.10	30	0	60	-228.089982447089
3.10	30	0	90	-228.093981349916
3.10	30	0	120	-228.089982448626
3.10	30	0	150	-228.037381982534
3.10	30	0	180	-222.177837683377
3.10	30	30	0	-223.033612765377
3.10	30	30	30	-228.038903102589
3.10	30	30	60	-228.09076540634
3.10	30	30	90	-228.094200257906
3.10	30	30	120	-228.089934207084
3.10	30	30	150	-228.032178153467
3.10	30	30	180	-223.033612761384
3.10	30	60	0	-224.269024266455
3.10	30	60	30	-228.034945828757
3.10	30	60	60	-228.091462523456
3.10	30	60	90	-228.094619875044
3.10	30	60	120	-228.090679224602
3.10	30	60	150	-228.026945655045
3.10	30	60	180	-224.269024265989
3.10	30	90	0	-224.733242430544
3.10	30	90	30	-228.02820073103
3.10	30	90	60	-228.091423357452
3.10	30	90	90	-228.094819806883
3.10	30	90	120	-228.091423361746
3.10	30	90	150	-228.028200733172
3.10	30	90	180	-224.733242432917
3.10	60	0	0	-222.177837680355
3.10	60	0	30	-228.037382113937
3.10	60	0	60	-228.08998228006
3.10	60	0	90	-228.09398254388
3.10	60	0	120	-228.089982280901
3.10	60	0	150	-228.037382117069
3.10	60	0	180	-222.177837683377
3.10	60	30	0	-223.033612765378
3.10	60	30	30	-228.040101920851
3.10	60	30	60	-228.090632018812
3.10	60	30	90	-228.094191597359
3.10	60	30	120	-228.090155277078
3.10	60	30	150	-228.036599043733
3.10	60	30	180	-223.033612761384
3.10	60	60	0	-224.269024266455
3.10	60	60	30	-228.041398451722
3.10	60	60	60	-228.091403742493
3.10	60	60	90	-228.094592060579
3.10	60	60	120	-228.090960193833
3.10	60	60	150	-228.038189303343
3.10	60	60	180	-224.269024265989
3.10	60	90	0	-224.733242430543
3.10	60	90	30	-228.040254250235
3.10	60	90	60	-228.091558294116
3.10	60	90	90	-228.094781980965
3.10	60	90	120	-228.091558293114
3.10	60	90	150	-228.040254252614
3.10	60	90	180	-224.733242432917
3.10	90	0	0	-222.177837680356
3.10	90	0	30	-228.037380808411
3.10	90	0	60	-228.089980745523
3.10	90	0	90	-228.093983498262
3.10	90	0	120	-228.089980745243
3.10	90	0	150	-228.037380809655
3.10	90	0	180	-222.177837683377
3.10	90	30	0	-223.033612765377
3.10	90	30	30	-228.039666654991
3.10	90	30	60	-228.090414197317
3.10	90	30	90	-228.094187862391
3.10	90	30	120	-228.090414192458
3.10	90	30	150	-228.039666657533
3.10	90	30	180	-223.033612761384
3.10	90	60	0	-224.269024266455
3.10	90	60	30	-228.043453761007
3.10	90	60	60	-228.091235664396
3.10	90	60	90	-228.094579198105
3.10	90	60	120	-228.091235668321
3.10	90	60	150	-228.043453762497
3.10	90	60	180	-224.269024265989
3.10	90	90	0	-224.733242430543
3.10	90	90	30	-228.045023969194
3.10	90	90	60	-228.091622463581
3.10	90	90	90	-228.094764185486
3.10	90	90	120	-228.091622460975
3.10	90	90	150	-228.045023968638
3.10	90	90	180	-224.733242432917
3.20	0	0	0	-223.955455507842
3.20	0	0	30	-228.048920287715
3.20	0	0	60	-228.091293306514
3.20	0	0	90	-228.094292011923
3.20	0	0	120	-228.091293308692
3.20	0	0	150	-228.048920288518
3.20	0	0	180	-223.95545550987
3.20	0	30	0	-224.066995533317
3.20	0	30	30	-228.050819741106
