R	Gamma	E
1.00	0	-148.36599532205
1.00	10	-149.598879333807
1.00	70	-154.150624183197
1.00	80	-154.135245558062
1.00	90	-154.103080892859
1.00	100	-154.113655282921
1.00	110	-154.082390936891
1.00	120	-154.0385927558
1.00	130	-153.912862874638
1.00	140	-153.628142988063
1.00	150	-153.073830850024
1.00	180	-150.45793981228
1.10	0	-151.103163707551
1.10	10	-151.636808589811
1.10	30	-153.470409749012
1.10	40	-153.910027942774
1.10	60	-154.191986487328
1.10	70	-154.207602449565
1.10	80	-154.193358279293
1.10	90	-154.16440332964
1.10	110	-154.135576130831
1.10	120	-154.105357258215
1.10	130	-154.012748090681
1.10	140	-153.812452849466
1.10	160	-152.894236366606
1.10	170	-152.217241291331
1.10	180	-151.881168948422
1.20	0	-152.301029840579
1.20	10	-152.604727184998
1.20	30	-153.723606690013
1.20	40	-154.028910719046
1.20	50	-154.178280712977
1.20	60	-154.238664692492
1.20	70	-154.251993062366
1.20	80	-154.241644912197
1.20	90	-154.218177816727
1.20	100	-154.178429229804
1.20	110	-154.176659199136
1.20	120	-154.150076203873
1.20	130	-154.071990636336
1.20	140	-153.911712578917
1.20	150	-153.674752544016
1.20	160	-153.234888894212
1.20	170	-152.692723361555
1.20	180	-152.401720399156
1.30	0	-152.77813268522
1.30	10	-153.016410824839
1.30	30	-153.850518154481
1.30	40	-154.093085612822
1.30	50	-154.218754263528
1.30	60	-154.273001180445
1.30	70	-154.287442053082
1.30	80	-154.281338248113
1.30	100	-154.257492404289
1.30	110	-154.213051169743
1.30	120	-154.184133236619
1.30	130	-154.109571903122
1.30	140	-154.006656550905
1.30	150	-153.779025648157
1.30	160	-153.397980134757
1.30	170	-152.764467829913
1.30	180	-152.310293893626
1.40	0	-152.759360205646
1.40	10	-153.10452527758
1.40	20	-153.566054766896
1.40	30	-153.907626810181
1.40	40	-154.127116508866
1.40	50	-154.246393585762
1.40	60	-154.2997512062
1.40	70	-154.316119857535
1.40	90	-154.294833544076
1.40	100	-154.298007662177
1.40	110	-154.242580670266
1.40	120	-154.21279533246
1.40	130	-154.13833515135
1.40	140	-154.036433935109
1.40	150	-153.856524632451
1.40	160	-153.481494934638
1.40	170	-152.517483575267
1.40	180	-151.554002695441
1.50	0	-152.310655612526
1.50	10	-152.93775741053
1.50	20	-153.625687901555
1.50	30	-153.936259018054
1.50	40	-154.148278569112
1.50	50	-154.268308479879
1.50	60	-154.321660359844
1.50	70	-154.339187662363
1.50	90	-154.334945950079
1.50	100	-154.33099202208
1.50	110	-154.319568126418
1.50	120	-154.237976317151
1.50	130	-154.165035663994
1.50	140	-154.057377757065
1.50	150	-153.937845205635
1.50	160	-153.52594651462
1.50	170	-151.937110958483
1.50	180	-149.692429505136
1.60	0	-151.198724191988
1.60	10	-152.607854447556
1.60	20	-153.670549234493
1.60	30	-153.970392413954
1.60	40	-154.065523287659
1.60	50	-154.28805359613
1.60	60	-154.340104328591
