    1     0.000000000000
    2     0.156000000000
    3     0.468000000000
    4     0.936000000000
    5     1.560000000000
    6     2.340000000000
    7     3.276000000000
    8     4.368000000000
    9     5.616000000000
   10     7.020000000000
   11     8.580000000000
   12    10.296000000000
   13    12.168000000000
   14    14.196000000000
   15    16.380000000000
   16    18.720000000000
   17    21.216000000000
   18    23.868000000000
   19    26.676000000000
   20    29.640000000000
   21    32.760000000000
   22    36.036000000000
