R	Gamma	E
1.00	0	-73.890124813085
1.00	10	-74.89192225153
1.00	20	-76.601877702874
1.00	30	-77.781732956778
1.00	40	-78.383873068324
1.00	50	-78.645581353861
1.00	60	-78.738519026702
1.00	70	-78.753941357351
1.00	80	-78.734957125644
1.00	90	-78.694935656373
1.00	100	-78.73792239416
1.00	110	-78.754747820731
1.00	120	-78.726636252146
1.00	130	-78.624466204962
1.00	140	-78.403405528036
1.00	150	-78.008580162971
1.00	160	-77.420997598095
1.00	170	-76.792022101736
1.00	180	-76.511719589778
1.10	0	-76.433706756146
1.10	10	-76.854064622623
1.10	20	-77.649182129058
1.10	30	-78.266988266001
1.10	40	-78.606361544106
1.10	50	-78.756645035542
1.10	60	-78.807648361237
1.10	70	-78.813014577003
1.10	80	-78.799004123319
1.10	90	-78.779966818323
1.10	100	-78.796867510957
1.10	110	-78.811264404355
1.10	120	-78.795184823155
1.10	130	-78.727614574859
1.10	140	-78.578945982204
1.10	150	-78.315407731272
1.10	160	-77.924865609161
1.10	170	-77.498298547286
1.10	180	-77.299511883367
1.20	0	-77.649658419556
1.20	10	-77.84363211062
1.20	20	-78.230878430269
1.20	30	-78.554538682856
1.20	40	-78.741907110315
1.20	50	-78.826998887813
1.20	60	-78.856545646465
1.20	70	-78.860471041842
1.20	80	-78.85336323644
1.20	90	-78.843783428291
1.20	100	-78.848697436602
1.20	110	-78.855973593077
1.20	120	-78.842576190286
1.20	130	-78.790235712468
1.20	140	-78.675776897201
1.20	150	-78.471872168925
1.20	160	-78.156730649921
1.20	170	-77.755230941561
1.20	180	-77.511987942531
1.30	0	-78.248741866885
1.30	10	-78.345428541587
1.30	20	-78.543025386798
1.30	30	-78.715775513441
1.30	40	-78.82081946617
1.30	50	-78.872010735315
1.30	60	-78.8930256449
1.30	70	-78.899056540212
1.30	80	-78.897411245085
1.30	90	-78.892873423643
1.30	100	-78.892670085738
1.30	110	-78.89314976094
1.30	120	-78.878446927256
1.30	130	-78.832109522763
1.30	140	-78.732439143479
1.30	150	-78.551761789644
1.30	160	-78.252449070431
1.30	170	-77.749829222422
1.30	180	-77.256099958222
1.40	0	-78.543112316497
1.40	10	-78.596319493203
1.40	20	-78.704849250251
1.40	30	-78.802819177026
1.40	40	-78.866801666258
1.40	50	-78.90283065328
1.40	60	-78.921780699205
1.40	70	-78.93027723615
1.40	80	-78.931928602771
1.40	90	-78.929991042126
1.40	100	-78.928094017065
1.40	110	-78.924079038009
1.40	120	-78.907939609857
1.40	130	-78.864691548153
1.40	140	-78.772523624933
1.40	150	-78.600972966386
1.40	160	-78.296861238325
1.40	180	-76.211046024626
1.50	0	-78.681585821226
1.50	10	-78.717276229789
1.50	20	-78.786747442069
1.50	30	-78.8506183257
1.50	40	-78.896259939724
1.50	50	-78.926448849948
1.50	60	-78.945196554098
1.50	70	-78.955081110881
1.50	80	-78.958449336094
1.50	90	-78.95792770199
1.50	100	-78.955336823091
1.50	110	-78.949470103738
1.50	120	-78.933149792503
1.50	130	-78.893192643731
1.50	140	-78.808177711545
1.50	150	-78.64584460584
1.50	160	-78.348446829394
1.50	170	-77.468708070149
1.50	180	-71.848896891662
1.60	0	-78.739405880948
1.60	10	-78.774936246662
1.60	20	-78.831528831522
1.60	30	-78.881552727581
1.60	40	-78.918948044623
1.60	50	-78.946235363392
1.60	60	-78.964403913571
1.60	70	-78.974471975903
1.60	80	-78.978593026288
1.60	90	-78.947818736466
1.60	100	-78.946054925888
1.60	110	-78.947534016136
1.60	120	-78.93002270056
1.60	130	-78.919117560383
1.60	140	-78.843452189502
1.60	150	-78.696622109143
1.60	160	-78.428681473204
1.60	170	-77.481812189032
1.70	0	-78.756216452362
1.70	10	-78.813895240934
1.70	20	-78.865564703214
1.70	30	-78.907875662883
1.70	40	-78.939072997513
1.70	50	-78.963274533019
1.70	60	-78.98000051982
1.70	70	-78.968067676077
1.70	80	-78.970456116403
1.70	90	-78.970549037123
1.70	100	-78.97896310516
1.70	110	-78.973142100004
1.70	120	-78.958461711635
1.70	130	-78.922267830142
1.70	140	-78.877881763979
1.70	150	-78.751940247152
1.70	160	-78.523040904585
1.70	170	-77.744090478135
1.80	0	-78.753381392861
1.80	10	-78.865654556823
1.80	20	-78.900617856376
1.80	30	-78.933617028602
1.80	40	-78.957630796848
1.80	60	-78.981137453624
1.80	70	-78.985709326514
1.80	80	-78.987345665744
1.80	90	-78.9979567941
1.80	100	-78.997356472536
1.80	110	-78.992696711263
1.80	120	-78.980845718768
1.80	130	-78.954786506157
1.80	140	-78.896986488319
1.80	150	-78.806311077596
1.80	160	-78.619793383408
1.80	170	-78.091542301917
1.80	180	-76.468094718051
1.90	0	-78.902452988925
1.90	10	-78.911947119889
1.90	20	-78.934398963961
1.90	30	-78.958135474985
1.90	40	-78.976647976709
1.90	50	-78.98740143526
1.90	60	-78.994819378858
1.90	70	-78.998314957293
1.90	80	-79.00966488476
1.90	90	-79.011526211874
1.90	100	-79.011039126777
1.90	110	-79.007395009142
1.90	120	-78.998172729193
1.90	130	-78.977747400629
1.90	140	-78.935234419959
1.90	150	-78.848128036541
1.90	160	-78.703857603694
1.90	170	-78.377834691831
1.90	180	-77.826694368481
2.00	0	-78.941200249597
2.00	10	-78.947342562805
2.00	20	-78.962353201776
2.00	30	-78.979270048199
2.00	40	-78.993471178392
2.00	50	-79.004193109999
2.00	60	-79.011746693938
2.00	70	-79.016911256877
2.00	80	-79.02010892497
2.00	90	-79.021535730108
2.00	100	-79.021153713702
2.00	110	-79.018362199642
2.00	120	-79.011319637837
2.00	130	-78.995717632752
2.00	140	-78.963033369152
2.00	150	-78.899954556372
2.00	160	-78.791107750587
2.00	170	-78.592090681736
2.00	180	-78.363732881108
2.10	0	-78.969729024859
2.10	10	-78.973853972515
2.10	20	-78.984163596763
2.10	30	-78.996332377998
2.10	40	-79.007201517997
2.10	50	-79.015438043054
2.10	60	-79.021330835975
2.10	70	-79.025350399133
2.10	80	-79.027800010472
2.10	90	-79.028877439743
2.10	100	-79.02858496933
2.10	110	-79.026485592768
2.10	120	-79.021197149923
