R	0	30	60	90
1.0	1415431.573118	354755.907007	89965.170643	71052.490147
1.1	840579.118007	262845.254669	74508.766156	55668.706712
1.2	612055.368379	213599.28213	62710.806393	42949.683962
1.3	585294.246966	189367.093453	52968.485663	32657.932899
1.4	750645.513721	176128.725856	44389.525822	24504.459762
1.5	1227329.481965	164200.35141	36631.346831	18135.418384
1.6	2409718.714425	149358.801718	29684.463597	13269.652494
1.7	5785906.273055	132436.274106	23631.795487	9624.051791
1.8		115481.761975	18511.937411	6913.91733
1.9		99727.932859	14281.974564	4918.555806
2.0	5142281.904865	85598.252597	10892.722099	3462.657325
2.1	2114783.11073	73062.186271	8222.876889	2409.309591
2.2	997859.017623	61884.616396	6146.788013	1653.662774
2.3	515263.077434	51862.994161	4551.589316	1116.476429
2.4	294418.019391	42861.801348	3338.379795	738.382443
2.5	192445.254528	34839.439447	2424.137576	475.209626
2.6	147522.603625	27825.825795	1741.228082	294.327203
2.7	130611.830428	21847.288642	1235.574193	171.820438
2.8	127227.512587	16894.11347	864.545129	90.30465
2.9	129898.281613	12890.025314	594.850615	37.252561
3.0	73232.682706	9685.321817	400.773594	3.720408
3.1	52227.392805	7179.683958	262.613866	-16.612353
3.2	36933.21364	5260.280775	165.42915	-28.157511
3.3	25949.064793	3811.471825	97.982467	-33.955025
3.4	18155.982435	2730.721006	51.910309	-36.070508
3.5	12630.183198	1933.135542	21.049336	-35.891651
3.6	8723.003597	1350.657261	0.907727	-34.34189
3.7	5989.236991	929.712179	-11.757161	-32.030642
3.8	4086.876343	628.784142	-19.266934	-29.358611
3.9	2768.053747	416.10594	-23.275724	-26.581119
4.0	1857.65595	267.629607	-24.954506	-23.859517
4.1	1232.448325	165.335971	-25.128056	-21.286852
4.2	805.789074	95.877103	-24.372211	-18.91259
4.3	516.84934	49.502428	-23.080474	-16.75745
4.4	322.983222	19.189372	-21.515835	-14.822958
4.5	194.324503	-0.061007	-19.845025	-13.101866
4.6	110.024734	-11.784015	-18.171879	-11.579775
4.7	55.63435	-18.4642	-16.556255	-10.24217
4.8	21.238833	-21.837476	-15.030328	-9.070332
4.9	0.094298	-23.099777	-13.611496	-8.048676
5.0	-12.361402	-23.061376	-12.308023	-7.159537
5.1	-19.202108	-22.257754	-11.122601	-6.388088
5.2	-22.487574	-21.035092	-10.054132	-5.719219
5.3	-23.584221	-19.611001	-9.098251	-5.139526
5.4	-23.379915	-18.121986	-8.250193	-4.636848
5.5	-22.44078	-16.649497	-7.500168	-4.200104
5.6	-21.117311	-15.242428	-6.839178	-3.819381
5.7	-19.624715	-13.928834	-6.257741	-3.487281
5.8	-18.091229	-12.720538	-5.744669	-3.195972
5.9	-16.592549	-11.62363	-5.291781	-2.940462
6.0	-15.171117	-10.636347	-4.890077	-2.715449
6.2	-12.63988	-8.967798	-4.21338	-2.339824
6.4	-10.559342	-7.644646	-3.670467	-2.042945
6.6	-8.901512	-6.582793	-3.230828	-1.805144
6.8	-7.591912	-5.711581	-2.872487	-1.611594
7.0	-6.541623	-4.985836	-2.578193	-1.451775
7.2	-5.680535	-4.379486	-2.334238	-1.31912
7.4	-4.965707	-3.876137	-2.129232	-1.206978
7.6	-4.374315	-3.457297	-1.955566	-1.112129
7.8	-3.886089	-3.107836	-1.806392	-1.030408
8.0	-3.482513	-2.814066	-1.677278	-0.960392
8.2	-3.145102	-2.564556	-1.564626	-0.899346
8.4	-2.859523	-2.351844	-1.465974	-0.845968
8.6	-2.615257	-2.168767	-1.378622	-0.798931
8.8	-2.405078	-2.010971	-1.301592	-0.75749
9.0	-2.223545	-1.873913	-1.232648	-0.721289
9.5	-1.86729	-1.602679	-1.090229	-0.646053
10.0	-1.610451	-1.401616	-0.97903	-0.588363
10.5	-1.416847	-1.246954	-0.890815	-0.542635
11.0	-1.265255	-1.123953	-0.817886	-0.504989
11.5	-1.143131	-1.023028	-0.755702	-0.473235
12.0	-1.043063	-0.939235	-0.703036	-0.445671
12.5	-0.958669	-0.867938	-0.657672	-0.42152
13.0	-0.887043	-0.806573	-0.617604	-0.400745
13.5	-0.825109	-0.753423	-0.581604	-0.381643
14.0	-0.771059	-0.706569	-0.54992	-0.364612
14.5	-0.723738	-0.665125	-0.521125	-0.348968
15.0	-0.681188	-0.62762	-0.495418	-0.334898
16.0	-0.60893	-0.563516	-0.450201	-0.309372
17.0	-0.549795	-0.510809	-0.411828	-0.287586
18.0	-0.499852	-0.465478	-0.379128	-0.26814
19.0	-0.457157	-0.4275	-0.350494	-0.250981
20.0	-0.42047	-0.394364	-0.325522	-0.236198
21.0	-0.388585	-0.36494	-0.302963	-0.222275
22.0	-0.36062	-0.339562	-0.284142	-0.210513
23.0	-0.336111	-0.316968	-0.266172	-0.198814
24.0	-0.31399	-0.296485	-0.250261	-0.188556
25.0	-0.294758	-0.278787	-0.235839	-0.17898
50.0	-0.092789	-0.089172	-0.078526	-0.064755
100.0	-0.014418	-0.013101	-0.010893	-0.007036
