R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2.5,108.59769743980765,-1655.3245325776154,1641.698188979417,-5505.096097844884,-720.9877320657574,537.4008831636813,-973.3530950452886,1699.958128354248,-1241.211839521835,1296.4993827710462,-514.6392246758195,-2111.8729731388917,1642.6406056257167,-2089.4064109725423,768.7224089493615,-435.7980132356712,424.0650373809934,-508.3187415035193,789.2294377449736,220.07830762267724,-1112.698022314892,690.5290567494869,-569.0946644207975,270.33362416097975,-60.62753149508296,-109.43578951227494,320.5865108662672,-730.1578274603216
2.6,1214.2944262515316,-742.5602840741918,839.7488176030165,-2674.3130025737983,-180.82504423955103,165.18490009479973,-354.75607953855143,934.9138339988322,-680.7564888258465,713.9548753042251,-340.7105340747559,-1124.8829778918134,866.3834121080013,-1087.3700010251512,397.8911080201985,-226.02269122403658,220.70457509581377,-265.48746031002383,413.3842930245164,107.45208075641176,-573.4674748873751,366.4740278572866,-321.5584912358229,135.03915734720647,-26.250458245664106,-63.592542280021746,176.0557845844707,-395.6902605406847
2.7,1433.3147321239014,-293.22745701295156,414.1991817434448,-1194.252870239998,98.0764301309987,-28.55958265922021,-30.67935412159727,501.63949304818914,-364.31162188135187,383.9573460986826,-218.9854338338737,-580.5567079565467,439.35942653155973,-538.3206355875488,198.92145332131827,-113.21902640109303,110.93172295560518,-133.9026564189137,209.08283811690728,47.83344621970184,-278.34844581448397,188.62415203376509,-184.86850588291787,65.2274770926445,-10.592279118511655,-35.33540938539245,93.27443075168198,-207.14924188583365
2.8,1264.3700616731603,-87.75975594674266,194.90550291202436,-456.5514821144194,226.37690359910812,-119.75331709090742,125.36876780435665,261.21125878778327,-189.26160496190596,200.72721322238516,-137.6084084786023,-287.63975930947566,210.62612144905555,-246.17977293834497,95.31766913240742,-54.33752839155798,53.389142618268465,-64.63299593904236,101.16395509030511,17.953870379830004,-121.61468814177611,93.2053516180899,-109.74773976259283,30.474217486184042,-4.068342615359814,-18.456922201762588,47.05235368437147,-103.54163571553477
2.9,964.593314509533,-5.148556061654261,85.95879036379792,-114.80338919770801,271.1042201718582,-154.08879499386097,188.67933592114667,131.0820364350899,-94.81929542672871,101.43950295757287,-85.24090457539711,-134.7945860884119,92.2678492534006,-96.7551445639974,43.35065200798675,-24.723632894718165,24.315091115538966,-29.47243949807953,46.18311854198809,4.172579634333857,-41.733101581995086,43.404262446511254,-68.35521703630515,13.905035685940334,-1.7004940877921442,-8.767006923430753,22.086438730543755,-48.44821435594095
3.0,657.1159515812185,19.417506618640935,34.3419937374302,24.19323418175122,272.02571411138354,-158.52317671848462,203.21463602595145,62.822478872637845,-45.437036078313795,49.248367883160235,-52.626604458523154,-58.181027367115576,33.85797461931422,-24.57610700487495,18.502646226879776,-10.524582538629033,10.308594263907402,-12.453194400984955,19.46901753229379,-1.3144093081851018,-3.4454487262181814,18.296340475425666,-45.207834413801784,6.396209572463391,-1.0256346266827165,-3.4946593640505768,9.201479015990323,-20.425155245516684
3.1,393.3155118620059,19.35015365725324,11.430486586109208,65.3990739970785,252.10800266982883,-148.55409755763307,194.01414830551442,28.444032092842164,-20.64162601164376,22.86403435772816,-32.85984274578716,-21.850129471039526,7.00092192426764,7.190315414916292,7.350283716431335,-4.136775441974706,3.9816286804178844,-4.733092003657369,7.310491795998942,-2.832508528043679,13.075189713875767,6.2022408397829025,-31.84239128563974,3.1707527654825043,-0.9088277506110316,-0.846855412935561,2.9835826797997314,-7.058619708938984
3.2,188.08570479852634,10.959559675557024,2.212380406547771,63.88497964608349,224.13429366093987,-132.78230933055679,174.86757726797254,12.062253105480657,-8.856513523002263,10.203922630440651,-21.106201471320205,-6.001128878499927,-3.9346699493659045,18.784890221016152,2.761338920570722,-1.5077258036643997,1.375702348255757,-1.5494396657652558,2.2907141562357225,-2.6776520841928484,18.7226859948763,0.7428282678553639,-23.71663477285606,1.8306507976437416,-0.8853170137578275,0.308708309917165,0.30107499750048916,-1.3118710654654961
3.3,39.276356703932,1.5484621504508889,-0.8989506432718652,47.161463490997335,194.84270640636794,-115.74102299104771,153.0083033291844,4.861790524275925,-3.6824066083339133,4.560704838760408,-14.153306604957761,-0.026207372526492634,-7.30966273801257,20.999967425233606,1.0918748674110645,-0.5589606254704549,0.4471659879372112,-0.42743454902397104,0.5357961576532375,-1.9936670924033244,19.30824803502631,-1.4752723050368157,-18.436454615999395,1.2399980985303358,-0.8066208905221401,0.6669311753713174,-0.6120906598641405,0.6979549984175808
3.4,-61.99479457724841,-6.109324901635405,-1.5533125406955985,27.964671991045662,167.47879621965876,-99.62694829698978,131.94619033053826,2.0877505699322967,-1.6823197982578577,2.3139400734766298,-9.966739833836666,1.555466989878635,-7.428956102265063,19.360791076871728,0.5779585119842068,-0.27923632897870476,0.19321165063860946,-0.14261491040269192,0.11655918179735636,-1.2938886977206294,17.811731889601468,-2.19853165683217,-14.7589648088385,0.905327369890415,-0.6578163491576916,0.6393845222648942,-0.7186658511491864,1.0379708142952029
3.5,-126.17785137919438,-11.362840703181126,-1.3880354384531737,11.428661431357346,143.34361714047162,-85.34202317451246,113.14949889987128,1.2703729590219623,-1.079376750112985,1.5804650025956022,-7.3192964272766705,1.4379557039879707,-6.393309332758454,16.53461932415169,0.4316924978736125,-0.21361435737630075,0.15731526282426245,-0.13121360753063982,0.13700684203115543,-0.7641897952711196,15.677271716757318,-2.2882040936845502,-12.043099048182476,0.6416241240513898,-0.46864612513716253,0.45855895062420515,-0.5189850126506741,0.7542584570422054
3.6,-162.94450443300263,-14.44180099097228,-1.061033273526804,-0.9952502467286397,122.71290821994745,-73.10740794472474,97.02295667357762,1.1930922472797576,-1.0029085564342708,1.4302195613481352,-5.50918220471048,0.8503038123173141,-5.146089782927822,13.692345744289593,0.34621603268392676,-0.18283534474634422,0.15617045236496807,-0.16286867711183817,0.22619407278036618,-0.43376333309181003,13.54465973571721,-2.1450309604376887,-9.954020928117327,0.3991363295647261,-0.27423856842565186,0.24699885782618836,-0.2546031086492633,0.3362444489860561
3.7,-180.3213435862561,-15.851333413176182,-0.7862522800392391,-9.469913223737322,105.36800924080461,-62.81567157896198,83.46127054809453,1.3036241632411212,-1.0601015794629909,1.4388237956615448,-4.159421305587183,0.28573094222167583,-4.051096850503914,11.259736376663719,0.23378486956811173,-0.13424654466621178,0.13365412383942044,-0.1644215771861468,0.2631975042693284,-0.267418344894061,11.652366163572774,-1.9402430474414594,-8.30862637162511,0.1783411153531418,-0.1007613820184119,0.062172831904259596,-0.027754511683697025,-0.017420709533186418
3.8,-184.55175552018648,-16.103484176894973,-0.5982948175042431,-14.732928669552074,90.89112542394147,-54.22541500571954,72.15087633630267,1.3855374629599453,-1.098281546347902,1.4380402745385759,-3.0826006860794646,-0.10807536058274358,-3.201899554681763,9.319083448442367,0.0936091078019885,-0.06617513802127561,0.08606469377075854,-0.12890881496662132,0.23406305821536932,-0.21243475680933077,10.052787559642168,-1.7373016400230945,-6.9975818902199265,-0.008403956110171862,0.037348449521349636,-0.07510594875120802,0.13018383129615474,-0.25058095497107846
3.9,-180.2782804760006,-15.61841082665848,-0.47442224926922716,-17.612699269227093,78.82062475533255,-47.06307703563991,62.725601902704746,1.3805001867278968,-1.0769729707367635,1.3806500576979985,-2.1942306791400386,-0.32841986175810867,-2.5806800435681527,7.814893514213715,-0.050241590658295365,0.007893241880424284,0.026231610320508025,-0.07130967906782715,0.16155519615944058,-0.21996764084914489,8.722423237303936,-1.5534270708429165,-5.947633017267126,-0.15165839151388738,0.13550693430831018,-0.16319484585108768,0.22065548639582167,-0.36975988656738945
