R	Gamma	E
1.00	0	-41.040054407203
1.00	10	-41.045312418975
1.00	20	-41.060281255378
1.00	30	-41.082126448208
1.00	40	-41.107087192107
1.00	50	-41.131792659228
1.00	60	-41.15366886467
1.00	70	-41.170757557239
1.00	80	-41.181406387868
1.00	90	-41.183937020355
1.00	100	-41.176249462322
1.00	110	-41.155421866778
1.00	120	-41.117405346889
1.00	130	-41.056896909172
1.00	140	-40.965681288077
1.00	150	-40.814160239233
1.00	160	-40.435836915182
1.00	170	-38.845140576381
1.10	0	-41.064209166369
1.10	20	-41.086327617956
1.10	30	-41.109707333174
1.10	40	-41.135342816866
1.10	50	-41.159802764257
1.10	60	-41.180837921001
1.10	70	-41.196923838522
1.10	80	-41.206806451735
1.10	90	-41.20913566792
1.10	100	-41.202080710913
1.10	110	-41.18292409145
1.10	120	-41.147741225941
1.10	130	-41.091352924706
1.10	140	-41.006406836626
1.10	150	-40.866642323296
1.10	160	-40.501972571647
1.10	170	-38.639267191537
1.20	0	-41.072405462786
1.20	10	-41.0737988387
1.20	20	-41.104509730043
1.20	30	-41.092855694317
1.20	40	-41.148839474305
1.20	50	-41.174039391809
1.20	60	-41.195148199252
1.20	70	-41.211145462708
1.20	80	-41.221187764928
1.20	90	-41.224267163279
1.20	100	-41.218868553242
1.20	110	-41.202583516809
1.20	120	-41.171769284072
1.20	130	-41.121486675337
1.20	140	-41.045215516388
1.20	150	-40.923168895932
1.20	160	-40.629031221833
1.20	170	-39.381910258212
1.20	180	-35.186702667623
1.30	0	-41.108814616215
1.30	10	-41.110443661414
1.30	20	-41.117435604164
1.30	30	-41.150048433002
1.30	50	-41.184256467387
1.30	60	-41.204979757665
1.30	70	-41.220647776413
1.30	80	-41.230777438803
1.30	90	-41.234658379466
1.30	100	-41.23108540228
1.30	160	-40.769748547848
1.30	170	-40.12707767818
1.30	180	-39.157298109651
1.40	0	-41.137510660271
1.40	10	-41.140643636804
1.40	20	-41.151320068732
1.40	30	-41.184007345011
1.40	40	-41.193998863277
1.40	140	-41.137262706716
1.40	150	-41.058142778976
1.40	160	-40.90063105304
1.40	170	-40.602727674494
1.40	180	-40.288692688718
1.50	0	-41.159361767653
1.50	20	-41.20637588493
1.50	30	-41.215073601224
1.50	40	-41.222386813471
1.50	50	-41.229748939201
1.50	120	-41.244436168741
1.50	130	-41.220929156444
1.50	140	-41.180641847437
1.50	150	-41.117827805081
1.50	170	-40.852901137409
1.50	180	-40.735805884467
1.60	0	-41.226558435266
1.60	10	-41.229238785466
1.60	20	-41.235176547304
1.60	30	-41.241306575905
1.60	40	-41.24697151364
1.60	50	-41.252400148174
1.60	60	-41.25800402428
1.60	70	-41.263881995354
1.60	80	-41.269516630701
1.60	90	-41.274022834895
1.60	100	-41.276320457861
1.60	110	-41.274700007382
1.60	120	-41.266610676245
1.60	130	-41.248627388866
1.60	140	-41.216770701427
