R	Gamma	E
1.00	0	-202.634596364817
1.00	10	-204.85094304961
1.00	20	-207.263953041665
1.00	30	-208.266478775568
1.00	40	-208.610190574186
1.00	50	-208.754078687982
1.00	60	-208.852614916642
1.00	70	-208.925102011894
1.00	80	-208.964784560663
1.00	90	-208.973085576578
1.00	100	-208.955012724498
1.00	110	-208.908248352714
1.00	120	-208.828932120699
1.00	130	-208.722225022952
1.00	140	-208.57241085275
1.00	150	-208.231657393686
1.00	160	-207.244637271797
1.00	170	-204.957551869321
1.00	180	-202.918194387462
1.10	0	-195.642712558256
1.10	10	-202.371163900801
1.10	20	-206.973366598573
1.10	30	-208.332793333654
1.10	40	-208.709447501322
1.10	50	-208.845659562578
1.10	60	-208.935726677351
1.10	70	-209.002113406193
1.10	80	-209.039788786222
1.10	90	-209.04964141237
1.10	100	-209.032573974819
1.10	110	-208.987131793528
1.10	120	-208.911370453222
1.10	130	-208.811615983324
1.10	140	-208.671964014781
1.10	150	-208.303217773448
1.10	160	-206.979815862868
1.10	170	-202.590151447824
1.10	180	-196.409958692484
1.20	0	-172.524634137807
1.20	10	-199.429767974868
1.20	20	-206.83181239562
1.20	30	-208.41960545149
1.20	40	-208.798244730202
1.20	50	-208.926690615757
1.20	60	-209.010785737008
1.20	70	-209.07097788095
1.20	80	-209.104805645358
1.20	90	-209.11380160073
1.20	100	-209.098531078403
1.20	110	-209.057100158145
1.20	120	-208.986756502551
1.20	130	-208.892310891314
1.20	140	-208.76173541837
1.20	150	-208.365787477066
1.20	160	-206.839409464807
1.20	170	-199.683491433182
1.20	180	-175.817969326852
1.30	10	-198.278419468339
1.30	20	-206.953069353822
1.30	30	-208.52487503208
1.30	40	-208.874703085416
1.30	50	-208.995921502212
1.30	60	-209.075182255476
1.30	70	-209.129186689815
1.30	80	-209.158686272001
1.30	90	-209.166336630711
1.30	100	-209.153195456963
1.30	110	-209.116633655617
1.30	120	-209.052379485367
1.30	130	-208.962306538634
1.30	140	-208.839239828972
1.30	150	-208.492707319505
1.30	160	-206.951125054814
1.30	170	-198.347887395657
1.40	10	-200.319749779435
1.40	20	-207.295667669022
1.40	30	-208.633697257977
1.40	40	-208.937728590706
1.40	50	-209.053676196083
1.40	60	-209.128782230553
1.40	70	-209.176843404492
1.40	80	-209.202005150838
1.40	90	-209.20833826601
1.40	100	-209.197322666386
1.40	110	-209.165914523078
1.40	120	-209.10809213543
1.40	130	-209.0212502589
1.40	140	-208.902876298117
1.40	150	-208.608094771685
1.40	160	-207.287457026171
1.40	170	-200.196285249965
1.50	0	-194.542626123196
1.50	10	-203.294127524827
1.50	20	-207.706501492873
1.50	30	-208.728535837397
1.50	40	-208.987724616616
1.50	50	-209.101426614517
1.50	60	-209.172731715943
1.50	70	-209.215069804205
1.50	80	-209.236078550574
1.50	90	-209.241223226074
1.50	100	-209.232173841194
1.50	110	-209.205864152722
1.50	120	-209.154931640075
1.50	130	-209.070724425498
1.50	140	-208.952807907107
1.50	150	-208.712078901846
1.50	160	-207.704734946165
1.50	170	-203.173555152205
1.50	180	-193.637937692159
1.60	0	-202.085629059064
1.60	10	-205.456723860216
1.60	20	-208.053818812124
1.60	30	-208.798225677411
1.60	40	-209.026748605316
1.60	50	-209.141192031398
1.60	60	-209.20850329559
1.60	70	-209.245239341967
1.60	80	-209.262443594559
1.60	90	-209.266550842143
1.60	100	-209.259243583437
1.60	110	-209.237696828978
1.60	120	-209.193824308155
1.60	130	-209.113859320864
1.60	140	-208.975383920545
1.60	150	-208.794337083185
1.60	160	-208.071002195418
1.60	170	-205.444506484277
1.60	180	-201.832665817744
1.70	10	-206.742303188067
1.70	20	-208.284960569882
1.70	30	-208.806853566562
1.70	40	-209.058041205463
1.70	50	-209.175038134115
1.70	60	-209.23746270742
1.70	70	-209.268736229527
1.70	80	-209.282644726344
1.70	90	-209.285879752173
1.70	100	-209.280067888933
1.70	110	-209.262683125798
1.70	120	-209.225675517616
1.70	130	-209.15307706343
1.70	140	-209.018661456634
1.70	150	-208.853206232011
1.70	160	-208.330289569517
1.70	170	-206.794395659689
1.70	180	-205.111475321635
1.80	0	-206.485641732788
1.80	10	-207.391866612154
1.80	20	-208.431008021502
1.80	30	-208.871094067451
1.80	40	-209.085291134195
1.80	50	-209.204232139453
1.80	60	-209.260539468692
1.80	70	-209.286646221091
1.80	80	-209.297754173411
1.80	90	-209.300276109609
1.80	100	-209.295716955521
1.80	110	-209.281858581532
1.80	120	-209.25119719548
1.80	130	-209.187415935954
1.80	140	-209.061074186129
1.80	150	-208.893310410231
1.80	160	-208.486149567562
1.80	170	-207.496669873937
1.90	0	-206.838502411616
1.90	10	-207.660279623303
1.90	20	-208.50620937226
1.90	30	-208.902516649089
1.90	40	-209.114474282562
1.90	50	-209.229415545358
1.90	60	-209.27878243572
1.90	70	-209.300187699302
1.90	80	-209.30895177066
1.90	90	-209.310893722196
1.90	100	-209.307353202771
1.90	110	-209.29641839992
1.90	120	-209.27141519894
1.90	130	-209.216417721656
1.90	140	-209.100704539047
1.90	150	-208.922420111956
1.90	160	-208.568338206684
1.90	170	-207.806849448922
1.90	180	-207.124489642174
2.00	0	-206.393155388795
2.00	10	-207.693235373226
2.00	20	-208.546998751633
2.00	30	-208.932151242529
2.00	40	-209.146734200876
2.00	50	-209.250771232957
2.00	60	-209.293006193538
2.00	70	-209.310345801363
2.00	80	-209.317184814784
2.00	90	-209.318663889021
2.00	100	-209.315940571473
2.00	110	-209.307391945793
2.00	120	-209.287197822404
2.00	130	-209.240460574624
2.00	140	-209.135893933625
2.00	150	-208.948184449148
2.00	160	-208.61119972886
2.00	170	-207.884798091207
2.00	180	-207.04997067749
2.10	0	-204.904714505986
2.10	10	-207.546230507888
2.10	20	-208.583491444037
2.10	30	-208.966213378707
2.10	40	-209.176868891983
