	0	1	2
1389	6.8000000000	90.0000000000	-0.6853927148
640	7.0000000000	40.0000000000	-0.6768163028
715	7.0000000000	45.0000000000	-0.6611561296
790	7.0000000000	50.0000000000	-0.6455892339
865	7.0000000000	55.0000000000	-0.6305912140
41	7.2000000000	0.0000000000	-0.6277558207
116	7.2000000000	5.0000000000	-0.6266033603
191	7.2000000000	10.0000000000	-0.6231867995
266	7.2000000000	15.0000000000	-0.6176244327
940	7.0000000000	60.0000000000	-0.6165786363
341	7.2000000000	20.0000000000	-0.6100940418
1015	7.0000000000	65.0000000000	-0.6039873763
416	7.2000000000	25.0000000000	-0.6008519645
1090	7.0000000000	70.0000000000	-0.5931512586
491	7.2000000000	30.0000000000	-0.5901975676
1165	7.0000000000	75.0000000000	-0.5844029972
566	7.2000000000	35.0000000000	-0.5784539184
1240	7.0000000000	80.0000000000	-0.5779649307
1315	7.0000000000	85.0000000000	-0.5740297493
1390	7.0000000000	90.0000000000	-0.5727049996
641	7.2000000000	40.0000000000	-0.5660145343
716	7.2000000000	45.0000000000	-0.5532621820
791	7.2000000000	50.0000000000	-0.5405778659
866	7.2000000000	55.0000000000	-0.5283509334
42	7.4000000000	0.0000000000	-0.5265549708
117	7.4000000000	5.0000000000	-0.5256110134
192	7.4000000000	10.0000000000	-0.5228140265
267	7.4000000000	15.0000000000	-0.5182592712
941	7.2000000000	60.0000000000	-0.5169198158
342	7.4000000000	20.0000000000	-0.5120922546
1016	7.2000000000	65.0000000000	-0.5066477457
417	7.4000000000	25.0000000000	-0.5045205972
1091	7.2000000000	70.0000000000	-0.4978018215
492	7.4000000000	30.0000000000	-0.4957903382
1166	7.2000000000	75.0000000000	-0.4906629675
567	7.4000000000	35.0000000000	-0.4861608877
1241	7.2000000000	80.0000000000	-0.4854067729
1316	7.2000000000	85.0000000000	-0.4821945420
1391	7.2000000000	90.0000000000	-0.4811131899
642	7.4000000000	40.0000000000	-0.4759577302
717	7.4000000000	45.0000000000	-0.4654927423
792	7.4000000000	50.0000000000	-0.4550780128
867	7.4000000000	55.0000000000	-0.4450370455
43	7.6000000000	0.0000000000	-0.4440660907
118	7.6000000000	5.0000000000	-0.4432871774
193	7.6000000000	10.0000000000	-0.4409785232
268	7.6000000000	15.0000000000	-0.4372208989
942	7.4000000000	60.0000000000	-0.4356441933
343	7.6000000000	20.0000000000	-0.4321301849
1017	7.4000000000	65.0000000000	-0.4272025375
418	7.6000000000	25.0000000000	-0.4258808631
1092	7.4000000000	70.0000000000	-0.4199315629
493	7.6000000000	30.0000000000	-0.4186737578
1167	7.4000000000	75.0000000000	-0.4140650046
568	7.6000000000	35.0000000000	-0.4107184573
1242	7.4000000000	80.0000000000	-0.4097439907
1317	7.4000000000	85.0000000000	-0.4071041506
1392	7.4000000000	90.0000000000	-0.4062144001
643	7.6000000000	40.0000000000	-0.4022890963
718	7.6000000000	45.0000000000	-0.3936417944
793	7.6000000000	50.0000000000	-0.3850324654
868	7.6000000000	55.0000000000	-0.3767310550
44	7.8000000000	0.0000000000	-0.3763873560
119	7.8000000000	5.0000000000	-0.3757396900
194	7.8000000000	10.0000000000	-0.3738221393
269	7.8000000000	15.0000000000	-0.3706998925
943	7.6000000000	60.0000000000	-0.3689612150
344	7.8000000000	20.0000000000	-0.3664695207
1018	7.6000000000	65.0000000000	-0.3619792865
419	7.8000000000	25.0000000000	-0.3612771891
1093	7.6000000000	70.0000000000	-0.3559628297
494	7.8000000000	30.0000000000	-0.3552875082
1168	7.6000000000	75.0000000000	-0.3511098056
569	7.8000000000	35.0000000000	-0.3486738589
1243	7.6000000000	80.0000000000	-0.3475341268
1318	7.6000000000	85.0000000000	-0.3453501359
1393	7.6000000000	90.0000000000	-0.3446135775
644	7.8000000000	40.0000000000	-0.3416649361
719	7.8000000000	45.0000000000	-0.3344736312
794	7.8000000000	50.0000000000	-0.3273126111
45	8.0000000000	0.0000000000	-0.3205209680
869	7.8000000000	55.0000000000	-0.3204072802
120	8.0000000000	5.0000000000	-0.3199795262
195	8.0000000000	10.0000000000	-0.3183764814
270	8.0000000000	15.0000000000	-0.3157671475
944	7.8000000000	60.0000000000	-0.3139395839
345	8.0000000000	20.0000000000	-0.3122309729
1019	7.8000000000	65.0000000000	-0.3081294313
420	8.0000000000	25.0000000000	-0.3078908650
1094	7.8000000000	70.0000000000	-0.3031201430
495	8.0000000000	30.0000000000	-0.3028850855
1169	7.8000000000	75.0000000000	-0.2990822461
570	8.0000000000	35.0000000000	-0.2973536678
1244	7.8000000000	80.0000000000	-0.2961046362
1319	7.8000000000	85.0000000000	-0.2942858493
1394	7.8000000000	90.0000000000	-0.2936728563
645	8.0000000000	40.0000000000	-0.2914923773
720	8.0000000000	45.0000000000	-0.2854781131
795	8.0000000000	50.0000000000	-0.2794877741
46	8.2000000000	0.0000000000	-0.2741472969
870	8.0000000000	55.0000000000	-0.2737114181
121	8.2000000000	5.0000000000	-0.2736923272
196	8.2000000000	10.0000000000	-0.2723449716
271	8.2000000000	15.0000000000	-0.2701526376
945	8.0000000000	60.0000000000	-0.2682969819
346	8.2000000000	20.0000000000	-0.2671809536
421	8.2000000000	25.0000000000	-0.2635341633
1020	8.0000000000	65.0000000000	-0.2634347383
496	8.2000000000	30.0000000000	-0.2593290298
1095	8.0000000000	70.0000000000	-0.2592394825
1170	8.0000000000	75.0000000000	-0.2558597904
571	8.2000000000	35.0000000000	-0.2546785798
1245	8.0000000000	80.0000000000	-0.2533663432
1320	8.0000000000	85.0000000000	-0.2518434079
1395	8.0000000000	90.0000000000	-0.2513296185
646	8.2000000000	40.0000000000	-0.2497511538
721	8.2000000000	45.0000000000	-0.2446948977
796	8.2000000000	50.0000000000	-0.2396572990
47	8.4000000000	0.0000000000	-0.2354547948
122	8.4000000000	5.0000000000	-0.2350704968
871	8.2000000000	55.0000000000	-0.2347987856
197	8.4000000000	10.0000000000	-0.2339327390
272	8.4000000000	15.0000000000	-0.2320825694
946	8.2000000000	60.0000000000	-0.2302422744
347	8.4000000000	20.0000000000	-0.2295733155
422	8.4000000000	25.0000000000	-0.2264947460
1021	8.2000000000	65.0000000000	-0.2261508287
497	8.4000000000	30.0000000000	-0.2229443055
1096	8.2000000000	70.0000000000	-0.2226190425
1171	8.2000000000	75.0000000000	-0.2197755275
572	8.4000000000	35.0000000000	-0.2190150500
1246	8.2000000000	80.0000000000	-0.2176753763
1321	8.2000000000	85.0000000000	-0.2163940857
1396	8.2000000000	90.0000000000	-0.2159612791
647	8.4000000000	40.0000000000	-0.2148520563
722	8.4000000000	45.0000000000	-0.2105806395
797	8.4000000000	50.0000000000	-0.2063226122
48	8.6000000000	0.0000000000	-0.2030177618
123	8.6000000000	5.0000000000	-0.2026920653
872	8.4000000000	55.0000000000	-0.2022171190
198	8.6000000000	10.0000000000	-0.2017265936
273	8.6000000000	15.0000000000	-0.2001575699
947	8.4000000000	60.0000000000	-0.1983620502
348	8.6000000000	20.0000000000	-0.1980291052
423	8.6000000000	25.0000000000	-0.1954180154
1022	8.4000000000	65.0000000000	-0.1949024701
498	8.6000000000	30.0000000000	-0.1924072638
1097	8.4000000000	70.0000000000	-0.1919136632
1172	8.4000000000	75.0000000000	-0.1895090990
573	8.6000000000	35.0000000000	-0.1890716889
1247	8.4000000000	80.0000000000	-0.1877322335
1322	8.4000000000	85.0000000000	-0.1866482490
1397	8.4000000000	90.0000000000	-0.1862815074
648	8.6000000000	40.0000000000	-0.1855383650
723	8.6000000000	45.0000000000	-0.1819128645
798	8.6000000000	50.0000000000	-0.1782970201
49	8.8000000000	0.0000000000	-0.1757039265
124	8.8000000000	5.0000000000	-0.1754256344
873	8.6000000000	55.0000000000	-0.1748102243
199	8.8000000000	10.0000000000	-0.1746030406
274	8.8000000000	15.0000000000	-0.1732671002
948	8.6000000000	60.0000000000	-0.1715339089
349	8.8000000000	20.0000000000	-0.1714535811
424	8.8000000000	25.0000000000	-0.1692292064
1023	8.6000000000	65.0000000000	-0.1685944839
499	8.8000000000	30.0000000000	-0.1666639866
1098	8.6000000000	70.0000000000	-0.1660527496
1173	8.6000000000	75.0000000000	-0.1640103172
574	8.8000000000	35.0000000000	-0.1638195951
1248	8.6000000000	80.0000000000	-0.1624990155
1323	8.6000000000	85.0000000000	-0.1615776609
1398	8.6000000000	90.0000000000	-0.1612657874
649	8.8000000000	40.0000000000	-0.1608073059
724	8.8000000000	45.0000000000	-0.1577160050
799	8.8000000000	50.0000000000	-0.1546315096
50	9.0000000000	0.0000000000	-0.1526048777
125	9.0000000000	5.0000000000	-0.1523669694
200	9.0000000000	10.0000000000	-0.1516631129
874	8.8000000000	55.0000000000	-0.1516571869
275	9.0000000000	15.0000000000	-0.1505203118
350	9.0000000000	20.0000000000	-0.1489684048
949	8.8000000000	60.0000000000	-0.1488595450
425	9.0000000000	25.0000000000	-0.1470651231
1024	8.8000000000	65.0000000000	-0.1463509492
500	9.0000000000	30.0000000000	-0.1448710363
1099	8.8000000000	70.0000000000	-0.1441801264
1174	8.8000000000	75.0000000000	-0.1424366209
575	9.0000000000	35.0000000000	-0.1424350833
1249	8.8000000000	80.0000000000	-0.1411463291
1324	8.8000000000	85.0000000000	-0.1403588543
1399	8.8000000000	90.0000000000	-0.1400928508
650	9.0000000000	40.0000000000	-0.1398551608
725	9.0000000000	45.0000000000	-0.1372078572
800	9.0000000000	50.0000000000	-0.1345649450
875	9.0000000000	55.0000000000	-0.1320172816
950	9.0000000000	60.0000000000	-0.1296177670
1025	9.0000000000	65.0000000000	-0.1274675727
1100	9.0000000000	70.0000000000	-0.1256055513
1175	9.0000000000	75.0000000000	-0.1241118059
1250	9.0000000000	80.0000000000	-0.1230047757
1325	9.0000000000	85.0000000000	-0.1223296726
1400	9.0000000000	90.0000000000	-0.1221011990
51	9.5000000000	0.0000000000	-0.1088475642
126	9.5000000000	5.0000000000	-0.1086831783
201	9.5000000000	10.0000000000	-0.1081979208
276	9.5000000000	15.0000000000	-0.1074102246
351	9.5000000000	20.0000000000	-0.1063391899
426	9.5000000000	25.0000000000	-0.1050276083
501	9.5000000000	30.0000000000	-0.1035154301
576	9.5000000000	35.0000000000	-0.1018309626
651	9.5000000000	40.0000000000	-0.1000488262
726	9.5000000000	45.0000000000	-0.0982199433
801	9.5000000000	50.0000000000	-0.0963923797
876	9.5000000000	55.0000000000	-0.0946319727
951	9.5000000000	60.0000000000	-0.0929676972
1026	9.5000000000	65.0000000000	-0.0914796595
1101	9.5000000000	70.0000000000	-0.0901876117
1176	9.5000000000	75.0000000000	-0.0891552017
1251	9.5000000000	80.0000000000	-0.0883879219
1326	9.5000000000	85.0000000000	-0.0879210973
1401	9.5000000000	90.0000000000	-0.0877621975
52	10.0000000000	0.0000000000	-0.0791087514
127	10.0000000000	5.0000000000	-0.0789922128
202	10.0000000000	10.0000000000	-0.0786487322
277	10.0000000000	15.0000000000	-0.0780928030
352	10.0000000000	20.0000000000	-0.0773362742
427	10.0000000000	25.0000000000	-0.0764107528
502	10.0000000000	30.0000000000	-0.0753443247
577	10.0000000000	35.0000000000	-0.0741514805
652	10.0000000000	40.0000000000	-0.0728916948
727	10.0000000000	45.0000000000	-0.0715996470
802	10.0000000000	50.0000000000	-0.0703056250
877	10.0000000000	55.0000000000	-0.0690618612
952	10.0000000000	60.0000000000	-0.0678806506
1027	10.0000000000	65.0000000000	-0.0668280487
1102	10.0000000000	70.0000000000	-0.0659110856
1177	10.0000000000	75.0000000000	-0.0651824274
1252	10.0000000000	80.0000000000	-0.0646381318
1327	10.0000000000	85.0000000000	-0.0643082622
1402	10.0000000000	90.0000000000	-0.0641952324
53	10.5000000000	0.0000000000	-0.0584632119
128	10.5000000000	5.0000000000	-0.0583784958
203	10.5000000000	10.0000000000	-0.0581307099
278	10.5000000000	15.0000000000	-0.0577303869
353	10.5000000000	20.0000000000	-0.0571847720
428	10.5000000000	25.0000000000	-0.0565177905
503	10.5000000000	30.0000000000	-0.0557509474
578	10.5000000000	35.0000000000	-0.0548884095
653	10.5000000000	40.0000000000	-0.0539793466
728	10.5000000000	45.0000000000	-0.0530476778
803	10.5000000000	50.0000000000	-0.0521140316
878	10.5000000000	55.0000000000	-0.0512172573
953	10.5000000000	60.0000000000	-0.0503613066
1028	10.5000000000	65.0000000000	-0.0496023637
1103	10.5000000000	70.0000000000	-0.0489375748
1178	10.5000000000	75.0000000000	-0.0484139078
1253	10.5000000000	80.0000000000	-0.0480206117
1328	10.5000000000	85.0000000000	-0.0477822605
1403	10.5000000000	90.0000000000	-0.0477003982
54	11.0000000000	0.0000000000	-0.0438567353
129	11.0000000000	5.0000000000	-0.0437948465
204	11.0000000000	10.0000000000	-0.0436120216
279	11.0000000000	15.0000000000	-0.0433185871
354	11.0000000000	20.0000000000	-0.0429176060
429	11.0000000000	25.0000000000	-0.0424283969
504	11.0000000000	30.0000000000	-0.0418678611
579	11.0000000000	35.0000000000	-0.0412322591
654	11.0000000000	40.0000000000	-0.0405641797
729	11.0000000000	45.0000000000	-0.0398809549
804	11.0000000000	50.0000000000	-0.0391944396
879	11.0000000000	55.0000000000	-0.0385373295
954	11.0000000000	60.0000000000	-0.0379054639
1029	11.0000000000	65.0000000000	-0.0373482155
1104	11.0000000000	70.0000000000	-0.0368579116
1179	11.0000000000	75.0000000000	-0.0364749267
1254	11.0000000000	80.0000000000	-0.0361847827
1329	11.0000000000	85.0000000000	-0.0360100825
1404	11.0000000000	90.0000000000	-0.0359501649
55	11.5000000000	0.0000000000	-0.0333469753
130	11.5000000000	5.0000000000	-0.0333002289
205	11.5000000000	10.0000000000	-0.0331630556
280	11.5000000000	15.0000000000	-0.0329448964
355	11.5000000000	20.0000000000	-0.0326448748
430	11.5000000000	25.0000000000	-0.0322809870
505	11.5000000000	30.0000000000	-0.0318644269
580	11.5000000000	35.0000000000	-0.0313879460
655	11.5000000000	40.0000000000	-0.0308897357
730	11.5000000000	45.0000000000	-0.0303807744
805	11.5000000000	50.0000000000	-0.0298678645
880	11.5000000000	55.0000000000	-0.0293786522
955	11.5000000000	60.0000000000	-0.0289043702
1030	11.5000000000	65.0000000000	-0.0284891232
1105	11.5000000000	70.0000000000	-0.0281210654
1180	11.5000000000	75.0000000000	-0.0278368443
1255	11.5000000000	80.0000000000	-0.0276204441
1330	11.5000000000	85.0000000000	-0.0274900763
1405	11.5000000000	90.0000000000	-0.0274450827
56	12.0000000000	0.0000000000	-0.0256677775
131	12.0000000000	5.0000000000	-0.0256320034
206	12.0000000000	10.0000000000	-0.0255281901
281	12.0000000000	15.0000000000	-0.0253629278
356	12.0000000000	20.0000000000	-0.0251351123
431	12.0000000000	25.0000000000	-0.0248612086
506	12.0000000000	30.0000000000	-0.0245473608
581	12.0000000000	35.0000000000	-0.0241845678
656	12.0000000000	40.0000000000	-0.0238072905
731	12.0000000000	45.0000000000	-0.0234227711
806	12.0000000000	50.0000000000	-0.0230343031
881	12.0000000000	55.0000000000	-0.0226653627
956	12.0000000000	60.0000000000	-0.0223034523
1031	12.0000000000	65.0000000000	-0.0219904779
1106	12.0000000000	70.0000000000	-0.0217093320
1181	12.0000000000	75.0000000000	-0.0214962223
1256	12.0000000000	80.0000000000	-0.0213316181
1331	12.0000000000	85.0000000000	-0.0212335124
1406	12.0000000000	90.0000000000	-0.0211990545
57	12.5000000000	0.0000000000	-0.0199785548
132	12.5000000000	5.0000000000	-0.0199509024
207	12.5000000000	10.0000000000	-0.0198707929
282	12.5000000000	15.0000000000	-0.0197441585
357	12.5000000000	20.0000000000	-0.0195692368
432	12.5000000000	25.0000000000	-0.0193596390
507	12.5000000000	30.0000000000	-0.0191206298
582	12.5000000000	35.0000000000	-0.0188410184
657	12.5000000000	40.0000000000	-0.0185517509
732	12.5000000000	45.0000000000	-0.0182574369
807	12.5000000000	50.0000000000	-0.0179596079
882	12.5000000000	55.0000000000	-0.0176775825
957	12.5000000000	60.0000000000	-0.0173975345
1032	12.5000000000	65.0000000000	-0.0171578672
1107	12.5000000000	70.0000000000	-0.0169408089
1182	12.5000000000	75.0000000000	-0.0167794920
1257	12.5000000000	80.0000000000	-0.0166528575
1332	12.5000000000	85.0000000000	-0.0165775792
1407	12.5000000000	90.0000000000	-0.0165510216
58	13.0000000000	0.0000000000	-0.0157102132
133	13.0000000000	5.0000000000	-0.0156884868
208	13.0000000000	10.0000000000	-0.0156259337
283	13.0000000000	15.0000000000	-0.0155280495
358	13.0000000000	20.0000000000	-0.0153913159
433	13.0000000000	25.0000000000	-0.0152293441
508	13.0000000000	30.0000000000	-0.0150460856
583	13.0000000000	35.0000000000	-0.0148268285
658	13.0000000000	40.0000000000	-0.0146020852
733	13.0000000000	45.0000000000	-0.0143744912
808	13.0000000000	50.0000000000	-0.0141429455
883	13.0000000000	55.0000000000	-0.0139258842
958	13.0000000000	60.0000000000	-0.0137061904
1033	13.0000000000	65.0000000000	-0.0135207331
1108	13.0000000000	70.0000000000	-0.0133506427
1183	13.0000000000	75.0000000000	-0.0132272955
1258	13.0000000000	80.0000000000	-0.0131287532
1333	13.0000000000	85.0000000000	-0.0130705915
1408	13.0000000000	90.0000000000	-0.0130501813
59	13.5000000000	0.0000000000	-0.0124698902
134	13.5000000000	5.0000000000	-0.0124523338
209	13.5000000000	10.0000000000	-0.0124031703
284	13.5000000000	15.0000000000	-0.0123265727
359	13.5000000000	20.0000000000	-0.0122196903
434	13.5000000000	25.0000000000	-0.0120930527
509	13.5000000000	30.0000000000	-0.0119508330
584	13.5000000000	35.0000000000	-0.0117772276
659	13.5000000000	40.0000000000	-0.0116003317
734	13.5000000000	45.0000000000	-0.0114227777
809	13.5000000000	50.0000000000	-0.0112412720
884	13.5000000000	55.0000000000	-0.0110720549
959	13.5000000000	60.0000000000	-0.0108975730
1034	13.5000000000	65.0000000000	-0.0107529392
1109	13.5000000000	70.0000000000	-0.0106181831
1184	13.5000000000	75.0000000000	-0.0105227098
1259	13.5000000000	80.0000000000	-0.0104447991
1334	13.5000000000	85.0000000000	-0.0104000270
1409	13.5000000000	90.0000000000	-0.0103835653
60	14.0000000000	0.0000000000	-0.0099845585
135	14.0000000000	5.0000000000	-0.0099705140
210	14.0000000000	10.0000000000	-0.0099305668
285	14.0000000000	15.0000000000	-0.0098704340
360	14.0000000000	20.0000000000	-0.0097846169
435	14.0000000000	25.0000000000	-0.0096854164
510	14.0000000000	30.0000000000	-0.0095737029
585	14.0000000000	35.0000000000	-0.0094347767
660	14.0000000000	40.0000000000	-0.0092949710
735	14.0000000000	45.0000000000	-0.0091553837
810	14.0000000000	50.0000000000	-0.0090107499
885	14.0000000000	55.0000000000	-0.0088781864
960	14.0000000000	60.0000000000	-0.0087377257
1035	14.0000000000	65.0000000000	-0.0086238164
1110	14.0000000000	70.0000000000	-0.0085156148
1185	14.0000000000	75.0000000000	-0.0084416527
1260	14.0000000000	80.0000000000	-0.0083802005
1335	14.0000000000	85.0000000000	-0.0083444265
1410	14.0000000000	90.0000000000	-0.0083312584
61	14.5000000000	0.0000000000	-0.0080586678
136	14.5000000000	5.0000000000	-0.0080472587
211	14.5000000000	10.0000000000	-0.0080149935
286	14.5000000000	15.0000000000	-0.0079671492
361	14.5000000000	20.0000000000	-0.0078984518
436	14.5000000000	25.0000000000	-0.0078190035
511	14.5000000000	30.0000000000	-0.0077314336
586	14.5000000000	35.0000000000	-0.0076186222
661	14.5000000000	40.0000000000	-0.0075069086
736	14.5000000000	45.0000000000	-0.0073960746
811	14.5000000000	50.0000000000	-0.0072801942
886	14.5000000000	55.0000000000	-0.0071755013
961	14.5000000000	60.0000000000	-0.0070611585
1036	14.5000000000	65.0000000000	-0.0069707316
1111	14.5000000000	70.0000000000	-0.0068825035
1186	14.5000000000	75.0000000000	-0.0068254397
1261	14.5000000000	80.0000000000	-0.0067756212
1336	14.5000000000	85.0000000000	-0.0067479688
1411	14.5000000000	90.0000000000	-0.0067369933
62	15.0000000000	0.0000000000	-0.0065528522
137	15.0000000000	5.0000000000	-0.0065427593
212	15.0000000000	10.0000000000	-0.0065166415
287	15.0000000000	15.0000000000	-0.0064784534
362	15.0000000000	20.0000000000	-0.0064224875
437	15.0000000000	25.0000000000	-0.0063597160
512	15.0000000000	30.0000000000	-0.0062901454
587	15.0000000000	35.0000000000	-0.0061970861
662	15.0000000000	40.0000000000	-0.0061077602
737	15.0000000000	45.0000000000	-0.0060182128
812	15.0000000000	50.0000000000	-0.0059255964
887	15.0000000000	55.0000000000	-0.0058419750
962	15.0000000000	60.0000000000	-0.0057473812
1037	15.0000000000	65.0000000000	-0.0056756148
1112	15.0000000000	70.0000000000	-0.0056031872
1187	15.0000000000	75.0000000000	-0.0055588517
1262	15.0000000000	80.0000000000	-0.0055180313
1337	15.0000000000	85.0000000000	-0.0054956467
1412	15.0000000000	90.0000000000	-0.0054870853
63	16.0000000000	0.0000000000	-0.0044213153
138	16.0000000000	5.0000000000	-0.0044140732
213	16.0000000000	10.0000000000	-0.0043958556
288	16.0000000000	15.0000000000	-0.0043703989
363	16.0000000000	20.0000000000	-0.0043330873
438	16.0000000000	25.0000000000	-0.0042918270
513	16.0000000000	30.0000000000	-0.0042483711
588	16.0000000000	35.0000000000	-0.0041842835
663	16.0000000000	40.0000000000	-0.0041241475
738	16.0000000000	45.0000000000	-0.0040662073
813	16.0000000000	50.0000000000	-0.0040040940
888	16.0000000000	55.0000000000	-0.0039507636
963	16.0000000000	60.0000000000	-0.0038847017
1038	16.0000000000	65.0000000000	-0.0038375124
1113	16.0000000000	70.0000000000	-0.0037872541
1188	16.0000000000	75.0000000000	-0.0037604781
1263	16.0000000000	80.0000000000	-0.0037330441
1338	16.0000000000	85.0000000000	-0.0037187781
1413	16.0000000000	90.0000000000	-0.0037126339
64	17.0000000000	0.0000000000	-0.0030561818
139	17.0000000000	5.0000000000	-0.0030504773
214	17.0000000000	10.0000000000	-0.0030373092
289	17.0000000000	15.0000000000	-0.0030204109
364	17.0000000000	20.0000000000	-0.0029940716
439	17.0000000000	25.0000000000	-0.0029668590
514	17.0000000000	30.0000000000	-0.0029394250
589	17.0000000000	35.0000000000	-0.0028928969
664	17.0000000000	40.0000000000	-0.0028516336
739	17.0000000000	45.0000000000	-0.0028132272
814	17.0000000000	50.0000000000	-0.0027704293
889	17.0000000000	55.0000000000	-0.0027357500
964	17.0000000000	60.0000000000	-0.0026874660
1039	17.0000000000	65.0000000000	-0.0026565200
1114	17.0000000000	70.0000000000	-0.0026198696
1189	17.0000000000	75.0000000000	-0.0026049424
1264	17.0000000000	80.0000000000	-0.0025856301
1339	17.0000000000	85.0000000000	-0.0025764137
1414	17.0000000000	90.0000000000	-0.0025715856
65	18.0000000000	0.0000000000	-0.0021567752
140	18.0000000000	5.0000000000	-0.0021530481
215	18.0000000000	10.0000000000	-0.0021433888
290	18.0000000000	15.0000000000	-0.0021321949
365	18.0000000000	20.0000000000	-0.0021124428
440	18.0000000000	25.0000000000	-0.0020944466
515	18.0000000000	30.0000000000	-0.0020775483
590	18.0000000000	35.0000000000	-0.0020422109
665	18.0000000000	40.0000000000	-0.0020136790
740	18.0000000000	45.0000000000	-0.0019875612
815	18.0000000000	50.0000000000	-0.0019574948
890	18.0000000000	55.0000000000	-0.0019353255
965	18.0000000000	60.0000000000	-0.0018980169
1040	18.0000000000	65.0000000000	-0.0018778250
1115	18.0000000000	70.0000000000	-0.0018499512
1190	18.0000000000	75.0000000000	-0.0018413898
1265	18.0000000000	80.0000000000	-0.0018277850
1340	18.0000000000	85.0000000000	-0.0018216407
1415	18.0000000000	90.0000000000	-0.0018183472
66	19.0000000000	0.0000000000	-0.0015512458
141	19.0000000000	5.0000000000	-0.0015486134
216	19.0000000000	10.0000000000	-0.0015404918
291	19.0000000000	15.0000000000	-0.0015325915
366	19.0000000000	20.0000000000	-0.0015178858
441	19.0000000000	25.0000000000	-0.0015060370
516	19.0000000000	30.0000000000	-0.0014952830
591	19.0000000000	35.0000000000	-0.0014682856
666	19.0000000000	40.0000000000	-0.0014476539
741	19.0000000000	45.0000000000	-0.0014300975
816	19.0000000000	50.0000000000	-0.0014090261
891	19.0000000000	55.0000000000	-0.0013945418
966	19.0000000000	60.0000000000	-0.0013646937
1041	19.0000000000	65.0000000000	-0.0013515256
1116	19.0000000000	70.0000000000	-0.0013293563
1191	19.0000000000	75.0000000000	-0.0013260659
1266	19.0000000000	80.0000000000	-0.0013157516
1341	19.0000000000	85.0000000000	-0.0013120214
1416	19.0000000000	90.0000000000	-0.0013091675
67	20.0000000000	0.0000000000	-0.0011344642
142	20.0000000000	5.0000000000	-0.0011318319
217	20.0000000000	10.0000000000	-0.0011252447
292	20.0000000000	15.0000000000	-0.0011195402
367	20.0000000000	20.0000000000	-0.0011085678
442	20.0000000000	25.0000000000	-0.0011002278
517	20.0000000000	30.0000000000	-0.0010949600
592	20.0000000000	35.0000000000	-0.0010732304
667	20.0000000000	40.0000000000	-0.0010576483
742	20.0000000000	45.0000000000	-0.0010460147
817	20.0000000000	50.0000000000	-0.0010299959
892	20.0000000000	55.0000000000	-0.0010214345
967	20.0000000000	60.0000000000	-0.0009970726
1042	20.0000000000	65.0000000000	-0.0009887326
1117	20.0000000000	70.0000000000	-0.0009707364
1192	20.0000000000	75.0000000000	-0.0009700752
1267	20.0000000000	80.0000000000	-0.0009623964
1342	20.0000000000	85.0000000000	-0.0009599824
1417	20.0000000000	90.0000000000	-0.0009580081
68	21.0000000000	0.0000000000	-0.0008412450
143	21.0000000000	5.0000000000	-0.0008390524
218	21.0000000000	10.0000000000	-0.0008337846
293	21.0000000000	15.0000000000	-0.0008302727
368	21.0000000000	20.0000000000	-0.0008210562
443	21.0000000000	25.0000000000	-0.0008162281
518	21.0000000000	30.0000000000	-0.0008138141
593	21.0000000000	35.0000000000	-0.0007958148
668	21.0000000000	40.0000000000	-0.0007841812
743	21.0000000000	45.0000000000	-0.0007767208
818	21.0000000000	50.0000000000	-0.0007639924
893	21.0000000000	55.0000000000	-0.0007591612
968	21.0000000000	60.0000000000	-0.0007387510
1043	21.0000000000	65.0000000000	-0.0007334831
1193	21.0000000000	75.0000000000	-0.0007203151
1118	21.0000000000	70.0000000000	-0.0007183408
1268	21.0000000000	80.0000000000	-0.0007139525
1343	21.0000000000	85.0000000000	-0.0007124148
1418	21.0000000000	90.0000000000	-0.0007108772
69	22.0000000000	0.0000000000	-0.0006325236
144	22.0000000000	5.0000000000	-0.0006298913
219	22.0000000000	10.0000000000	-0.0006257213
294	22.0000000000	15.0000000000	-0.0006233072
369	22.0000000000	20.0000000000	-0.0006158468
519	22.0000000000	30.0000000000	-0.0006127746
444	22.0000000000	25.0000000000	-0.0006125532
594	22.0000000000	35.0000000000	-0.0005967527
669	22.0000000000	40.0000000000	-0.0005879730
744	22.0000000000	45.0000000000	-0.0005831449
819	22.0000000000	50.0000000000	-0.0005743651
894	22.0000000000	55.0000000000	-0.0005721694
969	22.0000000000	60.0000000000	-0.0005537334
1044	22.0000000000	65.0000000000	-0.0005506613
1194	22.0000000000	75.0000000000	-0.0005412234
1119	22.0000000000	70.0000000000	-0.0005377115
1269	22.0000000000	80.0000000000	-0.0005366168
1344	22.0000000000	85.0000000000	-0.0005355189
1419	22.0000000000	90.0000000000	-0.0005344211
70	23.0000000000	0.0000000000	-0.0004806477
145	23.0000000000	5.0000000000	-0.0004784551
220	23.0000000000	10.0000000000	-0.0004749432
295	23.0000000000	15.0000000000	-0.0004731873
370	23.0000000000	20.0000000000	-0.0004670430
520	23.0000000000	30.0000000000	-0.0004668247
445	23.0000000000	25.0000000000	-0.0004655054
595	23.0000000000	35.0000000000	-0.0004527770
670	23.0000000000	40.0000000000	-0.0004464113
745	23.0000000000	45.0000000000	-0.0004435575
820	23.0000000000	50.0000000000	-0.0004365337
895	23.0000000000	55.0000000000	-0.0004358756
