1.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.2035
11.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.1353
21.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.2360
31.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.3067
41.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.4260
51.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.5838
61.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.6962
71.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.7819
81.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.8169
91.0000	1.0000	3.5000	1.0000	0.0000	0.0000	1.0000	-24.8536
