R	phi	theta2	theta1	E
2.80	60	0	90	-190.227905566894
2.80	60	0	120	-190.217900794776
2.80	60	0	150	-190.15512756492
2.80	60	0	180	-180.262902696551
2.80	60	30	0	-183.870408393338
2.80	60	30	30	-190.16633734647
2.80	60	30	60	-190.218684755567
2.80	60	30	90	-190.228427619235
2.80	60	30	120	-190.218422194507
2.80	60	30	150	-190.146114681386
2.80	60	30	180	-183.870408394347
2.80	60	60	0	-186.882025551061
2.80	60	60	30	-190.169071308223
2.80	60	60	60	-190.21991088384
2.80	60	60	90	-190.229380570234
2.80	60	60	120	-190.219640733802
2.80	60	60	150	-190.149036368546
2.80	60	60	180	-186.88202554815
2.80	60	90	0	-187.704978270784
2.80	60	90	30	-190.160962867856
2.80	60	90	60	-190.220347228859
2.80	60	90	90	-190.229813990445
2.80	60	90	120	-190.220347226818
2.80	60	90	150	-190.16096286699
2.80	60	90	180	-187.704978270265
2.80	90	0	0	-180.262902694312
2.80	90	0	30	-190.155127037987
2.80	90	0	60	-190.217898699469
2.80	90	0	90	-190.227905592115
2.80	90	0	120	-190.217898699503
2.80	90	0	150	-190.155127038865
2.80	90	0	180	-180.26290269655
2.80	90	30	0	-183.870408393338
2.80	90	30	30	-190.159518860351
2.80	90	30	60	-190.218625110197
2.80	90	30	90	-190.228400164188
2.80	90	30	120	-190.218625113464
2.80	90	30	150	-190.159518859058
2.80	90	30	180	-183.87040839435
2.80	90	60	0	-186.88202555106
2.80	90	60	30	-190.16668514518
2.80	90	60	60	-190.219982314508
2.80	90	60	90	-190.229310803421
2.80	90	60	120	-190.219982312893
2.80	90	60	150	-190.166685143479
2.80	90	60	180	-186.882025548153
2.80	90	90	0	-187.704978270784
2.80	90	90	30	-190.169687911314
2.80	90	90	60	-190.220614283692
2.80	90	90	90	-190.229727805829
2.80	90	90	120	-190.220614283772
2.80	90	90	150	-190.169687910948
2.80	90	90	180	-187.704978270265
2.90	0	0	30	-190.162615322604
2.90	0	0	60	-190.221211456854
2.90	0	0	90	-190.228921008698
2.90	0	0	120	-190.221211457668
2.90	0	0	150	-190.162615324608
2.90	0	30	0	-182.481826424234
2.90	0	30	30	-190.176120533933
2.90	0	30	60	-190.221761534109
2.90	0	30	90	-190.22939940376
2.90	0	30	120	-190.22131183724
2.90	0	30	150	-190.133512645203
2.90	0	30	180	-182.481826418953
2.90	0	60	0	-187.559115928301
2.90	0	60	30	-190.169980513493
2.90	0	60	60	-190.222406152352
2.90	0	60	90	-190.230252852198
2.90	0	60	120	-190.221879801751
2.90	0	60	150	-190.116361972132
2.90	0	60	180	-187.559115924786
2.90	0	90	0	-188.511117853357
2.90	0	90	30	-190.14174592932
2.90	0	90	60	-190.222428410204
2.90	0	90	90	-190.230631897468
2.90	0	90	120	-190.222428413134
2.90	0	90	150	-190.141745931068
2.90	0	90	180	-188.511117854841
2.90	30	0	30	-190.162615566441
2.90	30	0	60	-190.221213149619
2.90	30	0	90	-190.228922630909
2.90	30	0	120	-190.221213148434
2.90	30	0	150	-190.162615565085
2.90	30	30	0	-182.481826424233
2.90	30	30	30	-190.175667757411
2.90	30	30	60	-190.221786937563
2.90	30	30	90	-190.229375880393
2.90	30	30	120	-190.221406027309
2.90	30	30	150	-190.140496454546
2.90	30	30	180	-182.481826418945
2.90	30	60	0	-187.559115928298
2.90	30	60	30	-190.172917011798
2.90	30	60	60	-190.222532027624
2.90	30	60	90	-190.230190334521
2.90	30	60	120	-190.22210067567
2.90	30	60	150	-190.132663237259
2.90	30	60	180	-187.559115924784
2.90	30	90	0	-188.511117853359
2.90	30	90	30	-190.153227914953
2.90	30	90	60	-190.22265573423
2.90	30	90	90	-190.230554794367
2.90	30	90	120	-190.222655735988
2.90	30	90	150	-190.153227916566
2.90	30	90	180	-188.51111785484
2.90	60	0	30	-190.162615540317
2.90	60	0	60	-190.221212214093
2.90	60	0	90	-190.228920982088
2.90	60	0	120	-190.221212211033
2.90	60	0	150	-190.162615538127
2.90	60	30	0	-182.481826424233
2.90	60	30	30	-190.173197570564
2.90	60	30	60	-190.221815168609
2.90	60	30	90	-190.229325148038
2.90	60	30	120	-190.221605080922
2.90	60	30	150	-190.154728293643
2.90	60	30	180	-182.481826418953
2.90	60	60	0	-187.5591159283
2.90	60	60	30	-190.176637526325
2.90	60	60	60	-190.222757314514
2.90	60	60	90	-190.230063668865
2.90	60	60	120	-190.222536228777
2.90	60	60	150	-190.158753365409
2.90	60	60	180	-187.559115924785
2.90	60	90	0	-188.511117853359
2.90	60	90	30	-190.170119479202
2.90	60	90	60	-190.223086620573
2.90	60	90	90	-190.230399517542
2.90	60	90	120	-190.223086620236
2.90	60	90	150	-190.170119478913
2.90	60	90	180	-188.51111785484
2.90	90	0	30	-190.162615322463
2.90	90	0	60	-190.221210139268
2.90	90	0	90	-190.228921009422
2.90	90	0	120	-190.221210139818
2.90	90	0	150	-190.162615322347
2.90	90	30	0	-182.481826424231
2.90	90	30	30	-190.166604880415
2.90	90	30	60	-190.221764425418
2.90	90	30	90	-190.229300887317
2.90	90	30	120	-190.221764425208
2.90	90	30	150	-190.166604880593
2.90	90	30	180	-182.481826418948
2.90	90	60	0	-187.559115928298
2.90	90	60	30	-190.17349649621
2.90	90	60	60	-190.222804407527
2.90	90	60	90	-190.230002055651
2.90	90	60	120	-190.222804408055
2.90	90	60	150	-190.173496494255
2.90	90	60	180	-187.559115924784
2.90	90	90	0	-188.511117853359
2.90	90	90	30	-190.176563381847
2.90	90	90	60	-190.223289892658
2.90	90	90	90	-190.230323452732
2.90	90	90	120	-190.223289893113
2.90	90	90	150	-190.176563382296
2.90	90	90	180	-188.511117854842
3.00	0	0	30	-190.168685679884
3.00	0	0	60	-190.223754200845
3.00	0	0	90	-190.229632390864
3.00	0	0	120	-190.223754200122
3.00	0	0	150	-190.168685681092
3.00	0	30	0	-183.616916638723
3.00	0	30	30	-190.182031709935
3.00	0	30	60	-190.22417766195
3.00	0	30	90	-190.230010977135
3.00	0	30	120	-190.223826851132
3.00	0	30	150	-190.144716162933
3.00	0	30	180	-183.616916638012
3.00	0	60	0	-188.345973448124
3.00	0	60	30	-190.179284048882
3.00	0	60	60	-190.224679818358
3.00	0	60	90	-190.230685676418
3.00	0	60	120	-190.224260816976
3.00	0	60	150	-190.135759029805
3.00	0	60	180	-188.345973446848
3.00	0	90	0	-189.152841799435
3.00	0	90	30	-190.158929656891
3.00	0	90	60	-190.224694576892
3.00	0	90	90	-190.230984816902
3.00	0	90	120	-190.224694578047
3.00	0	90	150	-190.158929657252
3.00	0	90	180	-189.152841799106
3.00	30	0	30	-190.168685550037
3.00	30	0	60	-190.223755761028
3.00	30	0	90	-190.229634003497
3.00	30	0	120	-190.22375576275
3.00	30	0	150	-190.168685551244
3.00	30	30	0	-183.616916638724
3.00	30	30	30	-190.181394340007
3.00	30	30	60	-190.22419601471
3.00	30	30	90	-190.229990572803
3.00	30	30	120	-190.223899148794
3.00	30	30	150	-190.150396688609
3.00	30	30	180	-183.616916638012
3.00	30	60	0	-188.345973448123
3.00	30	60	30	-190.180881950545
3.00	30	60	60	-190.224772075807
3.00	30	60	90	-190.230631235375
3.00	30	60	120	-190.224429207416
3.00	30	60	150	-190.14754208916
3.00	30	60	180	-188.345973446848
3.00	30	90	0	-189.152841799436
3.00	30	90	30	-190.166260379145
3.00	30	90	60	-190.224864480538
3.00	30	90	90	-190.230917639479
3.00	30	90	120	-190.224864481459
3.00	30	90	150	-190.166260377468
3.00	30	90	180	-189.152841799108
3.00	60	0	30	-190.168685689677
3.00	60	0	60	-190.223754869202
3.00	60	0	90	-190.229632367299
3.00	60	0	120	-190.223754868628
3.00	60	0	150	-190.16868569357
3.00	60	30	0	-183.616916638723
3.00	60	30	30	-190.178722229716
3.00	60	30	60	-190.224214854235
3.00	60	30	90	-190.229945940495
3.00	60	30	120	-190.224051688834
3.00	60	30	150	-190.162179709752
3.00	60	30	180	-183.616916638012
3.00	60	60	0	-188.345973448122
3.00	60	60	30	-190.182689978527
3.00	60	60	60	-190.224936194161
3.00	60	60	90	-190.230520291317
3.00	60	60	120	-190.224761387231
3.00	60	60	150	-190.16707004083
3.00	60	60	180	-188.345973446848
3.00	60	90	0	-189.152841799436
3.00	60	90	30	-190.177467853225
3.00	60	90	60	-190.22518649849
3.00	60	90	90	-190.230781742747
3.00	60	90	120	-190.225186497483
3.00	60	90	150	-190.177467852977
3.00	60	90	180	-189.152841799106
3.00	90	0	30	-190.168685680078
3.00	90	0	60	-190.223752819067
3.00	90	0	90	-190.229632390147
3.00	90	0	120	-190.223752820062
3.00	90	0	150	-190.168685676771
3.00	90	30	0	-183.616916638723
3.00	90	30	30	-190.172430805265
3.00	90	30	60	-190.224173864198
3.00	90	30	90	-190.229924684864
3.00	90	30	120	-190.22417386662
3.00	90	30	150	-190.172430805472
3.00	90	30	180	-183.616916638012
3.00	90	60	0	-188.345973448124
3.00	90	60	30	-190.179173290344
3.00	90	60	60	-190.224966924534
3.00	90	60	90	-190.230466377627
3.00	90	60	120	-190.224966924813
3.00	90	60	150	-190.179173290273
3.00	90	60	180	-188.345973446849
3.00	90	90	0	-189.152841799435
3.00	90	90	30	-190.182165661869
3.00	90	90	60	-190.225338007935
3.00	90	90	90	-190.230715263016
3.00	90	90	120	-190.22533800863
3.00	90	90	150	-190.182165662499
3.00	90	90	180	-189.152841799107
3.10	0	0	0	-177.111500796727
3.10	0	0	30	-190.174053047892
3.10	0	0	60	-190.225689972166
3.10	0	0	90	-190.230120207291
3.10	0	0	120	-190.225689975565
3.10	0	0	150	-190.174053048107
3.10	0	0	180	-177.111500794747
3.10	0	30	0	-185.908698324212
3.10	0	30	30	-190.186441906416
3.10	0	30	60	-190.226011545483
3.10	0	30	90	-190.230421354602
3.10	0	30	120	-190.225748288495
3.10	0	30	150	-190.155164658977
3.10	0	30	180	-185.90869832262
3.10	0	60	0	-189.0143524722
3.10	0	60	30	-190.186370931284
3.10	0	60	60	-190.226404799505
3.10	0	60	90	-190.230958264097
3.10	0	60	120	-190.226083539932
3.10	0	60	150	-190.152179314763
3.10	0	60	180	-189.014352473535
3.10	0	90	0	-189.597561222586
3.10	0	90	30	-190.171953040723
3.10	0	90	60	-190.226422370411
3.10	0	90	90	-190.231196242941
3.10	0	90	120	-190.226422370001
3.10	0	90	150	-190.171953040815
3.10	0	90	180	-189.597561223967
3.10	30	0	0	-177.111500796729
3.10	30	0	30	-190.174052699129
3.10	30	0	60	-190.225691427922
3.10	30	0	90	-190.230121810357
3.10	30	0	120	-190.22569143136
3.10	30	0	150	-190.174052698753
3.10	30	0	180	-177.111500794747
3.10	30	30	0	-185.908698324213
3.10	30	30	30	-190.185740727262
3.10	30	30	60	-190.22602494786
3.10	30	30	90	-190.230403774623
3.10	30	30	120	-190.225802440676
3.10	30	30	150	-190.159583943573
3.10	30	30	180	-185.908698322624
3.10	30	60	0	-189.014352472198
3.10	30	60	30	-190.187129446046
3.10	30	60	60	-190.226471109706
3.10	30	60	90	-190.230911158628
3.10	30	60	120	-190.226208972262
3.10	30	60	150	-190.160291739402
3.10	30	60	180	-189.014352473536
3.10	30	90	0	-189.597561222586
3.10	30	90	30	-190.176366699041
3.10	30	90	60	-190.226546296379
3.10	30	90	90	-190.231138096031
3.10	30	90	120	-190.226546296727
3.10	30	90	150	-190.176366696555
3.10	30	90	180	-189.597561223967
3.10	60	0	0	-177.111500796728
3.10	60	0	30	-190.174052951486
3.10	60	0	60	-190.22569056753
3.10	60	0	90	-190.23012018105
3.10	60	0	120	-190.225690568009
3.10	60	0	150	-190.174052949681
3.10	60	0	180	-177.111500794747
3.10	60	30	0	-185.908698324212
3.10	60	30	30	-190.183195626452
3.10	60	30	60	-190.226037985141
3.10	60	30	90	-190.230364698917
3.10	60	30	120	-190.225916278498
3.10	60	30	150	-190.168958686962
3.10	60	30	180	-185.908698322623
3.10	60	60	0	-189.0143524722
3.10	60	60	30	-190.18727666751
3.10	60	60	60	-190.226588474873
3.10	60	60	90	-190.230814526745
3.10	60	60	120	-190.226456002276
3.10	60	60	150	-190.174302226597
3.10	60	60	180	-189.014352473534
3.10	60	90	0	-189.597561222586
3.10	60	90	30	-190.183635259621
3.10	60	90	60	-190.226780956172
3.10	60	90	90	-190.231019839677
3.10	60	90	120	-190.226780958135
3.10	60	90	150	-190.183635255991
3.10	60	90	180	-189.597561223964
3.10	90	0	0	-177.111500796727
3.10	90	0	30	-190.174053047413
3.10	90	0	60	-190.225688532919
3.10	90	0	90	-190.230120207431
3.10	90	0	120	-190.225688533719
3.10	90	0	150	-190.174053047641
3.10	90	0	180	-177.111500794745
3.10	90	30	0	-185.908698324213
3.10	90	30	30	-190.177604036382
3.10	90	30	60	-190.226006846765
3.10	90	30	90	-190.230346194099
3.10	90	30	120	-190.226006848681
3.10	90	30	150	-190.177604039237
3.10	90	30	180	-185.908698322624
3.10	90	60	0	-189.014352472201
3.10	90	60	30	-190.183909262701
3.10	90	60	60	-190.226608668987
3.10	90	60	90	-190.230767634385
3.10	90	60	120	-190.226608667481
3.10	90	60	150	-190.18390926246
3.10	90	60	180	-189.014352473536
3.10	90	90	0	-189.597561222586
3.10	90	90	30	-190.18656486834
3.10	90	90	60	-190.226890950669
3.10	90	90	90	-190.230962091218
3.10	90	90	120	-190.226890951585
3.10	90	90	150	-190.186564867359
3.10	90	90	180	-189.597561223967
3.20	0	0	0	-184.695841733283
3.20	0	0	30	-190.179206068374
3.20	0	0	60	-190.227149994426
3.20	0	0	90	-190.23044590863
3.20	0	0	120	-190.227149992091
3.20	0	0	150	-190.1792060704
3.20	0	0	180	-184.695841733619
3.20	0	30	0	-187.647202482406
