R	0.0	30.0	60.0	90.0	120.0	180.0
1.0	64870.370114	55785.317773	40190.280968	33400.103337	47645.793659	
1.1	58820.849859	49327.409851	33926.843797	27607.622704	40705.418243	
1.2	54505.13998	51748.821949	30464.7388	24031.487125	35148.054519	1347311.798189
1.3	46792.168244	40482.29035	27913.694491	21470.424225		478991.639893
1.4	40684.870361	33138.738935				230754.94093
1.5	36004.562433	26343.401978			19581.733761	132492.430143
1.6	23620.612681	20555.087236	16829.105673	13183.311194	14842.633375	86358.593019
1.7	17693.637758	15778.884323	13025.985299	10160.653347	11091.395228	
1.8	13177.183047	11972.562347	9974.380445	7726.146863	8231.991644	
1.9	9776.560056	9014.967276	7593.782854	5848.78255	6087.292181	31460.901948
2.0	7234.706977	6754.16657	5762.16642	4422.611267	4493.074514	23137.238913
2.1	5343.42842	5043.81709	4364.374556	3346.135997	3314.395751	17054.582822
2.2	3940.189832	3758.155495	3302.766795	2535.562173	2445.526876	12568.66383
2.3	2900.777637	2795.393066	2498.527427	1925.20358	1805.862499	9251.940628
2.4	2131.516519	2075.79307	1889.763235	1464.863774	1334.914449	6800.579113
2.5	1562.346165	1538.262216	1428.815427	1116.756416	987.82389	4991.310787
2.6	1141.161358	1136.674404	1079.446173	852.684591	731.553043	3658.16544
2.7	829.409162	836.538854	814.318396	651.692093	541.885575	2677.276168
2.8	598.624641	612.206156	612.897594	498.207997	401.126078	1956.177736
2.9	427.806012	444.58276	459.746777	380.63504	296.341935	1426.155505
3.0	301.442772	319.433827	343.246028	290.302583	218.084041	1036.533183
3.1	208.064032	226.107351	254.608619	220.701937	159.436921	750.138416
3.2	139.182426	156.624252	187.174943	166.930849	115.342427	539.722062
3.3	88.523826	105.003931	135.876733	125.287172	82.092577	385.256162
3.4	51.455076	66.774849	96.862238	92.971524	56.967659	271.994748
3.5	24.549851	38.594419	67.202519	67.856998	37.960548	189.099907
3.6	5.259477	17.969499	44.677711	48.331112	23.589912	128.572966
3.7	-8.329487	3.032156	27.607058	33.155946	12.743561	84.524277
3.8	-17.666864	-7.622885	14.719344	21.381334	4.587069	52.610138
3.9	-23.855146	-15.058753	5.051619	12.272492	-1.510977	29.634863
4.0	-27.742068	-20.088805	-2.133995	5.258027	-6.030884	13.245357
4.1	-29.965117	-23.32354	-7.394715	-0.108382	-9.339092	1.705947
4.2	-31.005205	-25.238198	-11.170808	-4.177799	-11.717147	-6.272
4.3	-31.218763	-26.191006	-13.803474	-7.226514	-13.380465	-11.652575
4.4	-30.864118	-26.45252	-15.561071	-9.473506	-14.494849	-15.158643
4.5	-30.124961	-26.225226	-16.654973	-11.092708	-15.187831	-17.328395
4.6	-29.129719	-25.659256	-17.251275	-12.222324	-15.557788	-18.556858
4.7	-27.967813	-24.864943	-17.479381	-12.971864	-15.680877	-19.129331
4.8	-26.702368	-23.922752	-17.438873	-13.427571	-15.616344	-19.249035
4.9	-25.379266	-22.891052	-17.205183	-13.656775	-15.410467	-19.059117
5.0	-24.032942	-21.811914	-16.834506	-13.711561	-15.099408	-18.659272
5.1	-22.689746	-20.715487	-16.368082	-13.631919	-14.711372	-18.118104
5.2	-21.36979	-19.623181	-15.835909	-13.448501	-14.268261	-17.4826
5.3	-20.088038	-18.549984	-15.259795	-13.184932	-13.786969	-16.785403
5.4	-18.855126	-17.506277	-14.655835	-12.859698	-13.280536	-16.050117
5.5	-17.678108	-16.499097	-14.036212	-12.487605	-12.759024	-15.294171
5.6	-16.561196	-15.533169	-13.410508	-12.080807	-12.230297	-14.532765
5.7	-15.506432	-14.611546	-12.786472	-11.649516	-11.700565	-13.776611
5.8	-14.514289	-13.736142	-12.170548	-11.202441	-11.17482	-13.034316
5.9	-13.584121	-12.907967	-11.568054	-10.747019	-10.657085	-12.312152
6.0	-12.714509	-12.127348	-10.983338	-10.28954	-10.150125	-11.614372
6.2	-11.148668	-10.70645	-9.8798	-9.388262	-9.180654	-10.301462
6.4	-9.79676	-9.466139	-8.876049	-8.527979	-8.27975	-9.105428
6.6	-8.634561	-8.390646	-7.975083	-7.725904	-7.453433	-8.028167
6.8	-7.638015	-7.46067	-7.172881	-6.987637	-6.702074	-7.068299
7.0	-6.782038	-6.655645	-6.459211	-6.312956	-6.022525	-6.221658
7.2	-6.044197	-5.956074	-5.823	-5.698538	-5.409909	-5.480644
7.4	-5.405087	-5.344952	-5.253425	-5.140094	-4.858867	-4.836572
7.6	-4.848543	-4.808202	-4.742728	-4.633416	-4.364171	-4.278391
