R	Gamma	E
2.50	5	2222069.573417
2.50	10	492485.989178
2.50	15	140774.35284
2.50	20	61411.598528
2.50	25	40511.248459
2.50	30	30140.579542
2.50	35	21916.777768
2.50	40	15267.880818
2.50	45	10397.184586
2.50	50	6933.08583
2.50	55	4579.754949
2.50	60	3033.706705
2.50	65	2029.819304
2.50	70	1380.744932
2.50	75	965.684068
2.50	80	711.177706
2.50	85	572.835579
2.50	90	529.043643
2.60	5	2386711.141706
2.60	10	477611.169553
2.60	15	127096.688358
2.60	20	52773.764384
2.60	25	34409.54882
2.60	30	25295.041172
2.60	35	17994.502778
2.60	40	12256.838983
2.60	45	8164.822028
2.60	50	5336.210349
2.60	55	3460.375305
2.60	60	2247.758882
2.60	65	1470.379431
2.60	70	972.421064
2.60	75	656.610882
2.60	80	463.782838
2.60	85	359.822674
2.60	90	326.996694
2.70	0	6856743.263737
2.70	5	1855406.887409
2.70	10	406682.382547
2.70	15	108552.536086
2.70	20	45191.895225
2.70	25	29545.158527
2.70	30	21344.237831
2.70	35	14781.588282
2.70	40	9816.750102
2.70	45	6382.758023
2.70	50	4083.634268
2.70	55	2596.556585
2.70	60	1651.743024
2.70	65	1053.661498
2.70	70	674.685836
2.70	75	436.360605
2.70	80	291.911897
2.70	85	214.422071
2.70	90	190.017377
2.80	0	2588710.427204
2.80	5	1178806.115297
2.80	10	309954.609715
2.80	15	88439.188204
2.80	20	38863.521567
2.80	25	25738.526281
2.80	30	18162.673789
2.80	35	12146.65643
2.80	40	7843.846099
2.80	45	4966.674082
2.80	50	3106.276794
2.80	55	1933.920261
2.80	60	1202.669033
2.80	65	745.988106
2.80	70	459.798276
2.80	75	281.449845
2.80	80	174.127429
2.80	85	116.848445
2.80	90	98.856974
2.90	0	1211208.269715
2.90	5	688600.9609
2.90	10	218671.598115
2.90	15	70151.47951
2.90	20	33938.744097
2.90	25	22800.398687
2.90	30	15566.507673
2.90	35	9992.540139
2.90	40	6250.343554
2.90	45	3845.973272
2.90	50	2347.593521
2.90	55	1429.278311
2.90	60	866.547514
2.90	65	520.50505
2.90	70	306.120958
2.90	75	173.757097
2.90	80	94.688788
2.90	85	52.71109
2.90	90	39.565426
3.00	0	608019.843818
3.00	5	392718.288881
3.00	10	148389.012041
3.00	15	55827.971137
3.00	20	30378.044908
3.00	25	20469.476893
3.00	30	13394.421814
3.00	35	8224.750054
3.00	40	4963.592851
3.00	45	2962.450165
3.00	50	1761.763789
3.00	55	1046.333963
3.00	60	616.721134
3.00	65	356.563115
3.00	70	197.297039
3.00	75	99.896802
3.00	80	42.15025
3.00	85	11.660473
3.00	90	2.139683
3.10	0	320968.506877
3.10	5	226256.831745
3.10	10	101050.661191
3.10	15	45982.821107
3.10	20	27898.1468
3.10	25	18502.285202
3.10	30	11513.52749
3.10	35	6756.85032
3.10	40	3924.926365
3.10	45	2268.608536
3.10	50	1311.849697
3.10	55	757.915465
3.10	60	432.388315
3.10	65	238.386239
3.10	70	121.08984
3.10	75	50.056006
3.10	80	8.268376
3.10	85	-13.669233
3.10	90	-20.49817
3.20	0	179702.326782
3.20	5	136214.566206
3.20	10	72340.645852
3.20	15	40004.195045
3.20	20	26084.188334
3.20	25	16696.922878
3.20	30	9820.294765
3.20	35	5526.261515
3.20	40	3087.457434
3.20	45	1725.976243
3.20	50	968.271454
3.20	55	542.223098
3.20	60	297.447522
3.20	65	154.010565
3.20	70	68.412792
3.20	75	17.107534
3.20	80	-12.828164
3.20	85	-28.448364
3.20	90	-33.294181
3.30	0	110127.933562
3.30	5	89564.36124
3.30	10	56681.517797
3.30	15	36737.889175
3.30	20	24480.107454
3.30	25	14916.982976
3.30	30	8299.467044
3.30	35	4489.759451
3.30	40	2413.673438
3.30	45	1303.482052
3.30	50	707.439946
3.30	55	382.073749
3.30	60	199.498883
3.30	65	94.41458
3.30	70	32.571418
3.30	75	-4.084217
3.30	80	-25.276939
3.30	85	-36.258548
3.30	90	-39.652985
3.40	0	77158.861052
3.40	5	67074.48878
3.40	10	49223.955768
3.40	15	34885.443137
3.40	20	22698.085221
3.40	25	13101.101453
3.40	30	6952.144481
3.40	35	3617.189735
3.40	40	1873.411063
3.40	45	976.107064
3.40	50	511.177449
3.40	55	264.075386
3.40	60	129.074421
3.40	65	52.849186
3.40	70	8.671368
3.40	75	-17.176945
3.40	80	-31.953914
3.40	85	-39.545578
3.40	90	-41.880816
3.50	0	63128.3826
3.50	5	57688.127897
3.50	10	46256.945299
3.50	15	33220.690773
3.50	20	20522.37203
3.50	25	11239.411793
3.50	30	5750.357517
3.50	35	2886.308862
3.50	40	1442.181162
3.50	45	723.79487
3.50	50	363.602233
3.50	55	177.86761
3.50	60	78.980685
3.50	65	24.303645
3.50	70	-6.829106
3.50	75	-24.748901
3.50	80	-34.841306
3.50	85	-39.965367
3.50	90	-41.530001
3.60	0	58752.586404
3.60	5	54995.512054
3.60	10	44941.107672
3.60	15	30776.058125
3.60	20	17960.934041
3.60	25	9408.734997
3.60	30	4687.803572
3.60	35	2279.1261
3.60	40	1099.878877
3.60	45	530.501707
3.60	50	253.802021
3.60	55	115.47846
3.60	60	43.799443
3.60	65	5.089926
3.60	70	-16.467058
3.60	75	-28.601327
3.60	80	-35.290415
3.60	85	-38.626422
3.60	90	-39.635042
3.70	0	59037.474656
3.70	5	55088.081362
3.70	10	42730.358964
3.70	15	27179.349509
3.70	20	15186.861748
3.70	25	7735.097924
3.70	30	3764.962767
3.70	35	1779.72256
3.70	40	829.977357
3.70	45	383.927118
3.70	50	172.832477
3.70	55	70.815495
3.70	60	19.477495
3.70	65	-7.477586
3.70	70	-22.04739
3.70	75	-29.984735
3.70	80	-34.21923
3.70	85	-36.272083
3.70	90	-36.88218
3.80	0	61297.689632
3.80	5	54210.727165
3.80	10	37599.257967
3.80	15	22818.418423
3.80	20	12407.636148
3.80	25	6240.238295
3.80	30	2979.818931
3.80	35	1373.509434
3.80	40	618.800063
3.80	45	272.651596
3.80	50	113.676515
3.80	55	39.25048
3.80	60	3.010535
3.80	65	-15.344893
3.80	70	-24.846863
3.80	75	-29.766692
3.80	80	-32.250438
3.80	85	-33.395837
3.80	90	-33.726009
3.90	0	64131.448346
3.90	5	44396.438656
3.90	10	30529.419614
3.90	15	18373.261679
3.90	20	9897.826664
3.90	25	4943.696817
3.90	30	2325.218959
3.90	35	1046.956257
3.90	40	455.436938
3.90	45	189.381456
3.90	50	70.9155
3.90	55	17.293665
3.90	60	-7.811641
3.90	65	-19.913366
3.90	70	-25.773393
3.90	75	-28.549538
3.90	80	-29.806474
3.90	85	-30.324272
3.90	90	-30.462062
4.00	0	66858.295976
4.00	5	33525.416505
4.00	10	23661.984138
4.00	15	14310.314368
4.00	20	7748.75867
4.00	25	3852.282554
4.00	30	1789.558745
4.00	35	787.534485
4.00	40	329.444618
4.00	45	127.65954
4.00	50	40.391591
4.00	55	2.338269
4.00	60	-14.607828
4.00	65	-22.194851
4.00	70	-25.467344
4.00	75	-26.751208
4.00	80	-27.172272
4.00	85	-27.268713
4.00	90	-27.27801
4.10	0	27925.461225
4.10	5	24796.146074
4.10	10	17829.75468
4.10	15	10937.55307
4.10	20	5962.799366
4.10	25	2957.129915
4.10	30	1358.682252
4.10	35	584.438055
4.10	40	233.608443
4.10	45	82.400794
4.10	50	18.935002
4.10	55	-7.550914
4.10	60	-18.557926
4.10	65	-22.920314
4.10	70	-24.389007
4.10	75	-24.663287
4.10	80	-24.535261
4.10	85	-24.360635
4.10	90	-24.288244
4.20	0	20211.703464
4.20	5	18083.568643
4.20	10	13227.236587
4.20	15	8239.462085
4.20	20	4520.804227
4.20	25	2239.217318
4.20	30	1017.835414
4.20	35	426.510306
4.20	40	161.562505
4.20	45	49.6253
4.20	50	4.151265
4.20	55	-13.803879
4.20	60	-20.522034
4.20	65	-22.617558
4.20	70	-22.863672
4.20	75	-22.48353
4.20	80	-22.010568
4.20	85	-21.670067
4.20	90	-21.54829
4.30	0	14551.52376
4.30	5	13108.219706
4.30	10	9723.126559
4.30	15	6127.682438
4.30	20	3382.148248
4.30	25	1672.959979
4.30	30	751.452123
4.30	35	305.713443
4.30	40	108.039722
4.30	45	26.237591
4.30	50	-5.756685
4.30	55	-17.470173
4.30	60	-21.131416
4.30	65	-21.668924
4.30	70	-21.120472
4.30	75	-20.339781
4.30	80	-19.666024
4.30	85	-19.230169
4.30	90	-19.079493
4.40	0	10446.907935
4.40	5	9453.660773
4.40	10	7083.195666
4.40	15	4506.415559
4.40	20	2499.879549
4.40	25	1233.794946
4.40	30	546.45583
4.40	35	214.486391
4.40	40	68.793988
4.40	45	9.856051
4.40	50	-12.13218
4.40	55	-19.322522
4.40	60	-20.842757
4.40	65	-20.348864
4.40	70	-19.314096
4.40	75	-18.307957
4.40	80	-17.529536
4.40	85	-17.04448
4.40	90	-16.880059
4.50	0	7464.160279
4.50	5	6777.199092
4.50	10	5117.395608
4.50	15	3280.8748
4.50	20	1826.79548
4.50	25	897.959144
4.50	30	390.885181
4.50	35	146.483809
4.50	40	40.436968
4.50	45	-1.339122
4.50	50	-15.968634
4.50	55	-19.926395
4.50	60	-19.988834
4.50	65	-18.847844
4.50	70	-17.541888
4.50	75	-16.429183
4.50	80	-15.606362
4.50	85	-15.103335
4.50	90	-14.932756
4.60	0	5304.651834
4.60	5	4828.855127
4.60	10	3668.396567
4.60	15	2365.815923
4.60	20	1319.762415
4.60	25	644.583392
4.60	30	274.367638
4.60	35	96.478166
4.60	40	20.300279
4.60	45	-8.729698
4.60	50	-18.005947
4.60	55	-19.697063
4.60	60	-18.806825
4.60	65	-17.293822
4.60	70	-15.863683
4.60	75	-14.716234
4.60	80	-13.888702
4.60	85	-13.386835
4.60	90	-13.218383
4.70	0	3748.68126
4.70	5	3419.198234
4.70	10	2609.463571
4.70	15	1689.741788
4.70	20	942.325213
4.70	25	455.796217
4.70	30	188.235264
4.70	35	60.240595
4.70	40	6.304882
4.70	45	-13.357569
4.70	50	-18.791339
4.70	55	-18.935969
4.70	60	-17.462007
4.70	65	-15.767673
4.70	70	-14.304984
4.70	75	-13.170646
4.70	80	-12.361953
4.70	85	-11.875251
4.70	90	-11.71238
4.80	0	2632.935246
4.80	5	2404.95965
4.80	10	1841.285416
4.80	15	1194.858967
4.80	20	664.422756
4.80	25	316.829367
4.80	30	125.404739
4.80	35	34.401574
4.80	40	-3.149974
4.80	45	-16.003549
4.80	50	-18.729456
4.80	55	-17.86014
4.80	60	-16.066208
4.80	65	-14.315217
4.80	70	-12.877533
4.80	75	-11.782569
4.80	80	-11.009383
4.80	85	-10.547851
4.80	90	-10.393418
4.90	0	1836.713637
4.90	5	1679.2594
4.90	10	1288.021547
4.90	15	835.855035
4.90	20	461.9587
4.90	25	215.753198
4.90	30	80.198572
4.90	35	16.321357
4.90	40	-9.289385
4.90	45	-17.254845
