R	0.0	30.0	60.0	90.0	120.0	180.0
1.0	65955.64186	55439.025047	38543.797077	31809.382344	47937.481321	
1.1	60519.389358	48975.621002	32102.666716	25691.455289	40436.077546	
1.2	52954.323914	52687.709124	28341.947489	21705.489048	34242.851249	1346976.134591
1.3	44020.117617	43845.121355	25493.08234	18770.040135		471882.81358
1.4	37027.280341	35885.566525				223609.240084
1.5	31666.055546	28766.447377			22495.297907	125326.624577
1.6	26492.157372	22619.079238	18994.252926	15226.931394	16860.12825	79445.643546
1.7	19959.30652	17473.663536	14584.377078	11500.069366	12544.004042	
1.8	14953.332845	13356.843552	11129.263742	8632.736569	9274.844562	
1.9	11164.674146	10125.408565	8445.25846	6450.2959	6818.108728	34168.711514
2.0	8306.908041	7622.46373	6376.504944	4801.251126	4985.127499	25291.89167
2.1	6160.654318	5706.047595	4793.635748	3562.049978	3625.446037	18748.873447
2.2	4554.626299	4250.993438	3589.325416	2634.271812	2621.471975	13882.533073
2.3	3356.002348	3152.673819	2676.932316	1941.539118	1883.297858	10259.366311
2.4	2463.337585	2327.247818	1988.174023	1425.582391	1342.939167	7567.420872
2.5	1799.942276	1709.251756	1470.000707	1042.232971	949.266396	5569.925237
2.6	1308.063197	1248.171461	1081.410971	758.069057	663.889836	4089.547687
2.7	944.24188	905.272064	790.825058	547.83783	458.054403	2994.176515
2.8	675.7853	651.009188	574.041852	392.515698	310.321164	2184.898494
2.9	478.129546	462.93714	412.603231	277.840559	204.783285	1587.761969
3.0	332.873875	324.112818	292.536934	193.185053	129.727942	1147.754202
3.1	226.300187	221.818995	203.32945	130.680884	76.591004	824.108322
3.2	148.241103	146.580599	137.124002	84.535407	39.163923	586.643596
3.3	91.203373	91.373615	88.070631	50.500491	12.975022	412.997583
3.4	49.685473	51.015187	51.827644	25.46411	-5.176932	286.567064
3.5	19.649943	21.681822	25.170211	7.141332	-17.57865	194.986312
3.6	-1.875831	0.548615	5.699502	-6.154783	-25.862732	129.021664
3.7	-17.092361	-14.48273	-8.377513	-15.679259	-31.198288	81.781569
3.8	-27.637093	-24.977637	-18.406285	-22.373071	-34.425294	48.147891
3.9	-34.73242	-32.108719	-25.400708	-26.945823	-36.149937	24.353144
