R	Gamma	E
1.00	0	65955.64186
1.00	10	64584.618186
1.00	20	60802.480194
1.00	30	55439.025047
1.00	40	49450.738489
1.00	50	43627.340439
1.00	60	38543.797077
1.00	70	34631.57023
1.00	80	32258.870954
1.00	90	31809.382344
1.00	100	33772.371904
1.00	110	38834.51257
1.00	120	47937.481321
1.00	130	62187.171279
1.00	140	82983.033364
1.00	150	115867.931149
1.00	160	197280.393295
1.00	170	544787.361751
1.10	0	60519.389358
1.10	20	54746.713773
1.10	30	48975.621002
1.10	40	42801.476717
1.10	50	37016.053391
1.10	60	32102.666716
1.10	70	28387.619352
1.10	80	26147.499414
1.10	90	25691.455289
1.10	100	27447.828057
1.10	110	32055.835652
1.10	120	40436.077546
1.10	130	53710.358454
1.10	140	73163.337672
1.10	150	103667.206709
1.10	160	182259.214148
1.10	170	597406.854655
1.20	0	52954.323914
1.20	10	53075.320132
1.20	20	53898.31622
1.20	30	52687.709124
1.20	40	39172.489076
1.20	50	33251.557028
1.20	60	28341.947489
1.20	70	24649.83882
1.20	80	22360.082369
1.20	90	21705.489048
1.20	100	23042.464693
1.20	110	26937.297546
1.20	120	34242.851249
1.20	130	46063.412926
1.20	140	63604.499843
1.20	150	90468.049722
1.20	160	161565.217985
1.20	170	435057.391779
1.20	180	1346976.134591
1.30	0	44020.117617
1.30	10	44050.954212
1.30	20	44241.675576
1.30	30	43845.121355
1.30	50	30241.022287
1.30	60	25493.08234
1.30	70	21909.994597
1.30	80	19611.74832
1.30	90	18770.040135
1.30	100	19672.465899
1.30	160	126051.071158
1.30	170	268361.701526
1.30	180	471882.81358
1.40	0	37027.280341
1.40	10	36924.025845
1.40	20	36797.939237
1.40	30	35885.566525
1.40	40	34217.375112
1.40	140	48114.381866
1.40	150	65984.740004
1.40	160	96760.890691
1.40	170	154901.474332
1.40	180	223609.240084
1.50	0	31666.055546
1.50	20	30460.867012
1.50	30	28766.447377
1.50	40	27296.653479
1.50	50	25865.752083
1.50	120	22495.297907
1.50	130	27966.083131
1.50	140	37428.132712
1.50	150	51944.489679
1.50	170	99729.795613
1.50	180	125326.624577
1.60	0	26492.157372
1.60	10	25560.764181
1.60	20	24037.266089
1.60	30	22619.079238
1.60	40	21375.325937
1.60	50	20208.731045
1.60	60	18994.252926
1.60	70	17682.117798
1.60	80	16357.089873
1.60	90	15226.931394
1.60	100	14608.492088
1.60	110	14949.168877
1.60	120	16860.12825
1.60	130	21141.467356
1.60	140	28713.403774
1.60	150	40321.586903
1.60	170	79299.597429
1.60	180	79445.643546
