R	0	30	60	90
1.0	1327628.174488	330133.270617	97127.37624	106847.885453
1.1	758174.63939	231791.858196	81299.655538	83526.78378
1.2	502649.034367	176477.706179	68286.709813	61273.251973
1.3	403240.369466	147576.646747	56540.157573	44961.510276
1.4	404317.484483	132511.17687	45676.609565	32907.328012
1.5	505417.010276	122856.339469	35988.206169	23930.153636
1.6	760594.501579	113949.932244	27814.759643	17281.213708
1.7	1311020.443936	104481.242763	21226.579103	12393.828766
1.8	2627622.165034	95007.010334	16063.325667	8826.955016
1.9	6609517.964699	86236.747033	12080.13125	6240.680239
2.0		78532.576544	9036.545413	4376.695413
2.1		71918.132138	6726.894312	3041.007747
2.2	3657131.351071	66132.390333	4983.794734	2089.322642
2.3	1702953.893492	60703.412188	3674.524607	1415.196063
2.4	915928.84993	55092.929379	2695.139646	940.673433
2.5	569939.788432	48989.107874	1965.204469	609.03837
2.6	435131.611626	42727.754544	1422.9625	379.207517
2.7	431316.591676	37191.36801	1021.341833	221.610133
2.8	553536.070452	32569.804099	724.734973	114.989836
2.9	868274.570768	28428.685925	506.347092	44.126381
3.0	1577804.579992	24593.04126	346.115543	-1.86724
3.1	3306868.381097	21084.459181	229.050661	-30.687421
3.2		17943.993795	143.980937	-47.863047
3.3		15184.848496	82.577634	-57.159053
3.4	7532937.756845	12793.482942	38.632707	-61.247441
3.5	2777051.126842	10739.914712	7.511521	-61.949887
3.6	1299733.458792	8986.852577	-14.166203	-60.518183
3.7	660601.877571	7495.819791	-28.943823	-57.79611
3.8	357950.96798	6230.658782	-38.680119	-54.370268
3.9	209372.415879	5159.120375	-44.745715	-50.62847
4.0	136181.346322	4253.276215	-48.156372	-46.828396
4.1	101363.606151	3489.291705	-49.622013	-43.128975
4.2	86395.127846	2846.897656	-49.739179	-39.62205
4.3	81605.291318	2308.808726	-48.906868	-36.348539
4.4	81813.703029	1860.157824	-47.43499	-33.324186
4.5	84220.261654	1488.052866	-45.553692	-30.542872
4.6	87328.99585	1181.223754	-43.432871	-27.997029
4.7	37114.127772	929.802076	-41.191039	-25.671571
4.8	27709.079915	725.104295	-38.91028	-23.551384
4.9	20573.258972	559.565032	-36.642973	-21.623062
5.0	15217.97377	426.612556	-34.423632	-19.875139
5.1	11226.088032	320.581788	-32.272612	-18.293827
5.2	8263.561878	236.624822	-30.205493	-16.861678
5.3	6071.363003	170.642396	-28.227374	-15.569639
5.4	4452.343412	119.189902	-26.346071	-14.399101
5.5	3258.230417	79.414111	-24.569801	-13.338512
5.6	2378.364691	48.938692	-22.898018	-12.375623
5.7	1730.541233	25.88349	-21.331965	-11.500052
5.8	1253.867544	8.657564	-19.874207	-10.697992
5.9	903.325131	-3.953218	-18.519647	-9.967678
6.0	645.713867	-13.011027	-17.266457	-9.295648
6.2	318.05394	-23.48384	-15.0428	-8.112328
6.4	143.232335	-27.445753	-13.149218	-7.110574
6.6	51.849626	-27.822076	-11.533614	-6.254875
6.8	5.798731	-26.375487	-10.143478	-5.524531
7.0	-15.931778	-24.101252	-8.94108	-4.898193
7.2	-24.874383	-21.540476	-7.897758	-4.358103
7.4	-27.275547	-18.973627	-6.987573	-3.889966
7.6	-26.484579	-16.567464	-6.196231	-3.483679
7.8	-24.225195	-14.396245	-5.504541	-3.129073
8.0	-21.446038	-12.497229	-4.904105	-2.817661
8.2	-18.63759	-10.861697	-4.37467	-2.546142
8.4	-16.051111	-9.465125	-3.917044	-2.301751
8.6	-13.788007	-8.275506	-3.51264	-2.090622
8.8	-11.862269	-7.258462	-3.157833	-1.900002
9.0	-10.241764	-6.387935	-2.84573	-1.732052
9.5	-7.219691	-4.70546	-2.216395	-1.3863
10.0	-5.203519	-3.52464	-1.755243	-1.12521
10.5	-3.827177	-2.679447	-1.40675	-0.922929
11.0	-2.862409	-2.066937	-1.142864	-0.764953
11.5	-2.176659	-1.619017	-0.936551	-0.637913
12.0	-1.684312	-1.287586	-0.77677	-0.537924
12.5	-1.326643	-1.038528	-0.648607	-0.454659
13.0	-1.060157	-0.84821	-0.546216	-0.38949
13.5	-0.859973	-0.699821	-0.461902	-0.33296
14.0	-0.705506	-0.582103	-0.393932	-0.288778
14.5	-0.584371	-0.487836	-0.338558	-0.24884
15.0	-0.489044	-0.415159	-0.291653	-0.216698
16.0	-0.349822	-0.301994	-0.219652	-0.166432
17.0	-0.257605	-0.22497	-0.169643	-0.130148
18.0	-0.192968	-0.172171	-0.131299	-0.105049
19.0	-0.14787	-0.132799	-0.102857	-0.083106
20.0	-0.114834	-0.103422	-0.083031	-0.066807
21.0	-0.091109	-0.081873	-0.068197	-0.055623
22.0	-0.07338	-0.066806	-0.055996	-0.045592
23.0	-0.058389	-0.055142	-0.046314	-0.037401
24.0	-0.048388	-0.044684	-0.036492	-0.032211
25.0	-0.040334	-0.036848	-0.03116	-0.026529
50.0	-0.001012	-0.001978	-0.001784	-0.000806
100.0	-0.000351	-0.000442	-0.00013	-0.000994
