R	Gamma	E
1.00	0	-147.141619954472
1.00	10	-149.196046928144
1.00	20	-152.143830302808
1.00	30	-153.844372024596
1.00	40	-154.614470405417
1.00	50	-154.932110455684
1.00	60	-155.060803304968
1.00	70	-155.121498583848
1.00	80	-155.156600104736
1.00	90	-155.174783890028
1.00	100	-155.174299682408
1.00	110	-155.149785923416
1.00	120	-155.087023205125
1.00	130	-154.948923139353
1.00	140	-154.654373263871
1.00	150	-154.064656259735
1.00	160	-153.036927962781
1.00	170	-151.712459408606
1.00	180	-150.929524691388
1.10	0	-151.061117976663
1.10	10	-151.904204669643
1.10	20	-153.338380278323
1.10	30	-154.318049424447
1.10	40	-154.807225830651
1.10	50	-155.023275502828
1.10	60	-155.127364317557
1.10	70	-155.189962178895
1.10	80	-155.228678649044
1.10	90	-155.246308008475
1.10	100	-155.241859053468
1.10	110	-155.212443967504
1.10	120	-155.151331016075
1.10	130	-155.04054514031
1.10	140	-154.833189419889
1.10	150	-154.443895929029
1.10	160	-153.800931995492
1.10	170	-153.024542292144
1.10	180	-152.593314309789
1.20	0	-152.78163346798
1.20	10	-153.209231742264
1.20	20	-154.007313420313
1.20	30	-154.603716364528
1.20	40	-154.92153224075
1.20	50	-155.081123795141
1.20	60	-155.182601738059
1.20	70	-155.250591057731
1.20	80	-155.290753359579
1.20	90	-155.307108052392
1.20	100	-155.300334700569
1.20	110	-155.267184781637
1.20	120	-155.201122752601
1.20	130	-155.093770463736
1.20	140	-154.926025347479
1.20	150	-154.640701010199
1.20	160	-154.168357938002
1.20	170	-153.563007088201
1.20	180	-153.224774549022
1.30	0	-153.47169571045
1.30	10	-153.788260210597
1.30	20	-154.357205802624
1.30	30	-154.768333132822
1.30	40	-154.982378542053
1.30	50	-155.122493450615
1.30	60	-155.233418133673
1.30	70	-155.303815162966
1.30	80	-155.34231694034
1.30	90	-155.356790473385
1.30	100	-155.349252924649
1.30	110	-155.31556152643
1.30	120	-155.245695028145
1.30	130	-155.128996427573
1.30	140	-154.96884806166
1.30	150	-154.739873312314
1.30	160	-154.329941958133
1.30	170	-153.653574111665
1.30	180	-153.188216906042
1.40	0	-153.545438375144
1.40	10	-153.95650498329
1.40	20	-154.530900259514
1.40	30	-154.865719954765
1.40	40	-155.015292471791
1.40	50	-155.163854423672
1.40	60	-155.281872702169
1.40	70	-155.349145745138
1.40	80	-155.38374753925
1.40	90	-155.396106284981
1.40	100	-155.388812622514
1.40	110	-155.35731589135
1.40	120	-155.288651979322
1.40	130	-155.162450617618
1.40	140	-154.987094052209
1.40	150	-154.799598554957
1.40	160	-154.393923848396
1.40	170	-153.413212999616
1.40	180	-152.462040683341
1.50	0	-153.057154681986
1.50	10	-153.842524109625
1.50	20	-154.620826446795
1.50	30	-154.925968762013
1.50	40	-155.038497631606
1.50	50	-155.213775331243
1.50	60	-155.326441936424
1.50	70	-155.386423152182
1.50	80	-155.416170985529
1.50	90	-155.42647600171
1.50	100	-155.419951762154
1.50	110	-155.392164922422
1.50	120	-155.329399611748
1.50	130	-155.203872192338
1.50	140	-154.998014582005
1.50	150	-154.848208418127
1.50	160	-154.422694691314
1.50	170	-152.841565401474
1.50	180	-150.619442958863
1.60	0	-151.744943662522
1.60	10	-153.464164217985
1.60	20	-154.674742245272
1.60	30	-154.977886365378
1.60	40	-155.082679471413
1.60	50	-155.266534713903
1.60	60	-155.364994122591
1.60	70	-155.416193046065
1.60	80	-155.441053772641
1.60	90	-155.449515022685
1.60	100	-155.443965001078
1.60	110	-155.420392670629
1.60	120	-155.365991797667
1.60	130	-155.252677455352
1.60	140	-155.03788630599
1.60	150	-154.894785853239
1.60	160	-154.450008534481
1.60	170	-151.91696742258
1.60	180	-146.396088720416
1.70	0	-148.783233167412
1.70	10	-152.800169717418
1.70	20	-154.713613030801
1.70	30	-155.035563679478
1.70	40	-155.144712181303
1.70	50	-155.31235473104
1.70	60	-155.396779414023
1.70	70	-155.439477807642
1.70	80	-155.459877557816
1.70	90	-155.466752963657
1.70	100	-155.46219351944
1.70	110	-155.442730320681
1.70	120	-155.397170440202
1.70	130	-155.300988505169
1.70	140	-155.119860626643
1.70	150	-154.953914089569
1.70	160	-154.493830628945
1.70	170	-150.819649690062
1.70	180	-135.316209672762
1.80	0	-141.692093291386
1.80	10	-151.928821665916
1.80	20	-154.752346742755
1.80	30	-155.093711090593
1.80	40	-155.204475435831
1.80	50	-155.350406931725
1.80	60	-155.422320248021
1.80	70	-155.457437891073
1.80	80	-155.47396518042
1.80	90	-155.479510296693
1.80	100	-155.475858917347
1.80	110	-155.460097715747
1.80	120	-155.422767426174
1.80	130	-155.343149750774
1.80	140	-155.186138153373
1.80	150	-155.020642420005
1.80	160	-154.567947223524
1.80	170	-150.114900562532
1.90	0	-117.177614332536
1.90	10	-151.185515114814
1.90	20	-154.804237027004
1.90	30	-155.147162735677
1.90	40	-155.257806928248
1.90	50	-155.382268026593
1.90	60	-155.442580439281
1.90	70	-155.471158256855
1.90	80	-155.484420602462
1.90	90	-155.48886703644
1.90	100	-155.4859993485
1.90	110	-155.473418967665
1.90	120	-155.44328100856
1.90	130	-155.378138799917
1.90	140	-155.24593106278
1.90	150	-155.085361921878
1.90	160	-154.672092266667
1.90	170	-150.382786338214
2.00	10	-151.067696725578
2.00	20	-154.875036204276
2.00	30	-155.194053961923
2.00	40	-155.303500301528
2.00	50	-155.408679106489
2.00	60	-155.458518502962
2.00	70	-155.481566370415
2.00	80	-155.492127908689
2.00	90	-155.495676603137
2.00	100	-155.49345917042
2.00	110	-155.483528737403
2.00	120	-155.459459246986
2.00	130	-155.406635357274
2.00	140	-155.296738556081
2.00	150	-155.143797194458
2.00	160	-154.790238791437
2.00	170	-151.450738643426
2.00	180	-131.545566026957
2.10	10	-151.709908488222
2.10	20	-154.959458822914
2.10	30	-155.234395303383
2.10	40	-155.341845804928
2.10	50	-155.43023736992
2.10	60	-155.470970261783
2.10	70	-155.48941868111
2.10	80	-155.497776879664
2.10	90	-155.500597855726
2.10	100	-155.498905232855
2.10	110	-155.49113548672
2.10	120	-155.4720728831
2.10	130	-155.429571077486
2.10	140	-155.338862514099
2.10	150	-155.195213495118
2.10	160	-154.901137138961
2.10	170	-152.65015916699
2.10	180	-145.391836472741
2.20	0	-141.644938707259
2.20	10	-152.705701524704
2.20	20	-155.04524966495
2.20	30	-155.269097067725
2.20	40	-155.373653936196
2.20	50	-155.447609279723
2.20	60	-155.480640763283
2.20	70	-155.495316218863
