      R       THETA       E_CP
    6.6000   55.0000   -78.703910182467
    6.6000   60.0000   -78.703910062037
    6.6000   65.0000   -78.703909959056
    6.6000   70.0000   -78.703909875227
    6.6000   75.0000   -78.703909809375
    6.6000   80.0000   -78.703909762930
    6.6000   85.0000   -78.703909733818
    6.6000   90.0000   -78.703909724336
    6.8000   0.0000   -78.703910552272
    6.8000   5.0000   -78.703910539033
    6.8000   10.0000   -78.703910498441
    6.8000   15.0000   -78.703910433193
    6.8000   20.0000   -78.703910346035
    6.8000   25.0000   -78.703910239254
    6.8000   30.0000   -78.703910119924
    6.8000   35.0000   -78.703909990995
    6.8000   40.0000   -78.703909857779
    6.8000   45.0000   -78.703909728667
    6.8000   50.0000   -78.703909604202
    6.8000   55.0000   -78.703909488544
    6.8000   60.0000   -78.703909385808
    6.8000   65.0000   -78.703909297153
    6.8000   70.0000   -78.703909224187
    6.8000   75.0000   -78.703909167352
    6.8000   80.0000   -78.703909126561
    6.8000   85.0000   -78.703909102484
    6.8000   90.0000   -78.703909094012
    7.0000   0.0000   -78.703909828691
    7.0000   5.0000   -78.703909817757
    7.0000   10.0000   -78.703909783261
    7.0000   15.0000   -78.703909728518
    7.0000   20.0000   -78.703909655330
    7.0000   25.0000   -78.703909566104
    7.0000   30.0000   -78.703909464387
    7.0000   35.0000   -78.703909355172
    7.0000   40.0000   -78.703909242315
    7.0000   45.0000   -78.703909130288
    7.0000   50.0000   -78.703909023190
    7.0000   55.0000   -78.703908923654
    7.0000   60.0000   -78.703908834859
    7.0000   65.0000   -78.703908758271
    7.0000   70.0000   -78.703908694578
    7.0000   75.0000   -78.703908644727
    7.0000   80.0000   -78.703908608826
    7.0000   85.0000   -78.703908587605
    7.0000   90.0000   -78.703908580241
    7.2000   0.0000   -78.703909243140
    7.2000   5.0000   -78.703909232948
    7.2000   10.0000   -78.703909204182
    7.2000   15.0000   -78.703909157396
    7.2000   20.0000   -78.703909093948
    7.2000   25.0000   -78.703909017223
    7.2000   30.0000   -78.703908929662
    7.2000   35.0000   -78.703908835063
    7.2000   40.0000   -78.703908737798
    7.2000   45.0000   -78.703908639578
    7.2000   50.0000   -78.703908547165
    7.2000   55.0000   -78.703908460011
    7.2000   60.0000   -78.703908383075
    7.2000   65.0000   -78.703908314533
    7.2000   70.0000   -78.703908259368
    7.2000   75.0000   -78.703908215230
    7.2000   80.0000   -78.703908184025
    7.2000   85.0000   -78.703908165591
    7.2000   90.0000   -78.703908158662
    7.4000   0.0000   -78.703908763326
    7.4000   5.0000   -78.703908755052
    7.4000   10.0000   -78.703908728967
    7.4000   15.0000   -78.703908688197
    7.4000   20.0000   -78.703908632818
    7.4000   25.0000   -78.703908565565
    7.4000   30.0000   -78.703908488972
    7.4000   35.0000   -78.703908406331
    7.4000   40.0000   -78.703908320509
    7.4000   45.0000   -78.703908235341
    7.4000   50.0000   -78.703908153539
    7.4000   55.0000   -78.703908076750
    7.4000   60.0000   -78.703908007945
    7.4000   65.0000   -78.703907948372
    7.4000   70.0000   -78.703907899428
    7.4000   75.0000   -78.703907860569
    7.4000   80.0000   -78.703907832691
    7.4000   85.0000   -78.703907816056
    7.4000   90.0000   -78.703907810366
    7.6000   0.0000   -78.703908365479
    7.6000   5.0000   -78.703908358029
    7.6000   10.0000   -78.703908335495
    7.6000   15.0000   -78.703908298949
    7.6000   20.0000   -78.703908249419
    7.6000   25.0000   -78.703908190146
    7.6000   30.0000   -78.703908122070
    7.6000   35.0000   -78.703908048780
    7.6000   40.0000   -78.703907972714
    7.6000   45.0000   -78.703907897130
    7.6000   50.0000   -78.703907824286
    7.6000   55.0000   -78.703907756954
    7.6000   60.0000   -78.703907696190
    7.6000   65.0000   -78.703907643698
    7.6000   70.0000   -78.703907599569
    7.6000   75.0000   -78.703907565293
    7.6000   80.0000   -78.703907540635
    7.6000   85.0000   -78.703907526145
    7.6000   90.0000   -78.703907521040
    7.8000   0.0000   -78.703908031872
    7.8000   5.0000   -78.703908025024
    7.8000   10.0000   -78.703908005021
    7.8000   15.0000   -78.703907972225
    7.8000   20.0000   -78.703907928254
    7.8000   25.0000   -78.703907874679
    7.8000   30.0000   -78.703907814629
    7.8000   35.0000   -78.703907748925
    7.8000   40.0000   -78.703907681582
    7.8000   45.0000   -78.703907613865
    7.8000   50.0000   -78.703907549210
    7.8000   55.0000   -78.703907488937
    7.8000   60.0000   -78.703907434514
    7.8000   65.0000   -78.703907387747
    7.8000   70.0000   -78.703907348984
    7.8000   75.0000   -78.703907318746
    7.8000   80.0000   -78.703907296905
    7.8000   85.0000   -78.703907283621
    7.8000   90.0000   -78.703907279229
    8.0000   0.0000   -78.703907750537
    8.0000   5.0000   -78.703907744622
    8.0000   10.0000   -78.703907726839
    8.0000   15.0000   -78.703907697387
    8.0000   20.0000   -78.703907656990
    8.0000   25.0000   -78.703907608855
    8.0000   30.0000   -78.703907554655
    8.0000   35.0000   -78.703907495644
    8.0000   40.0000   -78.703907435237
    8.0000   45.0000   -78.703907374387
    8.0000   50.0000   -78.703907316432
    8.0000   55.0000   -78.703907262676
    8.0000   60.0000   -78.703907214602
    8.0000   65.0000   -78.703907172837
    8.0000   70.0000   -78.703907138184
    8.0000   75.0000   -78.703907111055
    8.0000   80.0000   -78.703907091457
    8.0000   85.0000   -78.703907079703
    8.0000   90.0000   -78.703907075582
    8.2000   0.0000   -78.703907510408
    8.2000   5.0000   -78.703907504931
    8.2000   10.0000   -78.703907488313
    8.2000   15.0000   -78.703907461766
    8.2000   20.0000   -78.703907425611
    8.2000   25.0000   -78.703907382060
    8.2000   30.0000   -78.703907332594
    8.2000   35.0000   -78.703907279482
    8.2000   40.0000   -78.703907224871
    8.2000   45.0000   -78.703907170916
    8.2000   50.0000   -78.703907118801
    8.2000   55.0000   -78.703907070847
    8.2000   60.0000   -78.703907027216
    8.2000   65.0000   -78.703906990265
    8.2000   70.0000   -78.703906959094
    8.2000   75.0000   -78.703906934944
    8.2000   80.0000   -78.703906917367
    8.2000   85.0000   -78.703906907089
    8.2000   90.0000   -78.703906903321
    8.4000   0.0000   -78.703907303509
    8.4000   5.0000   -78.703907298288
    8.4000   10.0000   -78.703907283554
    8.4000   15.0000   -78.703907259246
    8.4000   20.0000   -78.703907226623
    8.4000   25.0000   -78.703907187297
    8.4000   30.0000   -78.703907142406
    8.4000   35.0000   -78.703907094771
    8.4000   40.0000   -78.703907045688
    8.4000   45.0000   -78.703906996788
    8.4000   50.0000   -78.703906950033
    8.4000   55.0000   -78.703906906507
    8.4000   60.0000   -78.703906867895
    8.4000   65.0000   -78.703906834400
    8.4000   70.0000   -78.703906806542
    8.4000   75.0000   -78.703906784783
    8.4000   80.0000   -78.703906769517
    8.4000   85.0000   -78.703906760162
    8.4000   90.0000   -78.703906756519
    8.6000   0.0000   -78.703907124700
    8.6000   5.0000   -78.703907119959
    8.6000   10.0000   -78.703907106478
    8.6000   15.0000   -78.703907084119
    8.6000   20.0000   -78.703907054536
    8.6000   25.0000   -78.703907019110
    8.6000   30.0000   -78.703906978612
    8.6000   35.0000   -78.703906935280
    8.6000   40.0000   -78.703906891026
    8.6000   45.0000   -78.703906847000
    8.6000   50.0000   -78.703906805024
    8.6000   55.0000   -78.703906766034
    8.6000   60.0000   -78.703906730758
    8.6000   65.0000   -78.703906700566
    8.6000   70.0000   -78.703906675848
    8.6000   75.0000   -78.703906656281
    8.6000   80.0000   -78.703906642317
    8.6000   85.0000   -78.703906633667
    8.6000   90.0000   -78.703906631066
    8.8000   0.0000   -78.703906968926
    8.8000   5.0000   -78.703906964392
    8.8000   10.0000   -78.703906952530
    8.8000   15.0000   -78.703906932131
    8.8000   20.0000   -78.703906905389
    8.8000   25.0000   -78.703906872859
    8.8000   30.0000   -78.703906836833
    8.8000   35.0000   -78.703906797410
    8.8000   40.0000   -78.703906757496
    8.8000   45.0000   -78.703906717946
    8.8000   50.0000   -78.703906679660
    8.8000   55.0000   -78.703906644328
    8.8000   60.0000   -78.703906612775
    8.8000   65.0000   -78.703906585590
    8.8000   70.0000   -78.703906563162
    8.8000   75.0000   -78.703906545462
    8.8000   80.0000   -78.703906533381
    8.8000   85.0000   -78.703906525625
    8.8000   90.0000   -78.703906522903
    9.0000   0.0000   -78.703906833389
    9.0000   5.0000   -78.703906829560
    9.0000   10.0000   -78.703906818127
    9.0000   15.0000   -78.703906799993
    9.0000   20.0000   -78.703906775580
    9.0000   25.0000   -78.703906746270
    9.0000   30.0000   -78.703906713048
    9.0000   35.0000   -78.703906677895
    9.0000   40.0000   -78.703906641287
    9.0000   45.0000   -78.703906605593
    9.0000   50.0000   -78.703906571188
    9.0000   55.0000   -78.703906539158
    9.0000   60.0000   -78.703906510806
    9.0000   65.0000   -78.703906486121
    9.0000   70.0000   -78.703906465673
    9.0000   75.0000   -78.703906449835
    9.0000   80.0000   -78.703906438179
    9.0000   85.0000   -78.703906431620
    9.0000   90.0000   -78.703906429026
    9.5000   0.0000   -78.703906562754
    9.5000   5.0000   -78.703906559418
    9.5000   10.0000   -78.703906550837
    9.5000   15.0000   -78.703906536348
    9.5000   20.0000   -78.703906517081
    9.5000   25.0000   -78.703906493942
    9.5000   30.0000   -78.703906468236
    9.5000   35.0000   -78.703906440110
    9.5000   40.0000   -78.703906411779
    9.5000   45.0000   -78.703906383484
    9.5000   50.0000   -78.703906356378
    9.5000   55.0000   -78.703906331185
    9.5000   60.0000   -78.703906308404
    9.5000   65.0000   -78.703906289495
    9.5000   70.0000   -78.703906273282
    9.5000   75.0000   -78.703906260331
    9.5000   80.0000   -78.703906251671
    9.5000   85.0000   -78.703906246078
    9.5000   90.0000   -78.703906244489
    10.0000   0.0000   -78.703906364683
    10.0000   5.0000   -78.703906361948
    10.0000   10.0000   -78.703906355299
    10.0000   15.0000   -78.703906343779
    10.0000   20.0000   -78.703906328561
    10.0000   25.0000   -78.703906310173
    10.0000   30.0000   -78.703906289336
    10.0000   35.0000   -78.703906266885
    10.0000   40.0000   -78.703906244229
    10.0000   45.0000   -78.703906221950
    10.0000   50.0000   -78.703906199750
    10.0000   55.0000   -78.703906179972
    10.0000   60.0000   -78.703906162038
    10.0000   65.0000   -78.703906146429
    10.0000   70.0000   -78.703906132994
    10.0000   75.0000   -78.703906123061
    10.0000   80.0000   -78.703906115609
    10.0000   85.0000   -78.703906111096
    10.0000   90.0000   -78.703906109779
    10.5000   0.0000   -78.703906216977
    10.5000   5.0000   -78.703906214755
    10.5000   10.0000   -78.703906209076
    10.5000   15.0000   -78.703906199743
    10.5000   20.0000   -78.703906187434
    10.5000   25.0000   -78.703906172667
    10.5000   30.0000   -78.703906156044
    10.5000   35.0000   -78.703906137675
    10.5000   40.0000   -78.703906119212
    10.5000   45.0000   -78.703906100723
    10.5000   50.0000   -78.703906083367
    10.5000   55.0000   -78.703906066798
    10.5000   60.0000   -78.703906052246
    10.5000   65.0000   -78.703906039010
    10.5000   70.0000   -78.703906028248
    10.5000   75.0000   -78.703906020015
    10.5000   80.0000   -78.703906014043
    10.5000   85.0000   -78.703906010285
    10.5000   90.0000   -78.703906009226
    11.0000   0.0000   -78.703906103730
    11.0000   5.0000   -78.703906101853
    11.0000   10.0000   -78.703906097597
    11.0000   15.0000   -78.703906089678
    11.0000   20.0000   -78.703906079733
    11.0000   25.0000   -78.703906067456
    11.0000   30.0000   -78.703906053755
    11.0000   35.0000   -78.703906038889
    11.0000   40.0000   -78.703906023426
    11.0000   45.0000   -78.703906008264
    11.0000   50.0000   -78.703905993852
    11.0000   55.0000   -78.703905980255
    11.0000   60.0000   -78.703905968063
    11.0000   65.0000   -78.703905957168
    11.0000   70.0000   -78.703905948117
    11.0000   75.0000   -78.703905941179
    11.0000   80.0000   -78.703905936399
    11.0000   85.0000   -78.703905933101
    11.0000   90.0000   -78.703905932290
    11.5000   0.0000   -78.703906015430
    11.5000   5.0000   -78.703906013907
    11.5000   10.0000   -78.703906010126
    11.5000   15.0000   -78.703906003729
    11.5000   20.0000   -78.703905995487
    11.5000   25.0000   -78.703905985086
    11.5000   30.0000   -78.703905973790
    11.5000   35.0000   -78.703905961449
    11.5000   40.0000   -78.703905948765
    11.5000   45.0000   -78.703905935949
    11.5000   50.0000   -78.703905923867
    11.5000   55.0000   -78.703905912628
    11.5000   60.0000   -78.703905901973
    11.5000   65.0000   -78.703905892825
    11.5000   70.0000   -78.703905885539
    11.5000   75.0000   -78.703905879360
    11.5000   80.0000   -78.703905874885
    11.5000   85.0000   -78.703905872669
    11.5000   90.0000   -78.703905871705
    12.0000   0.0000   -78.703905944914
    12.0000   5.0000   -78.703905943586
    12.0000   10.0000   -78.703905940216
    12.0000   15.0000   -78.703905935375
    12.0000   20.0000   -78.703905928297
    12.0000   25.0000   -78.703905919704
    12.0000   30.0000   -78.703905909884
    12.0000   35.0000   -78.703905899312
    12.0000   40.0000   -78.703905888450
    12.0000   45.0000   -78.703905878043
    12.0000   50.0000   -78.703905867570
    12.0000   55.0000   -78.703905857503
    12.0000   60.0000   -78.703905849106
    12.0000   65.0000   -78.703905841438
    12.0000   70.0000   -78.703905834612
    12.0000   75.0000   -78.703905829593
    12.0000   80.0000   -78.703905825846
    12.0000   85.0000   -78.703905823842
    12.0000   90.0000   -78.703905822963
    12.5000   0.0000   -78.703905887347
    12.5000   5.0000   -78.703905886287
    12.5000   10.0000   -78.703905883562
    12.5000   15.0000   -78.703905879281
    12.5000   20.0000   -78.703905873383
    12.5000   25.0000   -78.703905865859
    12.5000   30.0000   -78.703905857594
    12.5000   35.0000   -78.703905848962
    12.5000   40.0000   -78.703905839611
    12.5000   45.0000   -78.703905830639
    12.5000   50.0000   -78.703905821383
    12.5000   55.0000   -78.703905813041
    12.5000   60.0000   -78.703905805607
    12.5000   65.0000   -78.703905798984
    12.5000   70.0000   -78.703905793523
    12.5000   75.0000   -78.703905788894
    12.5000   80.0000   -78.703905785829
    12.5000   85.0000   -78.703905784385
    12.5000   90.0000   -78.703905783343
    13.0000   0.0000   -78.703905840438
    13.0000   5.0000   -78.703905839362
    13.0000   10.0000   -78.703905837246
    13.0000   15.0000   -78.703905832876
    13.0000   20.0000   -78.703905828140
    13.0000   25.0000   -78.703905821768
    13.0000   30.0000   -78.703905814478
    13.0000   35.0000   -78.703905806897
    13.0000   40.0000   -78.703905799021
    13.0000   45.0000   -78.703905791252
    13.0000   50.0000   -78.703905783273
    13.0000   55.0000   -78.703905776366
    13.0000   60.0000   -78.703905769961
    13.0000   65.0000   -78.703905763580
    13.0000   70.0000   -78.703905758837
    13.0000   75.0000   -78.703905755145
    13.0000   80.0000   -78.703905752244
    13.0000   85.0000   -78.703905750276
    13.0000   90.0000   -78.703905750160
    13.5000   0.0000   -78.703905800507
    13.5000   5.0000   -78.703905799721
    13.5000   10.0000   -78.703905797539
    13.5000   15.0000   -78.703905794295
    13.5000   20.0000   -78.703905790033
    13.5000   25.0000   -78.703905784414
    13.5000   30.0000   -78.703905778081
    13.5000   35.0000   -78.703905771728
    13.5000   40.0000   -78.703905764678
    13.5000   45.0000   -78.703905757920
    13.5000   50.0000   -78.703905751259
    13.5000   55.0000   -78.703905744604
    13.5000   60.0000   -78.703905739091
    13.5000   65.0000   -78.703905734012
    13.5000   70.0000   -78.703905729505
    13.5000   75.0000   -78.703905726296
    13.5000   80.0000   -78.703905723737
    13.5000   85.0000   -78.703905722545
    13.5000   90.0000   -78.703905721920
    14.0000   0.0000   -78.703905766278
    14.0000   5.0000   -78.703905765554
    14.0000   10.0000   -78.703905763992
    14.0000   15.0000   -78.703905760916
    14.0000   20.0000   -78.703905757141
    14.0000   25.0000   -78.703905752554
    14.0000   30.0000   -78.703905747395
    14.0000   35.0000   -78.703905741467
    14.0000   40.0000   -78.703905735505
    14.0000   45.0000   -78.703905729309
    14.0000   50.0000   -78.703905723414
    14.0000   55.0000   -78.703905717988
    14.0000   60.0000   -78.703905712682
    14.0000   65.0000   -78.703905708305
    14.0000   70.0000   -78.703905704532
    14.0000   75.0000   -78.703905701758
    14.0000   80.0000   -78.703905699295
    14.0000   85.0000   -78.703905698051
    14.0000   90.0000   -78.703905697758
    14.5000   0.0000   -78.703905737378
    14.5000   5.0000   -78.703905736748
    14.5000   10.0000   -78.703905734981
    14.5000   15.0000   -78.703905732288
    14.5000   20.0000   -78.703905728934
    14.5000   25.0000   -78.703905725068
    14.5000   30.0000   -78.703905720383
    14.5000   35.0000   -78.703905715073
    14.5000   40.0000   -78.703905709886
    14.5000   45.0000   -78.703905704765
    14.5000   50.0000   -78.703905699230
    14.5000   55.0000   -78.703905694177
    14.5000   60.0000   -78.703905689977
    14.5000   65.0000   -78.703905685882
    14.5000   70.0000   -78.703905682151
    14.5000   75.0000   -78.703905680038
    14.5000   80.0000   -78.703905677910
    14.5000   85.0000   -78.703905676839
    14.5000   90.0000   -78.703905676611
    15.0000   0.0000   -78.703905711493
    15.0000   5.0000   -78.703905711350
    15.0000   10.0000   -78.703905709907
    15.0000   15.0000   -78.703905707416
    15.0000   20.0000   -78.703905704599
    15.0000   25.0000   -78.703905700935
    15.0000   30.0000   -78.703905696831
    15.0000   35.0000   -78.703905692147
    15.0000   40.0000   -78.703905687460
    15.0000   45.0000   -78.703905682837
    15.0000   50.0000   -78.703905678137
    15.0000   55.0000   -78.703905673913
    15.0000   60.0000   -78.703905670077
    15.0000   65.0000   -78.703905666117
    15.0000   70.0000   -78.703905663091
    15.0000   75.0000   -78.703905660702
    15.0000   80.0000   -78.703905659290
    15.0000   85.0000   -78.703905658203
    15.0000   90.0000   -78.703905657800
    16.0000   0.0000   -78.703905669557
    16.0000   5.0000   -78.703905668738
    16.0000   10.0000   -78.703905668103
    16.0000   15.0000   -78.703905666321
    16.0000   20.0000   -78.703905663673
    16.0000   25.0000   -78.703905660613
    16.0000   30.0000   -78.703905657069
    16.0000   35.0000   -78.703905653846
    16.0000   40.0000   -78.703905650237
    16.0000   45.0000   -78.703905646188
    16.0000   50.0000   -78.703905642896
    16.0000   55.0000   -78.703905638935
    16.0000   60.0000   -78.703905635853
    16.0000   65.0000   -78.703905633221
    16.0000   70.0000   -78.703905630526
    16.0000   75.0000   -78.703905628613
    16.0000   80.0000   -78.703905627124
    16.0000   85.0000   -78.703905626082
    16.0000   90.0000   -78.703905626203
    17.0000   0.0000   -78.703905635478
    17.0000   5.0000   -78.703905635403
    17.0000   10.0000   -78.703905634147
    17.0000   15.0000   -78.703905632478
    17.0000   20.0000   -78.703905630582
    17.0000   25.0000   -78.703905628722
    17.0000   30.0000   -78.703905625497
    17.0000   35.0000   -78.703905622768
    17.0000   40.0000   -78.703905619901
    17.0000   45.0000   -78.703905616740
    17.0000   50.0000   -78.703905613516
    17.0000   55.0000   -78.703905611034
    17.0000   60.0000   -78.703905607949
    17.0000   65.0000   -78.703905605717
    17.0000   70.0000   -78.703905604012
    17.0000   75.0000   -78.703905601876
    17.0000   80.0000   -78.703905600884
    17.0000   85.0000   -78.703905600033
    17.0000   90.0000   -78.703905600233
    18.0000   0.0000   -78.703905607144
    18.0000   5.0000   -78.703905606918
    18.0000   10.0000   -78.703905606260
    18.0000   15.0000   -78.703905605239
    18.0000   20.0000   -78.703905603690
    18.0000   25.0000   -78.703905601539
    18.0000   30.0000   -78.703905599409
    18.0000   35.0000   -78.703905597358
    18.0000   40.0000   -78.703905594432
    18.0000   45.0000   -78.703905591776
    18.0000   50.0000   -78.703905589352
    18.0000   55.0000   -78.703905587460
    18.0000   60.0000   -78.703905584723
    18.0000   65.0000   -78.703905583127
    18.0000   70.0000   -78.703905581230
    18.0000   75.0000   -78.703905579930
    18.0000   80.0000   -78.703905578690
    18.0000   85.0000   -78.703905578573
    18.0000   90.0000   -78.703905578341
    19.0000   0.0000   -78.703905584095
    19.0000   5.0000   -78.703905583677
    19.0000   10.0000   -78.703905582938
    19.0000   15.0000   -78.703905582145
    19.0000   20.0000   -78.703905580523
    19.0000   25.0000   -78.703905578921
    19.0000   30.0000   -78.703905577199
    19.0000   35.0000   -78.703905575001
    19.0000   40.0000   -78.703905573380
    19.0000   45.0000   -78.703905571209
    19.0000   50.0000   -78.703905568840
    19.0000   55.0000   -78.703905567206
    19.0000   60.0000   -78.703905565250
    19.0000   65.0000   -78.703905563460
    19.0000   70.0000   -78.703905562092
    19.0000   75.0000   -78.703905560895
    19.0000   80.0000   -78.703905559748
    19.0000   85.0000   -78.703905559693
    19.0000   90.0000   -78.703905559389
    20.0000   0.0000   -78.703905563597
    20.0000   5.0000   -78.703905563398
    20.0000   10.0000   -78.703905562849
    20.0000   15.0000   -78.703905562053
    20.0000   20.0000   -78.703905561234
    20.0000   25.0000   -78.703905559403
    20.0000   30.0000   -78.703905558066
    20.0000   35.0000   -78.703905556569
    20.0000   40.0000   -78.703905554839
    20.0000   45.0000   -78.703905552633
    20.0000   50.0000   -78.703905551208
    20.0000   55.0000   -78.703905549449
    20.0000   60.0000   -78.703905547915
    20.0000   65.0000   -78.703905546481
    20.0000   70.0000   -78.703905544889
    20.0000   75.0000   -78.703905544354
    20.0000   80.0000   -78.703905543382
    20.0000   85.0000   -78.703905542751
    20.0000   90.0000   -78.703905542959
    21.0000   0.0000   -78.703905546183
    21.0000   5.0000   -78.703905546078
    21.0000   10.0000   -78.703905545160
    21.0000   15.0000   -78.703905544811
    21.0000   20.0000   -78.703905543901
    21.0000   25.0000   -78.703905542828
    21.0000   30.0000   -78.703905541362
    21.0000   35.0000   -78.703905539989
    21.0000   40.0000   -78.703905538399
    21.0000   45.0000   -78.703905536949
    21.0000   50.0000   -78.703905535457
    21.0000   55.0000   -78.703905533870
    21.0000   60.0000   -78.703905532420
    21.0000   65.0000   -78.703905531180
    21.0000   70.0000   -78.703905530219
    21.0000   75.0000   -78.703905529597
    21.0000   80.0000   -78.703905528801
    21.0000   85.0000   -78.703905528519
    21.0000   90.0000   -78.703905528356
    22.0000   0.0000   -78.703905530698
    22.0000   5.0000   -78.703905530402
    22.0000   10.0000   -78.703905530238
    22.0000   15.0000   -78.703905529810
    22.0000   20.0000   -78.703905529276
    22.0000   25.0000   -78.703905527690
    22.0000   30.0000   -78.703905526270
    22.0000   35.0000   -78.703905525466
    22.0000   40.0000   -78.703905524120
    22.0000   45.0000   -78.703905522519
    22.0000   50.0000   -78.703905521239
    22.0000   55.0000   -78.703905520026
    22.0000   60.0000   -78.703905518782
    22.0000   65.0000   -78.703905518075
    22.0000   70.0000   -78.703905517122
    22.0000   75.0000   -78.703905515967
    22.0000   80.0000   -78.703905515571
    22.0000   85.0000   -78.703905515488
    22.0000   90.0000   -78.703905515440
    23.0000   0.0000   -78.703905517087
    23.0000   5.0000   -78.703905517230
    23.0000   10.0000   -78.703905516617
    23.0000   15.0000   -78.703905516233
    23.0000   20.0000   -78.703905515443
    23.0000   25.0000   -78.703905514242
    23.0000   30.0000   -78.703905513482
    23.0000   35.0000   -78.703905512524
    23.0000   40.0000   -78.703905510970
    23.0000   45.0000   -78.703905510067
    23.0000   50.0000   -78.703905508967
    23.0000   55.0000   -78.703905507915
    23.0000   60.0000   -78.703905506847
    23.0000   65.0000   -78.703905505889
    23.0000   70.0000   -78.703905504959
    23.0000   75.0000   -78.703905504266
    23.0000   80.0000   -78.703905504132
    23.0000   85.0000   -78.703905503564
    23.0000   90.0000   -78.703905503743
    24.0000   0.0000   -78.703905504740
    24.0000   5.0000   -78.703905504659
    24.0000   10.0000   -78.703905504449
    24.0000   15.0000   -78.703905503545
    24.0000   20.0000   -78.703905502909
    24.0000   25.0000   -78.703905502258
    24.0000   30.0000   -78.703905501601
    24.0000   35.0000   -78.703905500610
    24.0000   40.0000   -78.703905499545
    24.0000   45.0000   -78.703905498707
    24.0000   50.0000   -78.703905497771
    24.0000   55.0000   -78.703905496731
    24.0000   60.0000   -78.703905496071
    24.0000   65.0000   -78.703905494834
    24.0000   70.0000   -78.703905494269
    24.0000   75.0000   -78.703905493766
    24.0000   80.0000   -78.703905493626
    24.0000   85.0000   -78.703905493262
    24.0000   90.0000   -78.703905493269
    25.0000   0.0000   -78.703905493647
    25.0000   5.0000   -78.703905493431
    25.0000   10.0000   -78.703905493308
    25.0000   15.0000   -78.703905492855
    25.0000   20.0000   -78.703905492496
    25.0000   25.0000   -78.703905491671
    25.0000   30.0000   -78.703905490987
    25.0000   35.0000   -78.703905489992
    25.0000   40.0000   -78.703905489467
    25.0000   45.0000   -78.703905488539
    25.0000   50.0000   -78.703905487296
    25.0000   55.0000   -78.703905486555
    25.0000   60.0000   -78.703905485975
    25.0000   65.0000   -78.703905485336
    25.0000   70.0000   -78.703905484921
    25.0000   75.0000   -78.703905484072
    25.0000   80.0000   -78.703905483660
    25.0000   85.0000   -78.703905483993
    25.0000   90.0000   -78.703905483588
    50.0000   0.0000   -78.703905372176
    50.0000   5.0000   -78.703905372031
    50.0000   10.0000   -78.703905372293
    50.0000   15.0000   -78.703905371863
    50.0000   20.0000   -78.703905371973
    50.0000   25.0000   -78.703905372037
    50.0000   30.0000   -78.703905371468
    50.0000   35.0000   -78.703905371683
    50.0000   40.0000   -78.703905371841
    50.0000   45.0000   -78.703905371557
    50.0000   50.0000   -78.703905371412
    50.0000   55.0000   -78.703905371208
    50.0000   60.0000   -78.703905371277
    50.0000   65.0000   -78.703905371081
    50.0000   70.0000   -78.703905370982
    50.0000   75.0000   -78.703905371287
    50.0000   80.0000   -78.703905370921
    50.0000   85.0000   -78.703905370812
    50.0000   90.0000   -78.703905370933
    100.0000   0.0000   -78.703905316164
    100.0000   5.0000   -78.703905315993
    100.0000   10.0000   -78.703905316141
    100.0000   15.0000   -78.703905316425
    100.0000   20.0000   -78.703905315788
    100.0000   25.0000   -78.703905315887
    100.0000   30.0000   -78.703905316260
    100.0000   35.0000   -78.703905315719
    100.0000   40.0000   -78.703905316213
    100.0000   45.0000   -78.703905316075
    100.0000   50.0000   -78.703905315766
    100.0000   55.0000   -78.703905315808
    100.0000   60.0000   -78.703905316017
    100.0000   65.0000   -78.703905315650
    100.0000   70.0000   -78.703905315836
    100.0000   75.0000   -78.703905316040
    100.0000   80.0000   -78.703905315874
    100.0000   85.0000   -78.703905315881
    100.0000   90.0000   -78.703905315789
