R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,-68515065304.24844,-109163156224.80833,-322117347955.3234,-205304367128.50055,-500343625218.1196,-214933393889.19516,-566193903353.1093,-156102742916.6653,-513429465588.22406,-83106572891.8052,-363085726973.298,-50330498873.97978,-148325305602.94406,-87060016769.50975,111555384466.3512,-204746394727.45737,530338493938.50885,-549838349826.5719,421268251545.3398
1.1,-45325076527.39605,-71621320455.52303,-213062638786.93863,-134743474423.03079,-330839593587.1821,-141180205223.7303,-374168161590.8481,-102768602494.50073,-338974206127.23566,-55129868236.01762,-239241130616.52002,-33988594269.70422,-96926192553.8334,-58657913556.48427,75302800432.72107,-136895509327.75735,353395409691.59564,-366677071125.578,280461410076.9671
1.2,-29959878750.704193,-46937241272.60031,-140814029116.7814,-88336859155.17865,-218576319874.5235,-92641923812.17017,-247052310001.5694,-67604281222.81813,-223585571057.25705,-36565882005.674446,-157466104577.2864,-22966836130.398228,-63220703489.01525,-39532886366.073395,50846312519.02988,-91520862513.1992,235421539919.31543,-244471283945.56335,186655932467.34543
1.3,-19786323407.631638,-30723944251.165287,-92983146953.99763,-57846631356.32582,-144277580548.40555,-60727791940.03017,-162968523056.43744,-44437130315.50075,-147326803213.3742,-24250523382.359848,-103520325459.63968,-15529403085.661615,-41151900221.45077,-26651475601.3729,34343102085.550507,-61179837084.829475,156784758554.9838,-162953259104.2348,124181840429.93684
1.4,-13055268776.683506,-20086066231.68033,-61341456315.09262,-37834921441.06081,-95142772362.39647,-39764556543.834564,-107394218123.5084,-29185817960.308037,-96972205276.96973,-16082153001.416174,-67968906726.884735,-10507866122.874409,-26726465951.353943,-17973054636.650803,23203594436.850174,-40893407032.40963,104382697914.93147,-108588784648.07027,82587640721.99953
1.5,-8605410851.614233,-13114294739.332119,-40426352570.82774,-24715114250.737473,-62676142473.971115,-26008576920.96426,-70694738803.63055,-19153583710.225266,-63753432246.55781,-10665258193.580248,-44565147364.843994,-7115442497.847183,-17314467689.88752,-12124610885.002281,15682331484.059446,-27330943889.782238,69472795274.06725,-72341774061.13321,54904193926.126884
1.6,-5666160139.493328,-8550670076.916813,-26613481747.88829,-16123661195.349243,-41242344312.589905,-16991540349.85236,-46482084948.586655,-12559767292.812489,-41861048740.29726,-7073482758.662016,-29176280086.514305,-4822132707.944212,-11185898829.284708,-8182135834.292632,10602529535.80073,-18264679770.6908,46222884097.17972,-48180472658.80353,36485646686.65767
1.7,-3726493925.1177635,-5567153256.9148035,-17499595558.9272,-10504426066.17619,-27105696434.236767,-11087403208.664341,-30523607866.711594,-8229454715.288327,-27448709623.03059,-4692082358.439561,-19070280860.88471,-3270764167.538932,-7204177628.74642,-5523654353.136778,7170602659.22982,-12204654918.433764,30743240690.21367,-32079387516.663074,24235778962.447693
1.8,-2447739906.834799,-3619233367.376762,-11492169689.068417,-6833850752.845232,-17791449557.345226,-7225949462.091817,-20016721318.935654,-5387995948.364467,-17971696336.25089,-3113218136.391875,-12442651337.525684,-2220525147.3816814,-4623617619.536292,-3730400793.6701293,4851240905.940961,-8154457419.20746,20440279464.811447,-21352539311.28202,16091718632.274244
1.9,-1605601630.189312,-2349217525.0061803,-7536638552.784103,-4439366555.576485,-11661335781.900736,-4703461296.392075,-13107106489.427519,-3525041323.3198924,-11747777317.976799,-2066390076.58365,-8102616699.962938,-1508976816.7086992,-2955721945.7488017,-2520357873.3961687,3283255136.75693,-5447799224.309803,13585097689.585907,-14208124366.972162,10679484129.22251
2.0,-1051640223.0768846,-1522392910.2150452,-4935187251.754149,-2879508358.1295915,-7631654194.396025,-3057671162.4228864,-8568832823.670205,-2304635360.9758697,-7665830899.65211,-1372232284.6339564,-5265168847.333004,-1026488617.0909481,-1881000113.5843365,-1703552100.5742564,2222872078.955283,-3639185276.7763467,9025506545.168718,-9451114436.031105,7084222490.776588
2.1,-687696079.9654934,-984922914.6522477,-3226431107.157511,-1864830549.2924528,-4986127302.619135,-1985235054.2771053,-5592098525.119584,-1505806394.005049,-4992626932.617341,-911834849.4340378,-3413347455.416141,-699028317.9953425,-1190869624.2179587,-1151977820.8013458,1505516838.7612243,-2430777244.612029,5993871192.046797,-6284686979.82204,4696990354.954802
2.2,-448912740.56239074,-636102500.933241,-2105568353.4990041,-1205783671.189361,-3251740099.1063614,-1287313094.7896724,-3642467117.693014,-983335675.281857,-3244781326.6604877,-606381395.0049715,-2207102533.421639,-476572151.96419984,-749422284.3003408,-779358887.6588557,1020049198.6968129,-1623473740.2378755,3978912274.5970254,-4177668602.432921,3112605055.52842
2.3,-292476578.9307296,-410092824.71256274,-1371423104.9154086,-778392116.1388572,-2116415207.9678555,-833715713.0576007,-2367577084.7124686,-641870839.5564512,-2103958386.376355,-403637957.47140867,-1423030098.8807833,-325296641.65579814,-468294242.49227977,-527527232.8855889,691391081.2672569,-1084191564.8742776,2640198976.837473,-2776063803.5575433,2061562080.0946615
2.4,-190152479.94164756,-263908357.54667112,-891344940.7290606,-501675429.7638874,-1374462859.0704064,-539303234.1328976,-1535356008.8464062,-418857752.48634195,-1360754763.3146086,-268990737.79463226,-914555993.2055298,-222315921.11778048,-290170882.93586874,-357252878.72200507,468809157.9677222,-723984643.0098653,1751130825.9492764,-1844019677.739842,1364670903.5788972
2.5,-123339138.36892885,-169524482.73033038,-577959750.5377274,-322810289.96499777,-890460071.1576062,-348466104.08197635,-993129692.1332568,-273295692.63286054,-877592823.2686032,-179503021.20716003,-585653288.5353072,-152133063.54843545,-177975351.84808674,-242069202.77720982,318009603.85666,-483412199.2554516,1160926255.4336085,-1224441350.0477939,902837446.5494194
2.6,-79795811.59699619,-108697979.89688092,-373781530.56880176,-207389973.43183213,-575350663.3058436,-224929320.70790678,-640580909.7477396,-178335186.79904768,-564204449.756866,-119975300.02555753,-373509962.74892974,-104245978.70174575,-107793601.35728899,-164114049.81670856,215803267.57539925,-322755452.62512946,769288899.5546757,-812723147.1804738,596942222.4427116
2.7,-51477185.73343069,-69571878.35240419,-241035092.81622773,-133037416.0193303,-370643970.2212977,-145061675.56832433,-411881831.4681392,-116409538.63637528,-361447810.43737674,-80334077.26260407,-237110810.63962194,-71531363.0546181,-64252633.36105683,-111327838.4420659,146504442.77556714,-215476844.94260958,509528019.08431256,-539231933.3158755,394445643.7822689
2.8,-33102394.908386875,-44452720.46732191,-154930703.89633185,-85222303.30322638,-237976857.95091173,-93489904.2610578,-263898501.65907487,-76035625.43314533,-230635026.81336823,-53901674.94424355,-149723936.99875686,-49153208.68356411,-37507067.66737879,-75565361.96701615,99499169.27395873,-143847563.5991075,337315115.1825315,-357629509.78540593,260474555.36416596
2.9,-21210091.44581797,-28357291.740101147,-99223792.56016628,-54525105.245068125,-152224932.56203428,-60227093.569006845,-168411333.09430492,-49713532.35434197,-146501398.7255067,-36250030.35966809,-93962591.07008748,-33825139.33977839,-21278477.744779494,-51322952.08530317,67602745.73967607,-96024866.93254097,223197064.87017125,-237089693.13964283,171892949.41690165
