R	Gamma	E
1.00	10	-278.696970282225
1.00	20	-282.477638763031
1.00	30	-283.842497170566
1.00	40	-284.261527652364
1.00	50	-284.437419559803
1.00	60	-284.558448443328
1.00	70	-284.644896619033
1.00	80	-284.690631497081
1.00	90	-284.713283928925
1.00	100	-284.711893868386
1.00	110	-284.670486034298
1.00	120	-284.58551716166
1.00	130	-284.457973812116
1.00	140	-284.284438558906
1.00	150	-283.933361145149
1.00	160	-282.899999619479
1.00	170	-280.362653753091
1.00	180	-278.009035937681
1.10	0	-260.409307443279
1.10	10	-275.424131256159
1.10	20	-282.211840818284
1.10	30	-283.934832269093
1.10	40	-284.359639266572
1.10	50	-284.517857938761
1.10	60	-284.631231667272
1.10	70	-284.710513068609
1.10	80	-284.750780366038
1.10	90	-284.768819667188
1.10	100	-284.769942813054
1.10	110	-284.732692911584
1.10	120	-284.652948053529
1.10	130	-284.531757565329
1.10	140	-284.370882767479
1.10	150	-284.011116087125
1.10	160	-282.622213297057
1.10	170	-277.802157175777
1.10	180	-270.520946662995
1.20	10	-272.985894398864
1.20	20	-282.238842706579
1.20	30	-284.06141463241
1.20	40	-284.455579952822
1.20	50	-284.595006518602
1.20	60	-284.702496224248
1.20	70	-284.77454201184
1.20	80	-284.814023594543
1.20	90	-284.829896171515
1.20	100	-284.824649119501
1.20	110	-284.790383458561
1.20	120	-284.717685435314
1.20	130	-284.603549580814
1.20	140	-284.458024984926
1.20	150	-284.111352876328
1.20	160	-282.507255098775
1.20	170	-274.867995464081
1.30	10	-274.231644754564
1.30	20	-282.589948448368
1.30	30	-284.207114372701
1.30	40	-284.541150271434
1.30	50	-284.668415610327
1.30	60	-284.770192903821
1.30	70	-284.835755838967
1.30	80	-284.872343002891
1.30	90	-284.886152252928
1.30	100	-284.878441545176
1.30	110	-284.845671254498
1.30	120	-284.780026821035
1.30	130	-284.673502987863
1.30	140	-284.539235258304
1.30	150	-284.230050626618
1.30	160	-282.665016187662
1.30	170	-273.963261160051
1.40	0	-265.244271319883
1.40	10	-277.626268285267
1.40	20	-283.101759135038
1.40	30	-284.347630781683
1.40	40	-284.613661914184
1.40	50	-284.73652674813
1.40	60	-284.830581257711
1.40	70	-284.888558403005
1.40	80	-284.920327330287
1.40	90	-284.931656640157
1.40	100	-284.924259366771
