    1     0.000000000000
    2     0.056506000000
    3     0.169518000000
    4     0.339036000000
    5     0.565060000000
    6     0.847590000000
    7     1.186626000000
    8     1.582168000000
    9     2.034216000000
   10     2.542770000000
   11     3.107830000000
   12     3.729396000000
   13     4.407468000000
   14     5.142046000000
   15     5.933130000000
   16     6.780720000000
   17     7.684816000000
   18     8.645418000000
   19     9.662526000000
   20    10.736140000000
   21    11.866260000000
   22    13.052886000000
