	0	1	2
383	3.3000000000	25.0000000000	66.3225171866
524	100.0000000000	30.0000000000	0.0000000000
458	3.3000000000	30.0000000000	59.7384538642
599	100.0000000000	35.0000000000	0.0000000000
674	100.0000000000	40.0000000000	0.0000000000
607	3.2000000000	40.0000000000	85.8903585545
749	100.0000000000	45.0000000000	0.0000000000
682	3.2000000000	45.0000000000	74.2962238521
824	100.0000000000	50.0000000000	0.0000000000
757	3.2000000000	50.0000000000	63.5309794242
899	100.0000000000	55.0000000000	0.0000000000
974	100.0000000000	60.0000000000	0.0000000000
906	3.1000000000	60.0000000000	83.1829783392
1049	100.0000000000	65.0000000000	0.0000000000
981	3.1000000000	65.0000000000	72.0339912979
1124	100.0000000000	70.0000000000	0.0000000000
1056	3.1000000000	70.0000000000	62.4292633090
1199	100.0000000000	75.0000000000	0.0000000000
1131	3.1000000000	75.0000000000	55.4786321481
1274	100.0000000000	80.0000000000	0.0000000000
1349	100.0000000000	85.0000000000	0.0000000000
1280	3.0000000000	85.0000000000	86.3205424354
