R,theta,E3_cm
11.5,50.0,-0.029892444740120396
12.0,50.0,-0.023044835717546733
12.5,50.0,-0.017953023880248366
13.0,50.0,-0.014134165782005112
13.5,50.0,-0.01123710198576191
14.0,50.0,-0.008998461354266424
14.5,50.0,-0.007264612023672328
15.0,50.0,-0.005925814720573613
16.0,50.0,-0.003994437816770784
17.0,50.0,-0.002765379787078075
18.0,50.0,-0.0019533247584840297
19.0,50.0,-0.0014046377482202388
20.0,50.0,-0.001031530456483978
21.0,50.0,-0.0007681624381537233
22.0,50.0,-0.0005706348649449921
23.0,50.0,-0.00043895085577986496
24.0,50.0,-0.0003292115823738584
25.0,50.0,-0.0002633711372523351
50.0,50.0,0.0
100.0,50.0,0.0
2.5,55.0,1206.158449895788
2.6,55.0,836.0570425319639
2.7,55.0,569.4896094884348
2.8,55.0,378.1995822626014
2.9,55.0,244.82555192974695
3.0,55.0,152.26958886350593
3.1,55.0,89.67700460643786
3.2,55.0,47.9956997238596
3.3,55.0,20.554874524922816
3.4,55.0,3.314001069177939
3.5,55.0,-7.007759093605945
3.6,55.0,-13.132110854589975
3.7,55.0,-16.149184696834556
3.8,55.0,-17.460874824346337
3.9,55.0,-17.320871957591542
4.0,55.0,-16.537435319019067
4.1,55.0,-15.396079453857983
4.2,55.0,-14.089086083037083
4.3,55.0,-12.738987895996056
4.4,55.0,-11.421218325018778
4.5,55.0,-10.179782026534845
4.6,55.0,-9.03469509157532
4.7,55.0,-8.001123216378693
4.8,55.0,-7.0770252878866735
4.9,55.0,-6.259526183919858
5.0,55.0,-5.535040431944349
5.1,55.0,-4.9005612226526525
5.2,55.0,-4.344895356006215
5.3,55.0,-3.8588248921039554
5.4,55.0,-3.4335489034026616
5.5,55.0,-3.0610126644669045
5.6,55.0,-2.734127152348305
5.7,55.0,-2.446790966369918
5.8,55.0,-2.1937367180948395
5.9,55.0,-1.9704432274317945
6.0,55.0,-1.7730696946657023
6.2,55.0,-1.4430237444946852
6.4,55.0,-1.1819806205860652
6.6,55.0,-0.9737430900070253
6.8,55.0,-0.8064375816995809
7.0,55.0,-0.6711753673450277
7.2,55.0,-0.5613283133486817
7.4,55.0,-0.47171682269236415
7.6,55.0,-0.3983025587310196
7.8,55.0,-0.33785924608603113
8.0,55.0,-0.2878190294246072
8.2,55.0,-0.24618469451674557
8.4,55.0,-0.21133212194849194
8.6,55.0,-0.18203225992799774
8.8,55.0,-0.15729746747029721
9.0,55.0,-0.13633764052039965
9.5,55.0,-0.09667857510678118
10.0,55.0,-0.06992461744547512
10.5,55.0,-0.051532642709446894
11.0,55.0,-0.03862753495713449
11.5,55.0,-0.029387653439219008
12.0,55.0,-0.022649783690051353
12.5,55.0,-0.01766770800723691
13.0,55.0,-0.013914693473037261
13.5,55.0,-0.011061522267234381
14.0,55.0,-0.008866774226179217
14.5,55.0,-0.007154872750266321
15.0,55.0,-0.005838026420770887
16.0,55.0,-0.003950545226330462
17.0,55.0,-0.002721487196637753
18.0,55.0,-0.0019313769038028284
19.0,55.0,-0.0013826898935390376
20.0,55.0,-0.0010095826018027764
21.0,55.0,-0.0007462145834725221
22.0,55.0,-0.0005706348649449921
23.0,55.0,-0.00043895085577986496
24.0,55.0,-0.0003292115823738584
25.0,55.0,-0.0002633711372523351
50.0,55.0,0.0
100.0,55.0,0.0
2.5,60.0,1091.3719235070582
2.6,60.0,750.5273183254835
2.7,60.0,506.9646453646167
2.8,60.0,334.8929580075821
2.9,60.0,214.8490924362221
3.0,60.0,132.44622327929974
3.1,60.0,76.65219489836613
3.2,60.0,38.89230907286849
3.3,60.0,15.441400962854923
3.4,60.0,0.3501059306735958
3.5,60.0,-8.73724112548638
3.6,60.0,-13.82870138229321
3.7,60.0,-17.465439897028055
3.8,60.0,-17.256302523120617
3.9,60.0,-16.96407205287814
4.0,60.0,-16.113256701219377
4.1,60.0,-14.953421069903541
4.2,60.0,-13.657203905476864
4.3,60.0,-12.334320574807606
4.4,60.0,-11.051952257171
4.5,60.0,-9.845939166120266
4.6,60.0,-8.741696462013612
4.7,60.0,-7.744228162150689
4.8,60.0,-6.8549389105175615
4.9,60.0,-6.062833022173194
5.0,60.0,-5.366308334915081
5.1,60.0,-4.754742280450689
5.2,60.0,-4.218982759324061
5.3,60.0,-3.749899632409609
5.4,60.0,-3.338889493499486
5.5,60.0,-2.9783585189876445
5.6,60.0,-2.6616785752794008
5.7,60.0,-2.383077479518028
5.8,60.0,-2.1375731591396336
5.9,60.0,-1.920885857335513
6.0,60.0,-1.7292625564525446
6.2,60.0,-1.4086979142009362
6.4,60.0,-1.1548096599236606
6.6,60.0,-0.952015103737896
6.8,60.0,-0.7888357172563876
7.0,60.0,-0.6567778304257702
7.2,60.0,-0.5494327881981721
7.4,60.0,-0.46179657015501974
7.6,60.0,-0.3899186279510606
7.8,60.0,-0.33068242548108356
8.0,60.0,-0.28162984668570334
8.2,60.0,-0.24078561583283248
8.4,60.0,-0.20663536525761103
8.6,60.0,-0.17795003069250215
8.8,60.0,-0.15376392524506544
9.0,60.0,-0.13333083745075044
9.5,60.0,-0.09465940990317563
10.0,60.0,-0.06858582326129849
10.5,60.0,-0.05061085152636892
11.0,60.0,-0.03799105964706797
11.5,60.0,-0.028926757847680024
12.0,60.0,-0.02229862425299629
12.5,60.0,-0.017382392134225457
13.0,60.0,-0.013695218045147329
13.5,60.0,-0.010885942548706852
14.0,60.0,-0.00873509021701409
14.5,60.0,-0.0070670844504635965
15.0,60.0,-0.005750235002046082
16.0,60.0,-0.003884701662286858
17.0,60.0,-0.0026995393419565515
18.0,60.0,-0.0019094290491216272
19.0,60.0,-0.0013607420388578363
20.0,60.0,-0.0010095826018027764
21.0,60.0,-0.0007462145834725221
22.0,60.0,-0.0005706348649449921
23.0,60.0,-0.00041700300109866363
24.0,60.0,-0.0003292115823738584
25.0,60.0,-0.0002633711372523351
50.0,60.0,0.0
100.0,60.0,0.0
2.5,65.0,990.2405599076283
2.6,65.0,676.7643971914854
2.7,65.0,454.2226970272408
2.8,65.0,298.10738590695644
2.9,65.0,189.5738453568517
3.0,65.0,115.49845819550889
3.1,65.0,64.73783902811356
3.2,65.0,31.937267784292327
3.3,65.0,11.160460513864248
3.4,65.0,-2.130857237245147
3.5,65.0,-10.051718580639921
3.6,65.0,-14.402890910803764
3.7,65.0,-16.594147561865615
3.8,65.0,-17.050281685318392
3.9,65.0,-16.646843422159634
4.0,65.0,-15.736638236167048
4.1,65.0,-14.560144482564699
4.2,65.0,-13.273233040101058
4.3,65.0,-11.974382179896468
4.4,65.0,-10.720567515934729
4.5,65.0,-9.551404214801172
4.6,65.0,-8.481333706005499
4.7,65.0,-7.517862027972873
4.8,65.0,-6.655787629592591
4.9,65.0,-5.889908959753947
5.0,65.0,-5.216670534614874
5.1,65.0,-4.625559512680556
5.2,65.0,-4.107314067697318
5.3,65.0,-3.652979637139179
5.4,65.0,-3.254501498689632
5.5,65.0,-2.9046589391532884
5.6,65.0,-2.597174981253598
5.7,65.0,-2.3265188685353264
5.8,65.0,-2.087927997624627
5.9,65.0,-1.8772104062504424
6.0,65.0,-1.6907667086234974
6.2,65.0,-1.378585994032926
6.4,65.0,-1.1309747170322009
6.6,65.0,-0.9328988622730765
6.8,65.0,-0.7733408063166026
7.0,65.0,-0.6440921981013478
7.2,65.0,-0.5389419007958827
7.4,65.0,-0.45301758422864324
7.6,65.0,-0.3824564914731016
7.8,65.0,-0.3242737673142898
8.0,65.0,-0.27605519140218476
8.2,65.0,-0.23593522727810523
8.4,65.0,-0.20239950415826913
8.6,65.0,-0.1742848044581052
8.8,65.0,-0.1506254381662511
9.0,65.0,-0.13063130122771596
9.5,65.0,-0.09288166486321914
10.0,65.0,-0.06737871308628698
10.5,65.0,-0.04979879337885279
11.0,65.0,-0.03742042478212298
11.5,65.0,-0.02850975484658136
12.0,65.0,-0.021991357406381553
12.5,65.0,-0.017140968851654323
13.0,65.0,-0.0135196383266198
13.5,65.0,-0.010754258539541723
14.0,65.0,-0.008625354062530163
14.5,65.0,-0.00695734517705759
15.0,65.0,-0.005662446702243358
16.0,65.0,-0.0038408059529244556
17.0,65.0,-0.002655643632594149
18.0,65.0,-0.0018874811944404257
19.0,65.0,-0.0013607420388578363
20.0,65.0,-0.0009876378660436558
21.0,65.0,-0.0007462145834725221
22.0,65.0,-0.0005486870102637909
23.0,65.0,-0.00041700300109866363
24.0,65.0,-0.0003292115823738584
25.0,65.0,-0.00024142328257113378
50.0,65.0,0.0
100.0,65.0,0.0
2.5,70.0,906.1222331515719
2.6,70.0,615.8348599953682
2.7,70.0,410.94710648669155
2.8,70.0,267.89022858589857
2.9,70.0,169.21224019072372
3.0,70.0,100.86408739395425
3.1,70.0,55.88965347772922
3.2,70.0,25.614093957084624
3.3,70.0,7.720788271286725
3.4,70.0,-4.1226772915090155
3.5,70.0,-11.100719520093369
3.6,70.0,-15.960502358576116
3.7,70.0,-16.60784277991076
3.8,70.0,-16.881878802990418
3.9,70.0,-16.371885604777976
4.0,70.0,-15.411793837106735
4.1,70.0,-14.221341494321987
4.2,70.0,-12.94244087846549
4.3,70.0,-11.66132356983218
4.4,70.0,-10.437291611337155
4.5,70.0,-9.297823227370511
4.6,70.0,-8.259027853208497
4.7,70.0,-7.321190814080891
4.8,70.0,-6.482490463000529
4.9,70.0,-5.7414124260647075
5.0,70.0,-5.088431505882499
5.1,70.0,-4.514724823937088
5.2,70.0,-4.0111841796008
5.3,70.0,-3.5694256452126005
5.4,70.0,-3.181723713157276
5.5,70.0,-2.8412307712933322
5.6,70.0,-2.541823480445908
5.7,70.0,-2.2781905533498152
5.8,70.0,-2.0456352364330956
5.9,70.0,-1.8401411409053745
6.0,70.0,-1.6581747245414205
6.2,70.0,-1.3531488858200373
6.4,70.0,-1.1108269451108974
6.6,70.0,-0.9167235834327846
6.8,70.0,-0.7602162231364002
7.0,70.0,-0.6333598874164872
7.2,70.0,-0.5300312308603411
7.4,70.0,-0.44553349989600305
7.6,70.0,-0.37609172589674816
7.8,70.0,-0.31876495247589276
8.0,70.0,-0.27127064329257905
8.2,70.0,-0.23176520974280693
8.4,70.0,-0.19877817363323458
8.6,70.0,-0.17114631737929087
8.8,70.0,-0.14792590194321661
9.0,70.0,-0.12832681703217688
9.5,70.0,-0.09134534310583377
10.0,70.0,-0.06636912736556212
10.5,70.0,-0.04909647450474267
11.0,70.0,-0.036915633481221594
11.5,70.0,-0.028136647554845098
12.0,70.0,-0.021706041533370097
12.5,70.0,-0.01694344127844559
13.0,70.0,-0.013344058608092268
13.5,70.0,-0.010622571411454515
14.0,70.0,-0.008515614789124158
14.5,70.0,-0.006891504731936067
15.0,70.0,-0.005596603138199754
16.0,70.0,-0.003796910243562053
17.0,70.0,-0.0026336957779129477
18.0,70.0,-0.001865536458681305
19.0,70.0,-0.0013387973030987155
20.0,70.0,-0.0009876378660436558
21.0,70.0,-0.0007242667287913207
22.0,70.0,-0.0005486870102637909
23.0,70.0,-0.00041700300109866363
24.0,70.0,-0.0003292115823738584
25.0,70.0,-0.00024142328257113378
50.0,70.0,0.0
100.0,70.0,0.0
2.5,75.0,840.4951926570061
2.6,75.0,568.6116231792325
2.7,75.0,377.6548242832394
2.8,75.0,244.9622407297044
2.9,75.0,152.3855153640867
3.0,75.0,90.47655068340552
3.1,75.0,49.17451990951217
3.2,75.0,21.50083212681205
3.3,75.0,5.102609567373867
3.4,75.0,-5.633957647682625
3.5,75.0,-11.889204077912702
3.6,75.0,-15.327449734887322
3.7,75.0,-16.616797345555668
3.8,75.0,-16.738737449156808
3.9,75.0,-16.144948838854138
4.0,75.0,-15.145549162087411
4.1,75.0,-13.944145039427756
4.2,75.0,-12.668843806241613
4.3,75.0,-11.40730363154574
4.4,75.0,-10.20559224203947
4.5,75.0,-9.092197444714703
4.6,75.0,-8.075393431077993
4.7,75.0,-7.158428427481559
4.8,75.0,-6.342729016409382
4.9,75.0,-5.620613589074533
5.0,75.0,-4.98404937413411
5.1,75.0,-4.424213486833452
5.2,75.0,-3.9325683676476735
5.3,75.0,-3.5010592973791916
5.4,75.0,-3.1222899831140905
5.5,75.0,-2.7895444967200387
5.6,75.0,-2.4968750756217823
5.7,75.0,-2.2390362823560204
5.8,75.0,-2.011506930593633
5.9,75.0,-1.8103145397292977
6.0,75.0,-1.6320352974544217
6.2,75.0,-1.332781638470844
6.4,75.0,-1.0946955588610459
6.6,75.0,-0.9037745799711098
6.8,75.0,-0.7497033878794297
7.0,75.0,-0.6247125886181979
7.2,75.0,-0.5228763581100748
7.4,75.0,-0.43947600116626434
7.6,75.0,-0.37091212575964705
7.8,75.0,-0.314309619067583
8.0,75.0,-0.2674078894849734
8.2,75.0,-0.22840724723610265
8.4,75.0,-0.19585915886338812
8.6,75.0,-0.16864430561054305
8.8,75.0,-0.14575310175684267
9.0,75.0,-0.12646128369241766
9.5,75.0,-0.09011628507614106
10.0,75.0,-0.06553512448228688
10.5,75.0,-0.04852584275871976
11.0,75.0,-0.036498630480122925
11.5,75.0,-0.02785133168183364
12.0,75.0,-0.021486566105480165
12.5,75.0,-0.016767861559918062
13.0,75.0,-0.013212374598927141
13.5,75.0,-0.01051283525697059
14.0,75.0,-0.008427826489321433
14.5,75.0,-0.006825661167892463
15.0,75.0,-0.0055527074288373515
16.0,75.0,-0.0037530176531217307
17.0,75.0,-0.0026117479232317465
18.0,75.0,-0.0018435886040001038
19.0,75.0,-0.0013168494484175142
20.0,75.0,-0.0009656900113624544
21.0,75.0,-0.0007242667287913207
22.0,75.0,-0.0005486870102637909
23.0,75.0,-0.00041700300109866363
24.0,75.0,-0.0003292115823738584
25.0,75.0,-0.00024142328257113378
50.0,75.0,0.0
100.0,75.0,0.0
2.5,80.0,793.6247393630314
2.6,80.0,535.1196629556998
2.7,80.0,354.2879091128893
2.8,80.0,228.49203048878886
2.9,80.0,141.40322435322392
3.0,80.0,83.22598680564421
3.1,80.0,43.775531802215205
3.2,80.0,19.504951791167368
3.3,80.0,3.2742761633191995
3.4,80.0,-6.683858433583392
3.5,80.0,-13.522073378250399
3.6,80.0,-15.49361397970272
3.7,80.0,-16.61403196576859
3.8,80.0,-16.627485760531165
3.9,80.0,-15.97389030977465
4.0,80.0,-14.94633204071732
4.1,80.0,-13.733800552226386
4.2,80.0,-12.466466249938026
4.3,80.0,-11.217633655421256
4.4,80.0,-10.034226452351211
4.5,80.0,-8.934921925099088
4.6,80.0,-7.936202622470712
4.7,80.0,-7.038617228357428
4.8,80.0,-6.239027255680421
4.9,80.0,-5.530936254854172
5.0,80.0,-4.906245617209577
5.1,80.0,-4.356637249292878
5.2,80.0,-3.873858904333279
5.3,80.0,-3.45009728953469
5.4,80.0,-3.078043897164075
5.5,80.0,-2.751136434071872
5.6,80.0,-2.463558827929836
5.7,80.0,-2.2101314723630217
5.8,80.0,-1.9863770861084373
5.9,80.0,-1.788410970622719
6.0,80.0,-1.6128751602802398
6.2,80.0,-1.317879310250685
6.4,80.0,-1.082887825129261
6.6,80.0,-0.8942932751706232
6.8,80.0,-0.7419778833831404
7.0,80.0,-0.6183917187512068
7.2,80.0,-0.5175870218184897
7.4,80.0,-0.4350426124937137
7.6,80.0,-0.367115215516085
7.8,80.0,-0.31101750012492235
8.0,80.0,-0.26455471827917054
8.2,80.0,-0.22592718332203604
8.4,80.0,-0.19373025750529863
8.6,80.0,-0.16677877227078383
8.8,80.0,-0.1441728842900949
9.0,80.0,-0.12512248638931894
9.5,80.0,-0.08921643862882221
10.0,80.0,-0.06494254488158277
10.5,80.0,-0.0481088397576211
11.0,80.0,-0.03621331460711147
11.5,80.0,-0.02763185625394371
12.0,80.0,-0.021332934241633836
12.5,80.0,-0.016636177550752935
13.0,80.0,-0.013124583180202336
13.5,80.0,-0.010446991692926986
14.0,80.0,-0.008383930779959031
14.5,80.0,-0.006781765458530061
15.0,80.0,-0.00550881483839703
16.0,80.0,-0.0037310697984405295
17.0,80.0,-0.002589800068550545
18.0,80.0,-0.0018216407493189025
19.0,80.0,-0.0013168494484175142
20.0,80.0,-0.0009656900113624544
21.0,80.0,-0.0007242667287913207
22.0,80.0,-0.0005486870102637909
23.0,80.0,-0.00041700300109866363
24.0,80.0,-0.0003072637276926571
25.0,80.0,-0.00024142328257113378
50.0,80.0,0.0
100.0,80.0,0.0
2.5,85.0,765.3545853785413
2.6,85.0,514.7606914853498
2.7,85.0,340.1929191629863
2.8,85.0,217.80003857126476
2.9,85.0,134.92323590199214
3.0,85.0,78.95975115730049
3.1,85.0,41.07364547451193
3.2,85.0,17.73714948805749
3.3,85.0,2.198982158677062
3.4,85.0,-7.298233766663147
3.5,85.0,-12.900235908692684
3.6,85.0,-15.595581891101086
3.7,85.0,-16.6072940929005
3.8,85.0,-16.55613455748279
3.9,85.0,-15.861716826847005
4.0,85.0,-14.818553910695405
4.1,85.0,-13.605320103330362
4.2,85.0,-12.3430776128793
4.3,85.0,-11.099775781055609
4.4,85.0,-9.924533033337633
4.5,85.0,-8.83857256157468
4.6,85.0,-7.851770731951496
4.7,85.0,-6.965312700550568
4.8,85.0,-6.175357664537894
4.9,85.0,-5.475496965746679
5.0,85.0,-4.858027041297472
5.1,85.0,-4.3147395401288415
5.2,85.0,-3.8374919578623214
5.3,85.0,-3.418536835909097
5.4,85.0,-3.0506754089284613
5.5,85.0,-2.7274112273348967
5.6,85.0,-2.4430160008621153
5.7,85.0,-2.1923320803466195
5.8,85.0,-1.970948021851618
5.9,85.0,-1.7749791237148238
6.0,85.0,-1.6011332701124985
6.2,85.0,-1.3087930605966158
6.4,85.0,-1.0756890566696324
6.6,85.0,-0.8884771966045335
6.8,85.0,-0.7372591788375783
7.0,85.0,-0.61450701708892
7.2,85.0,-0.5143607433209506
7.4,85.0,-0.43229918056131683
7.6,85.0,-0.3647887834658647
7.8,85.0,-0.3090202796570759
8.0,85.0,-0.26279892109389524
8.2,85.0,-0.22441280941933187
8.4,85.0,-0.19241340805688112
8.6,85.0,-0.16565945039557506
8.8,85.0,-0.1432071973976545
9.0,85.0,-0.1242884835060437
9.5,85.0,-0.08866775161855842
10.0,85.0,-0.0645694375898465
10.5,85.0,-0.04786741647504997
11.0,85.0,-0.036037734888583944
11.5,85.0,-0.027500172244778583
12.0,85.0,-0.02122319808714991
12.5,85.0,-0.01657033398670933
13.0,85.0,-0.013058739616158733
13.5,85.0,-0.010403099102486664
14.0,85.0,-0.008340035070596628
14.5,85.0,-0.006737872868089738
15.0,85.0,-0.005486866983715828
16.0,85.0,-0.003709121943759328
17.0,85.0,-0.002567852213869344
18.0,85.0,-0.0018216407493189025
19.0,85.0,-0.0013168494484175142
20.0,85.0,-0.0009656900113624544
21.0,85.0,-0.0007242667287913207
22.0,85.0,-0.0005486870102637909
23.0,85.0,-0.00041700300109866363
24.0,85.0,-0.0003072637276926571
25.0,85.0,-0.00024142328257113378
50.0,85.0,0.0
100.0,85.0,0.0
2.5,90.0,755.9601713706016
2.6,90.0,508.0796203794082
2.7,90.0,335.5312121792627
2.8,90.0,214.6126085219337
2.9,90.0,132.78362162979423
3.0,90.0,77.552435936112
3.1,90.0,40.1793521993413
3.2,90.0,17.15363228972922
3.3,90.0,1.844772054032212
3.4,90.0,-7.499952899801987
3.5,90.0,-12.846442674378139
3.6,90.0,-15.62086536745013
3.7,90.0,-16.600183115859593
3.8,90.0,-16.52962201998513
3.9,90.0,-15.829541845766027
4.0,90.0,-14.780036111892755
4.1,90.0,-13.564739243614744
4.2,90.0,-12.30131158772443
4.3,90.0,-11.06246509242797
4.4,90.0,-9.890668095516501
4.5,90.0,-8.808263116952382
4.6,90.0,-7.824687559588894
4.7,90.0,-6.941148542957812
4.8,90.0,-6.153958886732216
4.9,90.0,-5.4567318837189145
5.0,90.0,-4.84165423176505
5.1,90.0,-4.300517586047034
5.2,90.0,-3.825157484974954
5.3,90.0,-3.40782647619784
5.4,90.0,-3.041413579555865
5.5,90.0,-2.7194004038466737
5.6,90.0,-2.4360586556850574
5.7,90.0,-2.186318474207321
5.8,90.0,-1.9657464707409136
5.9,90.0,-1.7704579436235484
6.0,90.0,-1.5972046727408493
6.2,90.0,-1.3057423649365263
6.4,90.0,-1.0732748363196094
6.6,90.0,-0.8865458197007307
6.8,90.0,-0.7356789582519084
7.0,90.0,-0.6131901676405025
7.2,90.0,-0.5132853171551043
7.4,90.0,-0.43137738625931676
7.6,90.0,-0.36399867317302975
7.8,90.0,-0.308339908637647
8.0,90.0,-0.2622282862289502
8.2,90.0,-0.22390801811843047
8.4,90.0,-0.19197445720110126
8.6,90.0,-0.1652863431038388
8.8,90.0,-0.14287798269635857
9.0,90.0,-0.12402511236879135
9.5,90.0,-0.08847022404534968
10.0,90.0,-0.0644377504617593
10.5,90.0,-0.04777962817524724
11.0,90.0,-0.03597189132454034
11.5,90.0,-0.027456276535416182
12.0,90.0,-0.02120125023246871
12.5,90.0,-0.01654838613202813
13.0,90.0,-0.013058739616158733
13.5,90.0,-0.010381151247805462
14.0,90.0,-0.008340035070596628
14.5,90.0,-0.006737869749167658
15.0,90.0,-0.005486866983715828
16.0,90.0,-0.003709121943759328
17.0,90.0,-0.002567852213869344
18.0,90.0,-0.0018216407493189025
19.0,90.0,-0.0013168463294954335
20.0,90.0,-0.0009656868924403739
21.0,90.0,-0.0007242667287913207
22.0,90.0,-0.0005486870102637909
23.0,90.0,-0.00041700300109866363
24.0,90.0,-0.0003292115823738584
25.0,90.0,-0.00024142328257113378
50.0,90.0,0.0
100.0,90.0,0.0
