R,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,-6126679727.939798,-9049082813.900902,-27461233800.03556,-17495836820.422867,-37722865207.106224,-20991699445.316742,-33417544778.90181,-23135674630.286602,-16778193110.201948,-28340146384.37712,6757507613.522029,-38240391927.45418,32654162139.931175,-52756764044.582184,62275126318.35437,-76778314407.98735,127976619442.32056,-164880213501.03705,92216843836.33847
1.1,-4019317383.1366763,-5908274606.772609,-18009240369.777477,-11450044613.368721,-24712640164.640266,-13801133588.200708,-21831802930.76375,-15297579686.422201,-10840019974.806778,-18800097549.435616,4681944615.79803,-25369208519.341896,21754563599.44003,-34968365807.54862,41298451984.32528,-50859030743.85112,84744658726.63419,-109195202281.78903,61050125973.24414
1.2,-2633002177.1722536,-3852859368.443779,-11793131099.976006,-7485557786.984097,-16164066171.517015,-9066920604.409664,-14236615389.440687,-10110302686.727201,-6981798672.662714,-12466677554.25618,3245127672.0578046,-16822497826.731619,14489323887.887638,-23164893170.794853,27372601650.225292,-33668911228.985794,56080788106.49217,-72270305403.13104,40390167727.01482
1.3,-1722137237.6981344,-2509329866.8615384,-7710197077.754163,-4888528764.714163,-10554513410.80834,-5952288353.348495,-9265090318.605925,-6678985288.845743,-4481146645.475503,-8263677396.740217,2250064306.2782693,-11149783387.659595,9647803561.116802,-15336696051.152906,18132171528.388977,-22274473507.33096,37086922364.08829,-47799379083.05423,26703105182.062668
1.4,-1124452715.5191426,-1632196707.4972548,-5032014458.782083,-3189073321.100858,-6878810932.793051,-3904733676.1784444,-6016326950.755955,-4410297398.627774,-2864810422.885264,-5475557526.9312935,1560656054.2418132,-7386323419.336381,6422263955.98976,-10147714353.873016,12003911007.348518,-14726120897.002577,24508480542.947704,-31591808230.39514,17641203770.615223
1.5,-732829855.6740756,-1060274944.055031,-3277840219.560658,-2078174703.63109,-4474025735.1317425,-2559705682.1921024,-3897198765.4032893,-2911018721.3563495,-1823253669.0830007,-3626746479.986999,1082828715.3681338,-4890687596.5678835,4273897879.6366715,-6710077775.9214,7941858774.050799,-9728731104.893005,16183929380.178457,-20864091156.30721,11645479095.419899
1.6,-476624342.91545933,-687845567.9076718,-2130704453.580318,-1352802078.9226112,-2903388677.6577015,-1676841574.3467379,-2517667008.070604,-1920673030.850106,-1154382192.625922,-2401279623.7465086,751525011.9560505,-3236572297.870222,2843370989.666286,-4434017264.887682,5250911447.384339,-6422358443.905027,10678388005.82045,-13768261734.758938,7681225609.230553
1.7,-309294557.00515866,-445646286.1427964,-1381837665.6545062,-879691175.559072,-1879456474.7171175,-1097778868.1592956,-1621568539.3496525,-1266800247.4603863,-726508519.7574896,-1589312591.6197844,521733469.89811814,-2140764861.9204786,1891096309.9493818,-2927958824.4887676,3469337248.6362524,-4236294250.3678856,7039838360.335132,-9078085082.653801,5062067474.185403
1.8,-200212137.06215632,-288352521.3007493,-893891164.1080892,-571460341.67448,-1213285591.6461692,-718260794.3855363,-1040896204.2114475,-835271952.9237225,-454008376.3913998,-1051533486.1276863,362297765.6692413,-1415193674.2373111,1257367154.48831,-1932044993.3667607,2290568223.1362753,-2791983118.5944786,4636977793.84028,-5980322334.515116,3332948892.2853184
1.9,-129245134.42097698,-186340422.77764046,-576614100.8018382,-370874154.02870625,-780839623.6178409,-469704597.9720587,-665625438.408553,-550599610.7839004,-281341023.86673737,-695492205.4799389,251642538.01315248,-935021683.1380187,835750929.369083,-1273916103.6945243,1511158016.1180985,-1838465525.2916238,3051417488.627507,-3935941788.509977,2192353232.999242
