I1 F1 I2 F2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
3 5 1 1 1.66053e-10 2.59042e-10 2.94930e-10 3.09407e-10 3.13792e-10 3.12880e-10 3.09035e-10 3.03539e-10 2.97137e-10 2.90281e-10 2.83257e-10 2.76248e-10 2.69373e-10 2.62704e-10 2.56286e-10 2.50142e-10 2.44283e-10 2.38708e-10 2.33412e-10 2.28384e-10 2.23611e-10 2.19079e-10 2.14772e-10 2.10677e-10 2.06778e-10 2.03061e-10 1.99514e-10 1.96123e-10 1.92878e-10 1.89767e-10 1.86781e-10 1.83910e-10 1.81148e-10 1.78485e-10 1.75915e-10 1.73433e-10 1.71031e-10 1.68706e-10 1.66453e-10 1.64266e-10 1.62143e-10 1.60080e-10 1.58073e-10 1.56119e-10 1.54216e-10 1.52361e-10 1.50552e-10 1.48787e-10 1.47064e-10 1.45381e-10 1.43736e-10 1.42127e-10 1.40554e-10 1.39015e-10 1.37509e-10 1.36034e-10 1.34590e-10 1.33174e-10 1.31788e-10 1.30428e-10 1.29095e-10 1.27788e-10 1.26506e-10 1.25248e-10 1.24014e-10 1.22802e-10 1.21613e-10 1.20445e-10 1.19299e-10 1.18172e-10 1.17066e-10 1.15979e-10 1.14911e-10 1.13861e-10 1.12829e-10 1.11815e-10 1.10818e-10 1.09838e-10 1.08873e-10 1.07925e-10 1.06993e-10 1.06075e-10 1.05172e-10 1.04284e-10 1.03410e-10 1.02550e-10 1.01703e-10 1.00870e-10 1.00049e-10 9.92415e-11 9.84461e-11 9.76629e-11 9.68915e-11 9.61317e-11 9.53833e-11 9.46460e-11 9.39197e-11 9.32040e-11 9.24988e-11 9.18038e-11
3 7 1 1 3.31867e-11 6.47588e-11 7.42566e-11 7.65282e-11 7.63212e-11 7.52086e-11 7.37641e-11 7.22131e-11 7.06508e-11 6.91202e-11 6.76424e-11 6.62275e-11 6.48807e-11 6.36035e-11 6.23956e-11 6.12550e-11 6.01790e-11 5.91642e-11 5.82066e-11 5.73021e-11 5.64468e-11 5.56365e-11 5.48674e-11 5.41359e-11 5.34384e-11 5.27719e-11 5.21334e-11 5.15204e-11 5.09304e-11 5.03613e-11 4.98111e-11 4.92783e-11 4.87612e-11 4.82585e-11 4.77691e-11 4.72919e-11 4.68259e-11 4.63704e-11 4.59246e-11 4.54879e-11 4.50598e-11 4.46398e-11 4.42273e-11 4.38221e-11 4.34239e-11 4.30322e-11 4.26470e-11 4.22678e-11 4.18946e-11 4.15271e-11 4.11651e-11 4.08086e-11 4.04574e-11 4.01113e-11 3.97702e-11 3.94341e-11 3.91028e-11 3.87763e-11 3.84544e-11 3.81371e-11 3.78243e-11 3.75159e-11 3.72119e-11 3.69122e-11 3.66167e-11 3.63253e-11 3.60381e-11 3.57549e-11 3.54756e-11 3.52003e-11 3.49289e-11 3.46612e-11 3.43973e-11 3.41371e-11 3.38805e-11 3.36275e-11 3.33780e-11 3.31321e-11 3.28895e-11 3.26503e-11 3.24144e-11 3.21818e-11 3.19525e-11 3.17262e-11 3.15032e-11 3.12831e-11 3.10661e-11 3.08521e-11 3.06410e-11 3.04328e-11 3.02274e-11 3.00247e-11 2.98249e-11 2.96277e-11 2.94332e-11 2.92412e-11 2.90519e-11 2.88650e-11 2.86807e-11 2.84987e-11
3 9 1 1 3.09960e-12 1.26840e-11 2.08320e-11 2.69981e-11 3.17043e-11 3.53719e-11 3.82669e-11 4.05601e-11 4.23707e-11 4.37894e-11 4.48889e-11 4.57285e-11 4.63574e-11 4.68156e-11 4.71360e-11 4.73448e-11 4.74635e-11 4.75092e-11 4.74954e-11 4.74330e-11 4.73308e-11 4.71956e-11 4.70330e-11 4.68473e-11 4.66423e-11 4.64209e-11 4.61855e-11 4.59379e-11 4.56800e-11 4.54132e-11 4.51385e-11 4.48572e-11 4.45700e-11 4.42778e-11 4.39813e-11 4.36812e-11 4.33780e-11 4.30722e-11 4.27643e-11 4.24548e-11 4.21440e-11 4.18324e-11 4.15203e-11 4.12079e-11 4.08957e-11 4.05838e-11 4.02725e-11 3.99620e-11 3.96526e-11 3.93444e-11 3.90377e-11 3.87325e-11 3.84291e-11 3.81276e-11 3.78280e-11 3.75306e-11 3.72354e-11 3.69424e-11 3.66519e-11 3.63639e-11 3.60784e-11 3.57954e-11 3.55151e-11 3.52375e-11 3.49627e-11 3.46905e-11 3.44212e-11 3.41546e-11 3.38909e-11 3.36300e-11 3.33720e-11 3.31168e-11 3.28644e-11 3.26149e-11 3.23682e-11 3.21244e-11 3.18834e-11 3.16451e-11 3.14097e-11 3.11771e-11 3.09472e-11 3.07201e-11 3.04956e-11 3.02739e-11 3.00549e-11 2.98384e-11 2.96247e-11 2.94135e-11 2.92049e-11 2.89988e-11 2.87952e-11 2.85941e-11 2.83955e-11 2.81993e-11 2.80055e-11 2.78141e-11 2.76250e-11 2.74382e-11 2.72537e-11 2.70714e-11
3 11 1 1 5.66909e-13 5.67963e-12 1.21322e-11 1.76905e-11 2.21537e-11 2.56986e-11 2.85134e-11 3.07460e-11 3.25090e-11 3.38902e-11 3.49599e-11 3.57753e-11 3.63833e-11 3.68225e-11 3.71246e-11 3.73152e-11 3.74156e-11 3.74427e-11 3.74106e-11 3.73303e-11 3.72111e-11 3.70602e-11 3.68835e-11 3.66860e-11 3.64714e-11 3.62431e-11 3.60035e-11 3.57549e-11 3.54989e-11 3.52371e-11 3.49707e-11 3.47006e-11 3.44278e-11 3.41530e-11 3.38767e-11 3.35996e-11 3.33220e-11 3.30445e-11 3.27673e-11 3.24907e-11 3.22150e-11 3.19404e-11 3.16673e-11 3.13956e-11 3.11257e-11 3.08576e-11 3.05915e-11 3.03274e-11 3.00656e-11 2.98061e-11 2.95489e-11 2.92942e-11 2.90420e-11 2.87923e-11 2.85453e-11 2.83008e-11 2.80591e-11 2.78200e-11 2.75836e-11 2.73500e-11 2.71191e-11 2.68910e-11 2.66656e-11 2.64429e-11 2.62230e-11 2.60059e-11 2.57915e-11 2.55798e-11 2.53708e-11 2.51646e-11 2.49609e-11 2.47600e-11 2.45617e-11 2.43660e-11 2.41729e-11 2.39823e-11 2.37943e-11 2.36088e-11 2.34258e-11 2.32453e-11 2.30671e-11 2.28914e-11 2.27181e-11 2.25471e-11 2.23783e-11 2.22119e-11 2.20477e-11 2.18858e-11 2.17260e-11 2.15684e-11 2.14129e-11 2.12595e-11 2.11081e-11 2.09588e-11 2.08115e-11 2.06661e-11 2.05227e-11 2.03812e-11 2.02416e-11 2.01039e-11
3 13 1 1 6.60985e-14 1.43758e-12 4.24301e-12 7.58155e-12 1.09484e-11 1.40953e-11 1.69132e-11 1.93700e-11 2.14747e-11 2.32565e-11 2.47528e-11 2.60018e-11 2.70396e-11 2.78987e-11 2.86069e-11 2.91880e-11 2.96620e-11 3.00456e-11 3.03526e-11 3.05944e-11 3.07806e-11 3.09189e-11 3.10161e-11 3.10776e-11 3.11080e-11 3.11112e-11 3.10906e-11 3.10489e-11 3.09888e-11 3.09121e-11 3.08209e-11 3.07168e-11 3.06011e-11 3.04751e-11 3.03400e-11 3.01968e-11 3.00464e-11 2.98897e-11 2.97272e-11 2.95598e-11 2.93880e-11 2.92125e-11 2.90336e-11 2.88519e-11 2.86678e-11 2.84816e-11 2.82938e-11 2.81047e-11 2.79145e-11 2.77235e-11 2.75321e-11 2.73403e-11 2.71485e-11 2.69568e-11 2.67654e-11 2.65745e-11 2.63842e-11 2.61946e-11 2.60058e-11 2.58181e-11 2.56314e-11 2.54459e-11 2.52616e-11 2.50786e-11 2.48970e-11 2.47169e-11 2.45383e-11 2.43612e-11 2.41857e-11 2.40118e-11 2.38396e-11 2.36691e-11 2.35003e-11 2.33331e-11 2.31678e-11 2.30042e-11 2.28423e-11 2.26822e-11 2.25238e-11 2.23673e-11 2.22125e-11 2.20595e-11 2.19082e-11 2.17587e-11 2.16109e-11 2.14649e-11 2.13206e-11 2.11781e-11 2.10372e-11 2.08980e-11 2.07605e-11 2.06247e-11 2.04905e-11 2.03580e-11 2.02270e-11 2.00977e-11 1.99699e-11 1.98437e-11 1.97191e-11 1.95959e-11
3 15 1 1 5.83168e-15 4.03386e-13 1.75420e-12 3.80415e-12 6.16841e-12 8.57347e-12 1.08570e-11 1.29377e-11 1.47864e-11 1.64041e-11 1.78079e-11 1.90213e-11 2.00695e-11 2.09764e-11 2.17636e-11 2.24496e-11 2.30499e-11 2.35774e-11 2.40428e-11 2.44547e-11 2.48202e-11 2.51450e-11 2.54337e-11 2.56903e-11 2.59179e-11 2.61192e-11 2.62965e-11 2.64516e-11 2.65863e-11 2.67020e-11 2.68000e-11 2.68816e-11 2.69478e-11 2.69996e-11 2.70379e-11 2.70635e-11 2.70774e-11 2.70801e-11 2.70725e-11 2.70552e-11 2.70288e-11 2.69940e-11 2.69512e-11 2.69011e-11 2.68441e-11 2.67808e-11 2.67115e-11 2.66368e-11 2.65570e-11 2.64726e-11 2.63838e-11 2.62911e-11 2.61947e-11 2.60950e-11 2.59923e-11 2.58868e-11 2.57788e-11 2.56685e-11 2.55562e-11 2.54421e-11 2.53263e-11 2.52092e-11 2.50908e-11 2.49713e-11 2.48508e-11 2.47296e-11 2.46077e-11 2.44853e-11 2.43625e-11 2.42394e-11 2.41162e-11 2.39928e-11 2.38694e-11 2.37460e-11 2.36229e-11 2.34999e-11 2.33772e-11 2.32549e-11 2.31330e-11 2.30115e-11 2.28906e-11 2.27702e-11 2.26504e-11 2.25312e-11 2.24126e-11 2.22948e-11 2.21776e-11 2.20613e-11 2.19456e-11 2.18308e-11 2.17167e-11 2.16035e-11 2.14911e-11 2.13796e-11 2.12689e-11 2.11591e-11 2.10501e-11 2.09421e-11 2.08349e-11 2.07286e-11
3 17 1 1 5.59416e-16 1.23889e-13 7.58639e-13 1.90825e-12 3.34950e-12 4.88994e-12 6.40502e-12 7.82462e-12 9.11571e-12 1.02684e-11 1.12861e-11 1.21791e-11 1.29604e-11 1.36436e-11 1.42418e-11 1.47665e-11 1.52278e-11 1.56345e-11 1.59940e-11 1.63123e-11 1.65947e-11 1.68453e-11 1.70679e-11 1.72653e-11 1.74402e-11 1.75947e-11 1.77306e-11 1.78497e-11 1.79532e-11 1.80425e-11 1.81186e-11 1.81825e-11 1.82351e-11 1.82772e-11 1.83097e-11 1.83331e-11 1.83481e-11 1.83552e-11 1.83552e-11 1.83483e-11 1.83352e-11 1.83163e-11 1.82920e-11 1.82626e-11 1.82287e-11 1.81904e-11 1.81482e-11 1.81023e-11 1.80531e-11 1.80008e-11 1.79456e-11 1.78878e-11 1.78276e-11 1.77653e-11 1.77010e-11 1.76349e-11 1.75672e-11 1.74980e-11 1.74275e-11 1.73559e-11 1.72832e-11 1.72096e-11 1.71353e-11 1.70602e-11 1.69846e-11 1.69085e-11 1.68320e-11 1.67552e-11 1.66781e-11 1.66009e-11 1.65236e-11 1.64462e-11 1.63688e-11 1.62915e-11 1.62143e-11 1.61373e-11 1.60604e-11 1.59838e-11 1.59075e-11 1.58315e-11 1.57558e-11 1.56805e-11 1.56055e-11 1.55310e-11 1.54569e-11 1.53833e-11 1.53101e-11 1.52373e-11 1.51651e-11 1.50934e-11 1.50222e-11 1.49515e-11 1.48813e-11 1.48117e-11 1.47427e-11 1.46741e-11 1.46062e-11 1.45388e-11 1.44719e-11 1.44056e-11
3 19 1 1 2.78525e-17 2.84332e-14 2.81418e-13 8.83613e-13 1.75868e-12 2.78551e-12 3.86796e-12 4.94370e-12 5.97722e-12 6.95114e-12 7.85930e-12 8.70199e-12 9.48282e-12 1.02069e-11 1.08796e-11 1.15061e-11 1.20912e-11 1.26387e-11 1.31522e-11 1.36344e-11 1.40878e-11 1.45142e-11 1.49153e-11 1.52925e-11 1.56470e-11 1.59799e-11 1.62921e-11 1.65845e-11 1.68578e-11 1.71130e-11 1.73506e-11 1.75714e-11 1.77762e-11 1.79655e-11 1.81401e-11 1.83006e-11 1.84476e-11 1.85818e-11 1.87037e-11 1.88139e-11 1.89130e-11 1.90016e-11 1.90801e-11 1.91492e-11 1.92092e-11 1.92607e-11 1.93042e-11 1.93400e-11 1.93686e-11 1.93904e-11 1.94057e-11 1.94151e-11 1.94187e-11 1.94170e-11 1.94103e-11 1.93988e-11 1.93829e-11 1.93628e-11 1.93388e-11 1.93111e-11 1.92801e-11 1.92458e-11 1.92085e-11 1.91685e-11 1.91259e-11 1.90808e-11 1.90335e-11 1.89841e-11 1.89328e-11 1.88797e-11 1.88249e-11 1.87686e-11 1.87109e-11 1.86519e-11 1.85917e-11 1.85305e-11 1.84682e-11 1.84051e-11 1.83411e-11 1.82764e-11 1.82110e-11 1.81451e-11 1.80786e-11 1.80117e-11 1.79443e-11 1.78767e-11 1.78087e-11 1.77405e-11 1.76721e-11 1.76035e-11 1.75349e-11 1.74661e-11 1.73973e-11 1.73285e-11 1.72597e-11 1.71910e-11 1.71224e-11 1.70538e-11 1.69854e-11 1.69171e-11
3 21 1 1 1.65831e-18 8.80546e-15 1.54075e-13 6.39408e-13 1.48781e-12 2.58860e-12 3.81218e-12 5.05806e-12 6.26162e-12 7.38688e-12 8.41745e-12 9.34911e-12 1.01846e-11 1.09303e-11 1.15941e-11 1.21843e-11 1.27089e-11 1.31752e-11 1.35897e-11 1.39583e-11 1.42861e-11 1.45774e-11 1.48361e-11 1.50655e-11 1.52686e-11 1.54478e-11 1.56054e-11 1.57434e-11 1.58634e-11 1.59671e-11 1.60559e-11 1.61309e-11 1.61933e-11 1.62442e-11 1.62844e-11 1.63148e-11 1.63362e-11 1.63493e-11 1.63547e-11 1.63531e-11 1.63450e-11 1.63309e-11 1.63113e-11 1.62867e-11 1.62574e-11 1.62239e-11 1.61865e-11 1.61455e-11 1.61012e-11 1.60539e-11 1.60039e-11 1.59514e-11 1.58967e-11 1.58400e-11 1.57814e-11 1.57211e-11 1.56593e-11 1.55963e-11 1.55320e-11 1.54667e-11 1.54005e-11 1.53335e-11 1.52658e-11 1.51975e-11 1.51287e-11 1.50595e-11 1.49900e-11 1.49202e-11 1.48503e-11 1.47802e-11 1.47101e-11 1.46400e-11 1.45700e-11 1.45000e-11 1.44302e-11 1.43605e-11 1.42911e-11 1.42219e-11 1.41530e-11 1.40844e-11 1.40162e-11 1.39483e-11 1.38807e-11 1.38136e-11 1.37469e-11 1.36806e-11 1.36147e-11 1.35493e-11 1.34844e-11 1.34199e-11 1.33560e-11 1.32925e-11 1.32295e-11 1.31670e-11 1.31050e-11 1.30435e-11 1.29826e-11 1.29221e-11 1.28622e-11 1.28028e-11
5 7 1 1 7.31881e-11 1.70979e-10 2.21457e-10 2.47058e-10 2.59550e-10 2.64697e-10 2.65536e-10 2.63772e-10 2.60419e-10 2.56106e-10 2.51238e-10 2.46080e-10 2.40811e-10 2.35548e-10 2.30371e-10 2.25330e-10 2.20457e-10 2.15768e-10 2.11273e-10 2.06972e-10 2.02863e-10 1.98939e-10 1.95193e-10 1.91616e-10 1.88197e-10 1.84928e-10 1.81799e-10 1.78801e-10 1.75925e-10 1.73162e-10 1.70505e-10 1.67947e-10 1.65482e-10 1.63102e-10 1.60803e-10 1.58579e-10 1.56426e-10 1.54339e-10 1.52315e-10 1.50349e-10 1.48439e-10 1.46582e-10 1.44773e-10 1.43012e-10 1.41296e-10 1.39623e-10 1.37990e-10 1.36395e-10 1.34838e-10 1.33316e-10 1.31829e-10 1.30374e-10 1.28950e-10 1.27557e-10 1.26193e-10 1.24857e-10 1.23548e-10 1.22266e-10 1.21008e-10 1.19776e-10 1.18567e-10 1.17381e-10 1.16218e-10 1.15076e-10 1.13956e-10 1.12856e-10 1.11776e-10 1.10715e-10 1.09674e-10 1.08650e-10 1.07645e-10 1.06657e-10 1.05686e-10 1.04732e-10 1.03794e-10 1.02872e-10 1.01965e-10 1.01074e-10 1.00197e-10 9.93342e-11 9.84857e-11 9.76509e-11 9.68295e-11 9.60212e-11 9.52258e-11 9.44429e-11 9.36722e-11 9.29135e-11 9.21666e-11 9.14312e-11 9.07070e-11 8.99938e-11 8.92913e-11 8.85994e-11 8.79178e-11 8.72464e-11 8.65848e-11 8.59329e-11 8.52905e-11 8.46574e-11
5 9 1 1 8.69934e-12 3.08213e-11 4.37583e-11 5.05878e-11 5.43882e-11 5.66213e-11 5.79592e-11 5.87305e-11 5.91141e-11 5.92199e-11 5.91225e-11 5.88761e-11 5.85216e-11 5.80904e-11 5.76061e-11 5.70871e-11 5.65467e-11 5.59951e-11 5.54394e-11 5.48849e-11 5.43351e-11 5.37923e-11 5.32580e-11 5.27330e-11 5.22177e-11 5.17120e-11 5.12159e-11 5.07289e-11 5.02508e-11 4.97812e-11 4.93195e-11 4.88654e-11 4.84184e-11 4.79783e-11 4.75446e-11 4.71171e-11 4.66954e-11 4.62795e-11 4.58689e-11 4.54636e-11 4.50635e-11 4.46683e-11 4.42779e-11 4.38923e-11 4.35113e-11 4.31349e-11 4.27631e-11 4.23957e-11 4.20327e-11 4.16741e-11 4.13199e-11 4.09699e-11 4.06242e-11 4.02827e-11 3.99455e-11 3.96124e-11 3.92834e-11 3.89586e-11 3.86379e-11 3.83212e-11 3.80085e-11 3.76999e-11 3.73952e-11 3.70945e-11 3.67976e-11 3.65047e-11 3.62155e-11 3.59302e-11 3.56486e-11 3.53708e-11 3.50967e-11 3.48262e-11 3.45593e-11 3.42959e-11 3.40361e-11 3.37798e-11 3.35270e-11 3.32775e-11 3.30314e-11 3.27886e-11 3.25491e-11 3.23128e-11 3.20797e-11 3.18497e-11 3.16228e-11 3.13990e-11 3.11782e-11 3.09604e-11 3.07455e-11 3.05334e-11 3.03242e-11 3.01178e-11 2.99142e-11 2.97132e-11 2.95150e-11 2.93193e-11 2.91262e-11 2.89357e-11 2.87477e-11 2.85621e-11
5 11 1 1 6.77339e-13 5.89629e-12 1.22755e-11 1.79580e-11 2.27760e-11 2.68272e-11 3.02181e-11 3.30389e-11 3.53685e-11 3.72779e-11 3.88309e-11 4.00843e-11 4.10871e-11 4.18816e-11 4.25031e-11 4.29812e-11 4.33404e-11 4.36007e-11 4.37786e-11 4.38876e-11 4.39387e-11 4.39409e-11 4.39016e-11 4.38270e-11 4.37221e-11 4.35912e-11 4.34378e-11 4.32650e-11 4.30753e-11 4.28708e-11 4.26534e-11 4.24249e-11 4.21867e-11 4.19399e-11 4.16857e-11 4.14252e-11 4.11592e-11 4.08885e-11 4.06138e-11 4.03358e-11 4.00551e-11 3.97722e-11 3.94876e-11 3.92018e-11 3.89151e-11 3.86279e-11 3.83406e-11 3.80534e-11 3.77667e-11 3.74807e-11 3.71956e-11 3.69116e-11 3.66290e-11 3.63478e-11 3.60684e-11 3.57907e-11 3.55149e-11 3.52412e-11 3.49697e-11 3.47003e-11 3.44333e-11 3.41687e-11 3.39065e-11 3.36468e-11 3.33897e-11 3.31352e-11 3.28832e-11 3.26340e-11 3.23874e-11 3.21435e-11 3.19023e-11 3.16638e-11 3.14280e-11 3.11949e-11 3.09646e-11 3.07369e-11 3.05120e-11 3.02897e-11 3.00701e-11 2.98532e-11 2.96389e-11 2.94272e-11 2.92181e-11 2.90116e-11 2.88077e-11 2.86063e-11 2.84074e-11 2.82109e-11 2.80170e-11 2.78254e-11 2.76363e-11 2.74495e-11 2.72651e-11 2.70829e-11 2.69031e-11 2.67255e-11 2.65502e-11 2.63770e-11 2.62060e-11 2.60371e-11
5 13 1 1 8.72264e-14 1.93672e-12 5.51454e-12 9.48052e-12 1.32900e-11 1.67551e-11 1.98123e-11 2.24535e-11 2.46999e-11 2.65877e-11 2.81598e-11 2.94595e-11 3.05275e-11 3.14004e-11 3.21098e-11 3.26827e-11 3.31416e-11 3.35054e-11 3.37895e-11 3.40065e-11 3.41669e-11 3.42793e-11 3.43506e-11 3.43866e-11 3.43923e-11 3.43715e-11 3.43277e-11 3.42636e-11 3.41817e-11 3.40841e-11 3.39726e-11 3.38487e-11 3.37137e-11 3.35689e-11 3.34154e-11 3.32541e-11 3.30859e-11 3.29115e-11 3.27316e-11 3.25470e-11 3.23581e-11 3.21655e-11 3.19697e-11 3.17712e-11 3.15703e-11 3.13675e-11 3.11630e-11 3.09572e-11 3.07505e-11 3.05430e-11 3.03350e-11 3.01268e-11 2.99186e-11 2.97105e-11 2.95028e-11 2.92955e-11 2.90889e-11 2.88831e-11 2.86783e-11 2.84744e-11 2.82717e-11 2.80703e-11 2.78701e-11 2.76714e-11 2.74741e-11 2.72783e-11 2.70842e-11 2.68916e-11 2.67008e-11 2.65116e-11 2.63243e-11 2.61386e-11 2.59548e-11 2.57729e-11 2.55927e-11 2.54144e-11 2.52380e-11 2.50635e-11 2.48908e-11 2.47201e-11 2.45512e-11 2.43841e-11 2.42190e-11 2.40557e-11 2.38943e-11 2.37348e-11 2.35771e-11 2.34212e-11 2.32672e-11 2.31149e-11 2.29645e-11 2.28158e-11 2.26689e-11 2.25238e-11 2.23803e-11 2.22386e-11 2.20986e-11 2.19602e-11 2.18235e-11 2.16885e-11
5 15 1 1 8.66264e-15 5.59914e-13 2.27936e-12 4.67842e-12 7.26507e-12 9.76321e-12 1.20395e-11 1.40438e-11 1.57718e-11 1.72429e-11 1.84861e-11 1.95332e-11 2.04144e-11 2.11568e-11 2.17838e-11 2.23150e-11 2.27666e-11 2.31518e-11 2.34813e-11 2.37638e-11 2.40061e-11 2.42140e-11 2.43919e-11 2.45435e-11 2.46718e-11 2.47794e-11 2.48681e-11 2.49399e-11 2.49961e-11 2.50380e-11 2.50668e-11 2.50834e-11 2.50887e-11 2.50835e-11 2.50686e-11 2.50446e-11 2.50122e-11 2.49718e-11 2.49241e-11 2.48696e-11 2.48088e-11 2.47420e-11 2.46698e-11 2.45925e-11 2.45106e-11 2.44243e-11 2.43341e-11 2.42402e-11 2.41430e-11 2.40427e-11 2.39397e-11 2.38341e-11 2.37262e-11 2.36163e-11 2.35045e-11 2.33911e-11 2.32763e-11 2.31601e-11 2.30429e-11 2.29247e-11 2.28057e-11 2.26861e-11 2.25659e-11 2.24453e-11 2.23244e-11 2.22033e-11 2.20821e-11 2.19609e-11 2.18398e-11 2.17189e-11 2.15981e-11 2.14777e-11 2.13576e-11 2.12379e-11 2.11187e-11 2.10000e-11 2.08818e-11 2.07643e-11 2.06474e-11 2.05311e-11 2.04156e-11 2.03008e-11 2.01868e-11 2.00736e-11 1.99611e-11 1.98495e-11 1.97387e-11 1.96288e-11 1.95197e-11 1.94115e-11 1.93042e-11 1.91978e-11 1.90923e-11 1.89877e-11 1.88840e-11 1.87813e-11 1.86794e-11 1.85785e-11 1.84784e-11 1.83793e-11
5 17 1 1 5.61976e-16 1.38722e-13 8.90551e-13 2.27708e-12 4.01124e-12 5.84598e-12 7.62919e-12 9.28151e-12 1.07696e-11 1.20870e-11 1.32414e-11 1.42472e-11 1.51211e-11 1.58802e-11 1.65400e-11 1.71146e-11 1.76159e-11 1.80543e-11 1.84386e-11 1.87759e-11 1.90723e-11 1.93330e-11 1.95621e-11 1.97632e-11 1.99393e-11 2.00928e-11 2.02260e-11 2.03406e-11 2.04384e-11 2.05206e-11 2.05887e-11 2.06436e-11 2.06863e-11 2.07178e-11 2.07390e-11 2.07504e-11 2.07529e-11 2.07470e-11 2.07334e-11 2.07127e-11 2.06852e-11 2.06516e-11 2.06123e-11 2.05676e-11 2.05181e-11 2.04640e-11 2.04057e-11 2.03435e-11 2.02778e-11 2.02089e-11 2.01369e-11 2.00622e-11 1.99851e-11 1.99056e-11 1.98241e-11 1.97408e-11 1.96558e-11 1.95693e-11 1.94815e-11 1.93925e-11 1.93024e-11 1.92115e-11 1.91198e-11 1.90274e-11 1.89345e-11 1.88411e-11 1.87474e-11 1.86535e-11 1.85593e-11 1.84651e-11 1.83708e-11 1.82766e-11 1.81824e-11 1.80884e-11 1.79946e-11 1.79011e-11 1.78079e-11 1.77150e-11 1.76225e-11 1.75304e-11 1.74388e-11 1.73476e-11 1.72569e-11 1.71668e-11 1.70772e-11 1.69882e-11 1.68997e-11 1.68119e-11 1.67247e-11 1.66381e-11 1.65522e-11 1.64669e-11 1.63822e-11 1.62983e-11 1.62150e-11 1.61324e-11 1.60504e-11 1.59692e-11 1.58886e-11 1.58088e-11
5 19 1 1 2.40049e-17 2.58912e-14 2.60372e-13 8.24828e-13 1.65315e-12 2.63396e-12 3.67595e-12 4.71784e-12 5.72331e-12 6.67346e-12 7.56060e-12 8.38365e-12 9.14512e-12 9.84924e-12 1.05008e-11 1.11047e-11 1.16652e-11 1.21863e-11 1.26715e-11 1.31236e-11 1.35453e-11 1.39386e-11 1.43055e-11 1.46476e-11 1.49662e-11 1.52628e-11 1.55384e-11 1.57941e-11 1.60310e-11 1.62500e-11 1.64519e-11 1.66376e-11 1.68078e-11 1.69635e-11 1.71053e-11 1.72339e-11 1.73500e-11 1.74542e-11 1.75473e-11 1.76298e-11 1.77023e-11 1.77654e-11 1.78196e-11 1.78653e-11 1.79032e-11 1.79337e-11 1.79571e-11 1.79740e-11 1.79848e-11 1.79898e-11 1.79893e-11 1.79839e-11 1.79736e-11 1.79590e-11 1.79402e-11 1.79176e-11 1.78913e-11 1.78618e-11 1.78291e-11 1.77935e-11 1.77553e-11 1.77145e-11 1.76715e-11 1.76264e-11 1.75792e-11 1.75303e-11 1.74798e-11 1.74277e-11 1.73742e-11 1.73194e-11 1.72635e-11 1.72065e-11 1.71486e-11 1.70898e-11 1.70303e-11 1.69700e-11 1.69092e-11 1.68478e-11 1.67860e-11 1.67237e-11 1.66611e-11 1.65982e-11 1.65351e-11 1.64717e-11 1.64083e-11 1.63447e-11 1.62811e-11 1.62174e-11 1.61538e-11 1.60902e-11 1.60266e-11 1.59632e-11 1.58999e-11 1.58367e-11 1.57737e-11 1.57109e-11 1.56482e-11 1.55859e-11 1.55237e-11 1.54618e-11
5 21 1 1 1.33031e-18 7.07832e-15 1.25770e-13 5.36684e-13 1.28638e-12 2.30019e-12 3.46986e-12 4.70099e-12 5.92620e-12 7.10325e-12 8.20880e-12 9.23234e-12 1.01714e-11 1.10283e-11 1.18076e-11 1.25154e-11 1.31577e-11 1.37406e-11 1.42696e-11 1.47498e-11 1.51857e-11 1.55815e-11 1.59406e-11 1.62662e-11 1.65611e-11 1.68278e-11 1.70686e-11 1.72853e-11 1.74799e-11 1.76540e-11 1.78089e-11 1.79462e-11 1.80670e-11 1.81725e-11 1.82637e-11 1.83416e-11 1.84072e-11 1.84613e-11 1.85047e-11 1.85380e-11 1.85621e-11 1.85776e-11 1.85850e-11 1.85849e-11 1.85779e-11 1.85645e-11 1.85451e-11 1.85201e-11 1.84900e-11 1.84552e-11 1.84160e-11 1.83727e-11 1.83257e-11 1.82752e-11 1.82216e-11 1.81651e-11 1.81059e-11 1.80442e-11 1.79804e-11 1.79145e-11 1.78467e-11 1.77773e-11 1.77064e-11 1.76341e-11 1.75606e-11 1.74861e-11 1.74105e-11 1.73342e-11 1.72570e-11 1.71793e-11 1.71010e-11 1.70223e-11 1.69432e-11 1.68638e-11 1.67841e-11 1.67043e-11 1.66244e-11 1.65445e-11 1.64646e-11 1.63847e-11 1.63049e-11 1.62253e-11 1.61458e-11 1.60666e-11 1.59876e-11 1.59089e-11 1.58305e-11 1.57524e-11 1.56747e-11 1.55973e-11 1.55204e-11 1.54439e-11 1.53678e-11 1.52921e-11 1.52169e-11 1.51422e-11 1.50679e-11 1.49942e-11 1.49209e-11 1.48482e-11
