I1 F1 I2 F2 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
1 1 1 1 1.82293e-09 2.04422e-09 2.18351e-09 2.29170e-09 2.38034e-09 2.45319e-09 2.51179e-09 2.55721e-09 2.59070e-09 2.61368e-09 2.62764e-09 2.63406e-09 2.63425e-09 2.62942e-09 2.62055e-09 2.60849e-09 2.59393e-09 2.57743e-09 2.55943e-09 2.54029e-09 2.52030e-09 2.49967e-09 2.47858e-09 2.45717e-09 2.43554e-09 2.41378e-09 2.39195e-09 2.37011e-09 2.34830e-09 2.32655e-09 2.30489e-09 2.28334e-09 2.26191e-09 2.24063e-09 2.21950e-09 2.19853e-09 2.17773e-09 2.15711e-09 2.13667e-09 2.11642e-09 2.09637e-09 2.07651e-09 2.05686e-09 2.03741e-09 2.01816e-09 1.99913e-09 1.98031e-09 1.96170e-09 1.94330e-09 1.92512e-09 1.90715e-09 1.88940e-09 1.87186e-09 1.85454e-09 1.83743e-09 1.82054e-09 1.80387e-09 1.78740e-09 1.77115e-09 1.75511e-09 1.73927e-09 1.72365e-09 1.70823e-09 1.69302e-09 1.67801e-09 1.66320e-09 1.64859e-09 1.63418e-09 1.61996e-09 1.60594e-09 1.59211e-09 1.57846e-09 1.56501e-09 1.55173e-09 1.53864e-09 1.52573e-09 1.51299e-09 1.50043e-09 1.48804e-09 1.47582e-09 1.46377e-09 1.45189e-09 1.44016e-09 1.42860e-09 1.41720e-09 1.40595e-09 1.39485e-09 1.38391e-09 1.37311e-09 1.36246e-09 1.35195e-09 1.34159e-09 1.33136e-09 1.32127e-09 1.31132e-09 1.30150e-09 1.29181e-09 1.28225e-09 1.27281e-09 1.26350e-09
3 3 1 1 2.03601e-09 2.29741e-09 2.44900e-09 2.56104e-09 2.64815e-09 2.71583e-09 2.76699e-09 2.80371e-09 2.82793e-09 2.84151e-09 2.84623e-09 2.84372e-09 2.83542e-09 2.82255e-09 2.80612e-09 2.78699e-09 2.76582e-09 2.74314e-09 2.71939e-09 2.69488e-09 2.66988e-09 2.64457e-09 2.61910e-09 2.59360e-09 2.56813e-09 2.54277e-09 2.51757e-09 2.49255e-09 2.46774e-09 2.44316e-09 2.41882e-09 2.39473e-09 2.37090e-09 2.34732e-09 2.32402e-09 2.30097e-09 2.27820e-09 2.25569e-09 2.23344e-09 2.21146e-09 2.18975e-09 2.16830e-09 2.14711e-09 2.12619e-09 2.10553e-09 2.08512e-09 2.06498e-09 2.04509e-09 2.02546e-09 2.00609e-09 1.98697e-09 1.96809e-09 1.94947e-09 1.93110e-09 1.91297e-09 1.89508e-09 1.87744e-09 1.86004e-09 1.84287e-09 1.82594e-09 1.80924e-09 1.79277e-09 1.77653e-09 1.76052e-09 1.74472e-09 1.72915e-09 1.71379e-09 1.69865e-09 1.68372e-09 1.66900e-09 1.65449e-09 1.64017e-09 1.62606e-09 1.61215e-09 1.59844e-09 1.58491e-09 1.57158e-09 1.55843e-09 1.54546e-09 1.53268e-09 1.52008e-09 1.50765e-09 1.49539e-09 1.48331e-09 1.47139e-09 1.45964e-09 1.44805e-09 1.43662e-09 1.42535e-09 1.41423e-09 1.40327e-09 1.39245e-09 1.38178e-09 1.37126e-09 1.36088e-09 1.35064e-09 1.34053e-09 1.33056e-09 1.32073e-09 1.31103e-09
5 5 1 1 1.59532e-09 2.20450e-09 2.45357e-09 2.59917e-09 2.69863e-09 2.77046e-09 2.82229e-09 2.85813e-09 2.88077e-09 2.89248e-09 2.89524e-09 2.89076e-09 2.88053e-09 2.86581e-09 2.84761e-09 2.82678e-09 2.80400e-09 2.77978e-09 2.75456e-09 2.72866e-09 2.70232e-09 2.67574e-09 2.64907e-09 2.62240e-09 2.59583e-09 2.56942e-09 2.54320e-09 2.51721e-09 2.49148e-09 2.46601e-09 2.44083e-09 2.41593e-09 2.39132e-09 2.36701e-09 2.34299e-09 2.31926e-09 2.29583e-09 2.27269e-09 2.24985e-09 2.22729e-09 2.20503e-09 2.18305e-09 2.16135e-09 2.13994e-09 2.11881e-09 2.09795e-09 2.07737e-09 2.05707e-09 2.03704e-09 2.01728e-09 1.99779e-09 1.97856e-09 1.95959e-09 1.94089e-09 1.92244e-09 1.90425e-09 1.88631e-09 1.86862e-09 1.85118e-09 1.83399e-09 1.81703e-09 1.80032e-09 1.78384e-09 1.76760e-09 1.75158e-09 1.73579e-09 1.72023e-09 1.70489e-09 1.68977e-09 1.67486e-09 1.66017e-09 1.64568e-09 1.63141e-09 1.61733e-09 1.60346e-09 1.58978e-09 1.57630e-09 1.56301e-09 1.54991e-09 1.53699e-09 1.52426e-09 1.51171e-09 1.49933e-09 1.48713e-09 1.47510e-09 1.46324e-09 1.45154e-09 1.44001e-09 1.42863e-09 1.41742e-09 1.40636e-09 1.39545e-09 1.38470e-09 1.37409e-09 1.36362e-09 1.35330e-09 1.34312e-09 1.33307e-09 1.32316e-09 1.31339e-09
7 7 1 1 1.14371e-09 2.07439e-09 2.45245e-09 2.65003e-09 2.77223e-09 2.85427e-09 2.91035e-09 2.94739e-09 2.96957e-09 2.97990e-09 2.98076e-09 2.97410e-09 2.96155e-09 2.94444e-09 2.92386e-09 2.90069e-09 2.87561e-09 2.84918e-09 2.82181e-09 2.79383e-09 2.76551e-09 2.73702e-09 2.70851e-09 2.68009e-09 2.65184e-09 2.62382e-09 2.59606e-09 2.56859e-09 2.54144e-09 2.51462e-09 2.48813e-09 2.46198e-09 2.43618e-09 2.41071e-09 2.38559e-09 2.36080e-09 2.33635e-09 2.31223e-09 2.28844e-09 2.26498e-09 2.24183e-09 2.21901e-09 2.19650e-09 2.17430e-09 2.15241e-09 2.13082e-09 2.10954e-09 2.08855e-09 2.06786e-09 2.04746e-09 2.02735e-09 2.00752e-09 1.98798e-09 1.96871e-09 1.94972e-09 1.93100e-09 1.91255e-09 1.89437e-09 1.87644e-09 1.85878e-09 1.84137e-09 1.82422e-09 1.80731e-09 1.79065e-09 1.77423e-09 1.75805e-09 1.74210e-09 1.72638e-09 1.71090e-09 1.69564e-09 1.68060e-09 1.66578e-09 1.65117e-09 1.63677e-09 1.62259e-09 1.60861e-09 1.59483e-09 1.58125e-09 1.56786e-09 1.55467e-09 1.54167e-09 1.52885e-09 1.51621e-09 1.50376e-09 1.49148e-09 1.47938e-09 1.46745e-09 1.45568e-09 1.44408e-09 1.43265e-09 1.42137e-09 1.41025e-09 1.39928e-09 1.38847e-09 1.37781e-09 1.36729e-09 1.35692e-09 1.34668e-09 1.33659e-09 1.32663e-09
9 9 1 1 5.86043e-10 1.75547e-09 2.36253e-09 2.68009e-09 2.86384e-09 2.97783e-09 3.05025e-09 3.09501e-09 3.11997e-09 3.13017e-09 3.12916e-09 3.11962e-09 3.10359e-09 3.08269e-09 3.05817e-09 3.03102e-09 3.00200e-09 2.97171e-09 2.94060e-09 2.90901e-09 2.87720e-09 2.84537e-09 2.81366e-09 2.78218e-09 2.75099e-09 2.72017e-09 2.68973e-09 2.65970e-09 2.63010e-09 2.60093e-09 2.57219e-09 2.54390e-09 2.51603e-09 2.48859e-09 2.46157e-09 2.43497e-09 2.40877e-09 2.38298e-09 2.35758e-09 2.33256e-09 2.30792e-09 2.28366e-09 2.25977e-09 2.23623e-09 2.21306e-09 2.19023e-09 2.16775e-09 2.14560e-09 2.12379e-09 2.10231e-09 2.08115e-09 2.06031e-09 2.03978e-09 2.01957e-09 1.99965e-09 1.98004e-09 1.96073e-09 1.94170e-09 1.92297e-09 1.90451e-09 1.88633e-09 1.86843e-09 1.85080e-09 1.83343e-09 1.81632e-09 1.79947e-09 1.78288e-09 1.76653e-09 1.75043e-09 1.73457e-09 1.71894e-09 1.70355e-09 1.68839e-09 1.67345e-09 1.65874e-09 1.64424e-09 1.62996e-09 1.61588e-09 1.60202e-09 1.58836e-09 1.57490e-09 1.56163e-09 1.54856e-09 1.53568e-09 1.52298e-09 1.51047e-09 1.49814e-09 1.48598e-09 1.47400e-09 1.46219e-09 1.45054e-09 1.43907e-09 1.42775e-09 1.41659e-09 1.40559e-09 1.39474e-09 1.38404e-09 1.37349e-09 1.36309e-09 1.35283e-09
11 11 1 1 1.72932e-10 1.09268e-09 1.85271e-09 2.33625e-09 2.64423e-09 2.84595e-09 2.98012e-09 3.06874e-09 3.12519e-09 3.15820e-09 3.17380e-09 3.17638e-09 3.16918e-09 3.15464e-09 3.13465e-09 3.11063e-09 3.08367e-09 3.05463e-09 3.02413e-09 2.99267e-09 2.96062e-09 2.92825e-09 2.89579e-09 2.86339e-09 2.83115e-09 2.79918e-09 2.76753e-09 2.73624e-09 2.70534e-09 2.67487e-09 2.64482e-09 2.61520e-09 2.58602e-09 2.55729e-09 2.52898e-09 2.50112e-09 2.47368e-09 2.44666e-09 2.42006e-09 2.39388e-09 2.36810e-09 2.34272e-09 2.31774e-09 2.29314e-09 2.26892e-09 2.24508e-09 2.22161e-09 2.19850e-09 2.17575e-09 2.15336e-09 2.13131e-09 2.10960e-09 2.08823e-09 2.06719e-09 2.04648e-09 2.02608e-09 2.00600e-09 1.98624e-09 1.96678e-09 1.94761e-09 1.92875e-09 1.91017e-09 1.89189e-09 1.87388e-09 1.85615e-09 1.83869e-09 1.82150e-09 1.80458e-09 1.78791e-09 1.77150e-09 1.75533e-09 1.73942e-09 1.72374e-09 1.70830e-09 1.69310e-09 1.67812e-09 1.66337e-09 1.64884e-09 1.63452e-09 1.62042e-09 1.60653e-09 1.59285e-09 1.57937e-09 1.56608e-09 1.55299e-09 1.54010e-09 1.52739e-09 1.51486e-09 1.50252e-09 1.49035e-09 1.47836e-09 1.46654e-09 1.45489e-09 1.44341e-09 1.43209e-09 1.42092e-09 1.40992e-09 1.39907e-09 1.38837e-09 1.37781e-09
