R	0	30	60	90
1.0	704037.329523	259183.504813	113394.251513	116682.364834
1.1	388218.529426	175688.553287	94995.041941	89346.146302
1.2	242095.821722	131288.208721	77962.907382	66568.453587
1.3	175679.446666	107076.034259	62020.438056	48963.555411
1.4	148163.646395	90904.754085	47920.079414	35729.384528
1.5	139693.243297	76133.353526	36172.960604	25911.41871
1.6	140139.453271	61101.211962	26828.164685	18669.427708
1.7	85971.106076	46992.570334	19637.642913	13382.342207
1.8	61691.242496	35033.228167	14237.096661	9543.483291
1.9	43835.28964	25574.196965	10213.20908	6768.951588
2.0	30924.736371	18408.007599	7259.420259	4772.310482
2.1	21697.944901	13115.786714	5119.067834	3341.784158
2.2	15157.758273	9244.983742	3581.243461	2321.783813
2.3	10518.519454	6460.688388	2483.885479	1598.452549
2.4	7256.528403	4480.389012	1705.970733	1088.685847
2.5	4978.014698	3082.258454	1158.318859	731.949652
2.6	3393.100354	2101.343803	775.697848	484.260936
2.7	2295.021592	1417.527345	510.664615	313.779024
2.8	1537.726083	944.141015	328.866145	197.571191
2.9	1018.296469	618.99106	205.501434	119.228108
3.0	664.373197	397.667295	122.779908	67.097086
3.1	425.169567	248.550882	68.056379	32.969253
3.2	265.057376	149.238056	32.458876	11.107323
3.3	159.069812	83.9659	9.831207	-2.469212
3.4	89.796048	41.763677	-4.066907	-10.503654
3.5	45.20905	15.069624	-12.15224	-14.876578
3.6	17.089548	-1.291911	-16.430936	-16.871703
3.7	-0.135091	-10.851813	-18.278884	-17.362054
3.8	-10.226979	-16.008872	-18.629067	-16.937405
3.9	-15.717682	-18.381034	-18.100732	-15.991247
4.0	-18.301536	-19.045144	-17.092233	-14.78038
4.1	-19.101176	-18.704186	-15.850718	-13.467284
4.2	-18.848301	-17.805939	-14.523992	-12.150581
4.3	-18.009371	-16.628226	-13.19803	-10.887227
4.4	-16.873855	-15.338939	-11.921922	-9.707877
4.5	-15.616358	-14.036929	-10.723592	-8.627234
4.6	-14.338997	-12.778704	-9.618548	-7.650498
4.7	-13.099382	-11.595051	-8.614586	-6.777132
4.8	-11.92847	-10.501724	-7.714062	-6.00301
4.9	-10.841854	-9.505497	-6.915089	-5.321845
5.0	-9.846354	-8.607708	-6.212327	-4.725942
5.1	-8.943744	-7.805928	-5.597782	-4.206895
5.2	-8.132378	-7.094805	-5.061926	-3.756108
5.3	-7.407978	-6.466667	-4.594518	-3.365193
5.4	-6.763975	-5.912265	-4.185663	-3.026318
5.5	-6.192261	-5.421758	-3.826441	-2.732392
5.6	-5.683889	-4.985622	-3.509149	-2.477103
5.7	-5.230086	-4.595435	-3.2276	-2.254967
5.8	-4.822968	-4.244322	-2.976714	-2.061258
5.9	-4.455943	-3.926907	-2.752518	-1.891916
6.0	-4.123855	-3.639144	-2.551655	-1.743441
6.2	-3.549516	-3.140968	-2.209515	-1.497592
6.4	-3.076988	-2.730896	-1.932322	-1.304747
6.6	-2.688599	-2.3934	-1.705932	-1.151223
6.8	-2.36842	-2.114349	-1.519333	-1.027188
7.0	-2.102448	-1.881835	-1.364126	-0.9257
7.2	-1.87953	-1.686624	-1.234051	-0.84171
7.4	-1.69136	-1.521817	-1.124431	-0.771587
7.6	-1.531828	-1.382223	-1.031665	-0.712527
7.8	-1.396242	-1.263697	-0.952696	-0.662384
8.0	-1.280687	-1.162693	-0.885121	-0.61945
8.2	-1.181803	-1.076254	-0.826904	-0.582436
8.4	-1.096737	-1.001786	-0.776347	-0.55021
8.6	-1.023019	-0.937155	-0.732109	-0.521981
8.8	-0.95866	-0.880603	-0.693113	-0.497075
9.0	-0.902042	-0.830747	-0.658455	-0.474897
9.5	-0.786558	-0.728712	-0.586638	-0.428953
10.0	-0.698067	-0.650042	-0.530333	-0.392864
10.5	-0.628158	-0.587545	-0.484902	-0.363592
11.0	-0.571579	-0.536657	-0.447321	-0.339204
11.5	-0.524759	-0.494305	-0.41563	-0.318465
12.0	-0.485337	-0.458457	-0.38845	-0.300531
12.5	-0.451596	-0.427673	-0.364787	-0.284753
13.0	-0.422344	-0.400823	-0.343971	-0.270706
13.5	-0.396696	-0.377207	-0.325447	-0.258062
14.0	-0.373981	-0.356232	-0.308822	-0.246613
14.5	-0.353688	-0.337388	-0.293778	-0.236137
15.0	-0.335404	-0.320419	-0.280112	-0.226527
16.0	-0.303794	-0.290912	-0.256113	-0.209396
17.0	-0.277302	-0.266094	-0.235668	-0.194536
18.0	-0.254736	-0.244858	-0.217966	-0.181451
19.0	-0.235247	-0.22647	-0.20252	-0.169837
20.0	-0.218042	-0.210223	-0.188848	-0.159469
21.0	-0.202712	-0.195799	-0.176756	-0.150086
22.0	-0.189479	-0.183181	-0.16584	-0.141789
23.0	-0.177623	-0.171852	-0.155981	-0.133993
24.0	-0.166911	-0.161609	-0.147058	-0.126869
25.0	-0.15721	-0.152333	-0.138906	-0.120315
50.0	-0.051006	-0.049792	-0.046423	-0.0418
100.0	-0.004626	-0.004329	-0.003508	-0.002331
