R	Gamma	E
1.00	0	704037.329523
1.00	10	606817.363422
1.00	20	415746.33214
1.00	30	259183.504813
1.00	40	168431.626134
1.00	50	126663.23003
1.00	60	113394.251513
1.00	70	115356.064251
1.00	80	124152.826218
1.00	90	116682.364834
1.00	100	100469.068891
1.00	110	91886.979896
1.00	120	94939.156845
1.00	130	116126.787732
1.00	140	166168.57753
1.00	150	259231.97273
1.00	160	402943.921446
1.00	170	568881.600406
1.00	180	685270.406353
1.10	0	388218.529426
1.10	10	344890.471317
1.10	20	255023.292765
1.10	30	175688.553287
1.10	40	126759.961454
1.10	50	103158.64236
1.10	60	94995.041941
1.10	70	94695.576506
1.10	80	95671.900175
1.10	90	89346.146302
1.10	100	79525.190785
1.10	110	73655.344742
1.10	120	75635.70663
1.10	130	90303.188281
1.10	140	124732.065737
1.10	150	187489.66288
1.10	160	283055.865974
1.10	170	395713.343357
1.10	180	477158.670944
1.20	0	242095.821722
1.20	10	220576.711112
1.20	20	174496.112761
1.20	30	131288.208721
1.20	40	102208.390322
1.20	50	85954.312434
1.20	60	77962.907382
1.20	70	74247.101067
1.20	80	71313.454633
1.20	90	66568.453587
1.20	100	61212.012663
1.20	110	58288.921915
1.20	120	60870.793273
1.20	130	72976.670447
1.20	140	100312.568327
1.20	150	149814.413033
1.20	160	227362.409184
1.20	170	329772.626795
1.20	180	404701.916031
1.30	0	175679.446666
1.30	10	163027.915083
1.30	20	135198.633581
1.30	30	107076.034259
1.30	40	85547.781516
1.30	50	71095.398996
1.30	60	62020.438056
1.30	70	56387.033512
1.30	80	52413.98121
1.30	90	48963.555411
1.30	100	46190.096044
1.30	110	45388.643183
1.30	120	48795.982094
1.30	130	60009.415716
1.30	140	84409.201271
1.30	150	129179.672901
1.30	160	203554.825838
1.30	170	324610.842986
1.30	180	437779.21029
1.40	0	148163.646395
1.40	10	137582.945972
1.40	20	114711.444635
1.40	30	90904.754085
1.40	40	71408.446123
1.40	50	57318.159012
1.40	60	47920.079414
1.40	70	41954.314836
1.40	80	38182.396661
1.40	90	35729.384528
1.40	100	34377.731226
1.40	110	34762.829905
1.40	120	38639.121462
1.40	130	49242.851768
1.40	140	71940.002101
1.40	150	114795.154683
1.40	160	190964.397659
1.40	170	349544.825335
1.40	180	605113.358035
1.50	0	139693.243297
1.50	10	123572.294262
