R	0	30	60	90
1.0	967975.863586	177202.143055	77376.768149	77595.201563
1.1	1826092.149146	163848.847519	62799.553496	65131.102561
1.2	4007424.956972	147732.871841	50630.195587	53279.595973
1.3		127697.979993	40306.124487	42293.786059
1.4		104963.51019	31680.666873	32697.374879
1.5	5825345.056859	82285.067867	24630.988747	24748.480488
1.6	2326657.332833	62359.517013	18972.240595	18421.633584
1.7	1100782.275379	46726.387593	14467.821251	13515.087793
1.8	554433.925807	35654.238388	10916.950389	9806.675659
1.9	292098.477406	28485.139101	8172.12094	7042.845102
2.0	162166.76831	24146.15648	6068.477438	5005.07154
2.1	97865.680629	21525.304895	4458.317296	3517.526683
2.2	67287.569262	19668.879636	3233.834365	2441.687209
2.3	54259.735962	17892.749604	2311.329411	1670.593353
2.4	50239.467952	15850.366517	1623.879462	1123.123334
2.5	50613.957943	13525.329224	1117.528822	738.409656
2.6	52892.232515	11090.600961	749.18497	471.067289
2.7	55762.98712	8757.002332	484.734903	287.616329
2.8	58576.87079	6744.868028	297.828596	163.583346
2.9	61044.43186	5080.316368	168.006689	81.232448
3.0	17676.653309	3750.118215	79.850267	27.812405
3.1	12490.806693	2718.475865	21.662548	-5.770289
3.2	8780.700775	1937.484612	-15.295865	-25.938389
3.3	6131.311585	1357.792155	-37.486036	-37.174425
3.4	4250.266511	934.756888	-49.615784	-42.562692
3.5	2923.395783	630.81188	-55.058868	-44.196675
3.6	1993.539572	415.579751	-56.18758	-43.480552
3.7	1346.246493	265.452886	-54.637308	-41.350975
3.8	898.815712	162.384298	-51.514451	-38.431755
3.9	591.87492	92.865682	-47.553208	-35.137976
4.0	383.058062	46.94491	-43.23292	-31.744206
4.1	242.316958	17.391131	-38.860171	-28.426115
4.2	148.465638	-0.984958	-34.626013	-25.288576
4.3	86.656386	-11.856642	-30.643443	-22.386603
4.4	46.553712	-17.784934	-26.973001	-19.740264
4.5	21.02078	-20.524818	-23.639604	-17.348717
4.6	5.174113	-21.257893	-20.64403	-15.199261
4.7	-4.29571	-20.768708	-17.971467	-13.273463
4.8	-9.61161	-19.571016	-15.598481	-11.550801
4.9	-12.258095	-17.997723	-13.497055	-10.011506
5.0	-13.223421	-16.261622	-11.638286	-8.636286
5.1	-13.163756	-14.496902	-9.994356	-7.407752
5.2	-12.510674	-12.78529	-8.539683	-6.30958
5.3	-11.543067	-11.174371	-7.251423	-5.327651
5.4	-10.435824	-9.688008	-6.109541	-4.448747
5.5	-9.293723	-8.334427	-5.096091	-3.661483
5.6	-8.175342	-7.111396	-4.195785	-2.955619
5.7	-7.110592	-6.010814	-3.394935	-2.322418
5.8	-6.112059	-5.021744	-2.681981	-1.754038
5.9	-5.183573	-4.133184	-2.046216	-1.243549
6.0	-4.324539	-3.334802	-1.478688	-0.784768
6.2	-2.807428	-1.975425	-0.517377	-0.001075
6.4	-1.54543	-0.886311	0.253752	0.634217
6.6	-0.520981	-0.018929	0.874084	1.151332
6.8	0.29235	0.671283	1.373299	1.57389
7.0	0.930975	1.222494	1.775319	1.919801
7.2	1.433802	1.664667	2.099337	2.203013
7.4	1.833657	2.019596	2.360973	2.434407
7.6	2.153874	2.303398	2.572467	2.622492
7.8	2.410398	2.529151	2.743026	2.774458
8.0	2.614548	2.708691	2.879941	2.896397
8.2	2.776213	2.851021	2.988706	2.993034
8.4	2.903808	2.963618	3.073713	3.068418
8.6	3.004148	3.051919	3.138538	3.126303
8.8	3.082273	3.119894	3.186316	3.16915
9.0	3.141931	3.170758	3.219815	3.199485
9.5	3.22667	3.23759	3.255128	3.232181
10.0	3.242447	3.242235	3.242058	3.220379
10.5	3.213273	3.207429	3.198511	3.179724
11.0	3.156851	3.14887	3.13585	3.120173
11.5	3.084649	3.075971	3.061393	3.04875
12.0	3.003627	2.994889	2.980033	2.970235
12.5	2.91798	2.909675	2.895159	2.887667
13.0	2.830495	2.822587	2.809026	2.803458
13.5	2.743013	2.735486	2.723004	2.719424
14.0	2.656587	2.649718	2.638177	2.636006
14.5	2.572067	2.56575	2.555458	2.554416
15.0	2.490086	2.484307	2.475039	2.475012
16.0	2.334324	2.32964	2.32204	2.323658
17.0	2.190203	2.186226	2.180309	2.182938
18.0	2.057515	2.054239	2.049638	2.052844
19.0	1.935842	1.933003	1.929334	1.933064
20.0	1.824348	1.821586	1.818836	1.822737
21.0	1.721335	1.719291	1.716995	1.720989
22.0	1.626807	1.625072	1.623203	1.626877
23.0	1.539301	1.537928	1.536462	1.540252
24.0	1.458523	1.457365	1.456351	1.460117
25.0	1.383601	1.382724	1.382082	1.38577
50.0	0.463569	0.463665	0.464287	0.465676
100.0	-0.001728	-0.001702	-0.001474	-0.001068
