R	Gamma	E
1.00	0	967975.863586
1.00	10	690096.393817
1.00	20	342281.911193
1.00	30	177202.143055
1.00	40	115508.641604
1.00	50	90418.113256
1.00	60	77376.768149
1.00	70	71029.142294
1.00	80	70908.981972
1.00	90	77595.201563
1.00	100	92216.165153
1.00	110	99499.66237
1.00	120	102582.822474
1.00	130	111247.943654
1.00	140	140775.390666
1.00	150	246318.960268
1.00	160	600797.747291
1.00	170	1653199.983864
1.00	180	2977746.972681
1.10	0	1826092.149146
1.10	10	1069828.680779
1.10	20	396190.359638
1.10	30	163848.847519
1.10	40	95613.942652
1.10	50	73277.924176
1.10	60	62799.553496
1.10	70	57925.256455
1.10	80	58404.755013
1.10	90	65131.102561
1.10	100	91114.009807
1.10	110	84702.089497
1.10	120	85774.180862
1.10	130	90889.634081
1.10	140	115789.033653
1.10	150	222641.221955
1.10	160	648412.977818
1.10	170	2433541.839175
1.10	180	8164167.653594
1.20	0	4007424.956972
1.20	10	1621495.306457
1.20	20	438749.48824
1.20	30	147732.871841
1.20	40	77774.195582
1.20	50	58771.498043
1.20	60	50630.195587
1.20	70	46912.778602
1.20	80	47498.319604
1.20	90	53279.595973
1.20	110	69245.608581
1.20	120	70627.590117
1.20	130	73765.80127
1.20	140	93506.237045
1.20	150	189976.500482
1.20	160	614074.840635
1.20	170	2809593.755721
1.30	10	2122205.52137
1.30	20	442260.225036
1.30	30	127697.979993
1.30	40	62122.398207
1.30	50	46592.623597
1.30	60	40306.124487
1.30	70	37404.345
1.30	80	37842.526903
1.30	90	42293.786059
1.30	100	50427.441117
1.30	110	54992.374333
1.30	120	57154.578129
1.30	130	59592.422982
1.30	140	74647.022145
1.30	150	153405.661084
1.30	160	508238.529852
1.30	170	2239315.011062
1.40	10	2096286.656148
1.40	20	395786.317376
1.40	30	104963.51019
1.40	40	48917.774892
1.40	50	36633.45209
1.40	60	31680.666873
1.40	70	29302.117414
1.40	80	29521.488063
1.40	90	32697.374879
1.40	100	38295.956951
1.40	110	42768.800005
1.40	120	45556.658778
1.40	130	48055.343568
1.40	140	59578.392669
1.40	150	119313.121881
1.40	160	379502.050302
1.40	170	1394946.982737
1.40	180	3208827.884263
1.50	0	5825345.056859
1.50	10	1556166.420863
1.50	20	315628.515018
1.50	30	82285.067867
1.50	40	38272.304429
1.50	50	28698.446978
1.50	60	24630.988747
1.50	70	22573.321866
1.50	80	22593.626942
1.50	90	24748.480488
1.50	100	28685.14599
1.50	110	32719.851927
1.50	120	35851.922089
1.50	130	38744.38415
1.50	140	48105.741805
1.50	150	91936.666956
1.50	160	268535.790023
1.50	170	831115.285254
1.50	180	1511082.839298
1.60	0	2326657.332833
1.60	10	977146.643871
1.60	20	229495.635935
