R	Gamma	E
1.00	0	-40.685270734193
1.00	10	-40.689729535988
1.00	20	-40.702474344766
1.00	30	-40.721594664367
1.00	40	-40.744169509176
1.00	50	-40.767010511853
1.00	60	-40.787313316748
1.00	70	-40.802796490733
1.00	80	-40.811504605283
1.00	90	-40.811486009258
1.00	100	-40.800406390089
1.00	110	-40.775166772571
1.00	120	-40.731600981236
1.00	130	-40.664265280715
1.00	140	-40.564335797037
1.00	150	-40.398712872071
1.00	160	-39.975745380293
1.00	170	-38.014896733816
1.10	0	-40.71347333654
1.10	10	-40.718448849733
1.10	20	-40.732599458278
1.10	30	-40.753432201274
1.10	40	-40.777237219063
1.10	50	-40.800466223705
1.10	60	-40.820477295791
1.10	70	-40.835395962363
1.10	80	-40.843713470189
1.10	90	-40.843895404017
1.10	100	-40.833993979209
1.10	110	-40.81126967121
1.10	120	-40.771916064515
1.10	130	-40.710995442729
1.10	140	-40.6211935427
1.10	150	-40.47532887636
1.10	160	-40.104119430703
1.10	170	-38.357890044304
1.20	0	-40.718237702756
1.20	10	-40.724528235911
1.20	20	-40.742185296933
1.20	30	-40.767008559374
1.20	40	-40.79362414296
1.20	50	-40.818244480812
1.20	60	-40.838738910584
1.20	70	-40.853825122455
1.20	80	-40.862501359285
1.20	90	-40.863672217579
1.20	100	-40.855811336516
1.20	110	-40.836620903677
1.20	120	-40.80277859852
1.20	130	-40.749946635332
1.20	140	-40.672295326963
1.20	150	-40.551023845478
1.20	160	-40.274791446805
1.20	170	-39.291409235382
1.20	180	-37.29340640925
1.30	0	-40.712137524584
1.30	10	-40.721234257762
1.30	20	-40.745674542623
1.30	30	-40.775917489901
1.30	40	-40.804943332983
1.30	50	-40.830166221503
1.30	60	-40.850526299793
1.30	70	-40.865412016896
1.30	80	-40.874278221979
1.30	90	-40.876405866045
1.30	100	-40.870655750874
1.30	110	-40.855183967894
1.30	120	-40.827216508153
1.30	130	-40.783072500474
1.30	140	-40.718154652177
1.30	150	-40.620795969686
1.30	160	-40.431220930503
1.30	170	-39.949124589228
1.30	180	-39.390528578359
1.40	0	-40.701836336801
1.40	10	-40.720886853261
1.40	20	-40.756344347236
1.40	30	-40.788693830876
1.40	40	-40.816975469766
1.40	50	-40.840745616153
1.40	60	-40.85970567135
1.40	70	-40.873608893196
1.40	80	-40.882161866529
1.40	90	-40.884889975524
1.40	100	-40.880956191662
1.40	110	-40.868929340136
1.40	120	-40.846587312807
1.40	130	-40.810941221834
1.40	140	-40.758456508041
1.40	150	-40.682390421466
1.40	160	-40.554875849772
1.40	170	-40.312713700715
1.40	180	-40.101988558425
1.50	0	-40.690717845427
1.50	10	-40.757904839153
1.50	20	-40.781646780531
1.50	30	-40.807305290805
1.50	40	-40.830946690236
1.50	50	-40.851262444906
1.50	60	-40.86769033428
1.50	70	-40.87991645069
1.50	80	-40.887676913476
1.50	90	-40.89060813051
1.50	100	-40.888082150498
1.50	110	-40.879011678767
1.50	120	-40.861682445421
1.50	130	-40.833782413291
1.50	140	-40.79273084802
1.50	150	-40.734977808879
1.50	160	-40.649584039608
1.50	170	-40.521905220622
1.50	180	-40.395561109408
1.60	0	-40.680374972119
1.60	10	-40.796312908079
1.60	20	-40.810131984758
1.60	30	-40.827646803179
1.60	40	-40.845366504563
1.60	50	-40.861391413188
1.60	60	-40.874754494124
1.60	70	-40.884938388754
1.60	80	-40.891608127199
1.60	90	-40.894431750359
1.60	100	-40.892918685383
1.60	110	-40.886252937764
1.60	120	-40.873154013573
1.60	130	-40.851911774903
1.60	140	-40.820757042811
1.60	150	-40.778106545334
1.60	160	-40.721126903083
1.60	170	-40.651209086949
1.60	180	-40.611215766079
1.70	0	-40.822768379261
1.70	10	-40.825876906032
1.70	20	-40.834283502337
1.70	30	-40.845868938434
1.70	40	-40.858460599076
1.70	50	-40.870447071569
1.70	60	-40.880805471013
1.70	70	-40.888920985719
1.70	80	-40.894402168235
1.70	90	-40.896926808979
1.70	100	-40.896099155896
1.70	110	-40.89131067786
1.70	120	-40.881630154563
1.70	130	-40.865839671277
1.70	140	-40.842791966412
1.70	150	-40.811996501842
1.70	160	-40.773922497002
1.70	170	-40.733641951853
1.70	180	-40.713419901299
1.80	0	-40.845648799891
1.80	10	-40.847559403645
1.80	20	-40.852877735673
1.80	30	-40.860551573608
1.80	40	-40.869304453397
1.80	50	-40.877991331278
1.80	60	-40.885751994335
1.80	70	-40.892001697829
1.80	80	-40.896347730466
1.80	90	-40.898487154802
1.80	100	-40.898097567095
1.80	110	-40.8947275664
1.80	120	-40.887714259672
1.80	130	-40.876215901132
1.80	140	-40.859520427673
1.80	150	-40.837662908704
1.80	160	-40.812121614469
1.80	170	-40.787773092808
1.80	180	-40.776631710783
1.90	0	-40.861910373507
1.90	10	-40.863132805644
1.90	20	-40.866588872934
1.90	30	-40.871712763703
1.90	40	-40.877748591756
1.90	50	-40.883931446718
1.90	60	-40.889612601786
1.90	70	-40.894303687726
1.90	80	-40.897654470488
1.90	90	-40.899396879948
1.90	100	-40.899271102025
1.90	110	-40.896944711142
1.90	120	-40.89195373921
1.90	130	-40.883730572727
1.90	140	-40.871847595647
1.90	150	-40.856543607562
1.90	160	-40.839365534652
1.90	170	-40.824112412625
1.90	180	-40.81756718083
2.00	0	-40.873365740109
2.00	10	-40.874166675584
2.00	20	-40.876452520714
2.00	30	-40.879900493741
2.00	40	-40.884052874825
2.00	50	-40.88840821124
2.00	60	-40.892502656147
2.00	70	-40.895957957915
2.00	80	-40.898486166784
2.00	90	-40.899863648442
2.00	100	-40.899885680925
2.00	110	-40.898310134519
2.00	120	-40.894816820729
2.00	130	-40.889030727572
2.00	140	-40.880702786241
2.00	150	-40.870114202061
2.00	160	-40.858564827238
2.00	170	-40.848791049835
2.00	180	-40.844775398386
2.10	0	-40.881364534528
2.10	10	-40.88189698822
2.10	20	-40.883426470107
2.10	30	-40.885760836617
2.10	40	-40.888616962945
2.10	50	-40.891666693885
2.10	60	-40.894586882365
2.10	70	-40.89709734799
2.10	80	-40.898973858808
2.10	90	-40.900038840879
2.10	100	-40.900135248159
2.10	110	-40.899089383024
2.10	120	-40.896683265724
2.10	130	-40.89267350046
2.10	140	-40.886920262171
