R	phi	theta2	theta1	E
2.50	0	0	0	75627.677135
2.50	0	0	30	20499.727418
2.50	0	0	60	4136.939038
2.50	0	0	90	2424.372415
2.50	0	0	120	4136.93908
2.50	0	0	150	20499.727456
2.50	0	0	180	75627.677085
2.50	0	30	0	51042.174027
2.50	0	30	30	17483.746853
2.50	0	30	60	3414.301401
2.50	0	30	90	2372.289951
2.50	0	30	120	4410.254261
2.50	0	30	150	19435.16272
2.50	0	30	180	51042.174074
2.50	0	60	0	32731.42785
2.50	0	60	30	14348.566774
2.50	0	60	60	3005.982523
2.50	0	60	90	2253.107907
2.50	0	60	120	3865.137167
2.50	0	60	150	14941.566905
2.50	0	60	180	32731.427911
2.50	0	90	0	27962.578544
2.50	0	90	30	13083.523813
2.50	0	90	60	3193.586886
2.50	0	90	90	2187.092193
2.50	0	90	120	3193.586873
2.50	0	90	150	13083.523797
2.50	0	90	180	27962.57858
2.50	30	0	0	75627.677135
2.50	30	0	30	20498.280097
2.50	30	0	60	4137.168801
2.50	30	0	90	2424.733504
2.50	30	0	120	4137.168792
2.50	30	0	150	20498.280099
2.50	30	0	180	75627.677084
2.50	30	30	0	51042.174027
2.50	30	30	30	17707.04403
2.50	30	30	60	3462.079673
2.50	30	30	90	2353.474757
2.50	30	30	120	4325.228083
2.50	30	30	150	19350.481954
2.50	30	30	180	51042.174074
2.50	30	60	0	32731.42785
2.50	30	60	30	14779.670904
2.50	30	60	60	3025.739922
2.50	30	60	90	2203.163182
2.50	30	60	120	3774.465858
2.50	30	60	150	15266.658648
2.50	30	60	180	32731.427911
2.50	30	90	0	27962.578544
2.50	30	90	30	13622.349406
2.50	30	90	60	3156.55954
2.50	30	90	90	2124.650548
2.50	30	90	120	3156.559594
2.50	30	90	150	13622.349385
2.50	30	90	180	27962.57858
2.50	60	0	0	75627.677135
2.50	60	0	30	20498.742432
2.50	60	0	60	4136.709791
2.50	60	0	90	2425.223941
2.50	60	0	120	4136.709796
2.50	60	0	150	20498.742432
2.50	60	0	180	75627.677085
2.50	60	30	0	51042.174027
2.50	60	30	30	18239.142652
2.50	60	30	60	3605.515772
2.50	60	30	90	2315.79635
2.50	60	30	120	4104.56128
2.50	60	30	150	19136.097331
2.50	60	30	180	51042.174074
2.50	60	60	0	32731.42785
2.50	60	60	30	15711.926406
2.50	60	60	60	3106.502892
2.50	60	60	90	2104.427247
2.50	60	60	120	3543.629418
2.50	60	60	150	15984.934416
2.50	60	60	180	32731.427911
2.50	60	90	0	27962.578544
2.50	60	90	30	14760.440881
2.50	60	90	60	3076.716293
2.50	60	90	90	2002.172586
2.50	60	90	120	3076.716326
2.50	60	90	150	14760.440875
2.50	60	90	180	27962.57858
2.50	90	0	0	75627.677135
2.50	90	0	30	20498.420633
2.50	90	0	60	4136.643775
2.50	90	0	90	2424.3724
2.50	90	0	120	4136.643781
2.50	90	0	150	20498.42064
2.50	90	0	180	75627.677084
2.50	90	30	0	51042.174027
2.50	90	30	30	18775.238798
2.50	90	30	60	3835.688732
2.50	90	30	90	2295.82976
2.50	90	30	120	3835.688754
2.50	90	30	150	18775.23875
2.50	90	30	180	51042.174074
2.50	90	60	0	32731.42785
2.50	90	60	30	16309.849484
2.50	90	60	60	3286.225165
2.50	90	60	90	2054.511807
2.50	90	60	120	3286.225141
2.50	90	60	150	16309.849468
2.50	90	60	180	32731.427911
2.50	90	90	0	27962.578544
2.50	90	90	30	15377.667513
2.50	90	90	60	3034.718008
2.50	90	90	90	1941.121521
2.50	90	90	120	3034.718013
2.50	90	90	150	15377.66752
2.50	90	90	180	27962.57858
2.60	0	0	0	65099.904945
2.60	0	0	30	16988.786149
2.60	0	0	60	3159.834403
2.60	0	0	90	1726.895432
2.60	0	0	120	3159.83441
2.60	0	0	150	16988.786145
2.60	0	0	180	65099.904928
2.60	0	30	0	46095.029336
2.60	0	30	30	15264.438519
2.60	0	30	60	2580.411149
2.60	0	30	90	1687.061406
2.60	0	30	120	3343.787282
2.60	0	30	150	15749.899198
2.60	0	30	180	46095.029451
2.60	0	60	0	36914.217995
2.60	0	60	30	13084.541991
2.60	0	60	60	2227.554038
2.60	0	60	90	1594.747342
2.60	0	60	120	2886.965104
2.60	0	60	150	12847.373274
2.60	0	60	180	36914.217987
2.60	0	90	0	34877.541408
2.60	0	90	30	11905.212574
2.60	0	90	60	2356.329662
2.60	0	90	90	1543.288397
2.60	0	90	120	2356.329659
2.60	0	90	150	11905.212621
2.60	0	90	180	34877.541407
2.60	30	0	0	65099.904945
2.60	30	0	30	16987.854111
2.60	30	0	60	3160.073135
2.60	30	0	90	1727.256875
2.60	30	0	120	3160.073116
2.60	30	0	150	16987.854109
2.60	30	0	180	65099.904928
2.60	30	30	0	46095.029336
2.60	30	30	30	15399.50696
2.60	30	30	60	2620.33899
2.60	30	30	90	1673.514589
2.60	30	30	120	3282.900068
2.60	30	30	150	15803.096545
2.60	30	30	180	46095.029451
2.60	30	60	0	36914.217995
2.60	30	60	30	13373.978019
2.60	30	60	60	2249.966821
2.60	30	60	90	1558.940409
2.60	30	60	120	2826.441122
2.60	30	60	150	13187.978126
2.60	30	60	180	36914.217987
2.60	30	90	0	34877.541408
2.60	30	90	30	12333.826798
2.60	30	90	60	2337.05539
2.60	30	90	90	1498.672062
2.60	30	90	120	2337.055356
2.60	30	90	150	12333.826798
2.60	30	90	180	34877.541407
2.60	60	0	0	65099.904945
2.60	60	0	30	16988.151785
2.60	60	0	60	3159.596085
2.60	60	0	90	1727.747859
2.60	60	0	120	3159.596102
2.60	60	0	150	16988.151821
2.60	60	0	180	65099.904928
2.60	60	30	0	46095.029336
2.60	60	30	30	15693.569965
2.60	60	30	60	2737.089584
2.60	60	30	90	1646.048336
2.60	60	30	120	3121.096767
2.60	60	30	150	15904.859679
2.60	60	30	180	46095.029451
2.60	60	60	0	36914.217995
2.60	60	60	30	13960.033822
2.60	60	60	60	2326.796811
2.60	60	60	90	1487.623719
2.60	60	60	120	2665.412933
2.60	60	60	150	13879.242365
2.60	60	60	180	36914.217987
2.60	60	90	0	34877.541408
2.60	60	90	30	13214.402454
2.60	60	90	60	2293.193587
2.60	60	90	90	1410.780058
2.60	60	90	120	2293.193526
2.60	60	90	150	13214.402447
2.60	60	90	180	34877.541407
2.60	90	0	0	65099.904945
2.60	90	0	30	16987.94459
2.60	90	0	60	3159.527486
2.60	90	0	90	1726.895394
2.60	90	0	120	3159.527469
2.60	90	0	150	16987.944558
2.60	90	0	180	65099.904928
2.60	90	30	0	46095.029336
2.60	90	30	30	15900.593706
2.60	90	30	60	2917.836134
2.60	90	30	90	1631.196966
2.60	90	30	120	2917.836191
2.60	90	30	150	15900.593729
2.60	90	30	180	46095.029451
2.60	90	60	0	36914.217995
2.60	90	60	30	14227.610503
2.60	90	60	60	2473.800135
2.60	90	60	90	1451.183303
2.60	90	60	120	2473.800174
2.60	90	60	150	14227.610449
2.60	90	60	180	36914.217987
2.60	90	90	0	34877.541408
2.60	90	90	30	13665.067328
2.60	90	90	60	2269.414929
2.60	90	90	90	1366.520999
2.60	90	90	120	2269.414916
2.60	90	90	150	13665.067317
2.60	90	90	180	34877.541407
2.70	0	0	0	61231.318532
2.70	0	0	30	13946.509895
2.70	0	0	60	2384.587523
2.70	0	0	90	1209.230305
2.70	0	0	120	2384.587517
2.70	0	0	150	13946.509894
2.70	0	0	180	61231.318522
2.70	0	30	0	43000.261263
2.70	0	30	30	12909.157657
2.70	0	30	60	1922.781484
2.70	0	30	90	1179.603878
2.70	0	30	120	2505.238922
2.70	0	30	150	12820.988363
2.70	0	30	180	43000.261128
2.70	0	60	0	41209.226048
2.70	0	60	30	11389.904411
2.70	0	60	60	1621.53371
2.70	0	60	90	1109.872156
2.70	0	60	120	2125.454519
2.70	0	60	150	10866.384875
2.70	0	60	180	41209.226159
2.70	0	90	0	41908.219458
2.70	0	90	30	10442.246539
2.70	0	90	60	1707.099178
2.70	0	90	90	1070.705802
2.70	0	90	120	1707.099193
2.70	0	90	150	10442.246591
2.70	0	90	180	41908.219395
2.70	30	0	0	61231.318532
2.70	30	0	30	13945.968061
2.70	30	0	60	2384.83329
2.70	30	0	90	1209.59169
2.70	30	0	120	2384.833294
2.70	30	0	150	13945.96803
2.70	30	0	180	61231.318522
2.70	30	30	0	43000.261263
2.70	30	30	30	12978.535881
2.70	30	30	60	1955.778306
2.70	30	30	90	1169.819619
2.70	30	30	120	2461.79438
2.70	30	30	150	12915.572639
2.70	30	30	180	43000.261128
2.70	30	60	0	41209.226047
2.70	30	60	30	11585.35612
2.70	30	60	60	1644.368056
2.70	30	60	90	1084.220837
2.70	30	60	120	2085.796982
2.70	30	60	150	11139.847446
2.70	30	60	180	41209.226159
2.70	30	90	0	41908.219458
2.70	30	90	30	10756.54021
2.70	30	90	60	1699.600762
2.70	30	90	90	1038.980828
2.70	30	90	120	1699.600753
2.70	30	90	150	10756.540193
2.70	30	90	180	41908.219395
2.70	60	0	0	61231.318532
2.70	60	0	30	13946.141053
2.70	60	0	60	2384.342272
2.70	60	0	90	1210.082549
2.70	60	0	120	2384.342268
2.70	60	0	150	13946.141073
2.70	60	0	180	61231.318522
2.70	60	30	0	43000.261263
2.70	60	30	30	13122.04295
2.70	60	30	60	2049.94568
2.70	60	30	90	1149.969592
2.70	60	30	120	2343.988429
2.70	60	30	150	13108.788642
2.70	60	30	180	43000.261128
2.70	60	60	0	41209.226047
2.70	60	60	30	11967.625243
2.70	60	60	60	1714.613845
2.70	60	60	90	1033.00176
2.70	60	60	120	1975.149934
2.70	60	60	150	11721.73661
2.70	60	60	180	41209.226159
2.70	60	90	0	41908.219458
2.70	60	90	30	11386.480175
2.70	60	90	60	1679.968087
2.70	60	90	90	976.188461
2.70	60	90	120	1679.968106
2.70	60	90	150	11386.480223
2.70	60	90	180	41908.219395
2.70	90	0	0	61231.318532
2.70	90	0	30	13946.020674
2.70	90	0	60	2384.271639
2.70	90	0	90	1209.230288
2.70	90	0	120	2384.271672
2.70	90	0	150	13946.02064
2.70	90	0	180	61231.318522
2.70	90	30	0	43000.261263
2.70	90	30	30	13202.080756
2.70	90	30	60	2191.142769
2.70	90	30	90	1138.909027
2.70	90	30	120	2191.142771
2.70	90	30	150	13202.080808
2.70	90	30	180	43000.261128
2.70	90	60	0	41209.226047
2.70	90	60	30	12093.376477
2.70	90	60	60	1833.716674
2.70	90	60	90	1006.437372
2.70	90	60	120	1833.716618
2.70	90	60	150	12093.376454
2.70	90	60	180	41209.226159
2.70	90	90	0	41908.219458
2.70	90	90	30	11701.377025
2.70	90	90	60	1668.628068
2.70	90	90	90	944.15129
2.70	90	90	120	1668.628103
2.70	90	90	150	11701.376974
2.70	90	90	180	41908.219395
2.80	0	0	0	60923.133533
2.80	0	0	30	11239.957491
2.80	0	0	60	1776.697902
2.80	0	0	90	829.020008
2.80	0	0	120	1776.697882
2.80	0	0	150	11239.957497
2.80	0	0	180	60923.133597
2.80	0	30	0	36441.898565
2.80	0	30	30	10677.98013
2.80	0	30	60	1411.070147
2.80	0	30	90	807.563803
2.80	0	30	120	1852.378728
2.80	0	30	150	10317.250593
2.80	0	30	180	36441.898586
2.80	0	60	0	37526.964863
2.80	0	60	30	9555.143133
2.80	0	60	60	1156.509787
2.80	0	60	90	756.162779
2.80	0	60	120	1538.27683
2.80	0	60	150	8982.421014
2.80	0	60	180	37526.964756
2.80	0	90	0	48390.902054
2.80	0	90	30	8814.16647
2.80	0	90	60	1210.246528
2.80	0	90	90	727.069131
2.80	0	90	120	1210.246569
2.80	0	90	150	8814.166416
2.80	0	90	180	48390.902066
2.80	30	0	0	60923.133533
2.80	30	0	30	11239.725914
2.80	30	0	60	1776.949133
2.80	30	0	90	829.380982
2.80	30	0	120	1776.949115
2.80	30	0	150	11239.725939
2.80	30	0	180	60923.133597
2.80	30	30	0	36441.898565
2.80	30	30	30	10715.335791
2.80	30	30	60	1438.050318
2.80	30	30	90	800.60503
2.80	30	30	120	1821.742333
2.80	30	30	150	10403.843533
2.80	30	30	180	36441.898586
2.80	30	60	0	37526.964863
2.80	30	60	30	9689.445041
2.80	30	60	60	1178.422389
2.80	30	60	90	737.940033
2.80	30	60	120	1513.741303
2.80	30	60	150	9217.581471
2.80	30	60	180	37526.964756
2.80	30	90	0	48390.902054
2.80	30	90	30	9039.718617
2.80	30	90	60	1210.451496
2.80	30	90	90	704.642967
2.80	30	90	120	1210.451438
2.80	30	90	150	9039.718643
2.80	30	90	180	48390.902066
2.80	60	0	0	60923.133533
2.80	60	0	30	11239.799835
2.80	60	0	60	1776.447162
2.80	60	0	90	829.871337
2.80	60	0	120	1776.447176
2.80	60	0	150	11239.799828
2.80	60	0	180	60923.133597
2.80	60	30	0	36441.898565
2.80	60	30	30	10774.80557
2.80	60	30	60	1513.265799
2.80	60	30	90	786.378218
2.80	60	30	120	1736.489341
2.80	60	30	150	10592.910233
2.80	60	30	180	36441.898586
2.80	60	60	0	37526.964863
2.80	60	60	30	9945.787237
2.80	60	60	60	1240.868008
2.80	60	60	90	701.359478
2.80	60	60	120	1439.514683
2.80	60	60	150	9702.899997
2.80	60	60	180	37526.964756
2.80	60	90	0	48390.902054
2.80	60	90	30	9487.305702
2.80	60	90	60	1206.904442
2.80	60	90	90	660.011189
2.80	60	90	120	1206.904386
2.80	60	90	150	9487.305665
2.80	60	90	180	48390.902066
2.80	90	0	0	60923.133533
2.80	90	0	30	11239.748372
2.80	90	0	60	1776.375022
2.80	90	0	90	829.020012
2.80	90	0	120	1776.375011
2.80	90	0	150	11239.748398
2.80	90	0	180	60923.133597
2.80	90	30	0	36441.898565
2.80	90	30	30	10747.127459
2.80	90	30	60	1622.41299
2.80	90	30	90	778.126718
2.80	90	30	120	1622.412997
2.80	90	30	150	10747.127467
2.80	90	30	180	36441.898586
2.80	90	60	0	37526.964863
2.80	90	60	30	10009.508645
2.80	90	60	60	1336.413863
2.80	90	60	90	682.016355
2.80	90	60	120	1336.413869
2.80	90	60	150	10009.508645
2.80	90	60	180	37526.964756
2.80	90	90	0	48390.902054
2.80	90	90	30	9708.963741
2.80	90	90	60	1203.933
2.80	90	90	90	636.841103
2.80	90	90	120	1203.933031
2.80	90	90	150	9708.963722
2.80	90	90	180	48390.902066
2.90	0	0	0	62376.954976
2.90	0	0	30	8957.28844
2.90	0	0	60	1305.258053
2.90	0	0	90	553.055107
2.90	0	0	120	1305.258066
2.90	0	0	150	8957.28844
2.90	0	0	180	62376.955042
2.90	0	30	0	28291.688128
2.90	0	30	30	8646.003979
2.90	0	30	60	1017.855974
2.90	0	30	90	537.950995
2.90	0	30	120	1349.015486
2.90	0	30	150	8181.827521
2.90	0	30	180	28291.688132
2.90	0	60	0	28990.699555
2.90	0	60	30	7790.429833
2.90	0	60	60	805.026876
2.90	0	60	90	500.894039
2.90	0	60	120	1090.698049
2.90	0	60	150	7289.509208
2.90	0	60	180	28990.699561
2.90	0	90	0	54218.288905
2.90	0	90	30	7204.987701
2.90	0	90	60	835.327227
2.90	0	90	90	479.681547
2.90	0	90	120	835.327255
2.90	0	90	150	7204.987716
2.90	0	90	180	54218.288865
2.90	30	0	0	62376.954976
2.90	30	0	30	8957.342314
2.90	30	0	60	1305.513547
2.90	30	0	90	553.415544
2.90	30	0	120	1305.513532
2.90	30	0	150	8957.342317
2.90	30	0	180	62376.955042
2.90	30	30	0	28291.688128
2.90	30	30	30	8667.030858
2.90	30	30	60	1039.6975
2.90	30	30	90	533.06753
2.90	30	30	120	1327.817779
2.90	30	30	150	8271.262172
