R	Gamma	E
1.00	0	1846533.65537
1.00	10	1392466.695287
1.00	20	740924.549063
1.00	30	365624.81945
1.00	40	195530.481899
1.00	50	125051.738028
1.00	60	96770.760436
1.00	70	84820.489067
1.00	80	78883.198706
1.00	90	75719.383928
1.00	100	75246.575511
1.00	110	79330.814264
1.00	120	92161.352163
1.00	130	122420.901501
1.00	140	187789.669611
1.00	150	318526.40102
1.00	160	546277.169709
1.00	170	840603.388311
1.00	180	1014043.073542
1.10	0	983960.539376
1.10	10	799033.608633
1.10	20	481023.281446
1.10	30	263171.944584
1.10	40	153766.092117
1.10	50	104847.033465
1.10	60	82122.114408
1.10	70	70157.675976
1.10	80	63429.428179
1.10	90	60312.626307
1.10	100	60758.907073
1.10	110	65813.20528
1.10	120	77952.083403
1.10	130	102191.320692
1.10	140	149027.355728
1.10	150	236492.520095
1.10	160	380061.942279
1.10	170	553174.02318
1.10	180	647714.249729
1.20	0	605512.206985
1.20	10	512925.86735
1.20	20	337207.925563
1.20	30	202973.733855
1.20	40	129484.338911
1.20	50	92123.634205
1.20	60	70623.776217
1.20	70	57621.640231
1.20	80	50215.090589
1.20	90	47160.4169
1.20	100	48263.211854
1.20	110	54317.877731
1.20	120	67292.334278
1.20	130	90481.199404
1.20	140	129353.697308
1.20	150	195070.332424
1.20	160	301376.130921
1.20	170	435598.556545
1.20	180	508693.822883
1.30	0	453871.371822
1.30	10	385535.847989
1.30	20	262260.038591
1.30	30	170362.028605
1.30	40	117171.835802
1.30	50	83600.775431
1.30	60	60697.987425
1.30	70	46770.813806
1.30	80	39161.88997
1.30	90	36261.489143
1.30	100	37681.05757
1.30	110	44229.303963
1.30	120	58192.668529
1.30	130	82917.910786
1.30	140	120743.083111
1.30	150	175670.640531
1.30	160	267752.830378
1.30	170	415616.850917
1.30	180	516626.630257
1.40	0	437722.894772
1.40	10	348198.911873
1.40	20	223592.344008
1.40	30	151790.42594
1.40	40	111620.385817
1.40	50	76293.702274
1.40	60	51570.863575
1.40	70	37441.16211
1.40	80	30125.482903
1.40	90	27480.897559
1.40	100	28937.911762
1.40	110	35453.160839
1.40	120	49675.821551
1.40	130	76238.749682
1.40	140	117340.19133
1.40	150	165043.580475
1.40	160	253193.885864
1.40	170	467044.637609
1.40	180	676222.861616
1.50	0	545157.23443
1.50	10	372759.6862
1.50	20	202126.470078
1.50	30	137318.683497
1.50	40	111466.799286
1.50	50	68202.060071
1.50	60	43039.347333
1.50	70	29602.384069
1.50	80	22891.818826
1.50	90	20537.025577
1.50	100	21930.734475
1.50	110	27982.335263
1.50	120	41562.548517
1.50	130	68568.884039
1.50	140	114856.209599
1.50	150	154435.678668
1.50	160	243948.555635
1.50	170	590719.622882
1.50	180	1081504.98227
1.60	0	834103.614161
1.60	10	454811.964667
1.60	20	188324.376946
1.60	30	122315.089227
1.60	40	96672.124675
1.60	50	58878.971993
1.60	60	35246.822897
1.60	70	23140.803443
1.60	80	17222.602064
1.60	90	15157.828277
1.60	100	16422.887911
1.60	110	21780.806906
1.60	120	34059.01754
1.60	130	59574.87378
1.60	140	108304.012224
1.60	150	139941.505192
1.60	160	235335.578631
1.60	170	791756.864126
1.60	180	2010546.438586
1.70	0	1486250.490311
1.70	10	599127.841575
1.70	20	177919.524348
1.70	30	106769.596113
1.70	40	82175.621302
1.70	50	49183.414814
1.70	60	28391.470996
1.70	70	17905.150358
1.70	80	12832.81688
1.70	90	11095.517222
1.70	100	12142.624067
1.70	110	16744.597661
1.70	120	27406.617609
1.70	130	50046.707521
1.70	140	93036.416895
1.70	150	122926.78331
1.70	160	223874.237615
1.70	170	1031075.926775
1.70	180	4444756.063645
1.80	0	3046052.968527
1.80	10	789025.690489
1.80	20	167868.341265
1.80	30	92050.541236
1.80	40	68535.240402
1.80	50	40159.580223
1.80	60	22566.421931
1.80	70	13710.00219
1.80	80	9496.303503
1.80	90	8048.992758
1.80	100	8897.304041
1.80	110	12708.606113
1.80	120	21725.261945
1.80	130	40985.279486
1.80	140	76537.03018
1.80	150	106185.762972
1.80	160	206405.889163
1.80	170	1184877.89462
1.90	0	8428242.36304
1.90	10	951116.98629
1.90	20	155332.740365
1.90	30	79012.708896
1.90	40	56610.065869
1.90	50	32330.971455
1.90	60	17729.449643
1.90	70	10426.400723
1.90	80	6975.573737
1.90	90	5782.748298
1.90	100	6457.915883
1.90	110	9560.492219
1.90	120	16989.995653
1.90	130	32988.752807
1.90	140	62308.811744
1.90	150	91136.23623
1.90	160	182810.318471
1.90	170	1125835.442832
2.00	10	976253.724902
2.00	20	139013.643838
2.00	30	67913.668999
2.00	40	46535.687632
2.00	50	25788.594029
2.00	60	13810.204682
2.00	70	7880.685795
2.00	80	5083.886709
2.00	90	4110.282764
2.00	100	4638.362611
2.00	110	7134.363461
2.00	120	13161.162271
2.00	130	26213.77242
2.00	140	50483.04088
2.00	150	78160.226914
2.00	160	156450.479141
2.00	170	891691.813763
2.00	180	5271928.650447
2.10	10	834890.980076
2.10	20	119992.458515
2.10	30	58658.72938
2.10	40	38156.865055
2.10	50	20431.017714
2.10	60	10696.011902
2.10	70	5919.336108
2.10	80	3673.634811
2.10	90	2884.902721
2.10	100	3292.199804
2.10	110	5278.856842
2.10	120	10121.558188
2.10	130	20655.273944
2.10	140	40753.636011
2.10	150	67157.404959
2.10	160	131858.071992
2.10	170	629030.781426
2.10	180	2235042.512805
2.20	0	3053687.607782
2.20	10	616216.10344
2.20	20	100875.708719
2.20	30	50976.464625
2.20	40	31218.351569
2.20	50	16130.381902
2.20	60	8239.192022
2.20	70	4418.391096
2.20	80	2628.431067
2.20	90	1993.541722
2.20	100	2303.917748
2.20	110	3871.323328
2.20	120	7730.022879
2.20	130	16187.386121
2.20	140	32815.230319
2.20	150	57800.093597
2.20	160	112173.308455
2.20	170	427540.461486
2.20	180	1128924.815245
2.30	0	1415210.580435
2.30	10	416096.275159
2.30	20	84151.523988
2.30	30	44518.459411
2.30	40	25517.712964
2.30	50	12693.365152
2.30	60	6314.889416
2.30	70	3276.138687
2.30	80	1858.395308
2.30	90	1350.183428
2.30	100	1584.04716
2.30	110	2811.41275
2.30	120	5864.929449
2.30	130	12622.25318
2.30	140	26360.460414
2.30	150	49769.281785
2.30	160	98191.103596
2.30	170	300963.773959
2.30	180	687738.136438
2.40	0	718006.030616
2.40	10	271336.494214
2.40	20	71141.232808
2.40	30	38992.718284
2.40	40	20809.583306
2.40	50	9956.328434
2.40	60	4816.151926
2.40	70	2411.239565
2.40	80	1294.600048
2.40	90	889.873686
2.40	100	1064.126915
2.40	110	2018.708091
2.40	120	4420.493984
2.40	130	9794.376392
2.40	140	21103.443896
2.40	150	42725.251818
2.40	160	88850.347133
2.40	170	232747.004024
2.40	180	471136.23895
2.50	0	389770.484761
2.50	10	179200.096647
2.50	20	61885.226937
2.50	30	34088.359896
2.50	40	16882.922259
2.50	50	7783.183763
2.50	60	3654.115181
2.50	70	1759.490189
2.50	80	884.580865
2.50	90	563.803462
2.50	100	692.184607
2.50	110	1429.922877
2.50	120	3308.560801
2.50	130	7562.507589
2.50	140	16814.202296
2.50	150	36417.504182
2.50	160	82080.723048
2.50	170	202624.871765
2.50	180	394311.284213
2.60	0	229019.330006
2.60	10	125331.926748
2.60	20	55463.015689
2.60	30	29590.455275
2.60	40	13633.26093
2.60	50	6061.610914
2.60	60	2756.703287
2.60	70	1270.756943
2.60	80	588.577896
2.60	90	335.470981
2.60	100	428.977216
2.60	110	995.789684
2.60	120	2457.3425
2.60	130	5808.847446
2.60	140	13314.971359
2.60	150	30717.941054
2.60	160	75836.497271
2.60	170	193851.976024
2.60	180	424379.088212
2.70	0	149822.282783
2.70	10	96114.647257
2.70	20	50597.1206
2.70	30	25395.451813
2.70	40	10977.657514
2.70	50	4701.057471
2.70	60	2066.273634
2.70	70	906.079321
2.70	80	376.613161
2.70	90	177.737061
2.70	100	245.053228
2.70	110	678.169849
2.70	120	1809.282674
2.70	130	4436.823352
2.70	140	10487.890116
2.70	150	25586.234022
2.70	160	68784.972826
2.70	170	192291.514393
2.70	180	620141.95361
2.80	0	112047.54508
2.80	10	81453.59365
2.80	20	46087.084073
2.80	30	21489.254901
2.80	40	8796.176121
2.80	50	3628.424847
2.80	60	1537.128488
2.80	70	635.349794
2.80	80	226.19547
2.80	90	70.553672
2.80	100	118.444228
2.80	110	447.735428
2.80	120	1318.677773
2.80	130	3367.923909
2.80	140	8210.693399
2.80	150	21025.159291
2.80	160	60601.069267
2.80	170	183494.348971
2.80	180	1319114.571111
2.90	0	95684.742402
2.90	10	74245.731882
2.90	20	41153.447117
2.90	30	17899.695972
2.90	40	7003.840438
2.90	50	2785.100804
2.90	60	1133.156407
2.90	70	435.415733
2.90	80	120.558637
2.90	90	-0.77734
2.90	100	32.886357
2.90	110	282.078823
2.90	120	949.403554
2.90	130	2538.835684
2.90	140	6382.815944
2.90	150	17036.678953
2.90	160	51750.189413
2.90	170	163599.188624
3.00	0	90284.978651
3.00	10	69053.886979
3.00	20	35636.671949
3.00	30	14636.124012
3.00	40	5537.446583
3.00	50	2123.975421
3.00	60	825.980419
3.00	70	288.584679
3.00	80	47.282385
3.00	90	-46.940724
3.00	100	-23.565031
3.00	110	164.213048
3.00	120	673.113181
3.00	130	1898.793294
3.00	140	4924.292859
3.00	150	13603.166353
3.00	160	42962.00148
3.00	170	138522.705516
3.10	0	90235.078117
3.10	10	61558.85354
3.10	20	29879.963915
3.10	30	11800.027826
