	0	1	2	3	4
1035	3.6000000000	60.0000000000	90.0000000000	0.0000000000	-111.1878199755
8184	3.6000000000	90.0000000000	90.0000000000	180.0000000000	-111.1878199755
885	3.6000000000	0.0000000000	90.0000000000	0.0000000000	-111.1878199755
8034	3.6000000000	30.0000000000	90.0000000000	180.0000000000	-111.1878199755
7959	3.6000000000	0.0000000000	90.0000000000	180.0000000000	-111.1878199755
1110	3.6000000000	90.0000000000	90.0000000000	0.0000000000	-111.1878199755
8109	3.6000000000	60.0000000000	90.0000000000	180.0000000000	-111.1878199755
960	3.6000000000	30.0000000000	90.0000000000	0.0000000000	-111.1878199755
961	3.7000000000	30.0000000000	90.0000000000	0.0000000000	-110.2565963643
1036	3.7000000000	60.0000000000	90.0000000000	0.0000000000	-110.2565963643
8035	3.7000000000	30.0000000000	90.0000000000	180.0000000000	-110.2565963643
1111	3.7000000000	90.0000000000	90.0000000000	0.0000000000	-110.2565963643
8185	3.7000000000	90.0000000000	90.0000000000	180.0000000000	-110.2565963643
886	3.7000000000	0.0000000000	90.0000000000	0.0000000000	-110.2565963643
7960	3.7000000000	0.0000000000	90.0000000000	180.0000000000	-110.2565963643
8110	3.7000000000	60.0000000000	90.0000000000	180.0000000000	-110.2565963643
1112	3.8000000000	90.0000000000	90.0000000000	0.0000000000	-106.3066449464
8186	3.8000000000	90.0000000000	90.0000000000	180.0000000000	-106.3066449464
8036	3.8000000000	30.0000000000	90.0000000000	180.0000000000	-106.3066449464
8111	3.8000000000	60.0000000000	90.0000000000	180.0000000000	-106.3066449464
7961	3.8000000000	0.0000000000	90.0000000000	180.0000000000	-106.3066449464
887	3.8000000000	0.0000000000	90.0000000000	0.0000000000	-106.3066449464
962	3.8000000000	30.0000000000	90.0000000000	0.0000000000	-106.3066449464
1037	3.8000000000	60.0000000000	90.0000000000	0.0000000000	-106.3066449464
8183	3.5000000000	90.0000000000	90.0000000000	180.0000000000	-105.2966663756
1034	3.5000000000	60.0000000000	90.0000000000	0.0000000000	-105.2966663756
8033	3.5000000000	30.0000000000	90.0000000000	180.0000000000	-105.2966663756
7958	3.5000000000	0.0000000000	90.0000000000	180.0000000000	-105.2966663756
884	3.5000000000	0.0000000000	90.0000000000	0.0000000000	-105.2966663756
959	3.5000000000	30.0000000000	90.0000000000	0.0000000000	-105.2966663756
8108	3.5000000000	60.0000000000	90.0000000000	180.0000000000	-105.2966663756
1109	3.5000000000	90.0000000000	90.0000000000	0.0000000000	-105.2966663756
3759	3.6000000000	90.0000000000	0.0000000000	90.0000000000	-104.0123390287
3534	3.6000000000	0.0000000000	0.0000000000	90.0000000000	-104.0123388104
3609	3.6000000000	30.0000000000	0.0000000000	90.0000000000	-104.0123289328
3684	3.6000000000	60.0000000000	0.0000000000	90.0000000000	-104.0123289328
3758	3.5000000000	90.0000000000	0.0000000000	90.0000000000	-103.7498460552
3533	3.5000000000	0.0000000000	0.0000000000	90.0000000000	-103.7498458368
3608	3.5000000000	30.0000000000	0.0000000000	90.0000000000	-103.7498379335
3683	3.5000000000	60.0000000000	0.0000000000	90.0000000000	-103.7498377152
3535	3.7000000000	0.0000000000	0.0000000000	90.0000000000	-100.2424057520
3760	3.7000000000	90.0000000000	0.0000000000	90.0000000000	-100.2424057520
3610	3.7000000000	30.0000000000	0.0000000000	90.0000000000	-100.2423840225
3685	3.7000000000	60.0000000000	0.0000000000	90.0000000000	-100.2423840225
1113	3.9000000000	90.0000000000	90.0000000000	0.0000000000	-100.1913261046
1038	3.9000000000	60.0000000000	90.0000000000	0.0000000000	-100.1913261046
7962	3.9000000000	0.0000000000	90.0000000000	180.0000000000	-100.1913261046
8112	3.9000000000	60.0000000000	90.0000000000	180.0000000000	-100.1913261046
888	3.9000000000	0.0000000000	90.0000000000	0.0000000000	-100.1913261046
8037	3.9000000000	30.0000000000	90.0000000000	180.0000000000	-100.1913261046
963	3.9000000000	30.0000000000	90.0000000000	0.0000000000	-100.1913261046
8187	3.9000000000	90.0000000000	90.0000000000	180.0000000000	-100.1913261046
1760	3.7000000000	0.0000000000	60.0000000000	30.0000000000	-99.3780187509
1759	3.6000000000	0.0000000000	60.0000000000	30.0000000000	-98.9878341194
3757	3.4000000000	90.0000000000	0.0000000000	90.0000000000	-98.5505719572
3532	3.4000000000	0.0000000000	0.0000000000	90.0000000000	-98.5505717389
3682	3.4000000000	60.0000000000	0.0000000000	90.0000000000	-98.5505625225
3607	3.4000000000	30.0000000000	0.0000000000	90.0000000000	-98.5505625225
1832	3.7000000000	30.0000000000	60.0000000000	30.0000000000	-96.6194026177
1761	3.8000000000	0.0000000000	60.0000000000	30.0000000000	-96.0391283778
1831	3.6000000000	30.0000000000	60.0000000000	30.0000000000	-95.7716087748
2636	3.6000000000	0.0000000000	30.0000000000	60.0000000000	-94.4444399797
3761	3.8000000000	90.0000000000	0.0000000000	90.0000000000	-93.7019077048
3536	3.8000000000	0.0000000000	0.0000000000	90.0000000000	-93.7019074864
3611	3.8000000000	30.0000000000	0.0000000000	90.0000000000	-93.7018800524
3686	3.8000000000	60.0000000000	0.0000000000	90.0000000000	-93.7018798341
1833	3.8000000000	30.0000000000	60.0000000000	30.0000000000	-93.6889663863
8188	4.0000000000	90.0000000000	90.0000000000	180.0000000000	-93.2056040201
7963	4.0000000000	0.0000000000	90.0000000000	180.0000000000	-93.2056040201
8113	4.0000000000	60.0000000000	90.0000000000	180.0000000000	-93.2056040201
964	4.0000000000	30.0000000000	90.0000000000	0.0000000000	-93.2056040201
1114	4.0000000000	90.0000000000	90.0000000000	0.0000000000	-93.2056040201
