R	0	30	60	90
1.0	818094.859361	284675.189844	94940.061746	120272.559244
1.1	535079.85158	207666.03593	78058.978652	92537.73735
1.2	417247.821033	168158.025095	65010.09344	69840.610141
1.3	398982.866991	147875.511092	53924.687439	52106.328499
1.4	469602.135796	134899.028402	44112.612248	38539.454843
1.5	665675.858206	122819.352761	35432.708492	28278.131038
1.6	1099309.928318	109917.972053	27943.6488	20563.703703
1.7	2066279.040122	97036.065072	21680.665013	14876.620274
1.8	4605466.00614	85303.572174	16584.564656	10700.337992
1.9		75323.332485	12508.546658	7646.373148
2.0		67247.982035	9340.722473	5424.983506
2.1	5108400.072917	60944.920506	6916.817365	3817.853943
2.2	2228683.903214	56089.184626	5078.273858	2661.741752
2.3	1183339.502203	52280.582851	3696.630536	1835.345904
2.4	740490.357317	48986.306773	2666.544154	1248.851501
2.5	579988.330166	45723.475447	1904.063635	835.953174
2.6	605423.23845	42161.467194	1343.599451	547.859448
2.7	840626.233538	38188.288748	934.560703	348.856232
2.8	1458251.937474	33902.572555	638.317566	212.96875
2.9	3010833.831849	29522.674694	425.554912	121.434857
3.0	7982062.223815	25265.437747	274.200388	60.804222
3.1		21317.023846	167.716482	21.498015
3.2		17781.653616	93.794088	-3.245325
3.3	3895721.174678	14680.727051	43.313287	-18.154987
3.4	1684885.976066	12006.061909	9.568857	-26.50795
3.5	813846.664988	9729.820191	-12.338112	-30.548298
3.6	429038.201586	7814.413638	-25.959627	-31.813124
3.7	251644.118973	6218.887326	-33.847181	-31.345604
3.8	170257.715739	4902.492543	-37.818348	-29.844392
3.9	135406.112562	3826.603439	-39.161296	-27.786713
4.0	123396.522941	2955.667013	-38.785085	-25.480199
4.1	122265.553287	2257.604916	-37.321592	-23.128616
4.2	92516.535035	1703.837528	-35.217808	-20.84699
4.3	66501.779283	1269.233053	-32.775539	-18.702744
4.4	47289.990381	931.950169	-30.203301	-16.723328
4.5	33365.995085	673.249841	-27.638987	-14.926837
4.6	23401.229817	477.25015	-25.165983	-13.305297
4.7	16351.634179	330.65313	-22.837044	-11.854374
4.8	11346.19894	222.468961	-20.676977	-10.564519
4.9	7820.012071	143.751668	-18.69751	-9.425131
5.0	5358.148695	87.334795	-16.896328	-8.42598
5.1	3647.280219	47.587149	-15.267478	-7.548978
5.2	2462.827068	20.157397	-13.801737	-6.782916
5.3	1646.536527	1.725182	-12.485765	-6.11774
5.4	1087.086475	-10.216321	-11.313085	-5.537875
5.5	706.237005	-17.547856	-10.26657	-5.029275
5.6	449.087984	-21.672427	-9.339654	-4.585486
5.7	277.162793	-23.619512	-8.516221	-4.194829
5.8	163.540863	-24.134338	-7.789777	-3.850668
5.9	89.469083	-23.741138	-7.147285	-3.547375
6.0	41.986561	-22.801311	-6.576747	-3.278017
6.2	-5.821503	-20.157432	-5.622632	-2.823299
6.4	-21.739035	-17.276207	-4.867507	-2.461642
6.6	-24.726378	-14.599478	-4.260645	-2.169371
6.8	-23.044414	-12.294738	-3.768538	-1.928215
7.0	-20.033081	-10.398447	-3.367569	-1.729863
7.2	-16.939511	-8.878795	-3.036139	-1.56227
7.4	-14.195372	-7.666708	-2.760962	-1.42125
7.6	-11.910128	-6.680689	-2.531266	-1.302476
7.8	-10.075569	-5.864867	-2.336327	-1.202276
8.0	-8.619942	-5.179428	-2.168654	-1.115069
8.2	-7.450303	-4.607001	-2.023555	-1.039973
8.4	-6.489586	-4.127167	-1.895915	-0.97486
8.6	-5.689688	-3.726504	-1.781974	-0.918014
8.8	-5.028394	-3.387577	-1.681238	-0.866974
9.0	-4.482975	-3.101962	-1.590085	-0.823905
9.5	-3.490547	-2.548568	-1.39989	-0.734675
10.0	-2.83	-2.156155	-1.251848	-0.665766
10.5	-2.366982	-1.869506	-1.135018	-0.61198
11.0	-2.033407	-1.650362	-1.039641	-0.568254
11.5	-1.784157	-1.477679	-0.959513	-0.530808
12.0	-1.591233	-1.33927	-0.891392	-0.499063
12.5	-1.435605	-1.225478	-0.831965	-0.472304
13.0	-1.308022	-1.127799	-0.779627	-0.448889
13.5	-1.201898	-1.045907	-0.734243	-0.426424
14.0	-1.111055	-0.975266	-0.692913	-0.408189
14.5	-1.034783	-0.912014	-0.654853	-0.389313
15.0	-0.96511	-0.857384	-0.621368	-0.373442
16.0	-0.850927	-0.763089	-0.563908	-0.345797
17.0	-0.761258	-0.685629	-0.514542	-0.320866
18.0	-0.686251	-0.622086	-0.473662	-0.301008
19.0	-0.622507	-0.567153	-0.437142	-0.281279
20.0	-0.569418	-0.521063	-0.40454	-0.264696
21.0	-0.523295	-0.480684	-0.376698	-0.25101
22.0	-0.483824	-0.44601	-0.351448	-0.236527
23.0	-0.448679	-0.414929	-0.330237	-0.223823
24.0	-0.41672	-0.387321	-0.309164	-0.212477
25.0	-0.389939	-0.36197	-0.292368	-0.202601
50.0	-0.120413	-0.11584	-0.098824	-0.075126
100.0	-0.023556	-0.021161	-0.018255	-0.011934
