R	Gamma	E
1.00	0	818094.859361
1.00	10	686010.660584
1.00	20	466021.61009
1.00	30	284675.189844
1.00	40	173780.542331
1.00	50	117433.027023
1.00	60	94940.061746
1.00	70	92262.153119
1.00	80	101212.29198
1.00	90	120272.559244
1.00	100	101337.759281
1.00	110	92310.930501
1.00	120	94420.378195
1.00	130	116915.674784
1.00	140	176987.457874
1.00	150	303486.087499
1.00	160	527646.472884
1.00	170	823439.398152
1.00	180	1005184.533779
1.10	0	535079.85158
1.10	10	460551.75319
1.10	20	324918.692934
1.10	30	207666.03593
1.10	40	132732.261951
1.10	50	93604.496958
1.10	60	78058.978652
1.10	70	76807.824094
1.10	80	83776.252961
1.10	90	92537.73735
1.10	100	83572.931361
1.10	110	76680.643097
1.10	120	77599.14753
1.10	130	92943.283114
1.10	140	133773.223512
1.10	150	216538.231807
1.10	160	354095.160267
1.10	170	522237.680775
1.10	180	618354.310009
1.20	0	417247.821033
1.20	10	363784.813275
1.20	20	258894.071082
1.20	30	168158.025095
1.20	40	109518.426364
1.20	50	78125.363073
1.20	60	65010.09344
1.20	70	62893.996548
1.20	80	66454.12468
1.20	90	69840.610141
1.20	100	66175.277221
1.20	110	62631.530794
1.20	120	64533.7134
1.20	130	77279.739884
1.20	140	108895.970987
1.20	150	170396.486388
1.20	160	269219.934074
1.20	170	386269.314417
1.20	180	446994.645783
1.30	0	398982.866991
1.30	10	336485.809307
1.30	20	230185.213041
1.30	30	147875.511092
1.30	40	95570.828247
1.30	50	66841.126568
1.30	60	53924.687439
1.30	70	50326.136515
1.30	80	51101.223773
1.30	90	52106.328499
1.30	100	50844.028437
1.30	110	50020.458435
1.30	120	53482.756961
1.30	130	66020.69652
1.30	140	94291.272515
1.30	150	146951.35474
1.30	160	231018.047365
1.30	170	335694.673477
1.30	180	393134.481582
1.40	0	469602.135796
1.40	10	356379.090221
1.40	20	216613.993514
1.40	30	134899.028402
1.40	40	85288.965704
1.40	50	57329.079971
1.40	60	44112.612248
1.40	70	39365.437823
1.40	80	38509.805545
1.40	90	38539.454843
1.40	100	38292.384775
1.40	110	39063.307219
1.40	120	43748.484071
1.40	130	56757.994415
1.40	140	84264.45192
1.40	150	133607.271582
1.40	160	213989.888841
1.40	170	338002.594164
1.40	180	427535.051628
1.50	0	665675.858206
1.50	10	419765.168923
1.50	20	207268.699375
1.50	30	122819.352761
1.50	40	75772.293269
1.50	50	48561.008964
1.50	60	35432.708492
1.50	70	30230.907745
1.50	80	28620.795872
1.50	90	28278.131038
1.50	100	28430.598152
1.50	110	29954.483727
1.50	120	35172.555444
1.50	130	48331.030492
1.50	140	75513.680191
1.50	150	122748.397592
1.50	160	203818.390846
1.50	170	382456.463945
1.50	180	567756.823103
