R	Gamma	E
1.00	0	1343912.675099
1.00	10	1055378.214618
1.00	20	601740.983598
1.00	30	308323.526624
1.00	40	166126.879966
1.00	50	107427.63677
1.00	60	88851.413455
1.00	70	88631.867309
1.00	80	96602.22964
1.00	90	104749.56335
1.00	100	97879.071106
1.00	110	91079.267462
1.00	120	94730.820005
1.00	130	114437.205388
1.00	140	161356.709709
1.00	150	249694.742415
1.00	160	386298.068513
1.00	170	540096.439215
1.00	180	616441.55071
1.10	0	689094.879082
1.10	10	565273.385211
1.10	20	354785.128551
1.10	30	199485.499637
1.10	40	118345.797064
1.10	50	84648.765629
1.10	60	75166.462189
1.10	70	76711.486287
1.10	80	81205.937679
1.10	90	81986.389862
1.10	100	79200.702118
1.10	110	78468.884418
1.10	120	80198.180606
1.10	130	92203.609627
1.10	140	121963.458476
1.10	150	177856.825315
1.10	160	263588.714443
1.10	170	361539.533453
1.10	180	460409.462744
1.20	0	379335.693879
1.20	10	318291.634426
1.20	20	215848.217987
1.20	30	134073.524014
1.20	40	89087.407064
1.20	50	70120.90842
1.20	60	64598.472223
1.20	70	64519.053405
1.20	80	64814.721916
1.20	90	63409.570386
1.20	100	63029.25782
1.20	110	64046.570225
1.20	120	67868.341342
1.20	130	78125.534794
1.20	140	100480.640544
1.20	150	141571.337733
1.20	160	206737.168427
1.20	170	291592.216564
1.20	180	380120.91446
1.30	0	227131.350782
1.30	10	193061.7205
1.30	20	140805.452816
1.30	30	97244.503975
1.30	40	72041.909924
1.30	50	60178.697159
1.30	60	54867.208283
1.30	70	52085.537229
1.30	80	49898.631181
1.30	90	48256.619752
1.30	100	48475.878306
1.30	110	50691.365069
1.30	120	55774.942817
1.30	130	66623.214444
1.30	140	87571.399552
1.30	150	124015.299173
1.30	160	183928.680396
1.30	170	283159.816867
1.30	180	396796.245627
1.40	0	151899.583686
1.40	10	130352.439816
1.40	20	101931.331248
1.40	30	77531.869297
1.40	40	61756.411049
1.40	50	51876.259559
1.40	60	45302.292915
1.40	70	40794.081078
1.40	80	37763.871807
1.40	90	36269.216787
1.40	100	36694.190734
1.40	110	39210.670203
1.40	120	44627.862896
1.40	130	55509.545419
1.40	140	76478.560361
1.40	150	113614.621533
1.40	160	175768.079131
1.40	170	313850.316074
1.40	180	523612.12658
1.50	0	115847.950442
1.50	10	100182.009455
1.50	20	82652.969884
1.50	30	66830.992337
1.50	40	54003.284158
1.50	50	43810.619969
1.50	60	36389.956822
1.50	70	31372.842962
1.50	80	28340.243229
1.50	90	27073.311288
1.50	100	27540.887671
