R	phi	theta2	theta1	E
4.10	30	0	30	-3305.49244
4.10	30	0	60	-43.905021
4.10	30	0	90	-62.106911
4.10	30	0	120	-43.905215
4.10	30	0	150	-3305.492456
4.10	30	0	180	-3329.831544
4.10	30	30	0	-3472.979359
4.10	30	30	30	-3502.090987
4.10	30	30	60	-50.851373
4.10	30	30	90	-64.355486
4.10	30	30	120	-57.92902
4.10	30	30	150	-3306.015946
4.10	30	30	180	-3472.97935
4.10	30	60	0	-3793.193702
4.10	30	60	30	-3682.69024
4.10	30	60	60	-70.234182
4.10	30	60	90	-67.874061
4.10	30	60	120	-77.701139
4.10	30	60	150	-3500.057848
4.10	30	60	180	-3793.193668
4.10	30	90	0	-3963.867687
4.10	30	90	30	-3679.380527
4.10	30	90	60	-82.932064
4.10	30	90	90	-69.006472
4.10	30	90	120	-82.932085
4.10	30	90	150	-3679.380407
4.10	30	90	180	-3963.867704
4.10	60	0	0	-3329.831737
4.10	60	0	30	-3305.774126
4.10	60	0	60	-40.050164
4.10	60	0	90	-71.604069
4.10	60	0	120	-40.050124
4.10	60	0	150	-3305.773684
4.10	60	0	180	-3329.831544
4.10	60	30	0	-3472.979359
4.10	60	30	30	-3466.214801
4.10	60	30	60	-49.072267
4.10	60	30	90	-71.284248
4.10	60	30	120	-53.652474
4.10	60	30	150	-3352.766178
4.10	60	30	180	-3472.97935
4.10	60	60	0	-3793.193702
4.10	60	60	30	-3657.807779
4.10	60	60	60	-68.311472
4.10	60	60	90	-69.949945
4.10	60	60	120	-73.029875
4.10	60	60	150	-3552.159856
4.10	60	60	180	-3793.193668
4.10	60	90	0	-3963.867687
4.10	60	90	30	-3695.430846
4.10	60	90	60	-79.312424
4.10	60	90	90	-68.561011
4.10	60	90	120	-79.312504
4.10	60	90	150	-3695.430675
4.10	60	90	180	-3963.867705
4.10	90	0	0	-3329.831736
4.10	90	0	30	-3306.87629
4.10	90	0	60	-41.67572
4.10	90	0	90	-68.585936
4.10	90	0	120	-41.675812
4.10	90	0	150	-3306.876254
4.10	90	0	180	-3329.831545
4.10	90	30	0	-3472.979359
4.10	90	30	30	-3414.071014
4.10	90	30	60	-53.344283
4.10	90	30	90	-67.144722
4.10	90	30	120	-53.344253
4.10	90	30	150	-3414.071177
4.10	90	30	180	-3472.97935
4.10	90	60	0	-3793.193702
4.10	90	60	30	-3612.229562
4.10	90	60	60	-72.689891
4.10	90	60	90	-63.4164
4.10	90	60	120	-72.689863
4.10	90	60	150	-3612.230632
4.10	90	60	180	-3793.193668
4.10	90	90	0	-3963.867687
4.10	90	90	30	-3702.83824
4.10	90	90	60	-80.956618
4.10	90	90	90	-60.60624
4.10	90	90	120	-80.956733
4.10	90	90	150	-3702.838414
4.10	90	90	180	-3963.867705
4.20	0	0	0	-3744.563059
4.20	0	0	30	-3442.200123
4.20	0	0	60	-38.081285
4.20	0	0	90	-62.460534
4.20	0	0	120	-38.081244
4.20	0	0	150	-3442.199969
4.20	0	0	180	-3744.563345
4.20	0	30	0	-3910.82258
4.20	0	30	30	-3612.546072
4.20	0	30	60	-42.325618
4.20	0	30	90	-65.368761
4.20	0	30	120	-51.855356
4.20	0	30	150	-3434.863008
4.20	0	30	180	-3910.822632
4.20	0	60	0	-4248.484207
4.20	0	60	30	-3763.760889
4.20	0	60	60	-59.448567
4.20	0	60	90	-70.193132
4.20	0	60	120	-68.501182
4.20	0	60	150	-3598.874411
4.20	0	60	180	-4248.48408
4.20	0	90	0	-4416.921918
4.20	0	90	30	-3756.163359
4.20	0	90	60	-72.016164
4.20	0	90	90	-72.039854
4.20	0	90	120	-72.016123
4.20	0	90	150	-3756.163351
4.20	0	90	180	-4416.92193
4.20	30	0	0	-3744.563058
4.20	30	0	30	-3444.8258
4.20	30	0	60	-46.76363
4.20	30	0	90	-55.981431
4.20	30	0	120	-46.76379
4.20	30	0	150	-3444.825759
4.20	30	0	180	-3744.563345
4.20	30	30	0	-3910.82258
4.20	30	30	30	-3605.403541
4.20	30	30	60	-51.83658
4.20	30	30	90	-57.747575
4.20	30	30	120	-60.391504
4.20	30	30	150	-3451.460756
4.20	30	30	180	-3910.822632
4.20	30	60	0	-4248.484207
4.20	30	60	30	-3758.739807
4.20	30	60	60	-68.767524
4.20	30	60	90	-60.403841
4.20	30	60	120	-77.180062
4.20	30	60	150	-3616.646348
4.20	30	60	180	-4248.48408
4.20	30	90	0	-4416.921918
4.20	30	90	30	-3762.993853
4.20	30	90	60	-80.79549
4.20	30	90	90	-61.145586
4.20	30	90	120	-80.795468
4.20	30	90	150	-3762.993814
4.20	30	90	180	-4416.92193
4.20	60	0	0	-3744.563059
4.20	60	0	30	-3445.563878
4.20	60	0	60	-42.917474
4.20	60	0	90	-65.478732
4.20	60	0	120	-42.917515
4.20	60	0	150	-3445.563675
4.20	60	0	180	-3744.563345
4.20	60	30	0	-3910.82258
4.20	60	30	30	-3578.838316
4.20	60	30	60	-50.11231
4.20	60	30	90	-65.010909
4.20	60	30	120	-55.710912
4.20	60	30	150	-3489.784694
4.20	60	30	180	-3910.822632
4.20	60	60	0	-4248.484207
4.20	60	60	30	-3739.32467
4.20	60	60	60	-66.71177
4.20	60	60	90	-63.400917
4.20	60	60	120	-72.188643
4.20	60	60	150	-3657.050494
4.20	60	60	180	-4248.48408
4.20	60	90	0	-4416.921918
4.20	60	90	30	-3774.213051
4.20	60	90	60	-76.728141
4.20	60	90	90	-61.900942
4.20	60	90	120	-76.728076
4.20	60	90	150	-3774.211763
4.20	60	90	180	-4416.92193
4.20	90	0	0	-3744.563059
4.20	90	0	30	-3446.955623
4.20	90	0	60	-44.560872
4.20	90	0	90	-62.460548
4.20	90	0	120	-44.560925
4.20	90	0	150	-3446.955411
4.20	90	0	180	-3744.563345
4.20	90	30	0	-3910.82258
4.20	90	30	30	-3538.441601
4.20	90	30	60	-54.712458
4.20	90	30	90	-61.03224
4.20	90	30	120	-54.712157
4.20	90	30	150	-3538.431927
4.20	90	30	180	-3910.822632
4.20	90	60	0	-4248.484207
4.20	90	60	30	-3703.997472
4.20	90	60	60	-71.14698
4.20	90	60	90	-57.317052
4.20	90	60	120	-71.147034
4.20	90	60	150	-3703.997729
4.20	90	60	180	-4248.484081
4.20	90	90	0	-4416.921918
4.20	90	90	30	-3780.240164
4.20	90	90	60	-78.212617
4.20	90	90	90	-54.536843
4.20	90	90	120	-78.212642
4.20	90	90	150	-3780.240177
4.20	90	90	180	-4416.92193
4.30	0	0	0	-4121.326724
4.30	0	0	30	-3550.818668
4.30	0	0	60	-38.524086
4.30	0	0	90	-56.6376
4.30	0	0	120	-38.524022
4.30	0	0	150	-3550.818685
4.30	0	0	180	-4121.326778
4.30	0	30	0	-4286.334911
4.30	0	30	30	-3688.767405
4.30	0	30	60	-41.394325
4.30	0	30	90	-59.020661
4.30	0	30	120	-51.528139
4.30	0	30	150	-3551.845853
4.30	0	30	180	-4286.33499
4.30	0	60	0	-4606.484768
4.30	0	60	30	-3816.640479
4.30	0	60	60	-56.624432
4.30	0	60	90	-62.910821
4.30	0	60	120	-66.231213
4.30	0	60	150	-3690.407673
4.30	0	60	180	-4606.484814
4.30	0	90	0	-4764.322354
4.30	0	90	30	-3817.427334
4.30	0	90	60	-68.607431
4.30	0	90	90	-64.312325
4.30	0	90	120	-68.607247
4.30	0	90	150	-3817.427373
4.30	0	90	180	-4764.322397
4.30	30	0	0	-4121.326724
4.30	30	0	30	-3552.570509
4.30	30	0	60	-47.220992
4.30	30	0	90	-50.158119
4.30	30	0	120	-47.220869
4.30	30	0	150	-3552.570687
4.30	30	0	180	-4121.326778
4.30	30	30	0	-4286.334911
4.30	30	30	30	-3683.423898
4.30	30	30	60	-50.996553
4.30	30	30	90	-51.541476
4.30	30	30	120	-60.204539
4.30	30	30	150	-3565.485343
4.30	30	30	180	-4286.33499
4.30	30	60	0	-4606.484768
4.30	30	60	30	-3814.103818
4.30	30	60	60	-65.861151
4.30	30	60	90	-53.52014
4.30	30	60	120	-74.978582
4.30	30	60	150	-3703.558706
4.30	30	60	180	-4606.484814
4.30	30	90	0	-4764.322354
4.30	30	90	30	-3822.631333
4.30	30	90	60	-77.135139
4.30	30	90	90	-53.941417
4.30	30	90	120	-77.135091
4.30	30	90	150	-3822.63151
4.30	30	90	180	-4764.322397
4.30	60	0	0	-4121.326724
4.30	60	0	30	-3554.641599
4.30	60	0	60	-43.359486
4.30	60	0	90	-59.65588
4.30	60	0	120	-43.359441
4.30	60	0	150	-3554.641729
4.30	60	0	180	-4121.326778
4.30	60	30	0	-4286.334912
4.30	60	30	30	-3662.995055
4.30	60	30	60	-49.309993
4.30	60	30	90	-59.08333
4.30	60	30	120	-55.219193
4.30	60	30	150	-3594.231942
4.30	60	30	180	-4286.33499
4.30	60	60	0	-4606.484768
4.30	60	60	30	-3798.053152
4.30	60	60	60	-63.665938
4.30	60	60	90	-57.301275
4.30	60	60	120	-69.409262
4.30	60	60	150	-3735.230424
4.30	60	60	180	-4606.484814
4.30	60	90	0	-4764.322354
4.30	60	90	30	-3829.980196
4.30	60	90	60	-72.756292
4.30	60	90	90	-55.730149
4.30	60	90	120	-72.756198
4.30	60	90	150	-3829.980072
4.30	60	90	180	-4764.322397
4.30	90	0	0	-4121.326724
4.30	90	0	30	-3555.593889
4.30	90	0	60	-45.03643
4.30	90	0	90	-56.637582
4.30	90	0	120	-45.036369
4.30	90	0	150	-3555.593814
4.30	90	0	180	-4121.326778
4.30	90	30	0	-4286.334911
4.30	90	30	30	-3632.454593
4.30	90	30	60	-54.052704
4.30	90	30	90	-55.236398
4.30	90	30	120	-54.052767
4.30	90	30	150	-3632.454575
4.30	90	30	180	-4286.334989
4.30	90	60	0	-4606.484768
4.30	90	60	30	-3771.126925
4.30	90	60	60	-68.11964
4.30	90	60	90	-51.597304
4.30	90	60	120	-68.119488
4.30	90	60	150	-3771.126803
4.30	90	60	180	-4606.484814
4.30	90	90	0	-4764.322354
4.30	90	90	30	-3834.315541
4.30	90	90	60	-74.11153
4.30	90	90	90	-48.87684
4.30	90	90	120	-74.11151
4.30	90	90	150	-3834.314799
4.30	90	90	180	-4764.322397
4.40	0	0	0	-4444.140302
4.40	0	0	30	-3632.818564
4.40	0	0	60	-37.416894
4.40	0	0	90	-51.226653
4.40	0	0	120	-37.417173
4.40	0	0	150	-3632.818616
4.40	0	0	180	-4444.14024
4.40	0	30	0	-4595.226572
4.40	0	30	30	-3744.502149
4.40	0	30	60	-39.317443
4.40	0	30	90	-53.17087
4.40	0	30	120	-49.778126
4.40	0	30	150	-3639.906088
4.40	0	30	180	-4595.226625
4.40	0	60	0	-4881.507949
4.40	0	60	30	-3853.277044
4.40	0	60	60	-52.963002
4.40	0	60	90	-56.303319
4.40	0	60	120	-62.783896
4.40	0	60	150	-3757.058586
4.40	0	60	180	-4881.507792
4.40	0	90	0	-5018.636597
4.40	0	90	30	-3859.430008
4.40	0	90	60	-64.145791
4.40	0	90	90	-57.339592
4.40	0	90	120	-64.145931
4.40	0	90	150	-3859.429973
4.40	0	90	180	-5018.636666
4.40	30	0	0	-4444.140301
4.40	30	0	30	-3635.243625
4.40	30	0	60	-46.146606
4.40	30	0	90	-44.747259
4.40	30	0	120	-46.146452
4.40	30	0	150	-3635.243958
4.40	30	0	180	-4444.140241
4.40	30	30	0	-4595.226572
4.40	30	30	30	-3741.289679
4.40	30	30	60	-48.791939
4.40	30	30	90	-45.809749
4.40	30	30	120	-58.326752
4.40	30	30	150	-3650.194555
4.40	30	30	180	-4595.226625
4.40	30	60	0	-4881.507949
4.40	30	60	30	-3850.410784
4.40	30	60	60	-62.019033
4.40	30	60	90	-47.252262
4.40	30	60	120	-71.200464
4.40	30	60	150	-3767.60378
4.40	30	60	180	-4881.507793
4.40	30	90	0	-5018.636597
4.40	30	90	30	-3862.908392
4.40	30	90	60	-72.628778
4.40	30	90	90	-47.417014
4.40	30	90	120	-72.629016
4.40	30	90	150	-3863.118823
4.40	30	90	180	-5018.636666
4.40	60	0	0	-4444.140302
4.40	60	0	30	-3636.312052
4.40	60	0	60	-42.266611
4.40	60	0	90	-54.245437
4.40	60	0	120	-42.266586
4.40	60	0	150	-3636.786958
4.40	60	0	180	-4444.140241
4.40	60	30	0	-4595.226572
4.40	60	30	30	-3725.41632
4.40	60	30	60	-47.438523
4.40	60	30	90	-53.584747
4.40	60	30	120	-53.415557
4.40	60	30	150	-3672.973506
4.40	60	30	180	-4595.226626
4.40	60	60	0	-4881.507949
4.40	60	60	30	-3838.421325
4.40	60	60	60	-59.797227
4.40	60	60	90	-51.701927
4.40	60	60	120	-65.675187
4.40	60	60	150	-3789.868482
4.40	60	60	180	-4881.507793
4.40	60	90	0	-5018.636597
4.40	60	90	30	-3867.588244
4.40	60	90	60	-68.054138
4.40	60	90	90	-50.096529
4.40	60	90	120	-68.05414
4.40	60	90	150	-3867.588432
4.40	60	90	180	-5018.636666
4.40	90	0	0	-4444.140301
4.40	90	0	30	-3638.313587
4.40	90	0	60	-43.929605
4.40	90	0	90	-51.226656
4.40	90	0	120	-43.929774
4.40	90	0	150	-3638.313629
4.40	90	0	180	-4444.140241
4.40	90	30	0	-4595.226572
4.40	90	30	30	-3702.977601
4.40	90	30	60	-52.1152
4.40	90	30	90	-49.845824
4.40	90	30	120	-52.115264
4.40	90	30	150	-3702.637566
4.40	90	30	180	-4595.226626
4.40	90	60	0	-4881.507949
4.40	90	60	30	-3819.466824
4.40	90	60	60	-64.183331
4.40	90	60	90	-46.321786
4.40	90	60	120	-64.183297
4.40	90	60	150	-3819.46683
4.40	90	60	180	-4881.507793
4.40	90	90	0	-5018.636597
4.40	90	90	30	-3870.67554
4.40	90	90	60	-69.300581
4.40	90	90	90	-43.683756
4.40	90	90	120	-69.300699
4.40	90	90	150	-3870.667927
4.40	90	90	180	-5018.636666
4.50	0	0	0	-4708.412994
4.50	0	0	30	-3694.510622
4.50	0	0	60	-35.409565
4.50	0	0	90	-46.278767
4.50	0	0	120	-35.409347
4.50	0	0	150	-3694.510846
4.50	0	0	180	-4708.413162
4.50	0	30	0	-4840.765477
4.50	0	30	30	-3784.026675
4.50	0	30	60	-36.577943
4.50	0	30	90	-47.844319
4.50	0	30	120	-46.989414
4.50	0	30	150	-3705.885965
4.50	0	30	180	-4840.765685
4.50	0	60	0	-5088.178822
4.50	0	60	30	-3875.766625
4.50	0	60	60	-48.715153
4.50	0	60	90	-50.357407
4.50	0	60	120	-58.511835
4.50	0	60	150	-3803.796331
4.50	0	60	180	-5088.17887
4.50	0	90	0	-5204.239323
4.50	0	90	30	-3884.776783
4.50	0	90	60	-59.259407
4.50	0	90	90	-51.105375
4.50	0	90	120	-59.259122
4.50	0	90	150	-3884.9454
4.50	0	90	180	-5204.239288
4.50	30	0	0	-4708.412994
4.50	30	0	30	-3696.819206
4.50	30	0	60	-44.122143
4.50	30	0	90	-39.799495
4.50	30	0	120	-44.122031
4.50	30	0	150	-3696.772853
4.50	30	0	180	-4708.413162
4.50	30	30	0	-4840.765477
4.50	30	30	30	-3782.244809
4.50	30	30	60	-46.116396
4.50	30	30	90	-40.582582
4.50	30	30	120	-56.2687
4.50	30	30	150	-3713.333231
4.50	30	30	180	-4840.765685
4.50	30	60	0	-5088.178822
4.50	30	60	30	-3873.376577
4.50	30	60	60	-57.87722
4.50	30	60	90	-41.596666
4.50	30	60	120	-67.104391
4.50	30	60	150	-3812.183406
4.50	30	60	180	-5088.17887
4.50	30	90	0	-5204.239323
4.50	30	90	30	-3888.341387
4.50	30	90	60	-67.641877
4.50	30	90	90	-41.566926
4.50	30	90	120	-67.641792
4.50	30	90	150	-3888.23257
4.50	30	90	180	-5204.239288
4.50	60	0	0	-4708.412994
4.50	60	0	30	-3698.155589
4.50	60	0	60	-40.258079
4.50	60	0	90	-49.297811
4.50	60	0	120	-40.2581
4.50	60	0	150	-3698.154264
4.50	60	0	180	-4708.413162
4.50	60	30	0	-4840.765477
4.50	60	30	30	-3770.840033
4.50	60	30	60	-44.589606
4.50	60	30	90	-48.553881
4.50	60	30	120	-50.820676
4.50	60	30	150	-3731.406423
4.50	60	30	180	-4840.765685
4.50	60	60	0	-5088.178822
4.50	60	60	30	-3862.584004
4.50	60	60	60	-55.44375
4.50	60	60	90	-46.6181
4.50	60	60	120	-61.378828
4.50	60	60	150	-3829.445147
4.50	60	60	180	-5088.17887
4.50	60	90	0	-5204.239323
4.50	60	90	30	-3890.914998
4.50	60	90	60	-62.944782
4.50	60	90	90	-45.010336
4.50	60	90	120	-62.944666
4.50	60	90	150	-3890.9152
4.50	60	90	180	-5204.239288
4.50	90	0	0	-4708.412994
4.50	90	0	30	-3699.791192
4.50	90	0	60	-41.922186
4.50	90	0	90	-46.278907
4.50	90	0	120	-41.92212
4.50	90	0	150	-3699.480615
4.50	90	0	180	-4708.413162
4.50	90	30	0	-4840.765477
4.50	90	30	30	-3752.797686
4.50	90	30	60	-49.510735
4.50	90	30	90	-44.904166
4.50	90	30	120	-49.510656
4.50	90	30	150	-3752.797452
4.50	90	30	180	-4840.765685
4.50	90	60	0	-5088.178822
4.50	90	60	30	-3849.336013
4.50	90	60	60	-59.886431
4.50	90	60	90	-41.513484
4.50	90	60	120	-59.886535
4.50	90	60	150	-3849.336107
4.50	90	60	180	-5088.17887
4.50	90	90	0	-5204.239323
4.50	90	90	30	-3893.19096
4.50	90	90	60	-64.192263
4.50	90	90	90	-38.977525
4.50	90	90	120	-64.192218
4.50	90	90	150	-3893.191006
4.50	90	90	180	-5204.239288
4.60	0	0	0	-23242.358977
4.60	0	0	30	-3739.697589
4.60	0	0	60	-32.87363
4.60	0	0	90	-41.805588
4.60	0	0	120	-32.873521
4.60	0	0	150	-3739.697572
4.60	0	0	180	-23242.359002
4.60	0	30	0	-23368.701554
4.60	0	30	30	-3810.61728
4.60	0	30	60	-33.514088
4.60	0	30	90	-43.03904
4.60	0	30	120	-43.693132
4.60	0	30	150	-3752.572796
4.60	0	30	180	-23368.701723
4.60	0	60	0	-23603.654458
4.60	0	60	30	-3887.849773
4.60	0	60	60	-44.39893
4.60	0	60	90	-45.042345
4.60	0	60	120	-54.005382
4.60	0	60	150	-3834.71111
4.60	0	60	180	-23603.654415
4.60	0	90	0	-23713.192321
4.60	0	90	30	-3899.183322
4.60	0	90	60	-54.25493
4.60	0	90	90	-45.573214
4.60	0	90	120	-54.254798
4.60	0	90	150	-3899.185649
4.60	0	90	180	-23713.192392
4.60	30	0	0	-23242.358977
4.60	30	0	30	-3741.970066
4.60	30	0	60	-41.601129
4.60	30	0	90	-35.326219
4.60	30	0	120	-41.601108
4.60	30	0	150	-3741.425028
4.60	30	0	180	-23242.359002
4.60	30	30	0	-23368.701554
4.60	30	30	30	-3809.917992
4.60	30	30	60	-43.082653
4.60	30	30	90	-35.862046
4.60	30	30	120	-52.927106
4.60	30	30	150	-3758.90668
4.60	30	30	180	-23368.701723
4.60	30	60	0	-23603.654458
4.60	30	60	30	-3887.475353
4.60	30	60	60	-53.554199
4.60	30	60	90	-36.529719
4.60	30	60	120	-62.579902
4.60	30	60	150	-3841.814513
4.60	30	60	180	-23603.654415
4.60	30	90	0	-23713.192321
4.60	30	90	30	-3901.994365
4.60	30	90	60	-62.626537
4.60	30	90	90	-36.363573
4.60	30	90	120	-62.626591
4.60	30	90	150	-3902.790209
4.60	30	90	180	-23713.192392
4.60	60	0	0	-23242.358977
4.60	60	0	30	-3743.088627
4.60	60	0	60	-37.719409
4.60	60	0	90	-44.824647
4.60	60	0	120	-37.71931
4.60	60	0	150	-3743.088598
4.60	60	0	180	-23242.359002
4.60	60	30	0	-23368.701554
4.60	60	30	30	-3803.05323
4.60	60	30	60	-41.598398
4.60	60	30	90	-43.999574
4.60	60	30	120	-48.547791
4.60	60	30	150	-3773.124907
4.60	60	30	180	-23368.701723
4.60	60	60	0	-23603.654458
4.60	60	60	30	-3880.142577
4.60	60	60	60	-51.062481
4.60	60	60	90	-42.041267
4.60	60	60	120	-56.99114
4.60	60	60	150	-3854.545446
4.60	60	60	180	-23603.654415
4.60	60	90	0	-23713.192321
4.60	60	90	30	-3904.170061
4.60	60	90	60	-57.937049
4.60	60	90	90	-40.461113
4.60	60	90	120	-57.937011
4.60	60	90	150	-3904.172476
4.60	60	90	180	-23713.192392
4.60	90	0	0	-23242.358977
4.60	90	0	30	-3744.212692
4.60	90	0	60	-39.386144
4.60	90	0	90	-41.805785
4.60	90	0	120	-39.38636
4.60	90	0	150	-3744.212438
4.60	90	0	180	-23242.359002
4.60	90	30	0	-23368.701554
4.60	90	30	30	-3790.007592
4.60	90	30	60	-46.851109
4.60	90	30	90	-40.423516
4.60	90	30	120	-46.851096
4.60	90	30	150	-3790.007437
4.60	90	30	180	-23368.701723
4.60	90	60	0	-23603.654458
4.60	90	60	30	-3871.080724
4.60	90	60	60	-55.398488
4.60	90	60	90	-37.171218
4.60	90	60	120	-55.398408
4.60	90	60	150	-3871.06429
4.60	90	60	180	-23603.654415
4.60	90	90	0	-23713.192321
4.60	90	90	30	-3905.969731
4.60	90	90	60	-59.005411
4.60	90	90	90	-34.7537
4.60	90	90	120	-59.005348
4.60	90	90	150	-3905.533821
4.60	90	90	180	-23713.192392
4.70	0	0	0	-23402.876023
4.70	0	0	30	45.140942
4.70	0	0	60	-30.122634
4.70	0	0	90	-37.794704
4.70	0	0	120	-30.122569
4.70	0	0	150	45.141023
4.70	0	0	180	-23402.875993
4.70	0	30	0	-23508.856287
4.70	0	30	30	63.786599
4.70	0	30	60	-30.38098
4.70	0	30	90	-38.73852
4.70	0	30	120	-40.190583
4.70	0	30	150	10.83076
4.70	0	30	180	-23508.856152
4.70	0	60	0	-23705.472523
4.70	0	60	30	49.725066
4.70	0	60	60	-40.102657
4.70	0	60	90	-40.318792
4.70	0	60	120	-49.452831
4.70	0	60	150	-0.759125
4.70	0	60	180	-23705.472541
4.70	0	90	0	-23796.901703
4.70	0	90	30	19.323686
4.70	0	90	60	-49.316741
4.70	0	90	90	-40.692586
4.70	0	90	120	-49.316797
4.70	0	90	150	19.323789
4.70	0	90	180	-23796.901849
4.70	30	0	0	-23402.876023
4.70	30	0	30	43.756324
4.70	30	0	60	-38.892018
4.70	30	0	90	-31.314917
4.70	30	0	120	-38.891989
4.70	30	0	150	43.756459
4.70	30	0	180	-23402.875993
4.70	30	30	0	-23508.856287
4.70	30	30	30	59.715693
4.70	30	30	60	-39.95545
4.70	30	30	90	-31.633593
4.70	30	30	120	-50.554671
4.70	30	30	150	13.820282
4.70	30	30	180	-23508.856152
4.70	30	60	0	-23705.472523
4.70	30	60	30	47.192205
4.70	30	60	60	-49.191815
4.70	30	60	90	-32.019489
4.70	30	60	120	-58.234664
4.70	30	60	150	3.395679
4.70	30	60	180	-23705.472541
4.70	30	90	0	-23796.901703
4.70	30	90	30	20.696324
4.70	30	90	60	-57.631953
4.70	30	90	90	-31.764312
4.70	30	90	120	-57.632023
4.70	30	90	150	20.696471
4.70	30	90	180	-23796.901849
4.70	60	0	0	-23402.876023
4.70	60	0	30	42.767281
4.70	60	0	60	-34.999214
4.70	60	0	90	-40.813981
4.70	60	0	120	-34.999235
4.70	60	0	150	42.768538
4.70	60	0	180	-23402.875993
4.70	60	30	0	-23508.856287
4.70	60	30	30	49.166309
4.70	60	30	60	-38.653487
4.70	60	30	90	-39.913219
4.70	60	30	120	-45.690086
4.70	60	30	150	24.011818
4.70	60	30	180	-23508.856152
4.70	60	60	0	-23705.472523
4.70	60	60	30	41.093154
4.70	60	60	60	-47.155492
4.70	60	60	90	-37.951902
4.70	60	60	120	-52.973633
4.70	60	60	150	16.495196
4.70	60	60	180	-23705.47254
4.70	60	90	0	-23796.901703
4.70	60	90	30	25.548629
4.70	60	90	60	-52.858859
4.70	60	90	90	-36.421451
4.70	60	90	120	-52.85886
4.70	60	90	150	25.548993
4.70	60	90	180	-23796.901849
4.70	90	0	0	-23402.876023
4.70	90	0	30	42.152462
4.70	90	0	60	-36.637086
4.70	90	0	90	-37.794799
4.70	90	0	120	-36.637191
4.70	90	0	150	42.152553
4.70	90	0	180	-23402.875993
4.70	90	30	0	-23508.856287
4.70	90	30	30	36.686846
4.70	90	30	60	-43.941471
4.70	90	30	90	-36.399886
4.70	90	30	120	-43.941601
4.70	90	30	150	36.687021
4.70	90	30	180	-23508.856152
4.70	90	60	0	-23705.472523
4.70	90	60	30	30.288411
4.70	90	60	60	-51.065264
4.70	90	60	90	-33.28303
4.70	90	60	120	-51.065341
4.70	90	60	150	30.288523
4.70	90	60	180	-23705.472541
4.70	90	90	0	-23796.901703
4.70	90	90	30	27.923187
4.70	90	90	60	-53.995448
4.70	90	90	90	-30.993201
4.70	90	90	120	-53.995443
4.70	90	90	150	27.910432
4.70	90	90	180	-23796.901849
4.80	0	0	0	-23522.116606
4.80	0	0	30	13.005194
4.80	0	0	60	-27.334745
4.80	0	0	90	-34.219552
4.80	0	0	120	-27.334761
4.80	0	0	150	13.005196
4.80	0	0	180	-23522.116461
4.80	0	30	0	-23610.486009
4.80	0	30	30	32.887665
4.80	0	30	60	-27.466322
4.80	0	30	90	-34.916523
4.80	0	30	120	-36.618925
4.80	0	30	150	-17.172682
4.80	0	30	180	-23610.486015
4.80	0	60	0	-23774.401438
4.80	0	60	30	23.920284
4.80	0	60	60	-35.991031
4.80	0	60	90	-36.14296
4.80	0	60	120	-45.030753
4.80	0	60	150	-23.427478
4.80	0	60	180	-23774.401465
4.80	0	90	0	-23850.544079
4.80	0	90	30	-4.251369
4.80	0	90	60	-44.577112
4.80	0	90	90	-36.405622
4.80	0	90	120	-44.577164
4.80	0	90	150	-4.251437
4.80	0	90	180	-23850.544042
4.80	30	0	0	-23522.116606
4.80	30	0	30	11.656631
4.80	30	0	60	-36.078366
4.80	30	0	90	-27.739944
4.80	30	0	120	-36.078388
4.80	30	0	150	11.656747
4.80	30	0	180	-23522.116461
4.80	30	30	0	-23610.48601
4.80	30	30	30	28.201219
4.80	30	30	60	-36.920632
4.80	30	30	90	-27.874397
4.80	30	30	120	-50.477312
4.80	30	30	150	-14.45133
4.80	30	30	180	-23610.486015
4.80	30	60	0	-23774.401437
4.80	30	60	30	20.943941
4.80	30	60	60	-45.041615
4.80	30	60	90	-28.027713
4.80	30	60	120	-53.752326
4.80	30	60	150	-19.841833
4.80	30	60	180	-23774.401466
4.80	30	90	0	-23850.544079
4.80	30	90	30	-2.519287
4.80	30	90	60	-53.220839
4.80	30	90	90	-27.718734
4.80	30	90	120	-53.220781
4.80	30	90	150	-2.519109
4.80	30	90	180	-23850.544042
4.80	60	0	0	-23522.116606
4.80	60	0	30	10.70655
4.80	60	0	60	-32.211806
4.80	60	0	90	-37.238708
4.80	60	0	120	-32.211752
4.80	60	0	150	10.706742
4.80	60	0	180	-23522.116461
4.80	60	30	0	-23610.486009
4.80	60	30	30	19.486809
4.80	60	30	60	-35.846969
4.80	60	30	90	-36.275604
4.80	60	30	120	-44.420578
4.80	60	30	150	-4.99424
4.80	60	30	180	-23610.486015
4.80	60	60	0	-23774.401437
4.80	60	60	30	15.030972
4.80	60	60	60	-42.612969
4.80	60	60	90	-34.322138
4.80	60	60	120	-48.467381
4.80	60	60	150	-8.609842
4.80	60	60	180	-23774.401466
4.80	60	90	0	-23850.544079
4.80	60	90	30	2.002095
4.80	60	90	60	-48.13741
4.80	60	90	90	-32.856357
4.80	60	90	120	-48.137353
4.80	60	90	150	2.002077
4.80	60	90	180	-23850.544042
4.80	90	0	0	-23522.116606
4.80	90	0	30	10.018825
4.80	90	0	60	-33.848984
4.80	90	0	90	-34.219304
4.80	90	0	120	-33.848976
4.80	90	0	150	10.018825
4.80	90	0	180	-23522.116461
4.80	90	30	0	-23610.486009
4.80	90	30	30	7.21981
4.80	90	30	60	-41.666486
4.80	90	30	90	-32.814582
