R	Gamma	E
1.00	0	-224.468806282353
1.00	10	-225.745704866325
1.00	20	-227.735584803886
1.00	30	-229.065002385432
1.00	40	-229.737218676533
1.00	50	-230.030467031536
1.00	60	-230.134354493125
1.00	70	-230.14731289251
1.00	80	-230.11804311793
1.00	90	-230.02323727027
1.00	100	-230.095744174781
1.00	110	-230.128847350104
1.00	120	-230.110611206609
1.00	130	-230.006190073342
1.00	140	-229.758267671186
1.00	150	-229.288423614618
1.00	160	-228.55004982477
1.00	170	-227.690605378116
1.00	180	-227.204339945761
1.10	0	-227.069745159216
1.10	10	-227.685036844024
1.10	20	-228.727262558798
1.10	30	-229.509805467126
1.10	40	-229.939665122866
1.10	50	-230.136093403311
1.10	60	-230.207691895367
1.10	70	-230.217338708976
1.10	80	-230.197875294089
1.10	90	-230.1680277996
1.10	100	-230.178330215647
1.10	110	-230.199914762379
1.10	120	-230.186570358386
1.10	130	-230.111495679043
1.10	140	-229.935830458124
1.10	150	-229.611100104653
1.10	160	-229.117127633918
1.10	170	-228.563370410736
1.10	180	-228.282979653383
1.20	0	-228.238061885586
1.20	10	-228.591269238937
1.20	20	-229.240211096439
1.20	30	-229.758312988131
1.20	40	-230.059319200598
1.20	50	-230.20557984994
1.20	60	-230.265232360963
1.20	70	-230.280018336854
1.20	80	-230.272909141379
1.20	90	-230.258442978169
1.20	100	-230.259478350837
1.20	110	-230.265233596277
1.20	120	-230.246756263014
1.20	130	-230.180318974442
1.20	140	-230.035179800529
1.20	150	-229.774830480584
1.20	160	-229.380324213213
1.20	170	-228.927163327413
1.20	180	-228.695772373667
1.30	0	-228.692134093499
1.30	10	-228.969606442725
1.30	20	-229.482265707821
1.30	30	-229.886540879091
1.30	40	-230.128273537831
1.30	50	-230.254963109608
1.30	60	-230.314220564657
1.30	70	-230.336008583548
1.30	80	-230.338444173316
1.30	90	-230.333016417418
1.30	100	-230.329847018038
1.30	110	-230.324573850134
1.30	120	-230.299207589698
1.30	130	-230.232137682475
1.30	140	-230.096440527762
1.30	150	-229.862548685068
1.30	160	-229.500274121568
1.30	170	-228.996819167213
1.30	180	-228.668633492707
1.40	0	-228.686805414337
1.40	10	-229.042786942009
1.40	20	-229.585477764506
1.40	30	-229.952558105752
1.40	40	-230.17191740905
1.40	50	-230.295063515949
1.40	60	-230.357756888575
1.40	70	-230.38467164182
1.40	80	-230.392432319682
1.40	90	-230.391311263372
1.40	100	-230.386831503663
1.40	110	-230.37605044834
1.40	120	-230.346368722344
1.40	130	-230.277602081718
1.40	140	-230.144400918909
1.40	150	-229.925266371889
1.40	160	-229.563389784759
1.40	170	-228.845732072636
1.40	180	-228.190666951826
1.50	0	-228.223958706138
1.50	10	-228.894752058175
1.50	20	-229.629917974775
1.50	30	-229.995377929551
1.50	40	-230.207117941077
1.50	50	-230.331761724628
1.50	60	-230.396454989956
1.50	70	-230.425267883386
1.50	80	-230.435275923081
1.50	90	-230.435946193051
1.50	100	-230.431282859537
1.50	110	-230.418768763349
1.50	120	-230.388314590453
1.50	130	-230.320455555047
1.50	140	-230.190637373412
1.50	150	-229.986216728592
1.50	160	-229.603734844323
1.50	170	-228.459419091246
1.50	180	-227.004353372025
1.60	0	-227.054956554773
1.60	10	-228.546019621454
1.60	20	-229.661239143537
1.60	30	-230.036748869989
1.60	40	-230.242358367006
1.60	50	-230.366719577811
1.60	60	-230.430113407668
1.60	70	-230.45803919357
1.60	80	-230.468286004853
1.60	90	-230.469746635385
1.60	100	-230.465229084455
1.60	110	-230.453126351927
1.60	120	-230.424503256999
1.60	130	-230.360656254368
1.60	140	-230.23743940335
1.60	150	-230.048515138927
1.60	160	-229.63019100004
1.60	170	-227.770002625247
1.60	180	-224.389109407319
1.70	0	-224.493441156824
1.70	10	-227.949581370179
1.70	20	-229.693512043296
1.70	30	-230.083066785661
1.70	40	-230.279397062944
1.70	50	-230.399336442322
1.70	60	-230.458487528703
1.70	70	-230.483896377148
1.70	80	-230.493357168249
1.70	90	-230.494792316959
1.70	100	-230.490984054472
1.70	110	-230.480149995005
1.70	120	-230.454737206215
1.70	130	-230.397010175478
1.70	140	-230.282799697135
1.70	150	-230.107713786312
1.70	160	-229.653899627731
1.70	170	-226.800312448309
1.70	180	-218.248912518553
1.80	0	-218.454713943012
1.80	10	-227.12494506794
1.80	20	-229.727574203918
1.80	30	-230.130883138722
1.80	40	-230.316321529589
1.80	50	-230.428531195067
1.80	60	-230.481737613804
1.80	70	-230.504030169765
1.80	80	-230.512023787666
1.80	90	-230.513266681372
1.80	100	-230.510168583322
1.80	110	-230.501166169489
1.80	120	-230.47934433593
1.80	130	-230.428598844541
1.80	140	-230.324262788887
1.80	150	-230.159900412124
1.80	160	-229.69097703551
1.80	170	-225.854442339085
1.80	180	-199.911390341957
1.90	0	-200.38096853434
1.90	10	-226.338754803154
1.90	20	-229.769331075689
1.90	30	-230.174999204687
1.90	40	-230.350699938684
1.90	50	-230.453673110433
1.90	60	-230.500471177024
1.90	70	-230.519298273924
1.90	80	-230.525832959994
1.90	90	-230.52683726599
1.90	100	-230.524360180704
1.90	110	-230.517112256415
1.90	120	-230.499072038486
1.90	130	-230.455205606166
1.90	140	-230.360472552143
1.90	150	-230.203316953317
1.90	160	-229.750535121188
1.90	170	-225.514064674895
2.00	10	-226.064668784215
2.00	20	-229.823088536417
2.00	30	-230.212549170654
2.00	40	-230.381144854968
2.00	50	-230.474779435199
2.00	60	-230.515179855011
2.00	70	-230.530744866393
2.00	80	-230.535981954825
2.00	90	-230.536752037705
