R	Gamma	E
1.00	0	-40.860950116633
1.00	10	-40.867196961025
1.00	20	-40.884429652152
1.00	30	-40.908867355406
1.00	40	-40.936152000457
1.00	50	-40.962685358076
1.00	60	-40.985847689215
1.00	70	-41.00367310886
1.00	80	-41.014483923763
1.00	90	-41.016531944856
1.00	100	-41.007587905045
1.00	110	-40.984523091776
1.00	120	-40.943046908423
1.00	130	-40.878120534445
1.00	140	-40.783367601373
1.00	150	-40.633532960895
1.00	160	-40.262590436584
1.00	170	-38.679231959311
1.10	0	-40.885719509091
1.10	20	-40.91202175812
1.10	30	-40.938316795318
1.10	40	-40.966448270603
1.10	50	-40.992808602622
1.10	60	-41.015195642742
1.10	70	-41.03212264643
1.10	80	-41.042329385334
1.10	90	-41.044407275552
1.10	100	-41.036404651248
1.10	110	-41.015409020799
1.10	120	-40.977225823772
1.10	130	-40.916743741071
1.10	140	-40.828109433422
1.10	150	-40.689123559717
1.10	160	-40.331031974454
1.10	170	-38.439479874541
1.20	0	-40.92018848839
1.20	10	-40.919637188978
1.20	20	-40.915887342353
1.20	30	-40.92140327493
1.20	40	-40.982983157286
1.20	50	-41.009960912562
1.20	60	-41.032330742778
1.20	70	-41.049153230069
1.20	80	-41.059586129597
1.20	90	-41.062568676651
1.20	100	-41.056476966517
1.20	110	-41.038730799749
1.20	120	-41.005444243113
1.20	130	-40.951585793536
1.20	140	-40.87166270942
1.20	150	-40.749263352597
1.20	160	-40.425320772169
1.20	170	-39.179198561241
1.20	180	-35.024190451821
1.30	0	-40.960895733316
1.30	10	-40.960755231431
1.30	20	-40.959886240831
1.30	30	-40.961693075066
1.30	50	-41.023677920094
1.30	60	-41.045311129345
1.30	70	-41.061636880672
1.30	80	-41.072108462702
1.30	90	-41.075943567926
1.30	100	-41.071831813018
1.30	160	-40.587135154458
1.30	170	-39.938720119785
1.30	180	-39.011409569711
1.40	0	-40.992757448866
1.40	10	-40.993227911035
1.40	20	-40.993802403975
1.40	30	-40.997959480518
1.40	40	-41.00556032095
1.40	140	-40.942240890116
1.40	150	-40.860817535714
1.40	160	-40.720591055351
1.40	170	-40.455683026631
1.40	180	-40.14262736665
1.50	0	-41.01718498989
1.50	20	-41.022676233678
1.50	30	-41.030396578696
1.50	40	-41.037093453407
1.50	50	-41.043613120812
1.50	120	-41.058970042187
1.50	130	-41.034043307048
1.50	140	-40.990931030817
1.50	150	-40.924789632372
1.50	170	-40.707063727261
1.50	180	-40.590435976424
1.60	0	-41.040759007902
1.60	10	-41.045002748139
1.60	20	-41.051944317198
1.60	30	-41.058406052865
1.60	40	-41.064073010685
1.60	50	-41.069388408878
1.60	60	-41.074921979137
1.60	70	-41.080900507533
1.60	80	-41.086937779838
1.60	90	-41.092087161495
1.60	100	-41.094904978709
1.60	110	-41.093352740824
1.60	120	-41.08464576802
1.60	130	-41.065138548935
1.60	140	-41.030638263171
1.60	150	-40.9777474816
1.60	170	-40.800150572772
1.60	180	-40.799485137605
1.70	0	-41.070524870797
1.70	10	-41.072633916972
